categoria,marca,modelo,versao,motor,transmissao,ar_condicionado,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE,3.0-24V,A-8,S,E,D,\,\,"9,9","11,4",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE 7L,3.0-24V,A-8,S,E,D,\,\,"9,9","11,4",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE XD,3.0-24V,A-8,S,E,D,\,\,"9,9","11,4",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE XD 7L,3.0-24V,A-8,S,E,D,\,\,"9,9","11,4",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE,3.0-24V,A-8,S,E,D,\,\,"9,9","11,4",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE 7L,3.0-24V,A-8,S,E,D,\,\,"9,9","11,4",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE XD,3.0-24V,A-8,S,E,D,\,\,"9,9","11,4",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE XD 7L,3.0-24V,A-8,S,E,D,\,\,"9,9","11,4",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,X,3.0-24V,A-8,S,E,D,\,\,"9,9","11,4",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,X 7L,3.0-24V,A-8,S,E,D,\,\,"9,9","11,4",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,LE75TH,3.0-24V,A-8,S,E,D,\,\,"9,9","11,4",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,S XD,3.0-24V,A-8,S,E,D,\,\,"9,9","11,4",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,S XD 7L,3.0-24V,A-8,S,E,D,\,\,"9,9","11,4",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,S,3.0-24V,A-8,S,E,D,\,\,"9,8","11,1",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,SE,3.0-24V,A-8,S,E,D,\,\,"9,8","11,1",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,HSE,3.0-24V,A-8,S,E,D,\,\,"9,8","11,1",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,S XD,3.0-24V,A-8,S,E,D,\,\,"9,8","11,1",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,SE XD,3.0-24V,A-8,S,E,D,\,\,"9,8","11,1",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,HSE XD,3.0-24V,A-8,S,E,D,\,\,"9,8","11,1",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,X,3.0-24V,A-8,S,E,D,\,\,"9,8","11,1",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,LE,3.0-24V,A-8,S,E,D,\,\,"9,8","11,1",2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 HSERD,3.0-24V,A-8,S,E,D,\,\,"9,5","11,4",2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 LE,3.0-24V,A-8,S,E,D,\,\,"9,5","11,4",2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 SERD,3.0-24V,A-8,S,E,D,\,\,"9,5","11,4",2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 SRD,3.0-24V,A-8,S,E,D,\,\,"9,5","11,4",2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 SE,3.0-24V,A-8,S,E,D,\,\,"9,5","11,4",2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF S,2.0-16V,A-9,S,E,F,"4,9","6,2","7,0","8,6",2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF S 7L,2.0-16V,A-9,S,E,F,"4,9","6,2","7,0","8,6",2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SE,2.0-16V,A-9,S,E,F,"4,9","6,2","7,0","8,6",2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SE 7L,2.0-16V,A-9,S,E,F,"4,9","6,2","7,0","8,6",2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SE RD,2.0-16V,A-9,S,E,F,"4,9","6,2","7,0","8,6",2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SERD7,2.0-16V,A-9,S,E,F,"4,9","6,2","7,0","8,6",2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 S,2.0-16V,A-9,S,E,D,\,\,"10,7","12,9",2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 S 7L,2.0-16V,A-9,S,E,D,\,\,"10,7","12,9",2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE,2.0-16V,A-9,S,E,D,\,\,"10,7","12,9",2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE RD,2.0-16V,A-9,S,E,D,\,\,"10,7","12,9",2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE RD7L,2.0-16V,A-9,S,E,D,\,\,"10,7","12,9",2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE 7L,2.0-16V,A-9,S,E,D,\,\,"10,7","12,9",2023
Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF HSERD,2.0-16V,A-9,S,E,F,"(km/l)
5,4","(km/l)
7,1","(km/l)
8,2","(km/l)
10,4",2023
Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF S,2.0-16V,A-9,S,E,F,"5,4","7,1","8,2","10,4",2023
Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF SE,2.0-16V,A-9,S,E,F,"5,4","7,1","8,2","10,4",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350,3.0-24V,A-8,S,E,D,\,\,"9,5","11,3",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 AB,3.0-24V,A-8,S,E,D,\,\,"9,5","11,3",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 HSE,3.0-24V,A-8,S,E,D,\,\,"9,5","11,3",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 LE,3.0-24V,A-8,S,E,D,\,\,"9,5","11,3",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 SE,3.0-24V,A-8,S,E,D,\,\,"9,5","11,3",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 SV,3.0-24V,A-8,S,E,D,\,\,"9,5","11,3",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530,4.4-32V,A-8,S,E,G,\,\,"6,5","8,3",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 AB,4.4-32V,A-8,S,E,G,\,\,"6,5","8,3",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 HSE,4.4-32V,A-8,S,E,G,\,\,"6,5","8,3",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 LE,4.4-32V,A-8,S,E,G,\,\,"6,5","8,3",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 SE,4.4-32V,A-8,S,E,G,\,\,"6,5","8,3",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 SV,4.4-32V,A-8,S,E,G,\,\,"6,5","8,3",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD HSE,3.0-24V,A-8,S,E,D,\,\,"9,7","11,6",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD HSED,3.0-24V,A-8,S,E,D,\,\,"9,7","11,6",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD SE,3.0-24V,A-8,S,E,D,\,\,"9,7","11,6",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 AB,3.0-24V,A-8,S,E,D,\,\,"9,1","11,6",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 HSED,3.0-24V,A-8,S,E,D,\,\,"9,1","11,6",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 LE,3.0-24V,A-8,S,E,D,\,\,"9,1","11,6",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 S,3.0-24V,A-8,S,E,D,\,\,"9,1","11,6",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SD,3.0-24V,A-8,S,E,D,\,\,"9,1","11,6",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SE,3.0-24V,A-8,S,E,D,\,\,"9,1","11,6",2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SED,3.0-24V,A-8,S,E,D,\,\,"9,1","11,6",2023
Fora de Estrada Grande,LAND ROVER,VELAR,P340,3.0-24V,A-8,S,E,G,\,\,"7,8","9,9",2023
Fora de Estrada Grande,LAND ROVER,VELAR,P340 SE,3.0-24V,A-8,S,E,G,\,\,"7,8","9,9",2023
Fora de Estrada Grande,LAND ROVER,VELAR,P340 SE RDYN,3.0-24V,A-8,S,E,G,\,\,"7,8","9,9",2023
Fora de Estrada Grande,LAND ROVER,VELAR,P340 HSE RDYN,3.0-24V,A-8,S,E,G,\,\,"7,8","9,9",2023
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV,2.0-16V,A-8,S,E,G,\,\,"8,6","9,4",2023
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV SE,2.0-16V,A-8,S,E,G,\,\,"8,6","9,4",2023
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV SE RDYN,2.0-16V,A-8,S,E,G,\,\,"8,6","9,4",2023
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV HSE RDYN,2.0-16V,A-8,S,E,G,\,\,"8,6","9,4",2023
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV S,2.0-16V,A-8,S,E,G,\,\,"8,6","9,4",2023
Fora de Estrada Grande,LAND ROVER,VELAR,PHEVSRDYN,2.0-16V,A-8,S,E,G,\,\,"8,6","9,4",2023
Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE,2.4-16V,A-8,S,H,D,\,\,"8,9","11,4",2023
Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE-S,2.4-16V,A-8,S,H,D,\,\,"8,9","11,4",2023
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,SRX,2.8-16V,A-6,S,H,D,\,\,"9,8","11,2",2023
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,DIAMOND,2.8-16V,A-6,S,H,D,\,\,"9,8","11,2",2023
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,GRS,2.8-16V,A-6,S,H,D,\,\,"9,8","11,2",2023
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,GRS Power Up,2.8-16V,A-6,S,H,D,\,\,"9,7","11,0",2023
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,SRX Platinum,2.8-16V,A-6,S,H,D,\,\,"9,8","11,2",2023
Minivan,CHEVROLET,SPIN,1.8L AT ACT7,1.8L -8V,A-6,S,E,F,"6,9","8,6","9,8","12,3",2023
Minivan,CHEVROLET,SPIN,1.8L AT PREMIER,1.8L -8V,A-6,S,E,F,"6,9","8,6","9,8","12,3",2023
Minivan,CHEVROLET,SPIN,1.8L AT LT7,1.8L -8V,A-6,S,E,F,"6,9","8,6","9,8","12,3",2023
Minivan,CHEVROLET,SPIN,18L MT PREMIER,1.8L-8V,M-6,S,E,F,"7,5","8,9","10,8","12,8",2023
Minivan,KIA,CARNIVAL,EX,3.5 - 24V,A-8,S,E,G,\,\,"7,3","9,9",2023
Minivan,KIA,CARNIVAL,LX,3.5 - 24V,A-8,S,E,G,\,\,"7,3","9,9",2023
Minivan,KIA,CARNIVAL,SX,3.5 - 24V,A-8,S,E,G,\,\,"7,3","9,9",2023
Comercial,BYD,ET3,---,Elétrico,N.A.,S,E,E,(km\/l),(km\/l),(km\/l),(km\/l),2023
Comercial,CITROEN,JUMPY,CARGO,1.5 T,M-6,S,E-H,D,\,\,"12,4","11,9",2023
Comercial,CITROEN,JUMPY,VITRE,1.5 T,M-6,S,E-H,D,\,\,"12,4","11,9",2023
Comercial,CITROEN,JUMPER,CARGOL2,2.2 T,M-6,S,H,D,\,\,"10,0","9,9",2023
Comercial,CITROEN,JUMPER,CARGOPK,2.2 T,M-6,S,H,D,\,\,"10,0","9,9",2023
Comercial,CITROEN,JUMPER,FURG PK,2.2 T,M-6,S,H,D,\,\,"10,0","9,9",2023
Comercial,CITROEN,E-JUMPY,CARGO,ELÉTRICO,A-1,S,E-H,E,\,\,\,\,2023
Comercial,FIAT,DUCATO,CARGO,2.0 T,M-6,S,H,D,\,\,"10,0","9,9",2023
Comercial,FIAT,DUCATO,MAXICARGO,2.0 T,M-6,S,H,D,\,\,"10,0","9,9",2023
Comercial,FIAT,DUCATO,MULTI 13M,2.0 T,M-6,S,H,D,\,\,"10,0","9,8",2023
Comercial,FIAT,DUCATO,MB EXEC-17,2.0 T,M-6,S,H,D,\,\,"9,5","9,3",2023
Comercial,FIAT,DUCATO,MB COMF-19,2.0 T,M-6,S,H,D,\,\,"9,5","9,3",2023
Comercial,FIAT,E-SCUDO,CARGO,ELÉTRICO,A-1,S,E-H,E,\,\,\,\,2023
Comercial,FIAT,FIORINO,ENDURANCE,1.4-8V,M-5,S,H,F,"8,1","8,4","11,7","12,4",2023
Comercial,FIAT,FIORINO,WORKING,1.4-8V,M-5,S,H,F,"8,1","8,4","11,7","12,4",2023
Comercial,FIAT,SCUDO,CARGO TD,1.5 T,M-6,S,E-H,D,\,\,"12,4","11,9",2023
Comercial,FIAT,SCUDO,MULTI TD,1.5 T,M-6,S,E-H,D,\,\,"12,4","11,9",2023
Comercial,FORD,Transit,350 F,2.0 - 16V,M-6,S,E,D,\,\,"10,0","9,2",2023
Comercial,FORD,Transit,350 FL,2.0 - 16V,M-6,S,E,D,\,\,"10,0","9,2",2023
Comercial,HYUNDAI,HR,HDB 4WD,"2,5 T 16V",M-6,S,H,D,\,\,"10,2","8,9",2023
Comercial,KIA,BONGO K2500 4X2 SC,HD SC,2.5 - 16V,M-6,S,H,D,\,\,"10,4","10,1",2023
Comercial,KIA,BONGO K2500 4X4 SC,HD SC 4WD,2.5 - 16V,M-6,S,H,D,\,\,"9,2","8,6",2023
Comercial,Mercedes-Benz,315CDI STREET,Furgão,2.0-16V,M-6,S,H,D,\,\,"10,3","11,8",2023
Comercial,Mercedes-Benz,315CDI STREET,Chassi,2.0-16V,M-6,S,H,D,\,\,"10,3","11,8",2023
Comercial,PEUGEOT,EXPERT,CARGO,1.5 T,M-6,S,E-H,D,\,\,"12,4","11,9",2023
Comercial,PEUGEOT,EXPERT,VITRE,1.5 T,M-6,S,E-H,D,\,\,"12,4","11,9",2023
Comercial,PEUGEOT,BOXER,CARGO L2,2.2 T,M-6,S,H,D,\,\,"10,0","9,9",2023
Comercial,PEUGEOT,BOXER,CARGO PK,2.2 T,M-6,S,H,D,\,\,"10,0","9,9",2023
Comercial,PEUGEOT,BOXER,FURGAO PK,2.2 T,M-6,S,H,D,\,\,"10,0","9,9",2023
Comercial,PEUGEOT,E-EXPERT,CARGO,ELÉTRICO,A-1,S,E-H,E,\,\,\,\,2023
Comercial,PEUGEOT,PARTNER RAPID,BUSINS,1.4-8V,M-5,S,H,F,"8,1","8,4","11,7","12,4",2023
Comercial,PEUGEOT,PARTNER RAPID,BUSIPK,1.4-8V,M-5,S,H,F,"8,1","8,4","11,7","12,4",2023
Comercial,Renault,Master,Minibus,2.3-16V,M-6,S,E -H,D,\,\,"9,5","9,1",2023
Comercial,Renault,Master,Chassis Cabine,2.3-16V,M-6,S,E -H,D,\,\,"10,3","9,3",2023
Comercial,Renault,Master,Furgão Pró,2.3-16V,M-6,S,E -H,D,\,\,"10,1","9,8",2023
Comercial,Renault,Master,Furgão,2.3-16V,M-6,S,E -H,D,\,\,"10,1","9,8",2023
Comercial,Renault,Kangoo,MAX ZE,Elétrico,A,S,E-H,E,\,\,\,\,2023
Comercial,Renault,Kangoo,MAXICAB,Elétrico,A,S,E-H,E,\,\,\,\,2023
Comercial,Renault,E-KWID,CARGO,Elétrico,A,S,E,E,\,\,\,\,2023
Picape Compacta,CHEVROLET,MONTANA,T AT LTZ,1.2T - 12 V,A-6,S,E,F,"7,7","9,3","11,1","13,3",2023
Picape Compacta,CHEVROLET,MONTANA,T AT PR,1.2T - 12 V,A-6,S,E,F,"7,7","9,3","11,1","13,3",2023
Picape Compacta,CHEVROLET,MONTANA,T,1.2T - 12 V,M-6,S,E,F,"8,3","9,6","12,0","13,6",2023
Picape Compacta,CHEVROLET,MONTANA,T LT,1.2T - 12 V,M-6,S,E,F,"8,3","9,6","12,0","13,6",2023
Picape Compacta,FIAT,STRADA,RANCH AT (MY23),1.3-8V,CVT-7,S,E,F,"8,8","9,8","12,5","13,3",2023
Picape Compacta,FIAT,STRADA,VOLCANO AT (MY23),1.3-8V,CVT-7,S,E,F,"8,8","9,8","12,5","13,3",2023
Picape Compacta,FIAT,STRADA,FREEDOM CS (MY23),1.3-8V,M-5,S,E,F,"8,9","10,4","12,9","14,7",2023
Picape Compacta,FIAT,STRADA,ENDURANCE CD,1.4-8V,M-5,S,H,F,"8,4","9,2","11,9","13,3",2023
Picape Compacta,FIAT,STRADA,ENDURANCE CS,1.4-8V,M-5,S,H,F,"8,4","9,2","11,9","13,3",2023
Picape Compacta,FIAT,STRADA,FREEDOM CD13 (CY23),1.3-8V,M-5,S,E,F,"8,9","10,0","12,5","14,3",2023
Picape Compacta,FIAT,STRADA,VOLCANO CD13 (CY23),1.3-8V,M-5,S,E,F,"8,9","10,0","12,5","14,3",2023
Picape Compacta,FIAT,STRADA,RANCH T200AT,1.0-12V T,CVT-7,S,E,F,"8,3","9,4","12,1","13,2",2023
Picape Compacta,FIAT,STRADA,ULTRA T200AT,1.0-12V T,CVT-7,S,E,F,"8,3","9,4","12,1","13,2",2023
Picape Compacta,FIAT,STRADA,ENDURAN CS13,1.3-8V,M-5,S,E,F,"9,3","10,0","13,1","14,2",2023
Picape Compacta,Renault,Oroch,Intense,1.3 - 16V,CVT,S,E -H,F,"7,4","7,8","10,5","11,0",2023
Picape Compacta,Renault,Oroch,Iconic,1.3 - 16V,CVT,S,E -H,F,"7,4","7,8","10,5","11,0",2023
Picape Compacta,Renault,Oroch,Outsider,1.3 - 16V,CVT,S,E -H,F,"7,4","7,8","10,5","11,0",2023
Picape Compacta,Renault,Oroch,Intense16M,1.6 - 16V,M-6,S,E-H,F,"7,4","8,0","11,3","11,6",2023
Picape Compacta,Renault,Oroch,PRO 16,1.6 - 16V,M-6,S,E-H,F,"7,4","8,0","11,3","11,6",2023
Picape Compacta,VW,SAVEIRO,TRENDLINE SC,1.6-16V,M - 5,S,H,F,"8,1","9,0","11,7","12,8",2023
Picape Compacta,VW,SAVEIRO,ROBUST SC,1.6-16V,M - 5,S,H,F,"8,1","9,0","11,7","12,8",2023
Picape Compacta,VW,SAVEIRO,CROSS CD,1.6-16V,M - 5,S,H,F,"7,9","8,8","11,4","12,5",2023
Picape Compacta,VW,SAVEIRO,ROBUST CD,1.6-16V,M - 5,S,H,F,"7,9","8,8","11,4","12,5",2023
Picape Compacta,VW,SAVEIRO,CS ROBUST MF(MY24),1.6-16V,M - 5,S,H,F,"7,9","9,1","11,5","12,9",2023
Picape Compacta,VW,SAVEIRO,CS TRENDLINE MF (MY24),1.6-16V,M - 5,S,H,F,"7,9","9,1","11,5","12,9",2023
Picape Compacta,VW,SAVEIRO,CD ROBUST MF(MY24),1.6-16V,M - 5,S,H,F,"7,8","8,9","11,3","12,6",2023
Picape Compacta,VW,SAVEIRO,CD EXTREME MF (MY24),1.6-16V,M - 5,S,H,F,"7,8","8,9","11,3","12,6",2023
Picape,CHEVROLET,S10,HC DD4A,2.8 - 16V,A-6,S,E,D,\,\,"8,4","10,4",2023
Picape,CHEVROLET,S10,LT DD4A,2.8 - 16V,A-6,S,E,D,\,\,"8,6","10,9",2023
Picape,CHEVROLET,S10,LTZ DD4A,2.8 - 16V,A-6,S,E,D,\,\,"8,6","10,9",2023
Picape,CHEVROLET,S10,LS DD4,2.8 - 16V,M-6,S,E,D,\,\,"9,3","10,8",2023
Picape,CHEVROLET,S10,LS DS4,2.8 - 16V,M-6,S,E,D,\,\,"9,4","10,6",2023
Picape,CHEVROLET,S10,LS DS4C,2.8 - 16V,M-6,S,E,D,\,\,"9,4","10,6",2023
Picape,CHEVROLET,S10,Z71,2.8 - 16V,A-6,S,E,D,\,\,"8,3","10,0",2023
Picape,CHEVROLET,S10,MID DD4A,2.8 - 16V,A-6,S,E,D,\,\,"8,6","10,9",2023
Picape,CHEVROLET,S10,LT DD4,2.8 - 16V,M-6,S,E,D,\,\,"9,3","10,8",2023
Picape,CHEVROLET,SILVERADO,HC,5.3 V8,A-10,S,E,G,\,\,"6,0","7,2",2023
Picape,FIAT,TORO,RANCH AT9 4X4 (CY23),2.0 T,A-9,S,E,D,\,\,"10,5","13,0",2023
Picape,FIAT,TORO,VOLCANO AT9 4X4 (CY23),2.0 T,A-9,S,E,D,\,\,"10,5","13,0",2023
Picape,FIAT,TORO,ULTRA AT9 4X4 (CY23),2.0 T,A-9,S,E,D,\,\,"10,1","12,4",2023
Picape,FIAT,TORO,FREEDOM AT9 4X4,2.0 T,A-9,S,E,D,\,\,"10,1","12,4",2023
Picape,FIAT,TORO,VOLCANO TURBO (CY23),1.3 16V T,A-6,S,E,F,"6,6","8,0","9,5","11,2",2023
Picape,FIAT,TORO,FREEDOM TURBO (OPT 31S) (CY23),1.3 16V T,A-6,S,E,F,"6,6","7,9","9,5","11,2",2023
Picape,FIAT,TORO,FREEDOM TURBO (CY23),1.3 16V T,A-6,S,E,F,"6,6","7,9","9,5","11,2",2023
Picape,FIAT,TORO,ENDUR T270 AT6,1.3 16V T,A-6,S,E,F,"6,7","8,3","9,6","11,7",2023
Picape,FIAT,TORO,FREED T270 AT6 / VOLC T270 AT6,1.3 16V T,A-6,S,E,F,"6,6","8,0","9,4","11,1",2023
Picape,FIAT,TORO,FREED T270 AT6 (OPT 4D7),1.3 16V T,A-6,S,E,F,"6,6","7,8","9,4","11,0",2023
Picape,FORD,Maverick,XLT,2.0 GTDi,A-8,S,E,G,\,\,"8,8","11,1",2023
Picape,FORD,Maverick,Lariat FX4,2.0 GTDi,A-8,S,E,G,\,\,"8,8","11,1",2023
Picape,FORD,Maverick,Hibrido Lariat,2.5 FHEV,eCVT,S,E,G,\,\,"15,7","13,6",2023
Picape,FORD,Ranger 4x4 CS,XL,2.2 - 16V,M-6,S,E,D,\,\,"10,4","10,7",2023
Picape,FORD,Ranger 4x4 CD,XL,2.2 - 16V,M-6,S,E,D,\,\,"10,4","10,7",2023
Picape,FORD,Ranger 4x2,XLS,2.2 - 16V,A-6,S,E,D,\,\,"9,5","10,7",2023
Picape,FORD,Ranger 4x2,XLS Black,2.2 - 16V,A-6,S,E,D,\,\,"9,5","10,7",2023
Picape,FORD,Ranger 4x4,XLS,2.2 - 16V,A-6,S,E,D,\,\,"9,1","10,2",2023
Picape,FORD,Ranger 4x4,XL,3.2 - 20V,A-6,S,E,D,\,\,"8,6","9,6",2023
Picape,FORD,Ranger 4x4,XLS,3.2 - 20V,A-6,S,E,D,\,\,"8,6","9,6",2023
Picape,FORD,Ranger 4x4,XLT,3.2 - 20V,A-6,S,E,D,\,\,"8,6","9,6",2023
Picape,FORD,Ranger 4x4,FX4,3.2 - 20V,A-6,S,E,D,\,\,"8,6","9,6",2023
Picape,FORD,Ranger 4x4,STORM,3.2 - 20V,A-6,S,E,D,\,\,"8,6","9,6",2023
Picape,FORD,Ranger 4x4,LTD,3.2 - 20V,A-6,S,E,D,\,\,"8,6","9,6",2023
Picape,FORD,Nova Ranger 4x4,XL,2.0 - 16V,M-6,S,E,D,\,\,"10,2","11,0",2023
Picape,FORD,Nova Ranger 4x4,XLS,2.0 - 16V,M-6,S,E,D,\,\,"10,2","11,0",2023
Picape,FORD,Nova Ranger 4x2,XLS,2.0 - 16V,A-6,S,E,D,\,\,"10,1","12,4",2023
Picape,FORD,Nova Ranger 4x4,XLS,2.0 - 16V,A-6,S,E,D,\,\,"10,0","11,5",2023
Picape,FORD,Nova Ranger 4x4,XLS,3.0 V6 - 24V,A-10,,E,D,\,\,"8,9","10,2",2023
Picape,FORD,Nova Ranger 4x4,XLT,3.0 V6 - 24V,A-10,,E,D,\,\,"8,9","10,2",2023
Picape,FORD,Nova Ranger 4x4,LTD,3.0 V6 - 24V,A-10,,E,D,\,\,"8,9","10,2",2023
Picape,FORD,Nova Ranger 4x4,LTD+,3.0 V6 - 24V,A-10,,E,D,\,\,"8,9","10,2",2023
Picape,FORD,F150,Lariat,5.0 - 32V,A-10,S,E,G,\,\,"6,3","8,6",2023
Picape,FORD,F150,Platinum,5.0 - 32V,A-10,S,E,G,\,\,"6,3","8,6",2023
Picape,JAC,IEV330P,IEV330P,ELÉTRICO,A-1,S,E-H,E,\,\,\,\,2023
Picape,JEEP,GLADIATOR,RUBICON,3.6-24V,A-8,S,E-H,G,\,\,"6,5","7,4",2023
Picape,Mitsubishi,L200 Triton Outdoor,GLX,2.4-16V,M-6,S,H,D,\,\,"10,5","12,5",2023
Picape,Mitsubishi,L200 Triton Outdoor,GLS,2.4-16V,A-5,S,H,D,\,\,"9,8","11,1",2023
Picape,Mitsubishi,L200 Triton,GL,2.4-16V,M-6,S,H,D,\,\,"10,5","12,5",2023
Picape,Mitsubishi,L200 Triton,GLS,2.4-16V,A-5,S,H,D,\,\,"9,8","11,1",2023
Picape,Mitsubishi,L200 Triton,SAVANA,2.4-16V,A-5,S,H,D,\,\,"9,8","11,1",2023
Picape,Mitsubishi,L200 Triton Sport,GLS,2.4-16V,M-6,S,H,D,\,\,"10,3","11,1",2023
Picape,Mitsubishi,L200 Triton Sport,GLX,2.4-16V,M-6,S,H,D,\,\,"10,3","11,1",2023
Picape,Mitsubishi,L200 Triton Sport,GL,2.4-16V,M-6,S,H,D,\,\,"10,3","11,1",2023
Picape,Mitsubishi,L200 Triton Sport,GLS,2.4-16V,A-6,S,H,D,\,\,"9,3","10,3",2023
Picape,Mitsubishi,L200 Triton Sport,HPE,2.4-16V,A-6,S,H,D,\,\,"9,3","10,3",2023
Picape,Mitsubishi,L200 Triton Sport,HPE-S,2.4-16V,A-6,S,H,D,\,\,"9,3","10,3",2023
Picape,Mitsubishi,L200 Triton Sport,SAVANA,2.4-16V,A-6,S,H,D,\,\,"9,3","10,3",2023
Picape,Nissan,Frontier,S,2.3-16V,M-6,S,H,D,\,\,"9,5","10,9",2023
Picape,Nissan,Frontier,ATK,2.3-16V,A-7,S,H,D,\,\,"9,1","11,0",2023
Picape,Nissan,Frontier,PRO4X,2.3-16V,A-7,S,H,D,\,\,"9,1","11,0",2023
Picape,Nissan,Frontier,SE,2.3-16V,A-7,S,H,D,\,\,"9,1","11,0",2023
Picape,Nissan,Frontier,PLT,2.3-16V,A-7,S,H,D,\,\,"9,1","11,0",2023
Picape,Nissan,Frontier,XE,2.3-16V,A-7,S,H,D,\,\,"9,1","11,0",2023
Picape,Nissan,Frontier 24MY,S,2.3-16V,M-6,S,H,D,\,\,"10,0","10,9",2023
Picape,Nissan,Frontier 24MY,ATK,2.3-16V,A-7,S,H,D,\,\,"9,1","11,0",2023
Picape,Nissan,Frontier 24MY,PRO4X,2.3-16V,A-7,S,H,D,\,\,"9,1","11,0",2023
