categoria,marca,modelo,versao,motor,transmissao,ar_condicionado,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano
Grande,TOYOTA,COROLLA CROSS,XRX HYBRID,1.8 - 16V,CVT,S,E,F,"11,8","9,7","17,8","14,7",2023
Grande,TOYOTA,COROLLA CROSS,XR 20,2.0 - 16V,CVT,S,E,F,"8,2","9,0","11,7","13,0",2023
Grande,TOYOTA,COROLLA CROSS,XRE 20,2.0 - 16V,CVT,S,E,F,"8,2","9,0","11,7","13,0",2023
Grande,TOYOTA,COROLLA CROSS,GRS,2.0 - 16V,CVT,S,E,F,"8,2","9,0","11,7","13,0",2023
Grande,TOYOTA,COROLLA CROSS,XRX 20,2.0 - 16V,CVT,S,E,F,"8,2","9,0","11,7","13,0",2023
Grande,TOYOTA,COROLLA,APREMIUMH,1.8 - 16V,CVT,S,E,F,"11,8","10,5","17,9","15,4",2023
Grande,TOYOTA,COROLLA,ALTIS HV,1.8 - 16V,CVT,S,E,F,"11,8","10,5","17,9","15,4",2023
Grande,TOYOTA,COROLLA,XEI 20,2.0 - 16V,CVT,S,E,F,"8,3","9,8","11,9","14,2",2023
Grande,TOYOTA,COROLLA,GLI 20,2.0 - 16V,CVT,S,E,F,"8,3","9,8","11,9","14,2",2023
Grande,TOYOTA,COROLLA,ALTIS 20,2.0 - 16V,CVT,S,E,F,"8,3","9,8","11,9","14,2",2023
Grande,TOYOTA,COROLLA HB,GR,1.6 - 12V,M-6,S,E,G,\,\,"8,7","11,1",2023
Grande,TOYOTA,COROLLA HB,GR R,1.6 - 12V,M-6,S,E,G,\,\,"8,7","11,1",2023
Grande,TOYOTA,COROLLA,GRS,2.0 - 16V,CVT,S,E,F,"8,3","9,8","11,9","14,2",2023
Grande,TOYOTA,COROLLA,APREMIUMH HV (MY 2024),1.8 - 16V,CVT,S,E,F,"12,8","11,1","18,5","15,7",2023
Grande,TOYOTA,COROLLA,ALTIS HV (MY 2024),1.8 - 16V,CVT,S,E,F,"12,8","11,1","18,5","15,7",2023
Grande,TOYOTA,COROLLA,XEI 20 (MY 2024),2.0 - 16V,CVT,S,E,F,"8,6","10,7","12,3","14,9",2023
Grande,TOYOTA,COROLLA,GLI 20 (MY 2024),2.0 - 16V,CVT,S,E,F,"8,6","10,7","12,3","14,9",2023
Grande,TOYOTA,COROLLA,ALTIS 20 (MY 2024),2.0 - 16V,CVT,S,E,F,"8,6","10,7","12,3","14,9",2023
Grande,TOYOTA,COROLLA,GRS (MY 2024),2.0 - 16V,CVT,S,E,F,"8,6","10,7","12,3","14,9",2023
Grande,VW,ID.4,PRO PERFORMANCE,Elétrico,A,S,E,E,\,\,\,\,2023
Extra Grande,AUDI,A4 Sedan,Prestige,2.0 - 16V,DCT-7,S,E,G,\,\,"10,5","12,5",2023
Extra Grande,AUDI,A4 Sedan,S line,2.0 - 16V,DCT-7,S,E,G,\,\,"10,5","12,5",2023
Extra Grande,AUDI,A5 Sportback,S line,2.0 - 16V,DCT-7,S,E,G,\,\,"10,3","12,4",2023
Extra Grande,AUDI,RS 6 Avant,-,4.0 - 32V,A-8,S,E,G,\,\,"5,4","7,2",2023
Extra Grande,AUDI,Q5,Prestige,2.0 - 16V,A-7,S,E,G,\,\,"8,5","10,0",2023
Extra Grande,AUDI,Q5,S line,2.0 - 16V,A-7,S,E,G,\,\,"8,5","10,0",2023
Extra Grande,AUDI,Q5,S line Black,2.0 - 16V,A-7,S,E,G,\,\,"8,5","10,0",2023
Extra Grande,AUDI,Q7,Performance,3.0 - 24V,A-8,S,E,G,\,\,"7,1","8,1",2023
Extra Grande,AUDI,Q7,Performance Black,3.0 - 24V,A-8,S,E,G,\,\,"7,1","8,1",2023
Extra Grande,AUDI,Q8 Sportback,Performance,3.0 - 24V,A-8,S,E,G,\,\,"7,0","7,6",2023
Extra Grande,AUDI,Q8 Sportback,Performance Black,3.0 - 24V,A-8,S,E,G,\,\,"7,0","7,6",2023
Extra Grande,AUDI,RS e-tron GT,-,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Extra Grande,AUDI,e-tron S Sportback,-,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Extra Grande,AUDI,e-tron Sportback,Performance,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Extra Grande,AUDI,e-tron Sportback,Performance Black,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Extra Grande,AUDI,e-tron,Performance,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Extra Grande,AUDI,e-tron,Performance Black,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Extra Grande,AUDI,Q5 TFSIe,Performance,2.0 - 16V,A-7,S,E,G,\,\,"8,5","9,6",2023
Extra Grande,AUDI,Q5 TFSIe,Performance Black,2.0 - 16V,A-7,S,E,G,\,\,"8,5","9,6",2023
Extra Grande,AUDI,Q5 Sportback TFSIe,Performance,2.0 - 16V,A-7,S,E,G,\,\,"8,6","8,9",2023
Extra Grande,AUDI,Q5 Sportback TFSIe,Performance Black,2.0 - 16V,A-7,S,E,G,\,\,"8,6","8,9",2023
Extra Grande,AUDI,Q5 TFSIe,Performance (ed. 0),2.0 - 16V,A-7,S,E,G,\,\,"8,8","9,4",2023
Extra Grande,AUDI,Q5 Sportback TFSIe,Performance Black (ed. 0),2.0 - 16V,A-7,S,E,G,\,\,"9,1","9,6",2023
Extra Grande,AUDI,Q5 TFSIe,Performance,2.0 - 16V,A-7,S,E,G,\,\,"9,4","9,9",2023
Extra Grande,AUDI,Q5 TFSIe,Performance Black,2.0 - 16V,A-7,S,E,G,\,\,"9,4","9,9",2023
Extra Grande,AUDI,Q5 TFSIe,Performance,2.0 - 16V,A-7,S,E,G,\,\,"9,4","9,9",2023
Extra Grande,AUDI,Q5 TFSIe,Performance Black,2.0 - 16V,A-7,S,E,G,\,\,"9,4","9,9",2023
Extra Grande,AUDI,Q5 Sportback TFSIe,Performance,2.0 - 16V,A-7,S,E,G,\,\,"9,3","9,9",2023
Extra Grande,AUDI,Q5 Sportback TFSIe,Performance Black,2.0 - 16V,A-7,S,E,G,\,\,"9,3","9,9",2023
Extra Grande,AUDI,RS Q8,(MY23),4.0 - 32V,A-8,S,E,G,\,\,"5,5","7,1",2023
Extra Grande,AUDI,RS 5 Sportback,Competition Plus,2.9 - 24 V,A-8,S,E,G,\,\,"6,8","9,6",2023
Extra Grande,AUDI,RS 5 Sportback,-,2.9 - 24 V,A-8,S,E,G,\,\,"6,9","9,6",2023
Extra Grande,AUDI,e-tron GT,-,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Extra Grande,AUDI,Q8 e-tron Sportback 55,Launch Edition,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Extra Grande,AUDI,Q8 e-tron Sportback 55,Performance Black,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Extra Grande,AUDI,Q8 e-tron 55,Launch Edition,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Extra Grande,AUDI,Q8 e-tron 55,Performance Black,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Extra Grande,BMW,420i,Cabrio,2.0 - 16V,A-8,S,E,G,\,\,"9,9","13,3",2023
Extra Grande,BMW,530e,-,2.0 - 16V,A-8,S,E,G,\,\,"10,1","11,4",2023
Extra Grande,BMW,iX3,-,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Extra Grande,BMW,IX xDrive 40,-,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Extra Grande,BMW,IX xDrive 50,-,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Extra Grande,BMW,330e,-,2.0 - 16V,A-8,S,E,G,\,\,"9,5","11,2",2023
Extra Grande,BMW,320i,Active Flex,2.0 - 16V,A-8,S,E,F,"7,2","9,0","10,4","13,1",2023
Extra Grande,BMW,320i,GP Flex,2.0 - 16V,A-8,S,E,F,"7,5","9,2","10,7","13,2",2023
Extra Grande,BMW,320i,Sport GP Flex,2.0 - 16V,A-8,S,E,F,"7,5","9,2","10,7","13,2",2023
Extra Grande,BMW,320i,M Sport Flex,2.0 - 16V,A-8,S,E,F,"7,5","9,1","10,6","13,2",2023
Extra Grande,BMW,i4,40,ELÉTRICO,A,S,E,E,"(km/l)
\","(km/l)
\","(km/l)
\","(km/l)
\",2023
Extra Grande,BMW,i4,M50,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Extra Grande,BMW,i4,eDrive35,Elétrico,A,S,E,E,\,\,\,\,2023
Extra Grande,BMW,i7,xDrive60,Elétrico,A,S,E,E,\,\,\,\,2023
Extra Grande,BMW,iX,M60,Elétrico,A,S,E,E,\,\,\,\,2023
Extra Grande,BYD,HAN,AWD GS 680EV,Elétrico,N.A.,S,E,E,\,\,\,\,2023
Extra Grande,BYD,SEAL,AWD GS 590EV,Elétrico,N.A.,S,E,E,\,\,\,\,2023
Extra Grande,CHEVROLET,EQUINOX,15T PRE,1.5T -16V,A-6,S,E,G,\,\,"9,0","10,8",2023
Extra Grande,CHEVROLET,EQUINOX,15T RS,1.5T -16V,A-6,S,E,G,\,\,"9,3","11,5",2023
Extra Grande,CHEVROLET,EQUINOX,15T LT,1.5T -16V,A-6,S,E,G,\,\,"9,3","11,5",2023
Extra Grande,FORD,Territory,SEL,1.5 - 16V,CVT,S,E,G,\,\,"9,4","9,8",2023
Extra Grande,FORD,Territory,SEL Plus,1.5 - 16V,CVT,S,E,G,\,\,"9,4","9,8",2023
Extra Grande,FORD,Territory,Titanium,1.5 - 16V,CVT,S,E,G,\,\,"9,4","9,8",2023
Extra Grande,FORD,Novo Territory,Titanium,1.5 - 16V,A-7,S,E,G,\,\,"9,5","11,8",2023
Extra Grande,FORD,Mustang Mach-E,GT,Elétrico,A-1,S,E,E,\,\,\,\,2023
Extra Grande,GWM,HAVAL H6,PREM HEV,1.5-16V,A-2,S,E,G,\,\,"13,8","12,0",2023
Extra Grande,GWM,HAVAL H6,GT,1.5-16V,A-2,S,E,G,\,\,"11,4","10,4",2023
Extra Grande,GWM,HAVAL H6,PREM PHEV,1.5-16V,A-2,S,E,G,\,\,"11,7","10,4",2023
Extra Grande,HONDA,ACCORD HYBRID,TOURING,2.0 - 16V,CVT,S,E,G,\,\,"17,8","16,1",2023
Extra Grande,JAC,e-J7,e-J7,ELÉTRICO,A-1,S,E,E,\,\,\,\,2023
Extra Grande,JAGUAR,I-PACE,E400 FIRSTED,ELÉTRICO,A-1,S,E,E,\,\,\,\,2023
Extra Grande,JAGUAR,I-PACE,E400 S,ELÉTRICO,A-2,S,E,E,\,\,\,\,2023
Extra Grande,JAGUAR,I-PACE,E400 SE,ELÉTRICO,A-3,S,E,E,\,\,\,\,2023
Extra Grande,JAGUAR,I-PACE,E400 HSE,ELÉTRICO,A-4,S,E,E,\,\,\,\,2023
Extra Grande,LEXUS,NX350H,LUXURY,2.5 - 16V,CVT,S,E,G,\,\,"15,3","12,9",2023
Extra Grande,LEXUS,NX350H,DYNAMIC,2.5 - 16V,CVT,S,E,G,\,\,"15,3","12,9",2023
Extra Grande,LEXUS,NX350H,F-SPORT,2.5 - 16V,CVT,S,E,G,\,\,"15,3","12,9",2023
Extra Grande,LEXUS,ES300H,-,2.5 - 16V,CVT,S,E,G,\,\,"15,8","15,2",2023
Extra Grande,LEXUS,RX500H,F-SPORT,2.4 - 16V,A,S,E,G,\,\,"10,5","10,8",2023
Extra Grande,LEXUS,RX500H (MY24),F-SPORT,2.4 - 16V,A,S,E,G,\,\,"10,6","10,8",2023
Extra Grande,Mercedes-Benz,CLA250,ADV,2.0 - 16V,DCT-7,S,E,G,\,\,"9,5","13,3",2023
Extra Grande,Mercedes-Benz,C200,AMG LINE,1.5 - 16V,A-9,S,E,G,\,\,"11,1","13,9",2023
Extra Grande,Mercedes-Benz,C300,AMG LINE,2.0 - 16V,A-9,S,E,G,\,\,"10,4","12,9",2023
Extra Grande,Mercedes-Benz,EQE300,SUV,Elétrico,A-1,S,E,E,\,\,\,\,2023
Extra Grande,Mercedes-Benz,GLB200,PROGRESSIVE(L7),1.3-16V,DCT-7,S,E,G,\,\,"10,0","12,4",2023
Extra Grande,Mercedes-Benz,E300,EXCLUSIVE,2.0-16V,A-9,S,E,G,\,\,"8,9","12,0",2023
Extra Grande,Mercedes-Benz,AMG GLC43,Coupé,3.0-24V,A-9,S,E,G,\,\,"6,8","8,7",2023
Extra Grande,Mercedes-Benz,AMG GLE63 S CO,Coupé,Híbrido,A-9,S,E,G,\,\,"5,9","7,4",2023
Extra Grande,Mercedes-Benz,EQE300,SUV,Elétrico,A-1,S,E,E,\,\,\,\,2023
Extra Grande,Mercedes-Benz,AMG EQE53,SUV,Elétrico,A-1,S,E,E,\,\,\,\,2023
Extra Grande,Nissan,Sentra,SENSE,2.0-16V,CVT,S,E,G,\,\,"11,0","13,9",2023
Extra Grande,Nissan,Sentra,EXCLUSIVE,2.0-16V,CVT,S,E,G,\,\,"11,0","13,9",2023
Extra Grande,Nissan,Sentra,ADVANCE,2.0-16V,CVT,S,E,G,\,\,"11,0","13,9",2023
Extra Grande,PORSCHE,MACAN,S,2.9-24V,DCT-7,S,E,G,\,\,"7,0","8,4",2023
Extra Grande,PORSCHE,MACAN,GTS,2.9-24V,DCT-7,S,E,G,\,\,"6,8","8,4",2023
Extra Grande,PORSCHE,MACAN,--,2.0-16V,DCT-7,S,E,G,\,\,"7,4","8,3",2023
Extra Grande,PORSCHE,MACAN,T,2.0-16V,DCT-8,S,E,G,\,\,"7,4","8,3",2023
Extra Grande,TOYOTA,RAV4H,SXAWD CNT,2.5 - 16V,CVT,S,E,G,\,\,"17,1","14,5",2023
Extra Grande,TOYOTA,RAV4H,S AWD CNT,2.5 - 16V,CVT,S,E,G,\,\,"17,1","14,5",2023
Extra Grande,TOYOTA,CAMRY,HV,2.5-16V,CVT,S,E,G,\,\,"17,4","15,3",2023
Extra Grande,VW,ID.BUZZ,PRO,Elétrico,A,S,E,E,\,\,\,\,2023
Extra Grande,VW,JETTA,GLI 350 TSI,2.0-16V,DCT-7,S,E,G,\,\,"9,9","12,2",2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO,1.5T -16V,CVT,S,E,F,"(km/l)
6,9","(km/l)
8,1","(km/l)
9,9","(km/l)
11,5",2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PLUS,1.5T -16V,CVT,S,E,F,"6,9","8,1","9,9","11,5",2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PLS 15T,1.5T -16V,CVT,S,E,F,"6,9","8,1","9,9","11,5",2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO 15T,1.5T -16V,CVT,S,E,F,"6,9","8,1","9,9","11,5",2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,T,1.5T -16V,CVT,S,E,F,"6,9","8,1","9,9","11,5",2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,TXS,1.5T -16V,CVT,S,E,F,"6,9","8,1","9,9","11,5",2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,H,1.5T -16V,CVT,S,E,F,"8,1","8,3","11,1","10,9",2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO HA,1.5T -16V,CVT,S,E,F,"8,1","8,3","11,1","10,9",2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO H,1.5T -16V,CVT,S,E,F,"8,1","8,3","11,1","10,9",2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,H,1.5T -16V,CVT,S,E,F,"8,7","8,8","11,8","12,3",2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO HA,1.5T -16V,CVT,S,E,F,"8,7","8,8","11,8","12,3",2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO H,1.5T -16V,CVT,S,E,F,"8,7","8,8","11,8","12,3",2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,SPORT,1.5T -16V,CVT,S,E,F,"6,9","8,1","9,9","11,5",2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,12T A,1.2T - 12 V,A-6,S,E,F,"7,2","9,2","10,4","13,2",2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,12T A LTZ,1.2T - 12 V,A-6,S,E,F,"7,2","9,2","10,4","13,2",2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,12T A PR,1.2T - 12 V,A-6,S,E,F,"7,2","9,2","10,4","13,2",2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,"T A
(produzidos até 22Jan23)",1.0T - 12 V,A-6,S,E,F,"7,7","9,5","11,2","13,4",2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,"T A LT
(produzidos até 22Jan23)",1.0T - 12 V,A-6,S,E,F,"7,7","9,5","11,2","13,4",2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,"T A LTZ
(produzidos até 22Jan23)",1.0T - 12 V,A-6,S,E,F,"7,7","9,5","11,2","13,4",2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,"T A
(produzidos a partir de 23Jan23)",1.0T - 12 V,A-6,S,E,F,"7,8","9,6","11,2","13,6",2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,"T A LT
(produzidos a partir de 23Jan23)",1.0T - 12 V,A-6,S,E,F,"7,8","9,6","11,2","13,6",2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,"T A LTZ
(produzidos a partir de 23Jan23)",1.0T - 12 V,A-6,S,E,F,"7,8","9,6","11,2","13,6",2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,"T A PR
(produzido até 22Jan23)",1.0T - 12 V,A-6,S,E,F,"7,7","9,5","11,2","13,4",2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,"T A PR
(produzido a partir de 23Jan23)",1.0T - 12 V,A-6,S,E,F,"7,8","9,6","11,2","13,6",2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A MID,1.0T - 12 V,A-6,S,E,F,"7,8","9,6","11,2","13,6",2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,12T A RS,1.2T - 12 V,A-6,S,E,F,"7,2","9,2","10,4","13,2",2023
Utilitário Esportivo Compacto,CITROEN,C4 CACTUS,FEEL AT,1.6 16V,A-6,S,E,F,"7,7","8,9","11,2","12,7",2023
Utilitário Esportivo Compacto,CITROEN,C4 CACTUS,FEEL P,1.6 16V,A-6,S,E,F,"7,7","8,9","11,2","12,7",2023
Utilitário Esportivo Compacto,CITROEN,C4 CACTUS,LIVE A,1.6 16V,A-6,S,E,F,"7,7","8,9","11,2","12,7",2023
Utilitário Esportivo Compacto,CITROEN,C4 CACTUS,SHINE,1.6 16V,A-6,S,E,F,"7,7","8,9","11,2","12,7",2023
Utilitário Esportivo Compacto,CITROEN,C4 CACTUS,XSE AT,1.6 16V,A-6,S,E,F,"7,7","8,9","11,2","12,7",2023
Utilitário Esportivo Compacto,CITROEN,C4 CACTUS,SHINE T,1.6 16V T,A-6,S,E,F,"8,2","9,5","11,7","13,4",2023
Utilitário Esportivo Compacto,CITROEN,C4 CACTUS,NOIR,1.6 16V T,A-6,S,E,F,"8,2","9,5","11,7","13,4",2023
Utilitário Esportivo Compacto,CITROEN,C3,FIRST ED 1.0,1.0 6V,M-5,S,E,F,"9,3","10,0","12,9","14,1",2023
Utilitário Esportivo Compacto,CITROEN,C3,FEEL 1.0 (CY23),1.0 6V,M-5,S,E,F,"9,5","10,3","13,2","14,5",2023
Utilitário Esportivo Compacto,CITROEN,C3,LIVE 1.0 (CY23),1.0 6V,M-5,S,E,F,"9,5","10,3","13,2","14,5",2023
Utilitário Esportivo Compacto,CITROEN,C3,LIVE PK 1.0 (CY23),1.0 6V,M-5,S,E,F,"9,5","10,3","13,2","14,5",2023
Utilitário Esportivo Compacto,CITROEN,C3,FEEL PK AT,1.6 16V,A-6,S,E,F,"7,2","8,5","10,3","12,4",2023
Utilitário Esportivo Compacto,CITROEN,C3,FIRST ED AT,1.6 16V,A-6,S,E,F,"7,2","8,5","10,3","12,4",2023
Utilitário Esportivo Compacto,CITROEN,C3,FEEL 1.6,1.6 16V,M-5,S,E,F,"7,8","9,0","10,9","12,8",2023
Utilitário Esportivo Compacto,FIAT,ARGO,TREKKING 1.3 AT (CY23),1.3-8V,CVT-7,S,E,F,"8,9","10,1","12,7","13,9",2023
Utilitário Esportivo Compacto,FIAT,ARGO,TREKKING 1.3 (CY23),1.3-8V,M-5,S,E,F,"9,1","10,0","12,6","14,1",2023
Utilitário Esportivo Compacto,FIAT,FASTBACK,AUDACE TF200,1.0 12V T,CVT-7,S,E,F,"8,4","10,2","11,9","14,6",2023
Utilitário Esportivo Compacto,FIAT,FASTBACK,IMPETUS TF200,1.0 12V T,CVT-7,S,E,F,"8,1","9,7","11,3","13,9",2023
Utilitário Esportivo Compacto,FIAT,FASTBACK,TURBO 270,1.3 16V T,A-6,S,E,F,"7,9","9,7","11,3","13,6",2023
Utilitário Esportivo Compacto,FIAT,FASTBACK,DRIVE TF200,1.0 12V T,CVT-7,S,E,F,"8,4","10,2","11,9","14,6",2023
Utilitário Esportivo Compacto,FIAT,FASTBACK,ABARTH 270,1.3-16V T,A-6,S,E,F,"7,2","9,3","10,3","13,1",2023
Utilitário Esportivo Compacto,FIAT,PULSE,IMPETUS TF200 (MY23),1.0 12V T,CVT-7,S,E,F,"8,4","10,2","12,1","14,4",2023
Utilitário Esportivo Compacto,FIAT,PULSE,AUDACE TF200 (MY23),1.0 12V T,CVT-7,S,E,F,"8,4","10,2","12,1","14,4",2023
Utilitário Esportivo Compacto,FIAT,PULSE,DRIVE TF200 (MY23),1.0 12V T,CVT-7,S,E,F,"8,4","10,2","12,1","14,4",2023
Utilitário Esportivo Compacto,FIAT,PULSE,MT (MY23),1.3-8V,M-5,S,E,F,"9,0","10,4","12,5","14,7",2023
Utilitário Esportivo Compacto,FIAT,PULSE,DRIVE AT (MY23),1.3-8V,CVT-7,S,E,F,"9,0","10,3","12,8","14,0",2023
Utilitário Esportivo Compacto,FIAT,PULSE,ABARTH 270,1.3 16V T,A-6,S,E,F,"6,8","8,8","10,0","12,3",2023
Utilitário Esportivo Compacto,Hyundai,CRETA,N Line,1.0-12V T,A-6,S,E,F,"8,2","8,9","12,0","12,2",2023
Utilitário Esportivo Compacto,Hyundai,CRETA,Comfort,1.0-12V T,A-6,S,E,F,"8,2","8,9","12,0","12,2",2023
Utilitário Esportivo Compacto,Hyundai,CRETA,Limited,1.0-12V T,A-6,S,E,F,"8,2","8,9","12,0","12,2",2023
Utilitário Esportivo Compacto,Hyundai,CRETA,Platinum,1.0-12V T,A-6,S,E,F,"8,2","8,9","12,0","12,2",2023
Utilitário Esportivo Compacto,Hyundai,CRETA,Ultimate,2.0-16V,A-6,S,E,F,"7,7","8,9","10,9","12,5",2023
Utilitário Esportivo Compacto,Hyundai,CRETA,Action,1.6-16V,A-6,S,E,F,"7,1","8,1","10,1","11,5",2023
Utilitário Esportivo Compacto,Hyundai,CRETA,N Line,1.0-12V T,A-6,S,E,F,"8,2","8,9","12,0","12,2",2023
Utilitário Esportivo Compacto,Hyundai,CRETA,Comfort,1.0-12V T,A-6,S,E,F,"8,2","8,9","12,0","12,2",2023
Utilitário Esportivo Compacto,Hyundai,CRETA,Limited,1.0-12V T,A-6,S,E,F,"8,2","8,9","12,0","12,2",2023
Utilitário Esportivo Compacto,Hyundai,CRETA,Platinum,1.0-12V T,A-6,S,E,F,"8,2","8,9","12,0","12,2",2023
Utilitário Esportivo Compacto,Hyundai,CRETA,N Line (ORVR),1.0-12V T,A-6,S,E,F,"8,3","9,1","11,9","12,6",2023
Utilitário Esportivo Compacto,Hyundai,CRETA,Comfort (ORVR),1.0-12V T,A-6,S,E,F,"8,3","9,1","11,9","12,6",2023
Utilitário Esportivo Compacto,Hyundai,CRETA,Limited (ORVR),1.0-12V T,A-6,S,E,F,"8,3","9,1","11,9","12,6",2023
Utilitário Esportivo Compacto,Hyundai,CRETA,Platinum (ORVR),1.0-12V T,A-6,S,E,F,"8,3","9,1","11,9","12,6",2023
Utilitário Esportivo Compacto,Hyundai,CRETA,Ultimate,2.0-16V,A-6,S,E,F,"7,7","8,8","11,1","12,4",2023
Utilitário Esportivo Compacto,Hyundai,CRETA,N Line Night Edition,2.0-16V,A-6,S,E,F,"7,7","8,8","11,1","12,4",2023
Utilitário Esportivo Compacto,JAC,e-JS4,e-JS4,ELÉTRICO,A-1,S,E,E,\,\,\,\,2023
Utilitário Esportivo Compacto,JEEP,RENEGADE,SPT T270 (CY23),1.3 16V T,A-6,S,E,F,"7,7","9,1","11,0","12,8",2023
Utilitário Esportivo Compacto,JEEP,RENEGADE,LGTD T270 (CY23),1.3 16V T,A-6,S,E,F,"7,7","9,1","11,0","12,8",2023
Utilitário Esportivo Compacto,JEEP,RENEGADE,1.3 TURBO,1.3 16V T,A-6,S,E,F,"7,7","9,1","11,0","12,8",2023
Utilitário Esportivo Compacto,Nissan,Kicks,SENSE,1.6-16V,M-5,S,E,F,"7,8","9,0","11,5","13,0",2023
Utilitário Esportivo Compacto,Nissan,Kicks,SENSE,1.6-16V,CVT,S,E,F,"7,8","9,5","11,4","13,8",2023
Utilitário Esportivo Compacto,Nissan,Kicks,EXCLUSIVE,1.6-16V,CVT,S,E,F,"7,8","9,5","11,4","13,8",2023
Utilitário Esportivo Compacto,Nissan,Kicks,ACTIVE,1.6-16V,CVT,S,E,F,"7,8","9,5","11,4","13,8",2023
Utilitário Esportivo Compacto,Nissan,Kicks,ADVANCE,1.6-16V,CVT,S,E,F,"7,8","9,5","11,4","13,8",2023
Utilitário Esportivo Compacto,Nissan,Kicks,XPLAY,1.6-16V,CVT,S,E,F,"7,8","9,5","11,4","13,8",2023
Utilitário Esportivo Compacto,PEUGEOT,2008,GRF THP AT,1.6-16V T,A-6,S,E,F,"7,8","9,1","11,2","12,9",2023
Utilitário Esportivo Compacto,PEUGEOT,2008,STYLE THP AT,1.6-16V T,A-6,S,E,F,"7,8","9,1","11,2","12,9",2023
Utilitário Esportivo Compacto,PEUGEOT,2008,GRIFFE EAT6,1.6-16V,A-6,S,E,F,"7,6","8,6","11,0","12,4",2023
Utilitário Esportivo Compacto,PEUGEOT,2008,ALLURE EAT6,1.6-16V,A-6,S,E,F,"7,6","8,6","11,0","12,4",2023
Utilitário Esportivo Compacto,PEUGEOT,2008,ALLURE PK,1.6-16V,A-6,S,E,F,"7,6","8,6","11,0","12,4",2023
Utilitário Esportivo Compacto,PEUGEOT,2008,STYLE AT,1.6-16V,A-6,S,E,F,"7,6","8,6","11,0","12,4",2023
Utilitário Esportivo Compacto,PEUGEOT,2008,ROADTRIP AT,1.6-16V,A-6,S,E,F,"7,6","8,6","11,0","12,4",2023
Utilitário Esportivo Compacto,Renault,Kwid,Zen,1.0-12V,M-5,S,E-H,F,"10,8","11,0","15,3","15,7",2023
Utilitário Esportivo Compacto,Renault,Kwid,Intense,1.0-12V,M-5,S,E-H,F,"10,8","11,0","15,3","15,7",2023
Utilitário Esportivo Compacto,Renault,Kwid,Outsider,1.0-12V,M-5,S,E-H,F,"10,8","11,0","15,3","15,7",2023
Utilitário Esportivo Compacto,Renault,Kwid,Intense Biton,1.0-12V,M-5,S,E-H,F,"10,8","11,0","15,3","15,7",2023
Utilitário Esportivo Compacto,Renault,Sandero,SZE,1.6 - 16V,M-5,S,E-H,F,"8,3","8,5","11,8","12,1",2023
Utilitário Esportivo Compacto,Renault,Sandero,SIC16CVT,1.6 - 16V,CVT,S,E-H,F,"7,4","8,3","10,7","11,6",2023
