Categoria,Marca,Modelo,Versão,Motor,"Tipo
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,SRX Platinum,2.8-16V,Combustão,A-6,S,H,D,166,16,ND,A,\,191,\,\,\,"9,8","11,2",\,\,"2,59",\,C,D,-,12,2023
Minivan,CHEVROLET,SPIN,1.8L AT ACT7,1.8L -8V,Combustão,A-6,S,E,F,33,351,2,B,0,125,\,"6,9","8,6","9,8","12,3",\,\,"2,02",\,C,C,-,12,2023
Minivan,CHEVROLET,SPIN,1.8L AT PREMIER,1.8L -8V,Combustão,A-6,S,E,F,33,351,2,B,0,125,\,"6,9","8,6","9,8","12,3",\,\,"2,02",\,C,C,-,12,2023
Minivan,CHEVROLET,SPIN,1.8L AT LT7,1.8L -8V,Combustão,A-6,S,E,F,33,351,2,B,0,125,\,"6,9","8,6","9,8","12,3",\,\,"2,02",\,C,C,-,12,2023
Minivan,CHEVROLET,SPIN,18L MT PREMIER,1.8L-8V,Combustão,M-6,S,E,F,51,411,2,B,0,115,\,"7,5","8,9","10,8","12,8",\,\,"1,87",\,B,C,-,12,2023
Minivan,KIA,CARNIVAL,EX,3.5 - 24V,Combustão,A-8,S,E,G,30,500,2,B,\,167,\,\,\,"7,3","9,9",\,\,"2,71",\,E,D,-,12,2023
Minivan,KIA,CARNIVAL,LX,3.5 - 24V,Combustão,A-8,S,E,G,30,500,2,B,\,167,\,\,\,"7,3","9,9",\,\,"2,71",\,E,D,-,12,2023
Minivan,KIA,CARNIVAL,SX,3.5 - 24V,Combustão,A-8,S,E,G,30,500,2,B,\,167,\,\,\,"7,3","9,9",\,\,"2,71",\,E,D,-,12,2023
,,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica","Elétrico Puro
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes Gás Efeito Estufa,,,,,,,,,,,,,,,,,,13,2023
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol oG ua Dso ieli sn ea l,,VEHP,Etanol,,"Gasolina
ou Diesel",,"Elétrico
VE ou VEHP
(km/l equivalente)",,,,,,,13,2023
,,,,,,,,,,,,,,CO2,CO2,CO2e,Cidade,Estrada,Cidade,Estrada,Cidade,Estrada,,,Comparação,Comparação,,13,2023
Comercial,BYD,ET3,---,Elétrico,Elétrico,N.A.,S,E,E,0,0,0,A,\,\,fós\sil,(km\/l),(km\/l),(km\/l),(km\/l),"(k3m0/,l7 e)","(k2m6/,l3 e)","0,71",170,RelaAtiva,AbsoAluta,-,13,2023
Comercial,CITROEN,JUMPY,CARGO,1.5 T,Combustão,M-6,S,E-H,D,22,35,0,A,\,161,\,\,\,"12,4","11,9",\,\,"2,17",\,A,C,-,13,2023
Comercial,CITROEN,JUMPY,VITRE,1.5 T,Combustão,M-6,S,E-H,D,22,35,0,A,\,161,\,\,\,"12,4","11,9",\,\,"2,17",\,A,C,-,13,2023
Comercial,CITROEN,JUMPER,CARGOL2,2.2 T,Combustão,M-6,S,H,D,10,14,0,A,\,200,\,\,\,"10,0","9,9",\,\,"2,70",\,B,D,-,13,2023
Comercial,CITROEN,JUMPER,CARGOPK,2.2 T,Combustão,M-6,S,H,D,10,14,0,A,\,200,\,\,\,"10,0","9,9",\,\,"2,70",\,B,D,-,13,2023
Comercial,CITROEN,JUMPER,FURG PK,2.2 T,Combustão,M-6,S,H,D,10,14,0,A,\,200,\,\,\,"10,0","9,9",\,\,"2,70",\,B,D,-,13,2023
Comercial,CITROEN,E-JUMPY,CARGO,ELÉTRICO,Elétrico,A-1,S,E-H,E,0,0,0,A,\,\,\,\,\,\,\,"34,4","24,6","0,70",289,A,A,-,13,2023
Comercial,FIAT,DUCATO,CARGO,2.0 T,Combustão,M-6,S,H,D,10,14,0,A,\,200,\,\,\,"10,0","9,9",\,\,"2,70",\,B,D,-,13,2023
Comercial,FIAT,DUCATO,MAXICARGO,2.0 T,Combustão,M-6,S,H,D,10,14,0,A,\,200,\,\,\,"10,0","9,9",\,\,"2,70",\,B,D,-,13,2023
Comercial,FIAT,DUCATO,MULTI 13M,2.0 T,Combustão,M-6,S,H,D,18,114,0,A,\,200,\,\,\,"10,0","9,8",\,\,"2,71",\,B,D,-,13,2023
Comercial,FIAT,DUCATO,MB EXEC-17,2.0 T,Combustão,M-6,S,H,D,15,23,0,A,\,212,\,\,\,"9,5","9,3",\,\,"2,86",\,C,D,-,13,2023
Comercial,FIAT,DUCATO,MB COMF-19,2.0 T,Combustão,M-6,S,H,D,15,23,0,A,\,212,\,\,\,"9,5","9,3",\,\,"2,86",\,C,D,-,13,2023
Comercial,FIAT,E-SCUDO,CARGO,ELÉTRICO,Elétrico,A-1,S,E-H,E,0,0,0,A,\,\,\,\,\,\,\,"34,4","24,6","0,70",289,A,A,-,13,2023
Comercial,FIAT,FIORINO,ENDURANCE,1.4-8V,Combustão,M-5,S,H,F,41,317,2,A,0,110,\,"8,1","8,4","11,7","12,4",\,\,"1,81",\,A,C,-,13,2023
Comercial,FIAT,FIORINO,WORKING,1.4-8V,Combustão,M-5,S,H,F,41,317,2,A,0,110,\,"8,1","8,4","11,7","12,4",\,\,"1,81",\,A,C,-,13,2023
Comercial,FIAT,SCUDO,CARGO TD,1.5 T,Combustão,M-6,S,E-H,D,24,36,0,A,\,161,\,\,\,"12,4","11,9",\,\,"2,17",\,A,C,-,13,2023
Comercial,FIAT,SCUDO,MULTI TD,1.5 T,Combustão,M-6,S,E-H,D,24,36,0,A,\,161,\,\,\,"12,4","11,9",\,\,"2,17",\,A,C,-,13,2023
Comercial,FORD,Transit,350 F,2.0 - 16V,Combustão,M-6,S,E,D,85,92,ND,A,\,205,\,\,\,"10,0","9,2",\,\,"2,79",\,C,D,-,13,2023
Comercial,FORD,Transit,350 FL,2.0 - 16V,Combustão,M-6,S,E,D,85,92,ND,A,\,205,\,\,\,"10,0","9,2",\,\,"2,79",\,C,D,-,13,2023
Comercial,HYUNDAI,HR,HDB 4WD,"2,5 T 16V",Combustão,M-6,S,H,D,38,35,ND,A,\,111,\,\,\,"10,2","8,9",\,\,"2,80",\,C,D,-,13,2023
Comercial,KIA,BONGO K2500 4X2 SC,HD SC,2.5 - 16V,Combustão,M-6,S,H,D,263,36,ND,B,\,\,\,\,\,"10,4","10,1",\,\,"2,62",\,B,D,-,13,2023
Comercial,KIA,BONGO K2500 4X4 SC,HD SC 4WD,2.5 - 16V,Combustão,M-6,S,H,D,42,25,ND,A,\,\,\,\,\,"9,2","8,6",\,\,"3,02",\,C,D,-,13,2023
Comercial,Mercedes-Benz,315CDI STREET,Furgão,2.0-16V,Combustão,M-6,S,H,D,19,107,6,A,\,183,\,\,\,"10,3","11,8",\,\,"2,45",\,B,D,-,13,2023
Comercial,Mercedes-Benz,315CDI STREET,Chassi,2.0-16V,Combustão,M-6,S,H,D,19,107,6,A,\,183,\,\,\,"10,3","11,8",\,\,"2,45",\,B,D,-,13,2023
Comercial,PEUGEOT,EXPERT,CARGO,1.5 T,Combustão,M-6,S,E-H,D,22,35,0,A,\,161,\,\,\,"12,4","11,9",\,\,"2,17",\,A,C,-,13,2023
Comercial,PEUGEOT,EXPERT,VITRE,1.5 T,Combustão,M-6,S,E-H,D,22,35,0,A,\,161,\,\,\,"12,4","11,9",\,\,"2,17",\,A,C,-,13,2023
Comercial,PEUGEOT,BOXER,CARGO L2,2.2 T,Combustão,M-6,S,H,D,10,14,0,A,\,200,\,\,\,"10,0","9,9",\,\,"2,70",\,B,D,-,13,2023
Comercial,PEUGEOT,BOXER,CARGO PK,2.2 T,Combustão,M-6,S,H,D,10,14,0,A,\,200,\,\,\,"10,0","9,9",\,\,"2,70",\,B,D,-,13,2023
Comercial,PEUGEOT,BOXER,FURGAO PK,2.2 T,Combustão,M-6,S,H,D,10,14,0,A,\,200,\,\,\,"10,0","9,9",\,\,"2,70",\,B,D,-,13,2023
Comercial,PEUGEOT,E-EXPERT,CARGO,ELÉTRICO,Elétrico,A-1,S,E-H,E,0,0,0,A,\,\,\,\,\,\,\,"34,4","24,6","0,70",289,A,A,-,13,2023
Comercial,PEUGEOT,PARTNER RAPID,BUSINS,1.4-8V,Combustão,M-5,S,H,F,41,317,2,B,0,110,\,"8,1","8,4","11,7","12,4",\,\,"1,81",\,A,C,-,13,2023
Comercial,PEUGEOT,PARTNER RAPID,BUSIPK,1.4-8V,Combustão,M-5,S,H,F,41,317,2,B,0,110,\,"8,1","8,4","11,7","12,4",\,\,"1,81",\,A,C,-,13,2023
Comercial,Renault,Master,Minibus,2.3-16V,Combustão,M-6,S,E -H,D,106,25,ND,A,\,214,\,\,\,"9,5","9,1",\,\,"2,89",\,C,D,-,13,2023
Comercial,Renault,Master,Chassis Cabine,2.3-16V,Combustão,M-6,S,E -H,D,107,26,ND,A,\,202,\,\,\,"10,3","9,3",\,\,"2,72",\,C,D,-,13,2023
Comercial,Renault,Master,Furgão Pró,2.3-16V,Combustão,M-6,S,E -H,D,96,29,ND,A,\,200,\,\,\,"10,1","9,8",\,\,"2,70",\,B,D,-,13,2023
Comercial,Renault,Master,Furgão,2.3-16V,Combustão,M-6,S,E -H,D,109,32,ND,A,\,200,\,\,\,"10,1","9,8",\,\,"2,70",\,B,D,-,13,2023
Comercial,Renault,Kangoo,MAX ZE,Elétrico,Elétrico,A,S,E-H,E,\,\,\,A,\,\,\,\,\,\,\,"34,5","26,1","0,67",148,A,A,-,13,2023
Comercial,Renault,Kangoo,MAXICAB,Elétrico,Elétrico,A,S,E-H,E,\,\,\,A,\,\,\,\,\,\,\,"34,5","26,1","0,67",148,A,A,-,13,2023
Comercial,Renault,E-KWID,CARGO,Elétrico,Elétrico,A,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,"52,7","39,6","0,44",185,A,A,-,13,2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2023
Picape Compacta,CHEVROLET,MONTANA,T AT LTZ,1.2T - 12 V,Combustão,A-6,S,E,F,44,324,4,B,0,111,\,"7,7","9,3","11,1","13,3",\,\,"1,81",\,B,C,-,13,2023
Picape Compacta,CHEVROLET,MONTANA,T AT PR,1.2T - 12 V,Combustão,A-6,S,E,F,44,324,4,B,0,111,\,"7,7","9,3","11,1","13,3",\,\,"1,81",\,B,C,-,13,2023
Picape Compacta,CHEVROLET,MONTANA,T,1.2T - 12 V,Combustão,M-6,S,E,F,43,352,4,B,0,105,\,"8,3","9,6","12,0","13,6",\,\,"1,70",\,A,B,SIM,13,2023
Picape Compacta,CHEVROLET,MONTANA,T LT,1.2T - 12 V,Combustão,M-6,S,E,F,43,352,4,B,0,105,\,"8,3","9,6","12,0","13,6",\,\,"1,70",\,A,B,SIM,13,2023
Picape Compacta,FIAT,STRADA,RANCH AT (MY23),1.3-8V,Combustão,CVT-7,S,E,F,37,221,2,A,0,104,\,"8,8","9,8","12,5","13,3",\,\,"1,64",\,A,B,SIM,13,2023
Picape Compacta,FIAT,STRADA,VOLCANO AT (MY23),1.3-8V,Combustão,CVT-7,S,E,F,37,221,2,A,0,104,\,"8,8","9,8","12,5","13,3",\,\,"1,64",\,A,B,SIM,13,2023
Picape Compacta,FIAT,STRADA,FREEDOM CS (MY23),1.3-8V,Combustão,M-5,S,E,F,36,280,2,A,0,97,\,"8,9","10,4","12,9","14,7",\,\,"1,57",\,A,B,SIM,13,2023
Picape Compacta,FIAT,STRADA,ENDURANCE CD,1.4-8V,Combustão,M-5,S,H,F,39,378,2,A,0,107,\,"8,4","9,2","11,9","13,3",\,\,"1,72",\,A,B,SIM,13,2023
Picape Compacta,FIAT,STRADA,ENDURANCE CS,1.4-8V,Combustão,M-5,S,H,F,39,378,2,A,0,107,\,"8,4","9,2","11,9","13,3",\,\,"1,72",\,A,B,SIM,13,2023
Picape Compacta,FIAT,STRADA,FREEDOM CD13 (CY23),1.3-8V,Combustão,M-5,S,E,F,36,140,4,A,0,100,\,"8,9","10,0","12,5","14,3",\,\,"1,61",\,A,B,SIM,13,2023
Picape Compacta,FIAT,STRADA,VOLCANO CD13 (CY23),1.3-8V,Combustão,M-5,S,E,F,36,140,4,A,0,100,\,"8,9","10,0","12,5","14,3",\,\,"1,61",\,A,B,SIM,13,2023
Picape Compacta,FIAT,STRADA,RANCH T200AT,1.0-12V T,Combustão,CVT-7,S,E,F,52,381,4,B,0,106,\,"8,3","9,4","12,1","13,2",\,\,"1,71",\,A,B,SIM,13,2023
Picape Compacta,FIAT,STRADA,ULTRA T200AT,1.0-12V T,Combustão,CVT-7,S,E,F,52,381,4,B,0,106,\,"8,3","9,4","12,1","13,2",\,\,"1,71",\,A,B,SIM,13,2023
Picape Compacta,FIAT,STRADA,ENDURAN CS13,1.3-8V,Combustão,M-5,S,E,F,44,350,3,B,0,97,\,"9,3","10,0","13,1","14,2",\,\,"1,56",\,A,B,SIM,13,2023
Picape Compacta,Renault,Oroch,Intense,1.3 - 16V,Combustão,CVT,S,E -H,F,34,106,3,B,0,125,\,"7,4","7,8","10,5","11,0",\,\,"2,01",\,E,C,-,13,2023
Picape Compacta,Renault,Oroch,Iconic,1.3 - 16V,Combustão,CVT,S,E -H,F,34,106,3,B,0,125,\,"7,4","7,8","10,5","11,0",\,\,"2,01",\,E,C,-,13,2023
Picape Compacta,Renault,Oroch,Outsider,1.3 - 16V,Combustão,CVT,S,E -H,F,34,106,3,B,0,125,\,"7,4","7,8","10,5","11,0",\,\,"2,01",\,E,C,-,13,2023
Picape Compacta,Renault,Oroch,Intense16M,1.6 - 16V,Combustão,M-6,S,E-H,F,55,387,4,C,0,118,\,"7,4","8,0","11,3","11,6",\,\,"1,93",\,D,C,-,13,2023
Picape Compacta,Renault,Oroch,PRO 16,1.6 - 16V,Combustão,M-6,S,E-H,F,55,387,4,C,0,118,\,"7,4","8,0","11,3","11,6",\,\,"1,93",\,D,C,-,13,2023
Picape Compacta,VW,SAVEIRO,TRENDLINE SC,1.6-16V,Combustão,M - 5,S,H,F,35,152,3,B,0,110,\,"8,1","9,0","11,7","12,8",\,\,"1,77",\,B,C,-,13,2023
Picape Compacta,VW,SAVEIRO,ROBUST SC,1.6-16V,Combustão,M - 5,S,H,F,35,152,3,B,0,110,\,"8,1","9,0","11,7","12,8",\,\,"1,77",\,B,C,-,13,2023
Picape Compacta,VW,SAVEIRO,CROSS CD,1.6-16V,Combustão,M - 5,S,H,F,38,172,3,B,0,113,\,"7,9","8,8","11,4","12,5",\,\,"1,82",\,B,C,-,13,2023
Picape Compacta,VW,SAVEIRO,ROBUST CD,1.6-16V,Combustão,M - 5,S,H,F,38,172,3,B,0,113,\,"7,9","8,8","11,4","12,5",\,\,"1,82",\,B,C,-,13,2023
Picape Compacta,VW,SAVEIRO,CS ROBUST MF(MY24),1.6-16V,Combustão,M - 5,S,H,F,30,160,2,B,0,110,\,"7,9","9,1","11,5","12,9",\,\,"1,79",\,B,C,-,13,2023
Picape Compacta,VW,SAVEIRO,CS TRENDLINE MF (MY24),1.6-16V,Combustão,M - 5,S,H,F,30,160,2,B,0,110,\,"7,9","9,1","11,5","12,9",\,\,"1,79",\,B,C,-,13,2023
Picape Compacta,VW,SAVEIRO,CD ROBUST MF(MY24),1.6-16V,Combustão,M - 5,S,H,F,27,146,2,A,0,112,\,"7,8","8,9","11,3","12,6",\,\,"1,82",\,B,C,-,13,2023
Picape Compacta,VW,SAVEIRO,CD EXTREME MF (MY24),1.6-16V,Combustão,M - 5,S,H,F,27,146,2,A,0,112,\,"7,8","8,9","11,3","12,6",\,\,"1,82",\,B,C,-,13,2023
Picape,CHEVROLET,S10,HC DD4A,2.8 - 16V,Combustão,A-6,S,E,D,297,27,0,B,\,219,\,\,\,"8,4","10,4",\,\,"2,96",\,D,D,-,13,2023
Picape,CHEVROLET,S10,LT DD4A,2.8 - 16V,Combustão,A-6,S,E,D,275,27,0,B,\,211,\,\,\,"8,6","10,9",\,\,"2,86",\,C,D,-,13,2023
Picape,CHEVROLET,S10,LTZ DD4A,2.8 - 16V,Combustão,A-6,S,E,D,275,27,0,B,\,211,\,\,\,"8,6","10,9",\,\,"2,86",\,C,D,-,13,2023
Picape,CHEVROLET,S10,LS DD4,2.8 - 16V,Combustão,M-6,S,E,D,284,71,0,B,\,202,\,\,\,"9,3","10,8",\,\,"2,73",\,C,D,-,13,2023
Picape,CHEVROLET,S10,LS DS4,2.8 - 16V,Combustão,M-6,S,E,D,261,59,0,B,\,202,\,\,\,"9,4","10,6",\,\,"2,73",\,C,D,-,13,2023
Picape,CHEVROLET,S10,LS DS4C,2.8 - 16V,Combustão,M-6,S,E,D,261,59,0,B,\,202,\,\,\,"9,4","10,6",\,\,"2,73",\,C,D,-,13,2023
Picape,CHEVROLET,S10,Z71,2.8 - 16V,Combustão,A-6,S,E,D,283,28,0,B,\,224,\,\,\,"8,3","10,0",\,\,"3,01",\,D,D,-,13,2023
Picape,CHEVROLET,S10,MID DD4A,2.8 - 16V,Combustão,A-6,S,E,D,275,27,0,B,\,211,\,\,\,"8,6","10,9",\,\,"2,86",\,C,D,-,13,2023
Picape,CHEVROLET,S10,LT DD4,2.8 - 16V,Combustão,M-6,S,E,D,284,71,0,B,\,202,\,\,\,"9,3","10,8",\,\,"2,73",\,C,D,-,13,2023
Picape,CHEVROLET,SILVERADO,HC,5.3 V8,Combustão,A-10,S,E,G,17,375,1,A,\,214,\,\,\,"6,0","7,2",\,\,"3,48",\,E,E,-,13,2023
,,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Elétrico Puro
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes Gás Efeito Estufa,,,,,,,,,,,,,,,,,,14,2023
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol oG ua Dso ieli sn ea l,,VEHP,Etanol,,"Gasolina
ou Diesel",,"Elétrico
VE ou VEHP
(km/l equivalente)",,,,,,,14,2023
,,,,,,,,,,,,,,"CO2
fóssil","CO2
fóssil","CO2e
fóssil","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l e)","Estrada
(km/l e)",,,"Comparação
Relativa","Comparação
Absoluta",,14,2023
Picape,FIAT,TORO,RANCH AT9 4X4 (CY23),2.0 T,Combustão,A-9,S,E,D,101,13,0,A,\,173,\,\,\,"10,5","13,0",\,\,"2,33",\,A,C,-,14,2023
Picape,FIAT,TORO,VOLCANO AT9 4X4 (CY23),2.0 T,Combustão,A-9,S,E,D,101,13,0,A,\,173,\,\,\,"10,5","13,0",\,\,"2,33",\,A,C,-,14,2023
Picape,FIAT,TORO,ULTRA AT9 4X4 (CY23),2.0 T,Combustão,A-9,S,E,D,62,15,0,A,\,181,\,\,\,"10,1","12,4",\,\,"2,44",\,B,D,-,14,2023
Picape,FIAT,TORO,FREEDOM AT9 4X4,2.0 T,Combustão,A-9,S,E,D,62,15,0,A,\,181,\,\,\,"10,1","12,4",\,\,"2,44",\,B,D,-,14,2023
Picape,FIAT,TORO,VOLCANO TURBO (CY23),1.3 16V T,Combustão,A-6,S,E,F,48,204,4,B,0,132,\,"6,6","8,0","9,5","11,2",\,\,"2,13",\,A,C,-,14,2023
Picape,FIAT,TORO,FREEDOM TURBO (OPT 31S) (CY23),1.3 16V T,Combustão,A-6,S,E,F,46,197,4,B,0,133,\,"6,6","7,9","9,5","11,2",\,\,"2,15",\,A,C,-,14,2023
Picape,FIAT,TORO,FREEDOM TURBO (CY23),1.3 16V T,Combustão,A-6,S,E,F,46,197,4,B,0,133,\,"6,6","7,9","9,5","11,2",\,\,"2,15",\,A,C,-,14,2023
Picape,FIAT,TORO,ENDUR T270 AT6,1.3 16V T,Combustão,A-6,S,E,F,47,170,4,B,0,129,\,"6,7","8,3","9,6","11,7",\,\,"2,08",\,A,C,-,14,2023
Picape,FIAT,TORO,FREED T270 AT6 / VOLC T270 AT6,1.3 16V T,Combustão,A-6,S,E,F,56,175,4,B,0,134,\,"6,6","8,0","9,4","11,1",\,\,"2,15",\,A,C,-,14,2023
Picape,FIAT,TORO,FREED T270 AT6 (OPT 4D7),1.3 16V T,Combustão,A-6,S,E,F,52,181,5,B,0,135,\,"6,6","7,8","9,4","11,0",\,\,"2,17",\,A,C,-,14,2023
Picape,FORD,Maverick,XLT,2.0 GTDi,Combustão,A-8,S,E,G,26,367,1,B,\,139,\,\,\,"8,8","11,1",\,\,"2,26",\,A,C,-,14,2023
Picape,FORD,Maverick,Lariat FX4,2.0 GTDi,Combustão,A-8,S,E,G,26,367,1,B,\,139,\,\,\,"8,8","11,1",\,\,"2,26",\,A,C,-,14,2023
Picape,FORD,Maverick,Hibrido Lariat,2.5 FHEV,Híbrido,eCVT,S,E,G,16,193,0,A,\,89,\,\,\,"15,7","13,6",\,\,"1,44",\,A,B,SIM,14,2023
Picape,FORD,Ranger 4x4 CS,XL,2.2 - 16V,Combustão,M-6,S,E,D,116,97,ND,A,\,187,\,\,\,"10,4","10,7",\,\,"2,55",\,B,D,-,14,2023
Picape,FORD,Ranger 4x4 CD,XL,2.2 - 16V,Combustão,M-6,S,E,D,116,97,ND,A,\,187,\,\,\,"10,4","10,7",\,\,"2,55",\,B,D,-,14,2023
Picape,FORD,Ranger 4x2,XLS,2.2 - 16V,Combustão,A-6,S,E,D,159,33,ND,B,\,199,\,\,\,"9,5","10,7",\,\,"2,71",\,C,D,-,14,2023
Picape,FORD,Ranger 4x2,XLS Black,2.2 - 16V,Combustão,A-6,S,E,D,159,33,ND,B,\,199,\,\,\,"9,5","10,7",\,\,"2,71",\,C,D,-,14,2023
Picape,FORD,Ranger 4x4,XLS,2.2 - 16V,Combustão,A-6,S,E,D,238,40,ND,B,\,208,\,\,\,"9,1","10,2",\,\,"2,82",\,C,D,-,14,2023
Picape,FORD,Ranger 4x4,XL,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,"8,6","9,6",\,\,"3,02",\,D,D,-,14,2023
Picape,FORD,Ranger 4x4,XLS,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,"8,6","9,6",\,\,"3,02",\,D,D,-,14,2023
Picape,FORD,Ranger 4x4,XLT,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,"8,6","9,6",\,\,"3,02",\,D,D,-,14,2023
Picape,FORD,Ranger 4x4,FX4,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,"8,6","9,6",\,\,"3,02",\,D,D,-,14,2023
Picape,FORD,Ranger 4x4,STORM,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,"8,6","9,6",\,\,"3,02",\,D,D,-,14,2023
Picape,FORD,Ranger 4x4,LTD,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,"8,6","9,6",\,\,"3,02",\,D,D,-,14,2023
Picape,FORD,Nova Ranger 4x4,XL,2.0 - 16V,Combustão,M-6,S,E,D,229,42,ND,B,\,188,\,\,\,"10,2","11,0",\,\,"2,53",\,B,D,-,14,2023
Picape,FORD,Nova Ranger 4x4,XLS,2.0 - 16V,Combustão,M-6,S,E,D,229,42,ND,B,\,188,\,\,\,"10,2","11,0",\,\,"2,53",\,B,D,-,14,2023
Picape,FORD,Nova Ranger 4x2,XLS,2.0 - 16V,Combustão,A-6,S,E,D,89,31,ND,A,\,180,\,\,\,"10,1","12,4",\,\,"2,43",\,B,D,-,14,2023
Picape,FORD,Nova Ranger 4x4,XLS,2.0 - 16V,Combustão,A-6,S,E,D,164,38,ND,B,\,187,\,\,\,"10,0","11,5",\,\,"2,53",\,B,D,-,14,2023
Picape,FORD,Nova Ranger 4x4,XLS,3.0 V6 - 24V,Combustão,A-10,,E,D,77,69,ND,A,\,213,\,\,\,"8,9","10,2",\,\,"2,88",\,D,D,-,14,2023
Picape,FORD,Nova Ranger 4x4,XLT,3.0 V6 - 24V,Combustão,A-10,,E,D,77,69,ND,A,\,213,\,\,\,"8,9","10,2",\,\,"2,88",\,D,D,-,14,2023
Picape,FORD,Nova Ranger 4x4,LTD,3.0 V6 - 24V,Combustão,A-10,,E,D,77,69,ND,A,\,213,\,\,\,"8,9","10,2",\,\,"2,88",\,D,D,-,14,2023
Picape,FORD,Nova Ranger 4x4,LTD+,3.0 V6 - 24V,Combustão,A-10,,E,D,77,69,ND,A,\,213,\,\,\,"8,9","10,2",\,\,"2,88",\,D,D,-,14,2023
Picape,FORD,F150,Lariat,5.0 - 32V,Combustão,A-10,S,E,G,40,484,1,B,\,193,\,\,\,"6,3","8,6",\,\,"3,13",\,E,D,-,14,2023
Picape,FORD,F150,Platinum,5.0 - 32V,Combustão,A-10,S,E,G,40,484,1,B,\,193,\,\,\,"6,3","8,6",\,\,"3,13",\,E,D,-,14,2023
Picape,JAC,IEV330P,IEV330P,ELÉTRICO,Elétrico,A-1,S,E-H,E,ND,ND,ND,A,\,\,\,\,\,\,\,"29,2","25,1","0,75",226,A,A,-,14,2023
Picape,JEEP,GLADIATOR,RUBICON,3.6-24V,Combustão,A-8,S,E-H,G,22,209,1,A,\,200,\,\,\,"6,5","7,4",\,\,"3,24",\,E,D,-,14,2023
Picape,Mitsubishi,L200 Triton Outdoor,GLX,2.4-16V,Combustão,M-6,S,H,D,213,21,ND,B,\,177,\,\,\,"10,5","12,5",\,\,"2,36",\,A,C,-,14,2023
Picape,Mitsubishi,L200 Triton Outdoor,GLS,2.4-16V,Combustão,A-5,S,H,D,189,12,ND,B,\,195,\,\,\,"9,8","11,1",\,\,"2,61",\,B,D,-,14,2023
Picape,Mitsubishi,L200 Triton,GL,2.4-16V,Combustão,M-6,S,H,D,213,21,ND,B,\,177,\,\,\,"10,5","12,5",\,\,"2,36",\,A,C,-,14,2023
Picape,Mitsubishi,L200 Triton,GLS,2.4-16V,Combustão,A-5,S,H,D,189,12,ND,B,\,195,\,\,\,"9,8","11,1",\,\,"2,61",\,B,D,-,14,2023
Picape,Mitsubishi,L200 Triton,SAVANA,2.4-16V,Combustão,A-5,S,H,D,189,12,ND,B,\,195,\,\,\,"9,8","11,1",\,\,"2,61",\,B,D,-,14,2023
Picape,Mitsubishi,L200 Triton Sport,GLS,2.4-16V,Combustão,M-6,S,H,D,214,18,ND,B,\,188,\,\,\,"10,3","11,1",\,\,"2,52",\,B,D,-,14,2023
Picape,Mitsubishi,L200 Triton Sport,GLX,2.4-16V,Combustão,M-6,S,H,D,214,18,ND,B,\,188,\,\,\,"10,3","11,1",\,\,"2,52",\,B,D,-,14,2023
Picape,Mitsubishi,L200 Triton Sport,GL,2.4-16V,Combustão,M-6,S,H,D,214,18,ND,B,\,188,\,\,\,"10,3","11,1",\,\,"2,52",\,B,D,-,14,2023
Picape,Mitsubishi,L200 Triton Sport,GLS,2.4-16V,Combustão,A-6,S,H,D,156,20,ND,A,\,206,\,\,\,"9,3","10,3",\,\,"2,78",\,C,D,-,14,2023
Picape,Mitsubishi,L200 Triton Sport,HPE,2.4-16V,Combustão,A-6,S,H,D,156,20,ND,A,\,206,\,\,\,"9,3","10,3",\,\,"2,78",\,C,D,-,14,2023
Picape,Mitsubishi,L200 Triton Sport,HPE-S,2.4-16V,Combustão,A-6,S,H,D,156,20,ND,A,\,206,\,\,\,"9,3","10,3",\,\,"2,78",\,C,D,-,14,2023
