Categoria,Marca,Modelo,Versão,Motor,"Transmissão
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,7,2017
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,7,2017
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,7,2017
Médio,CHEVROLET,"Novo PRISMA
(MY17)",1.0MT LT,1.0L - 8V,M-6,S,E,F,"0,027","0,448","0,009",B,0,93,"8,9","10,8","13,1","15,8","1,52",A,B,SIM,7,2017
Médio,CHEVROLET,"COBALT (MY
17)",1.4 LT/LTZ,1.4L-8V,M-6,S,E,F,"0,018","0,513","0,013",B,0,98,"8,5","10,4","12,5","15,1","1,60",B,B,-,7,2017
Médio,CHEVROLET,"COBALT (MY
17)",1.8M LTZ,1.8L-8V,M-6,S,E,F,"0,027","0,361","0,011",B,0,100,"8,3","10,4","12,1","15,1","1,63",B,B,-,7,2017
Médio,CHEVROLET,"COBALT (MY
17)",1.8A LTZ/ELITE,1.8L-8V,A-6,S,E,F,"0,020","0,450","0,011",B,0,108,"7,6","10,0","11,1","14,4","1,76",C,B,-,7,2017
Médio,CHEVROLET,"Novo PRISMA
(MY17)",1.4MT LT / 1.4MT LTZ,1.4L - 8V,M-6,S,E,F,"0,027","0,501","0,018",B,0,95,"8,8","10,7","12,9","15,4","1,55",B,B,-,7,2017
Médio,CHEVROLET,"Novo PRISMA
(MY17)",1.4AT LT / 1.4AT LTZ,1.4L - 8V,A-6,S,E,F,"0,019","0,437","0,017",B,0,102,"8,1","10,2","11,9","14,7","1,66",B,B,-,7,2017
Médio,CHEVROLET,"PRISMA JOY
(MY17)",10MT JOYE,1.0L - 8V,M-6,S,E,F,"0,027","0,484","0,008",B,0,94,"8,7","10,9","12,9","15,6","1,54",B,B,-,7,2017
Médio,CHEVROLET,SPIN (MY17),1.8L MT (5L),1.8L-8V,M-5,S,E,F,"0,026","0,590","0,018",B,0,133,"6,8","7,5","9,7","10,8","2,15",E,C,-,7,2017
Médio,CHEVROLET,SPIN (MY17),1.8L MT LT (5L),1.8L-8V,M-6,S,E,F,"0,015","0,414","0,017",B,0,106,"8,1","9,4","11,8","13,7","1,73",C,B,-,7,2017
Médio,CHEVROLET,SPIN (MY17),1.8L MT LS E (5L),1.8L-8V,M-6,S,E,F,"0,015","0,414","0,017",B,0,106,"8,1","9,4","11,8","13,7","1,73",C,B,-,7,2017
Médio,CHEVROLET,SPIN (MY17),1.8L AT LT ADV (5L),1.8L-8V,A-6,S,E,F,"0,019","0,445","0,016",B,0,114,"7,5","9,2","10,9","13,1","1,85",D,C,-,7,2017
Médio,CHEVROLET,SPIN (MY17),1.8L AT ACT (5L),1.8L-8V,A-6,S,E,F,"0,026","0,445","0,020",B,0,123,"6,9","8,4","10,1","12,0","2,01",D,C,-,7,2017
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,8,2017
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,8,2017
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,8,2017
Médio,VW,Voyage,"City /
Trendline",1.0-12V,M-5,S,H,F,"0,029","0,228","0,054",C,0,94,"8,9","10,7","13,1","15,3","1,53",A,B,SIM,8,2017
Médio,VW,Voyage,Comfortline,1.0-12V,M-5,S,H,F,"0,028","0,274","0,022",B,0,98,"8,6","10,2","12,7","14,8","1,59",B,B,-,8,2017
Médio,VW,Voyage,"Trendline
(Rodas aro 14"")",1.6-8V,M-5,S,H,F,"0,028","0,637","0,017",B,0,105,"7,9","10,0","11,5","14,5","1,71",C,B,-,8,2017
Médio,VW,Voyage,"Comfortline (Rodas aro 15"")
/ Highline (Rodas aro 15"")",1.6-8V,M-5,S,H,F,"0,016","0,347","0,017",B,0,106,"8,0","9,9","11,6","14,1","1,72",C,B,-,8,2017
Médio,VW,Voyage,"Comfortline (Rodas aro 16"")
/ Highline (Rodas aro 16"")",1.6-8V,M-5,S,H,F,"0,018","0,372","0,027",B,0,117,"7,6","9,1","10,7","12,6","1,87",D,C,-,8,2017
Médio,VW,Voyage,"Comfortline (Rodas aro 15"") (I-Motion)
/ Highline (Rodas aro 15"") (I-Motion)",1.6-8V,MTA-5,S,H,F,"0,025","0,431","0,024",B,0,110,"7,8","9,5","11,2","13,5","1,78",C,B,-,8,2017
Médio,VW,Voyage,"Comfortline (Rodas aro 16"") (I-Motion)
/ Highline (Rodas aro 16"") (I-Motion)",1.6-8V,MTA-5,S,H,F,"0,020","0,441","0,030",B,0,118,"7,3","8,6","10,6","12,3","1,92",D,C,-,8,2017
Médio,VW,Spacefox,Trendline / Comfortline,1.6-8V,M-5,S,E,F,"0,019","0,333","0,026",B,0,110,"7,8","9,5","11,1","13,6","1,78",C,B,-,8,2017
Médio,VW,Spacefox,"Trendline (I-Motion)
/ Comfortline (I-Motion)",1.6-8V,MTA-5,S,E,F,"0,017","0,464","0,018",B,0,111,"7,7","9,3","11,1","13,2","1,81",C,B,-,8,2017
Médio,VW,Spacefox,"Highline (Rodas aro 15"")",1.6-16V,M-6,S,E,F,"0,030","0,406","0,015",B,0,107,"8,0","9,9","11,5","14,0","1,72",C,B,-,8,2017
Médio,VW,Spacefox,"Highline (Rodas aro 16"")",1.6-16V,M-6,S,E,F,"0,028","0,590","0,020",B,0,121,"7,2","8,3","10,4","11,9","1,97",D,C,-,8,2017
Médio,VW,Spacefox,"Highline (Rodas aro 15"") (I-Motion)",1.6-16V,MTA-5,S,E,F,"0,034","0,446","0,007",B,0,109,"7,9","9,5","11,3","13,6","1,76",C,B,-,8,2017
Médio,VW,Spacefox,"Highline (Rodas aro 16"") (I-Motion)",1.6-16V,MTA-5,S,E,F,"0,036","0,594","0,008",B,0,129,"7,0","7,5","10,1","10,9","2,09",E,C,-,8,2017
Médio,VW,Golf TSI,Comfortline,1.0-16V,M-6,S,E,F,"0,025","0,296","0,031",B,0,103,"8,4","10,1","11,9","14,3","1,66",B,B,-,8,2017
Médio,VW,Golf,Comfortline,1.6-16V,M-5,S,E,F,"0,040","0,269","0,019",B,0,120,"7,0","9,2","10,1","13,0","1,94",D,C,-,8,2017
Médio,VW,Golf,Comfortline,1.6-16V,A-6,S,E,F,"0,038","0,221","0,012",B,0,123,"6,8","8,9","10,0","12,6","1,99",D,C,-,8,2017
Médio,VW,Golf TSI,Highline,1.4-16V,M-6,S,E,F,"0,024","0,369","0,022",B,0,107,"7,9","9,5","11,6","13,6","1,75",C,B,-,8,2017
Médio,VW,Golf TSI,Highline,1.4-16V,A-6,S,E,F,"0,028","0,587","0,010",B,0,109,"7,7","9,5","11,3","13,7","1,78",C,B,-,8,2017
Médio,VW,Golf GTI,,2.0-16V,DCT-6,S,E,G,"0,011","0,122","0,041",B,\,122,\,\,"10,2","12,1","1,99",D,C,-,8,2017
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,9,2017
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,9,2017
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,9,2017
Médio,Mercedes-Benz,A200 FF,,1.6 - 16V,DCT 7,S,E,F,"0,021","0,151","0,009",A,0,110,"7,4","9,8","10,9","14,5","1,80",C,B,-,9,2017
Médio,Mercedes-Benz,A250,SPORT,2.0 - 16V,DCT 7,S,E,G,"0,011","0,072","0,013",A,\,119,\,\,"9,7","14,4","1,93",D,C,-,9,2017
Médio,Mercedes-Benz,AMG A 45 4M,,2.0 - 16V,DCT 7,S,E,G,"0,008","0,278","0,013",A,\,144,\,\,"8,4","11,2","2,33",E,C,-,9,2017
Médio,Mercedes-Benz,B200 FF,,1.6 - 16V,DCT 7,S,E,F,"0,020","0,198","0,008",A,0,112,"7,3","9,7","10,6","14,2","1,83",C,C,-,9,2017
Médio,BMW,220i,CAT ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"0,006","0,178","0,022",A,0,117,"7,1","8,7","10,5","12,9","1,92",D,C,-,9,2017
Médio,BMW,225i,CAT ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"0,004","0,215","0,030",A,0,121,"6,8","8,5","10,2","12,4","2,00",D,C,-,9,2017
Médio,MINI,Cooper,S Clubman,2.0 - 16v,A-8,S,E-H,G,"0,011","0,263","0,023",A,\,119,\,\,"10,5","12,6","1,92",D,C,-,9,2017
Médio,HONDA,City,DX,1.5-16V,M-5,S,E,F,"0,012","0,093","0,014",A,0,100,"8,6","10,3","12,4","14,6","1,61",B,B,-,9,2017
Médio,HONDA,City,LX / EX / EXL,1.5-16V,CVT,S,E,F,"0,015","0,086","0,016",A,0,101,"8,5","10,3","12,3","14,5","1,63",B,B,-,9,2017
Médio,SUBARU,IMPREZA,XV,2.0-16V,CVT,S,E,G,"0,024","0,175","0,017",B,\,130,\,\,"9,6","11,6","2,11",E,C,-,9,2017
Médio,VOLVO,V40,"CC T4 Kinetic/ CC T4 Momentum/ T4
Ccountry",2.0 -16V,A-6,S,E,G,"0,009","0,048","0,012",A,\,119,\,\,"10,4","12,6","1,93",D,C,-,9,2017
Médio,VOLVO,V40,"T4 Inscription/ T4 Kinetic/T4
Momentum/T4 R-Design/ T4
Summum",2.0-16V,A-6,S,E,G,"0,011","0,092","0,014",A,\,120,\,\,"10,1","12,9","1,95",D,C,-,9,2017
Médio,VOLVO,V40,"2.0 T5 Comfort/ 2.0 T5 Dynamic/2.0
T5 Kinetic/ 2.0 T5 Momentum/2.0 T5
R-Design/2.0 T5 Top",2.0-16V,A-8,S,E,G,"0,012","0,528","0,010",A,\,125,\,\,"9,7","12,5","2,04",D,C,-,9,2017
Médio,CHERY,CELER,"1.5FFHB FL
1.5FLEX FL
1.5 HB FL
1.5 HB ACT
1.5 SD ACT
1.5 SD FL",1.5 - 16V,M-5,S,H,F,"0,018","0,185","0,029",B,0,134,"6,6","7,9","9,2","11,4","2,16",E,C,-,9,2017
Médio,Renault,Logan,Authentique / Expression,1.0-12V,M5,S,E-H,F,"0,027","0,172","0,037",B,0,93,"9,4","10,0","13,8","14,5","1,52",A,B,SIM,9,2017
Médio,Renault,Logan,Dynamique / Expression,1.6-16V,M5,S,E-H,F,"0,027","0,377","0,042",C,0,99,"8,8","9,5","13,0","13,8","1,62",B,B,-,9,2017
Médio,Renault,Logan,Dynamique / Expression,1.6-16V,MTA-5,S,E-H,F,"0,020","0,551","0,017",B,0,106,"7,9","9,1","11,8","13,4","1,76",C,B,-,9,2017
Médio,AUDI,A1 Sportback,Attraction,1.4-16V,DCT-7,S,E,G,"0,013","0,102","0,020",A,\,97,\,\,"12,6","15,2","1,58",B,B,-,9,2017
Médio,AUDI,A1 Sportback,Ambition,1.8-16V,DCT-7,S,E,G,"0,024","0,292","0,023",B,\,115,\,\,"10,7","13,1","1,87",D,C,-,9,2017
Médio,AUDI,A3 Sportback,Attraction / Ambiente,1.4-16V,DCT-7,S,E,G,"0,009","0,072","0,045",B,\,105,\,\,"11,6","14,4","1,70",C,B,-,9,2017
Médio,AUDI,RS3 Sportback,-,2.5-20V,DCT-7,S,E,G,"0,012","0,038","0,012",A,\,159,\,\,"8,0","9,9","2,53",E,D,-,9,2017
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,10,2017
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,10,2017
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,10,2017
Médio,FORD,"New Fiesta
Sedan",SEL / Titanium,1.6-16V,M-5,S,E,F,"0,018","0,348","0,014",B,0,105,"8,2","9,8","11,6","14,2","1,70",C,B,-,10,2017
Médio,FORD,"New Fiesta
Sedan",SEL / Titanium,1.6-16V,DCT-6,S,E,F,"0,013","0,375","0,010",A,0,109,"7,6","9,8","11,1","14,3","1,77",C,B,-,10,2017
Médio,FORD,KA+ (4 Portas),SE / SEL,1.0-12V,M-5,S,E,F,"0,023","0,443","0,016",B,0,93,"9,3","10,7","13,2","15,3","1,51",A,B,SIM,10,2017
Médio,FORD,KA+ (4 Portas),SE / SEL,1.5-16V,M-5,S,E,F,"0,015","0,545","0,018",B,0,106,"8,1","9,6","11,7","13,8","1,72",C,B,-,10,2017
Médio,FIAT,Grand Siena,Attractive,1.4-8V,M-5,S,H,F,"0,017","0,598","0,026",B,0,110,"7,7","9,4","11,1","13,5","1,79",C,B,-,10,2017
Médio,FIAT,Grand Siena,Essence Dualogic,1.6-16V,MTA-5,S,H,F,"0,017","0,491","0,026",B,0,122,"7,0","8,3","10,1","12,4","2,00",D,C,-,10,2017
Médio,FIAT,Grand Siena,Essence,1.6-16V,M-5,S,H,F,"0,031","0,619","0,019",B,0,121,"6,9","8,3","10,1","12,6","2,00",D,C,-,10,2017
Médio,FIAT,Weekend,Attractive,1.4 - 8V,M-5,S,H,F,"0,009","0,383","0,039",B,0,122,"7,1","8,3","10,4","12,0","1,98",D,C,-,10,2017
Médio,FIAT,Dobló,Essence,1.8-16V,M-5,S,H,F,"0,014","0,495","0,018",B,0,140,"6,4","7,0","9,3","10,2","2,28",E,C,-,10,2017
Médio,FIAT,Grand Siena,Attractive,1.0-8V,M-5,S,H,F,"0,016","0,538","0,026",B,0,110,"7,9","9,5","11,2","13,6","1,77",C,B,-,10,2017
Médio,FORD,"KA sedan
(2019)",SE / SE Plus,1.0-12V,M-5,S,E,F,"0,024","0,614","0,025",B,0,92,"9,2","10,7","13,4","15,5","1,51",A,B,SIM,10,2017
Médio,FORD,"KA sedan
(2019)",SE / SE Plus / SEL,1.5-12V,M-5,S,E,F,"0,021","0,385","0,016",B,0,98,"8,4","10,3","12,5","15,0","1,61",B,B,-,10,2017
Médio,FORD,"KA sedan
(2019)",SE / SE Plus,1.5-12V,A-6,S,E,F,"0,028","0,446","0,029",B,0,109,"7,8","10,1","11,0","14,2","1,76",C,B,-,10,2017
Médio,FORD,"KA sedan
(2019)",Titanium,1.5-12V,A-6,S,E,F,"0,024","0,511","0,025",B,0,110,"7,6","10,1","10,9","14,0","1,78",C,B,-,10,2017
Médio,Hyundai,HB20S,Plus / Style,1.0-12V,M-5,S,H,F,"0,011","0,363","0,005",A,0,103,"8,5","9,8","12,0","14,0","1,67",C,B,-,10,2017
Médio,Hyundai,HB20S,Plus / Style,1.6-16V,M-6,S,H,F,"0,015","0,302","0,012",B,0,107,"8,1","9,8","11,5","14,0","1,72",C,B,-,10,2017
Médio,Hyundai,HB20S,Plus / Style / Premium,1.6-16V,A-6,S,H,F,"0,018","0,271","0,020",B,0,120,"7,0","9,3","10,2","12,9","1,93",D,C,-,10,2017
Médio,Hyundai,HB20S,Plus / Style,"1.0-12V
Turbo",M-6,S,H,F,"0,007","0,241","0,014",A,0,101,"8,4","10,5","11,9","15,2","1,63",B,B,-,10,2017
Médio,KIA,RIO,EX / LX 1.6 FF MT HB,1.6 - 16V,M-6,S,E,F,"0,017","0,249","0,004",A,0,115,"7,0","9,4","10,2","13,8","1,91",D,C,-,10,2017
Médio,KIA,RIO,EX / LX 1.6 FF AT HB,1.6 - 16V,A-6,S,E,F,"0,021","0,528","0,023",B,0,115,"7,2","9,3","10,5","13,4","1,88",D,C,-,10,2017
Médio,Mercedes-Benz,A200 FF,,1.6 - 16V,DCT 7,S,E,F,"0,022","0,127","0,009",A,0,112,"7,4","9,2","10,8","14,0","1,84",D,C,-,10,2017
Médio,Mercedes-Benz,A250,SPORT,2.0 - 16V,DCT 7,S,E,G,"0,008","0,076","0,010",A,\,123,\,\,"10,1","12,4","1,98",D,C,-,10,2017
Médio,Mercedes-Benz,AMG A 45 4M,,2.0 - 16V,DCT 7,S,E,G,"0,008","0,278","0,013",A,\,144,\,\,"8,4","11,2","2,33",E,C,-,10,2017
Médio,Mercedes-Benz,B200 FF,,1.6 - 16V,DCT 7,S,E,F,"0,024","0,101","0,012",B,0,122,"6,9","8,5","10,2","12,2","2,00",D,C,-,10,2017
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,11,2017
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,11,2017
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,11,2017
Grande,NISSAN,NOVO SENTRA,20 S / 20 SV / 20 SL,2.0 - 16V,CVT,S,E,F,"0,006","0,434","0,017",B,0,123,"6,7","9,1","9,9","12,6","2,00",C,C,-,11,2017
Grande,Citroën,C4 Lounge,"THP A Origine / THP A Tendance /
THP A Exclusive","1.6 THP
16v Flex",A-6,S,E-H,F,"0,014","0,198","0,020",A,0,115,"7,1","9,0","10,5","13,2","1,90",B,C,-,11,2017
Grande,Citroën,C4 Lounge,THP M Origine,"1.6 THP
16v Flex",M-6,S,E-H,F,"0,030","0,218","0,030",B,0,113,"7,3","9,0","10,9","13,2","1,86",B,C,-,11,2017
Grande,Citroën,DS5,Be Chic / So Chic,"1.6 THP
16v",A-6,S,E-H,G,"0,011","0,152","0,015",A,\,134,\,\,"9,0","11,8","2,18",D,C,-,11,2017
Grande,Peugeot,3008,Griffe,"1.6 THP
16V",A-6,S,E-H,G,"0,013","0,104","0,006",A,\,135,\,\,"9,2","11,5","2,18",D,C,-,11,2017
Grande,KIA,CERATO,FF EX4/ LX4/ SX4 ATNB,1.6 - 16V,A-6,S,E,F,"0,010","0,110","0,008",A,0,121,"7,0","9,3","10,1","12,6","1,95",C,C,-,11,2017
Grande,TOYOTA,COROLLA,GLI,1.8-16V,M-6,S,E,F,"0,021","0,730","0,040",C,0,114,"7,3","9,1","10,7","13,2","1,87",B,C,-,11,2017
Grande,TOYOTA,COROLLA,GLI,1.8-16V,CVT,S,E,F,"0,023","0,386","0,011",B,0,110,"7,8","9,2","11,4","13,2","1,79",A,B,SIM,11,2017
Grande,TOYOTA,COROLLA,ALTIS / XEI / DYMAMIC,2.0-16V,CVT,S,E,F,"0,026","0,452","0,016",B,0,118,"7,2","8,8","10,6","12,6","1,92",B,C,-,11,2017
Grande,LEXUS,IS200,LUXURY / F SPORT,2.0-16V,A-8,S,E,G,"0,019","0,168","0,029",B,\,152,\,\,"8,0","10,6","2,46",E,D,-,11,2017
Grande,CHEVROLET,"Novo Cruze
(modelo 2017)","LT NB AT
LTZ NB AT",1.4T-16V,A-6,S,E,F,"0,017","0,356","0,006",A,0,108,"7,6","9,6","11,2","14,0","1,77",A,B,SIM,11,2017
Grande,CHEVROLET,"Novo Cruze
Hatch (modelo
2017)","LT HB AT
LTZ HB AT",1 . 4 T - 1 6 V,A - 6,S,E,F,"0,018","0,208","0,008",A,0,109,"7,6","9,3","11,3","13,6","1,80",A,B,SIM,11,2017
Grande,CHEVROLET,"Novo Cruze
Hatch (modelo
2017)",LT HB MT,1.4T-16V,M-6,S,E,F,"0,012","0,420","0,026",B,0,107,"8,0","9,2","11,7","13,5","1,76",A,B,SIM,11,2017
Grande,VW,Golf Variant,"Comfortline /
Highline",1.4-16V,A-6,S,E,F,"0,016","0,336","0,009",B,0,111,"7,5","9,5","10,9","13,8","1,81",B,B,-,11,2017
Grande,VW,Jetta,Trendline,1.4-16V,M-6,S,E,G,"0,024","0,086","0,034",B,\,109,\,\,"11,3","13,9","1,76",A,B,SIM,11,2017
Grande,VW,Jetta,Trendline / Comfortline,1.4-16V,A-6,S,E,G,"0,009","0,042","0,016",A,\,115,\,\,"10,4","13,8","1,87",B,C,-,11,2017
Grande,VW,Jetta,Highline,2.0-16V,DCT-6,S,E,G,"0,007","0,054","0,008",A,\,128,\,\,"9,4","12,5","2,08",D,C,-,11,2017
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,12,2017
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,12,2017
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,12,2017
Grande,Mercedes-Benz,CLA200 FF,,1.6 - 16V,DCT 7,S,E,F,"0,023","0,222","0,006",B,0,110,"7,3","10,2","10,7","14,2","1,81",B,B,-,12,2017
Grande,Mercedes-Benz,"CLA250
4MATIC",,2.0 - 16V,DCT 7,S,E,G,"0,014","0,113","0,010",A,\,127,\,\,"9,2","13,5","2,05",C,C,-,12,2017
Grande,Mercedes-Benz,"AMG CLA 45
4MATIC",,2.0 - 16V,DCT 7,S,E,G,"0,008","0,598","0,010",A,\,142,\,\,"8,4","11,6","2,31",E,C,-,12,2017
Grande,Mercedes-Benz,GLA250 4M,SPORT,2.0 - 16V,DCT 7,S,E,G,"0,016","0,078","0,018",A,\,138,\,\,"8,6","12,2","2,23",E,C,-,12,2017
Grande,Mercedes-Benz,"AMG GLA 45
4M",,2.0 - 16V,DCT 7,S,E,G,"0,014","0,287","0,017",B,\,146,\,\,"8,2","11,2","2,36",E,C,-,12,2017
Grande,Mercedes-Benz,GLA200 FF BR,,1.6 - 16V,DCT 7,S,E,F,"0,020","0,200","0,006",A,0,115,"7,1","9,7","10,3","14,2","1,87",B,C,-,12,2017
Grande,Mercedes-Benz,GLA250 BR,,2.0 - 16V,DCT 7,S,E,G,"0,013","0,091","0,011",A,\,117,\,\,"10,3","13,5","1,90",B,C,-,12,2017
Grande,Mercedes-Benz,GLA200 FF BR,STYLE,1.6 - 16V,DCT 7,S,E,F,"0,020","0,200","0,006",A,0,115,"7,1","9,7","10,3","14,2","1,87",B,C,-,12,2017
Grande,BMW,320i,ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"0,009","0,114","0,027",A,0,123,"6,7","8,8","9,8","12,8","2,00",C,C,-,12,2017
Grande,BMW,328i,ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"0,007","0,109","0,021",A,0,125,"6,4","8,5","9,8","12,5","2,06",D,C,-,12,2017
Grande,BMW,430i,Gran Coupe,2.0 - 16v,A-8,S,E-H,G,"0,016","0,199","0,029",B,\,125,\,\,"9,9","12,2","2,03",C,C,-,12,2017
Grande,BMW,X1,sDrive20i ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"0,008","0,331","0,025",A,0,125,"6,9","8,4","10,0","12,1","2,02",C,C,-,12,2017
Grande,BMW,X1,xDrive25i ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"0,008","0,257","0,030",A,0,133,"6,6","8,1","9,4","11,4","2,14",D,C,-,12,2017
Grande,HONDA,Civic,EX / EX-L / SPORT,2.0-16V,CVT,S,E,F,"0,020","0,177","0,022",B,0,117,"7,2","8,9","10,5","12,9","1,91",B,C,-,12,2017
Grande,HONDA,Civic,TOURING,1.5T-16V,CVT,S,E,G,"0,006","0,142","0,007",A,\,104,\,\,"11,8","14,4","1,68",A,B,SIM,12,2017
Grande,HONDA,CR-V,EXL FLEX4WD,2.0-16V,A-5,S,E,F,"0,020","0,140","0,014",B,0,135,"6,4","8,1","9,2","11,5","2,17",D,C,-,12,2017
Grande,HYUNDAI,Elantra,,"2.0L -
16V",A6,S,E,F,"0,011","0,157","0,019",A,0,116,"6,7","9,6","10,1","14,0","1,92",B,C,-,12,2017
Grande,SUBARU,WRX,2.0,2.0-16V,CVT,S,E,G,"0,013","0,096","0,028",A,\,145,\,\,"8,5","10,7","2,35",E,C,-,12,2017
Grande,Mitsubishi,Lancer,GT,2.0-16V,CVT,S,H,G,"0,020","0,338","0,008",A,\,139,\,\,"8,9","11,0","2,26",E,C,-,12,2017
