categoria,marca,modelo,motor,versao,transmissao,ar_condicionado,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano
"UTILITÁRIO
ESPORTIVO
COMPACTO",RENAULT,Kwid,1.0­12V,Zen,M­5,S,E,F,"10,3","10,8","14,9","15,6",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",RENAULT,Duster,2.0­16V,Dynamique,A­4,S,E­H,F,"6,1","7,3","8,9","10,5",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",RENAULT,Sandero Stepway,1.6­16V,Stepway EXP,M­5,S,E­H,F,"8,3","8,5","12,0","12,1",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",RENAULT,Captur,1.6­16V,Life 16A,CVT,S,E­H,F,"7,2","8,1","10,5","11,7",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",Hyundai,HB20X,1.6­16V,Vision,M­6,S,E,F,"8,3","9,6","11,8","13,9",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",Hyundai,HB20X,1.6­16V,Vision,A­6,S,E,F,"7,7","9,2","10,9","12,9",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",Hyundai,HB20X,1.6­16V,Evolution,A­6,S,E,F,"7,7","9,2","10,9","12,9",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",Hyundai,HB20X,1.6­16V,Diamond,A­6,S,E,F,"7,7","9,2","10,9","12,9",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",Hyundai,HB20X,1.6­16V,Diamond FE,A­6,S,E,F,"8,1","9,3","11,7","13,3",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",HYUNDAI,Creta,1.6­16V,Attitude,M­6,S,E,F,"7,6","8,2","10,4","11,7",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",HYUNDAI,Creta,1.6­16V,Pulse,M­6,S,E,F,"7,6","8,2","10,4","11,7",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",HYUNDAI,Creta,1.6­16V,Pulse,A­6,S,E,F,"7,1","8,2","10,1","11,3",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",HYUNDAI,Creta,1.6­16V,Smart,A­6,S,E,F,"7,1","8,2","10,1","11,3",2020
"ESPORTIVO
COMPACTO",HYUNDAI,Creta,2.0­16V,Pulse,A­6,S,E,F,"6,9","8,2","10,0","11,4",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",HYUNDAI,Creta,2.0­16V,Prestige,A­6,S,E,F,"6,9","8,2","10,0","11,4",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",HYUNDAI,Creta,2.0­16V,Sport,A­6,S,E,F,"6,9","8,2","10,0","11,4",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",HYUNDAI,Creta,1.6­16V,Attitude,A­6,S,E,F,"6,8","8,1","9,8","11,7",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",LIFAN,X70,2.0­16V,Prestige,CVT,S,H,G,\,\,"8,2","10,2",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",LIFAN,X70,2.0­16V,Talent,CVT,S,H,G,\,\,"8,2","10,2",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",LIFAN,X70,2.0­16V,Vip,CVT,S,H,G,\,\,"8,2","10,2",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",VOLVO,XC40,2.0­16V,T4,A­8,S,E,G,\,\,"9,5","11,9",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",VOLVO,XC40,2.0­16V,T4 Inscription,A­8,S,E,G,\,\,"9,5","11,9",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",VOLVO,XC40,2.0­16V,T4 Kinetic,A­8,S,E,G,\,\,"9,5","11,9",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",VOLVO,XC40,2.0­16V,T4 Momentum,A­8,S,E,G,\,\,"9,5","11,9",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",VOLVO,XC40,1.5­12V,T5H RDesign,DCT­7,S,E,G,\,\,"24,5","22,3",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",VOLVO,XC40,1.5­12V,T5H Momentum,DCT­7,S,E,G,\,\,"24,5","22,3",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",VOLVO,XC40,1.5­12V,T5H Inscription,DCT­7,S,E,G,\,\,"24,5","22,3",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",JAC,T80,2.0­16V Turbo,Turbo,DCT,S,E,G,\,\,"7,9","10,4",2020
"UTILITÁRIO
ESPORTIVO",KIA,Sorento,3.5­24V,EX4,A­6,S,E,G,\,\,"6,7","9,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",KIA,Sorento,3.5­24V,LX4 G17,A­6,S,E,G,\,\,"6,7","9,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",KIA,Sorento,3.5­24V,G25,A­6,S,E,G,\,\,"6,7","9,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",KIA,Sorento,3.5­24V,G27,A­6,S,E,G,\,\,"6,7","9,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",KIA,Sorento,2.4­16V,EX3,A­6,S,E,G,\,\,"7,5","9,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",KIA,Sorento,2.4­16V,LX3 G25,A­6,S,E,G,\,\,"7,5","9,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",KIA,Sorento,2.4­16V,G27,A­6,S,E,G,\,\,"7,5","9,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",KIA,Sportage,2.0­16V,EX2,A­6,S,E,F,"6,1","7,9","8,8","11,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",KIA,Sportage,2.0­16V,LX2 FFG3,A­6,S,E,F,"6,1","7,9","8,8","11,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",CAOA CHERY,Tiggo 7,1.5­16V Turbo,T,DCT­6,S,E,F,"6,6","7,6","9,7","10,9",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",CAOA CHERY,Tiggo 7,1.5­16V Turbo,TXS,DCT­6,S,E,F,"6,6","7,6","9,7","10,9",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",HYUNDAI,iX35,2.0­16V,"GLS (roda aro
18"")",A­6,S,E,F,"6,8","7,8","10,1","11,3",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",HYUNDAI,iX35,2.0­16V,"GL (roda aro
17"")",A­6,S,E,F,"7,0","8,0","10,4","11,6",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",HYUNDAI,iX35,2.0­16V,"GLS (roda aro
17"")",A­6,S,E,F,"7,0","8,1","10,0","11,5",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",HYUNDAI,Tucson Turbo,1.6­16V,"GLS (roda aro
17"")",A­7,S,E,G,\,\,"9,9","11,7",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",HYUNDAI,Tucson Turbo,1.6­16V,"LTD (roda aro
18"")",A­7,S,E,G,\,\,"10,5","12,2",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",MITSUBISHI,Outlander,2.0­16V,HPE,CVT,S,E,G,\,\,"10,3","11,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",MITSUBISHI,Outlander,2.0­16V,GLS,CVT,S,E,G,\,\,"10,4","12,1",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",MITSUBISHI,Eclipse Cross,1.5­16V Turbo,HPE­S,CVT,S,E,G,\,\,"10,3","11,9",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",MITSUBISHI,Eclipse Cross,1.5­16V Turbo,GLS,CVT,S,E,G,\,\,"10,3","11,9",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",MITSUBISHI,Eclipse Cross,1.5­16V Turbo,HPE,CVT,S,E,G,\,\,"10,3","11,9",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",MITSUBISHI,Eclipse Cross,1.5­16V Turbo,HPE­S,CVT,S,E,G,\,\,"10,3","11,9",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",PEUGEOT,3008,1.6­16V Turbo,Griffe,A­6,S,E,G,\,\,"9,8","12,1",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",PEUGEOT,3008,1.6­16V Turbo,Allure,A­6,S,E,G,\,\,"9,8","12,1",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",PEUGEOT,3008,1.6­16V Turbo,GT Line,A­6,S,E,G,\,\,"9,8","12,1",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",PEUGEOT,3008,1.6­16V Turbo,Crossway,A­6,S,E,G,\,\,"9,8","12,1",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",PEUGEOT,5008,1.6­16V Turbo,Griffe,A­6,S,E,G,\,\,"9,5","12,1",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",TOYOTA,SW4,2.7­16V,SR,M­5,S,E,F,"4,6","5,6","6,7","8,2",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",TOYOTA,SW4,2.7­16V,SR 5S,A­6,S,E,F,"4,9","5,9","7,1","8,5",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",TOYOTA,SW4,2.7­16V,SR 7S,A­6,S,E,F,"4,9","5,9","7,1","8,5",2020
"ESPORTIVO
GRANDE",TOYOTA,SW4,2.7­16V,SRV,A­6,S,E,F,"4,9","5,9","7,1","8,5",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",LEXUS,UX250H,2.0­16V,Luxury,CVT,S,E,G,\,\,"16,7","14,7",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",LEXUS,UX250H,2.0­16V,F­Sport,CVT,S,E,G,\,\,"16,7","14,7",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",LEXUS,UX250H,2.0­16V,Dynamic,CVT,S,E,G,\,\,"16,7","14,7",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",JEEP,Compass,2.0­16V,Sport,A­6,S,E,F,"6,1","7,5","8,8","10,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",JEEP,Compass,2.0­16V,Longitude,A­6,S,E,F,"6,1","7,5","8,8","10,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",JEEP,Compass,2.0­16V,Limited,A­6,S,E,F,"6,1","7,5","8,8","10,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",CHEVROLET,Equinox,1.5­16V Turbo,LT,A­6,S,E,G,\,\,"9,5","11,7",2020
"UTILITÁRIO
ESPORTIVO
GRANDE",CHEVROLET,Equinox,1.5T ­16V,Midnight,A­6,S,E,G,\,\,"9,1","10,8",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO
4X4",MITSUBISHI,ASX,2.0­16V,HPE AWD,CVT,S,E,F,"6,8","8,6","10,1","12,3",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO
4X4",MITSUBISHI,ASX,2.0­16V,HPE­S AWD,CVT,S,E,F,"6,8","8,6","10,1","12,3",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO
4X4",SUZUKI,Vitara,1.4­16V,4Sport Allgrip,A­6,S,E,G,\,\,"11,5","12,9",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO
4X4",SUZUKI,Vitara,1.4­16V,4Style Allgrip,A­6,S,E,G,\,\,"11,5","12,9",2020
"ESPORTIVO
COMPACTO
4X4",SUZUKI,S­Cross,1.4­16V,4Style Allgrip,A­6,S,E,G,\,\,"11,5","13,3",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO
4X4",SUZUKI,S­Cross,1.4­16V,4Style­S Allgrip,A­6,S,E,G,\,\,"11,5","13,3",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO
4X4",RENAULT,Duster,2.0­16V,Dynamique,M­6,S,E­H,F,"6,7","7,6","9,9","11,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",PORSCHE,Cayenne (19MY),2.9­24V,S,A­8,S,E,G,\,\,"6,4","7,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",PORSCHE,Cayenne (19MY),3.0­24V,V6 F,A­8,S,E,G,\,\,"6,7","7,6",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",PORSCHE,Cayenne (19MY),4.0­32V,Turbo,A­8,S,E,G,\,\,"5,5","7,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",PORSCHE,Cayenne (19MY),3.0­24V,V6,A­8,S,E,G,\,\,"7,1","9,1",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",PORSCHE,Macan (MY19),2.0­16V,F,DCT­7,S,E,G,\,\,"7,2","8,6",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",PORSCHE,Macan,3.0­24V,S,DCT­7,S,E,G,\,\,"6,6","7,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",SSANGYONG,Rexton,2.2­16V,STD,A­7,S,H,D,\,\,"9,1","11,3",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",SSANGYONG,Rexton,2.2­16V,DLX,A­7,S,H,D,\,\,"9,1","11,3",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,F­Pace,3.0­24V,R Sport,A­8,S,E,G,\,\,"6,9","9,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,F­Pace,3.0­24V,FE,A­8,S,E,G,\,\,"6,8","9,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,F­Pace,3.0­24V,S Aro 21,A­8,S,E,G,\,\,"6,8","9,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,F­Pace,2.0­16V Turbo,20TD Prestige,A­8,S,E,D,\,\,"10,6","12,5",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,F­Pace,3.0­24V,S Aro 20,A­8,S,E,G,\,\,"6,4","7,9",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,F­Pace,2.0­16V Turbo,G Prestige,A­8,S,E,G,\,\,"7,2","9,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,F­Pace,2.0­16V Turbo,GR Sport,A­8,S,E,G,\,\,"7,2","9,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,F­Pace,2.0­16V Turbo,G Pure,A­8,S,E,G,\,\,"7,7","9,6",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,F­Pace,2.0­16V Turbo,G Prestige,A­8,S,E,G,\,\,"7,7","9,6",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,F­Pace,2.0­16V Turbo,GR Sport,A­8,S,E,G,\,\,"7,7","9,6",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,F­Pace,5.0­32V,P550 SVR,A­8,S,E,G,\,\,"6,2","7,6",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,E­Pace,2.0­16V Turbo,P250 Firsted,A­9,S,E,G,\,\,"7,5","9,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,E­Pace,2.0­16V Turbo,P250 S,A­9,S,E,G,\,\,"7,5","9,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,E­Pace,2.0­16V Turbo,P250 S RDY,A­9,S,E,G,\,\,"7,5","9,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,E­Pace,2.0­16V Turbo,P250 SE,A­9,S,E,G,\,\,"7,5","9,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,E­Pace,2.0­16V Turbo,P250 SE RDY,A­9,S,E,G,\,\,"7,5","9,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,E­Pace,2.0­16V Turbo,P250 STD,A­9,S,E,G,\,\,"7,5","9,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,E­Pace,2.0­16V Turbo,P300 HSE RDY,A­9,S,E,G,\,\,"6,3","8,8",2020
"ESPORTIVO
GRANDE 4X4",JAGUAR,E­Pace,2.0­16V Turbo,P300 SE RDY,A­9,S,E,G,\,\,"6,3","8,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,E­Pace,2.0­16V Turbo,P250F S,A­9,S,E,F,"4,6","6,0","7,4","9,1",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,E­Pace,2.0­16V Turbo,P250F S RDY,A­9,S,E,F,"4,6","6,0","7,4","9,1",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,E­Pace,2.0­16V Turbo,P250F SE,A­9,S,E,F,"4,6","6,0","7,4","9,1",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,E­Pace,2.0­16V Turbo,P250F SE RDY,A­9,S,E,F,"4,6","6,0","7,4","9,1",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JAGUAR,E­Pace,2.0­16V Turbo,P250F STD,A­9,S,E,F,"4,6","6,0","7,4","9,1",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC40,2.0­16V Turbo,T5 Inscription,A­8,S,E,G,\,\,"8,5","10,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC40,2.0­16V Turbo,T5 Momentum,A­8,S,E,G,\,\,"8,5","10,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC40,2.0­16V Turbo,T5 R­Design,A­8,S,E,G,\,\,"8,5","10,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC60,2.0­16V Turbo,T5 Momentum,A­8,S,E,G,\,\,"8,5","10,3",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC60,2.0­16V Turbo,T5 Kinetic,A­8,S,E,G,\,\,"8,5","10,3",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC60,2.0­16V Turbo,T5 Inscription,A­8,S,E,G,\,\,"8,4","10,2",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC60,2.0­16V Turbo,T5 R­Design,A­8,S,E,G,\,\,"8,4","10,2",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC60,2.0­16V Turbo,D5 Momentum,A­8,S,E,D,\,\,"11,5","14,5",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC60,2.0­16V Turbo,D5 Inscription,A­8,S,E,D,\,\,"11,5","14,5",2020
"UTILITÁRIO
ESPORTIVO",VOLVO,XC60,2.0­16V Turbo,T8 Inscription,A­8,S,E,G,\,\,"19,2","20,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC60,2.0­16V Turbo,T8 R­Design,A­8,S,E,G,\,\,"19,2","20,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC90,2.0­16V Turbo,T6 Inscription,A­8,S,E,G,\,\,"7,5","9,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC90,2.0­16V Turbo,T6 Kinetic,A­8,S,E,G,\,\,"7,5","9,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC90,2.0­16V Turbo,T6 Momentum,A­8,S,E,G,\,\,"7,5","9,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC90,2.0­16V Turbo,R­Design,A­8,S,E,G,\,\,"7,5","9,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC90,2.0­16V Turbo,D5 Kinetic,A­8,S,E,D,\,\,"10,5","11,7",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC90,2.0­16V Turbo,D5 Inscript,A­8,S,E,D,\,\,"10,5","11,7",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC90,2.0­16V Turbo,D5 Momentum,A­8,S,E,D,\,\,"10,5","11,7",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC90 (MY19),2.0­16V Turbo,T8 Excellen,A­8,S,E,G,\,\,"15,5","17,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC90 (MY19),2.0­16V Turbo,T8 Inscript,A­8,S,E,G,\,\,"15,5","17,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC90 (MY19),2.0­16V Turbo,T8 Momentum,A­8,S,E,G,\,\,"15,5","17,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",VOLVO,XC90 (MY19),2.0­16V Turbo,T8 R­Design,A­8,S,E,G,\,\,"15,5","17,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",KIA,Sorento,3.5­24V,EX4,A­6,S,E,G,\,\,"6,7","9,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",KIA,Sorento,3.5­24V,LX4 G17,A­6,S,E,G,\,\,"6,7","9,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",KIA,Sorento,2.4­16V,EX3,A­6,S,E,G,\,\,"7,5","9,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",KIA,Sorento,2.4­16V,LX3 G15,A­6,S,E,G,\,\,"7,5","9,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",KIA,Sorento,2.4­16V,G17,A­6,S,E,G,\,\,"7,5","9,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",SUBARU,Forester,2.0­16V,S,CVT,S,E,G,\,\,"10,0","11,6",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",SUBARU,Outback,3.6­24V,R­S,CVT,S,E,G,\,\,"7,6","10,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",AUDI,Q7,3.0­24V,Performance,A­8,S,E,G,\,\,"6,9","8,7",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",AUDI,Q7,3.0­24V,"Performance
Black",A­8,S,E,G,\,\,"6,9","8,7",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",AUDI,Q7,3.0­24V,Prestige Plus,A­8,S,E,D,\,\,"9,1","10,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",AUDI,Q7,3.0­24V,Performance,A­8,S,E,D,\,\,"9,1","10,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",AUDI,Q7,3.0­24V,"Performance
Black",A­8,S,E,D,\,\,"9,1","10,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",AUDI,Q5,2.0­16V,Prestige,DCT­7,S,E,G,\,\,"8,5","10,3",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",AUDI,Q5,2.0­16V,Prestige Plus,DCT­7,S,E,G,\,\,"8,5","10,3",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",AUDI,Q5,2.0­16V,S line,DCT­7,S,E,G,\,\,"8,5","10,3",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",AUDI,Q5,2.0­16V,Black,DCT­7,S,E,G,\,\,"8,5","10,3",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",AUDI,Q8,3.0­24V,Performance,A­8,S,E,G,\,\,"6,6","7,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",AUDI,Q8,3.0­24V,"Performance
Black",A­8,S,E,G,\,\,"6,6","7,0",2020
"ESPORTIVO
GRANDE 4X4",MITSUBISHI,Eclipse Cross,1.5­16V Turbo,HPE­S S­AWC,CVT,S,E,G,\,\,"10,2","11,6",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",MITSUBISHI,Eclipse Cross,1.5­16V Turbo,HPE­S S­AWC,CVT,S,E,G,\,\,"10,2","11,1",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",HONDA,CR­V,1.5­16V Turbo,Touring,CVT,S,E,G,\,\,"10,4","11,9",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",LEXUS,RX450H,3.5­24V,L Luxury,CVT,S,E,G,\,\,"11,6","10,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",LEXUS,RX450H,3.5­24V,F Sport,CVT,S,E,G,\,\,"11,6","10,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",MERCEDES­BENZ,GLC300,2.0­16V,Coupé,A­9,S,E,G,\,\,"8,3","10,1",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",MERCEDES­BENZ,AMG GLC43,3.0­24V,Coupé,A­9,S,E,G,\,\,"7,0","8,9",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",MERCEDES­BENZ,AMG GLC63S 4Matic,4.0­32V,Coupé,A­9,S,E,G,\,\,"6,2","8,1",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JEEP,Grand Cherokee,3.6­24V,Limited,A­8,S,H,G,\,\,"7,1","9,0",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JEEP,Grand Cherokee,3.0­24V,Limited,A­8,S,H,D,\,\,"9,6","12,0",2020
"UTILITÁRIO
ESPORTIVO",JEEP,Compass,2.0­16V,Longitude,A­9,S,E,D,\,\,"10,3","13,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JEEP,Compass,2.0­16V,Limited D,A­9,S,E,D,\,\,"10,2","13,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JEEP,Compass,2.0­16V,Limited S,A­9,S,E,D,\,\,"10,2","13,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",JEEP,Compass,2.0­16V,Night Eagle,A­9,S,E,D,\,\,"10,3","13,4",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",BMW,X3,2.0­16V,xDrive 20i,A­8,S,E­H,G,\,\,"9,4","10,7",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",BMW,X3,2.0­16V,xDrive 30i,A­8,S,E­H,G,\,\,"9,3","10,5",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",BMW,X3,3.0­24V,M40i,A­8,S,E­H,G,\,\,"8,3","9,7",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",BMW,X3,3.0 ­ 24V,M,A­8,S,E­H,G,\,\,"6,8","8,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",BMW,X3,2.0­16V,xDrive 30i,A­8,S,E­H,G,\,\,"9,3","10,5",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",BMW,X3,2.0­16V,xDrive 20i,A­8,S,E­H,G,\,\,"9,4","10,7",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",BMW,X3,3.0­24V,M40i,A­8,S,E­H,G,\,\,"8,3","9,7",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",BMW,X3,3.0­24V,M Competition,A­8,S,E­H,G,\,\,"6,8","8,8",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",BMW,X4,2.0­16V,xDrive 30i,A­8,S,E­H,G,\,\,"9,6","10,9",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",BMW,X4,3.0­24V,M40i,A­8,S,E­H,G,\,\,"8,4","9,9",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",BMW,X5,3.0 ­ 24V,M50D,A­8,S,E­H,D,\,\,"10,5","12,8",2020
