"Ano:2016 Modelo: Todos Data: 06/12/2016
Categoria: Todas Motor: Todos Última Atualização: 06/12/2016
Marca: Todas
INSTITUTO NACIONAL DE METROLOGIA,
QUALIDADE E TECNOLOGIA
PROGRAMA BRASILEIRO DE ETIQUETAGEM ­ PBE
Tabelas de Consumo/Eficiência
Etiqueta Nacional de Conservação de Energia ­ ENCE
Energética
Veículos Automotores Leves
Categoria Todas
Modelos com classificação PBE para ENCE
Comparação entre modelos participantes
Ano2016
35Marcas
Valor de CO2 da
1102 Modelos/Versões emissão no
escapamento referente Valores em km/l medidos em condições padrão de laboratório (NBR7024) e ajustados para
349Modelo(s) com Selo CONPET ao combustível de simular condições mais comuns de utilização. O consumo percebido pelo motorista poderá
origem fóssil não variar para mais ou para menos, dependendo das condições de uso. Para saber por que,
renovável consulte: www.inmetro.gov.br e www.conpet.gov.br",,None_1,None_2,None_3,None_4,None_5,None_6,None_7,None_8,None_9,None_10,None_11,None_12,None_13,None_14,None_15,None_16,None_17,None_18,None_19,None_20,None_21,Página,Ano,
,CITROEN,C3,1.5­8V,Tendance,M­5,S,E,F,"0,021","0,447","0,009",A,0,103,"8,0","10,0","11,8","14,6","1,68",A,B,SIM,4,2016,COMPACTO
,CITROEN,C3,1.6­16V,Exclusive,A­4,S,E,F,"0,021","0,508","0,043",A,0,115,"7,9","8,8","11,0","12,6","1,84",B,B,­,4,2016,COMPACTO
,,,,,,,,,,,,,,,,,,,,,,,4,2016,Página 4 / 44
,,,,,,,,,,,,,,,,,,,,,,,4,2016,
,,,,,,,,,,,,,,,,,,,,,,,5,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro(?),,,,"Consumo
Energético
(MJ/km)",Classificação PBE,,"Selo
CONPET
de
Eficiência
Energética",5,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes(?),,,,Gás Efeito Estufa(?),,Etanol,,"Gasolina /
Diesel",,,,,,5,2016,
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina /
Diesel","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa na
Categoria","Comparação
Absoluta
Geral",,5,2016,
,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2 fóssil
(g/km)",,,,,,,,,5,2016,
,,,,,(CVT),,,,,,,,,,,,,,,,,,5,2016,
,CITROEN,C3,1.6­16V,Tendance,A­4,S,E,F,"0,021","0,508","0,043",A,0,115,"7,9","8,8","11,0","12,6","1,84",B,B,­,5,2016,COMPACTO
,CITROEN,C3,1.6­16V,Style,A­4,S,E,F,"0,021","0,508","0,043",A,0,115,"7,9","8,8","11,0","12,6","1,84",B,B,­,5,2016,COMPACTO
,CITROEN,DS3,1.6­16V,Sport Chic,M­6,S,E,G,"0,010","0,072","0,033",A,\,107,\,\,"11,3","14,4","1,73",A,B,SIM,5,2016,COMPACTO
,FIAT,Idea,1.4­8V,Attractive,M­5,S,H,F,"0,016","0,400","0,016",A,0,130,"6,7","7,3","9,8","11,0","2,14",E,C,­,5,2016,COMPACTO
,FIAT,Idea,1.6­16V,"Essence
Dualogic",MTA­5,S,H,F,"0,017","0,498","0,022",A,0,125,"6,7","7,9","10,0","11,8","2,07",E,C,­,5,2016,COMPACTO
,FIAT,Idea,1.6­16V,Essence,M­5,S,H,F,"0,018","0,523","0,019",A,0,128,"6,8","8,0","9,9","11,5","2,07",E,C,­,5,2016,COMPACTO
,FIAT,Novo Palio,1.4­8V,Attractive,M­5,S,H,F,"0,012","0,354","0,017",A,0,113,"7,7","9,0","11,0","13,0","1,83",B,B,­,5,2016,COMPACTO
,FIAT,Novo Palio,1.6­16V,Essence,M­5,S,H,F,"0,017","0,438","0,010",A,0,124,"6,9","8,2","10,1","11,9","2,03",D,C,­,5,2016,COMPACTO
,FIAT,Novo Palio,1.0­8V,Attractive,M­5,S,H,F,"0,009","0,217","0,008",A,0,118,"7,2","8,7","10,4","12,7","1,93",C,B,­,5,2016,COMPACTO
,FIAT,Punto,1.4­8V,Attractive,M­5,S,H,F,"0,023","0,419","0,022",A,0,120,"7,3","8,6","10,4","12,2","1,94",C,B,­,5,2016,COMPACTO
,FIAT,Punto,1.6­16V,Essence,M­5,S,H,F,"0,020","0,527","0,029",A,0,125,"6,7","8,4","9,9","12,0","2,04",D,C,­,5,2016,COMPACTO
,FIAT,Punto,1.6­16V,"Essence
Dualogic",MTA­5,S,H,F,"0,022","0,481","0,021",A,0,125,"6,9","8,0","10,1","11,8","2,04",D,C,­,5,2016,COMPACTO
,FIAT,Punto,1.8­16V,Sporting,M­5,S,H,F,"0,016","0,618","0,018",A,0,130,"6,7","7,9","9,7","11,2","2,11",E,C,­,5,2016,COMPACTO
,FIAT,Punto,1.8­16V,Blackmotion,M­5,S,H,F,"0,016","0,618","0,018",A,0,130,"6,7","7,9","9,7","11,2","2,11",E,C,­,5,2016,COMPACTO
,FIAT,Punto,1.4­16V,Tjet,M­5,S,H,G,"0,028","0,267","0,031",A,\,139,\,\,"9,4","10,2","2,26",E,C,­,5,2016,COMPACTO
,FIAT,Siena,1.0­8V,EL,M­5,N,H,F,"0,020","0,461","0,032",A,0,106,"8,1","9,8","11,5","14,1","1,71",A,B,SIM,5,2016,COMPACTO
,FIAT,Siena,1.4­8V,EL,M­5,S,H,F,"0,018","0,497","0,031",A,0,116,"7,3","8,5","10,8","12,5","1,91",C,B,­,5,2016,COMPACTO
,FORD,KA,1.5­16V,SE,M­5,S,E,F,"0,020","0,390","0,018",A,0,108,"7,9","9,5","11,5","13,6","1,75",A,B,SIM,5,2016,COMPACTO
,FORD,KA,1.5­16V,SEL,M­5,S,E,F,"0,020","0,390","0,018",A,0,108,"7,9","9,5","11,5","13,6","1,75",A,B,SIM,5,2016,COMPACTO
,FORD,KA,1.0­12V,SE,M­5,S,E,F,"0,026","0,511","0,023",A,0,95,"8,9","10,4","13,0","15,1","1,56",A,A,SIM,5,2016,COMPACTO
,FORD,KA,1.0­12V,SEL,M­5,S,E,F,"0,026","0,511","0,023",A,0,95,"8,9","10,4","13,0","15,1","1,56",A,A,SIM,5,2016,COMPACTO
,FORD,KA (2017),1.0­12V,SE,M­5,S,E,F,"0,019","0,462","0,013",A,0,91,"9,2","10,8","13,5","15,7","1,49",A,A,SIM,5,2016,COMPACTO
,FORD,KA (2017),1.0­12V,SEL,M­5,S,E,F,"0,023","0,443","0,016",A,0,93,"9,3","10,7","13,2","15,3","1,51",A,A,SIM,5,2016,COMPACTO
,FORD,KA (2017),1.5­16V,SE,M­5,S,E,F,"0,015","0,545","0,018",A,0,106,"8,1","9,6","11,7","13,8","1,72",A,B,SIM,5,2016,COMPACTO
,FORD,KA (2017),1.5­16V,SEL,M­5,S,E,F,"0,015","0,545","0,018",A,0,106,"8,1","9,6","11,7","13,8","1,72",A,B,SIM,5,2016,COMPACTO
,FORD,New Fiesta Hatch,1.5­16V,S,M­5,S,E,F,"0,014","0,370","0,020",A,0,114,"7,6","9,4","10,7","13,4","1,83",B,B,­,5,2016,COMPACTO
,FORD,New Fiesta Hatch,1.5­16V,SE,M­5,S,E,F,"0,014","0,370","0,020",A,0,114,"7,6","9,4","10,7","13,4","1,83",B,B,­,5,2016,COMPACTO
,FORD,New Fiesta Hatch,1.6­16V,SE,DCT­6,S,E,F,"0,017","0,460","0,031",A,0,109,"7,7","10,0","11,0","14,3","1,76",A,B,SIM,5,2016,COMPACTO
,FORD,New Fiesta Hatch,1.6­16V,Titanium,DCT­6,S,E,F,"0,017","0,460","0,031",A,0,109,"7,7","10,0","11,0","14,3","1,76",A,B,SIM,5,2016,COMPACTO
,FORD,New Fiesta Hatch,1.6­16V,SE,M­5,S,E,F,"0,023","0,664","0,022",A,0,105,"8,0","9,9","11,7","14,1","1,71",A,B,SIM,5,2016,COMPACTO
,FORD,New Fiesta Hatch,1.6­16V,Titanium,M­5,S,E,F,"0,023","0,664","0,022",A,0,105,"8,0","9,9","11,7","14,1","1,71",A,B,SIM,5,2016,COMPACTO
,FORD,New Fiesta Hatch (2017),1.6­16V,SE,DCT­6,S,E,F,"0,014","0,428","0,007",A,0,106,"7,8","10,3","11,2","14,9","1,72",A,B,SIM,5,2016,COMPACTO
,FORD,New Fiesta Hatch (2017),1.6­16V,SEL,DCT­6,S,E,F,"0,014","0,428","0,007",A,0,106,"7,8","10,3","11,2","14,9","1,72",A,B,SIM,5,2016,COMPACTO
,FORD,New Fiesta Hatch (2017),1.6­16V,Titanium,DCT­6,S,E,F,"0,014","0,428","0,007",A,0,106,"7,8","10,3","11,2","14,9","1,72",A,B,SIM,5,2016,COMPACTO
,FORD,New Fiesta Hatch (2017),1.6­16V,SE,M­5,S,E,F,"0,017","0,663","0,011",A,0,101,"8,2","10,0","12,0","14,6","1,66",A,A,SIM,5,2016,COMPACTO
,FORD,New Fiesta Hatch (2017),1.6­16V,SEL,M­5,S,E,F,"0,017","0,663","0,011",A,0,101,"8,2","10,0","12,0","14,6","1,66",A,A,SIM,5,2016,COMPACTO
,,,,,,,,,,,,,,,,,,,,,,,5,2016,Página 5 / 44
,,,,,,,,,,,,,,,,,,,,,,,5,2016,
,,,,,,,,,,,,,,,,,,,,,,,6,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro(?),,,,"Consumo
Energético
(MJ/km)",Classificação PBE,,"Selo
CONPET
de
Eficiência
Energética",6,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes(?),,,,Gás Efeito Estufa(?),,Etanol,,"Gasolina /
Diesel",,,,,,6,2016,
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina /
Diesel","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa na
Categoria","Comparação
Absoluta
Geral",,6,2016,
,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2 fóssil
(g/km)",,,,,,,,,6,2016,
,,,,,(CVT),,,,,,,,,,,,,,,,,,6,2016,
,FORD,New Fiesta Hatch (2017),1.0­12V,SE GTDI,DCT­6,S,E,G,"0,013","0,104","0,038",A,\,99,\,\,"12,2","15,3","1,61",A,A,SIM,6,2016,COMPACTO
,FORD,New Fiesta Hatch (2017),1.0­12V,SEL GTDI,DCT­6,S,E,G,"0,013","0,104","0,038",A,\,99,\,\,"12,2","15,3","1,61",A,A,SIM,6,2016,COMPACTO
,FORD,New Fiesta Hatch (2017),1.0­12V,Titanium GTDI,DCT­6,S,E,G,"0,013","0,104","0,038",A,\,99,\,\,"12,2","15,3","1,61",A,A,SIM,6,2016,COMPACTO
,HONDA,Fit,1.5­16V,DX,M­5,S,E,F,"0,011","0,098","0,020",A,0,107,"8,3","9,5","11,6","13,6","1,72",A,B,SIM,6,2016,COMPACTO
,HONDA,Fit,1.5­16V,LX,M­5,S,E,F,"0,011","0,098","0,020",A,0,107,"8,3","9,5","11,6","13,6","1,72",A,B,SIM,6,2016,COMPACTO
,HONDA,Fit,1.5­16V,DX,CVT,S,E,F,"0,022","0,120","0,016",A,0,102,"8,3","9,9","12,3","14,1","1,66",A,A,SIM,6,2016,COMPACTO
,HONDA,Fit,1.5­16V,LX,CVT,S,E,F,"0,022","0,120","0,016",A,0,102,"8,3","9,9","12,3","14,1","1,66",A,A,SIM,6,2016,COMPACTO
,HONDA,Fit,1.5­16V,EX,CVT,S,E,F,"0,022","0,120","0,016",A,0,102,"8,3","9,9","12,3","14,1","1,66",A,A,SIM,6,2016,COMPACTO
,HONDA,Fit,1.5­16V,EXL,CVT,S,E,F,"0,022","0,120","0,016",A,0,102,"8,3","9,9","12,3","14,1","1,66",A,A,SIM,6,2016,COMPACTO
,HYUNDAI,HB20,1.0­12V,Comfort,M­5,S,H,F,"0,014","0,309","0,011",A,0,101,"8,5","9,9","12,5","14,1","1,64",A,A,SIM,6,2016,COMPACTO
,HYUNDAI,HB20,1.0­12V,Plus,M­5,S,H,F,"0,014","0,309","0,011",A,0,101,"8,5","9,9","12,5","14,1","1,64",A,A,SIM,6,2016,COMPACTO
,HYUNDAI,HB20,1.0­12V,Style,M­5,S,H,F,"0,014","0,309","0,011",A,0,101,"8,5","9,9","12,5","14,1","1,64",A,A,SIM,6,2016,COMPACTO
,HYUNDAI,HB20,1.6­16V,Plus,A­6,S,H,F,"0,020","0,286","0,020",A,0,121,"7,1","9,4","9,9","12,5","1,95",D,C,­,6,2016,COMPACTO
,HYUNDAI,HB20,1.6­16V,Style,A­6,S,H,F,"0,020","0,286","0,020",A,0,121,"7,1","9,4","9,9","12,5","1,95",D,C,­,6,2016,COMPACTO
,HYUNDAI,HB20,1.6­16V,Premium,A­6,S,H,F,"0,020","0,286","0,020",A,0,121,"7,1","9,4","9,9","12,5","1,95",D,C,­,6,2016,COMPACTO
,HYUNDAI,HB20,1.6­16V,R Spec,A­6,S,H,F,"0,020","0,286","0,020",A,0,121,"7,1","9,4","9,9","12,5","1,95",D,C,­,6,2016,COMPACTO
,HYUNDAI,HB20,1.6­16V,Plus,M­6,S,H,F,"0,017","0,500","0,019",A,0,107,"8,1","9,9","11,6","13,8","1,72",A,B,SIM,6,2016,COMPACTO
,HYUNDAI,HB20,1.6­16V,Style,M­6,S,H,F,"0,017","0,500","0,019",A,0,107,"8,1","9,9","11,6","13,8","1,72",A,B,SIM,6,2016,COMPACTO
,HYUNDAI,HB20,1.6­16V,Premium,M­6,S,H,F,"0,017","0,500","0,019",A,0,107,"8,1","9,9","11,6","13,8","1,72",A,B,SIM,6,2016,COMPACTO
,HYUNDAI,HB20,1.6­16V,R Spec,M­6,S,H,F,"0,017","0,500","0,019",A,0,107,"8,1","9,9","11,6","13,8","1,72",A,B,SIM,6,2016,COMPACTO
,HYUNDAI,HB20,1.0­12V,Plus turbo,M­6,S,H,F,"0,010","0,311","0,016",A,0,105,"8,2","10,1","11,6","14,3","1,69",A,B,SIM,6,2016,COMPACTO
,HYUNDAI,HB20,1.0­12V,Style turbo,M­6,S,H,F,"0,010","0,311","0,016",A,0,105,"8,2","10,1","11,6","14,3","1,69",A,B,SIM,6,2016,COMPACTO
,JAC,J3,1.5­16V,J3 Flex,M­5,S,H,F,"0,015","0,028","0,041",A,0,126,"6,5","8,4","9,7","12,5","2,07",E,C,­,6,2016,COMPACTO
,JAC,J3,1.5­16V,J3 Flex Sport,M­5,S,H,F,"0,015","0,028","0,041",A,0,126,"6,5","8,4","9,7","12,5","2,07",E,C,­,6,2016,COMPACTO
,JAC,J3,1.5­16V,J3 Flex Turin,M­5,S,H,F,"0,015","0,028","0,041",A,0,126,"6,5","8,4","9,7","12,5","2,07",E,C,­,6,2016,COMPACTO
,JAC,J3,1.5­16V,J3S,M­5,S,H,F,"0,015","0,028","0,041",A,0,126,"6,5","8,4","9,7","12,5","2,07",E,C,­,6,2016,COMPACTO
,JAC,J3,1.5­16V,J3S Flex,M­5,S,H,F,"0,015","0,028","0,041",A,0,126,"6,5","8,4","9,7","12,5","2,07",E,C,­,6,2016,COMPACTO
,JAC,J3,1.5­16V,J3S Flex Turin,M­5,S,H,F,"0,015","0,028","0,041",A,0,126,"6,5","8,4","9,7","12,5","2,07",E,C,­,6,2016,COMPACTO
,JAC,J3,1.5­16V,J3S Turin,M­5,S,H,F,"0,015","0,028","0,041",A,0,126,"6,5","8,4","9,7","12,5","2,07",E,C,­,6,2016,COMPACTO
,JAC,J3,1.5­16V,J3S Jetflex,M­5,S,H,F,"0,015","0,028","0,041",A,0,126,"6,5","8,4","9,7","12,5","2,07",E,C,­,6,2016,COMPACTO
,JAC,J3,1.5­16V,J3 S Jetflex T,M­5,S,H,F,"0,015","0,028","0,041",A,0,126,"6,5","8,4","9,7","12,5","2,07",E,C,­,6,2016,COMPACTO
,MINI,Cooper,1.5­12V,,A­6,S,E­H,G,"0,019","0,277","0,064",B,\,119,\,\,"10,6","12,2","1,93",C,B,­,6,2016,COMPACTO
,MINI,Cooper,1.5­12V,5P,A­6,S,E­H,G,"0,011","0,140","0,020",A,\,109,\,\,"11,3","13,7","1,77",B,B,­,6,2016,COMPACTO
,MINI,Cooper,2.0­16V,S 5P,A­6,S,E­H,G,"0,013","0,293","0,044",A,\,121,\,\,"9,9","13,1","1,97",D,C,­,6,2016,COMPACTO
,NISSAN,New March,1.0­12V,10 MT,M­5,S,E,F,"0,023","0,559","0,003",A,0,96,"8,8","10,4","12,9","15,0","1,57",A,A,SIM,6,2016,COMPACTO
,NISSAN,New March,1.0­12V,10 S,M­5,S,E,F,"0,023","0,559","0,003",A,0,96,"8,8","10,4","12,9","15,0","1,57",A,A,SIM,6,2016,COMPACTO
,NISSAN,New March,1.0­12V,10 SV,M­5,S,E,F,"0,023","0,559","0,003",A,0,96,"8,8","10,4","12,9","15,0","1,57",A,A,SIM,6,2016,COMPACTO
,,,,,,,,,,,,,,,,,,,,,,,6,2016,
,,,,,,,,,,,,,,,,,,,,,,,6,2016,Página 6 / 44
,,,,,,,,,,,,,,,,,,,,,,,6,2016,
,,,,,,,,,,,,,,,,,,,,,,,7,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro(?),,,,"Consumo
Energético
(MJ/km)",Classificação PBE,,"Selo
CONPET
de
Eficiência
Energética",7,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes(?),,,,Gás Efeito Estufa(?),,Etanol,,"Gasolina /
Diesel",,,,,,7,2016,
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina /
Diesel","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa na
Categoria","Comparação
Absoluta
Geral",,7,2016,
,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2 fóssil
(g/km)",,,,,,,,,7,2016,
,NISSAN,New March,1.6­16V,16 S,M­5,S,E,F,"0,031","0,664","0,005",B,0,99,"8,5","9,9","12,6","14,4","1,63",A,A,SIM,7,2016,COMPACTO
,NISSAN,New March,1.6­16V,16 SV,M­5,S,E,F,"0,031","0,664","0,005",B,0,99,"8,5","9,9","12,6","14,4","1,63",A,A,SIM,7,2016,COMPACTO
,NISSAN,New March,1.6­16V,16 SL,M­5,S,E,F,"0,031","0,664","0,005",B,0,99,"8,5","9,9","12,6","14,4","1,63",A,A,SIM,7,2016,COMPACTO
,NISSAN,New March,1.6­16V,16 SV,CVT,S,E,F,"0,024","0,163","0,014",A,0,104,"7,8","9,8","11,7","14,5","1,72",A,B,SIM,7,2016,COMPACTO
,NISSAN,New March,1.6­16V,16 SL,CVT,S,E,F,"0,024","0,163","0,014",A,0,104,"7,8","9,8","11,7","14,5","1,72",A,B,SIM,7,2016,COMPACTO
,PEUGEOT,208,1.2­12V,Active,M­5,S,E,F,"0,018","0,465","0,037",A,0,82,"10,9","11,7","15,1","16,9","1,32",A,A,SIM,7,2016,COMPACTO
,PEUGEOT,208,1.2­12V,Act Pack,M­5,S,E,F,"0,018","0,465","0,037",A,0,82,"10,9","11,7","15,1","16,9","1,32",A,A,SIM,7,2016,COMPACTO
,PEUGEOT,208,1.2­12V,Allure,M­5,S,E,F,"0,018","0,465","0,037",A,0,82,"10,9","11,7","15,1","16,9","1,32",A,A,SIM,7,2016,COMPACTO
,PEUGEOT,208,1.5­8V,Active,M­5,S,E,F,"0,011","0,604","0,033",A,0,104,"8,0","9,6","11,6","14,3","1,72",A,B,SIM,7,2016,COMPACTO
,PEUGEOT,208,1.5­8V,Active Pack,M­5,S,E,F,"0,011","0,604","0,033",A,0,104,"8,0","9,6","11,6","14,3","1,72",A,B,SIM,7,2016,COMPACTO
,PEUGEOT,208,1.5­8V,Allure,M­5,S,E,F,"0,011","0,604","0,033",A,0,104,"8,0","9,6","11,6","14,3","1,72",A,B,SIM,7,2016,COMPACTO
,PEUGEOT,208,1.6­16V,Griffe,M­5,S,E,F,"0,020","0,609","0,036",A,0,116,"7,1","8,9","10,6","12,9","1,91",C,B,­,7,2016,COMPACTO
,PEUGEOT,208,1.6­16V,Sport,M­5,S,E,F,"0,023","0,524","0,027",A,0,102,"8,5","10,0","12,3","14,0","1,65",A,A,SIM,7,2016,COMPACTO
,PEUGEOT,208,1.6­16V,Griffe,M­5,S,E,F,"0,023","0,524","0,027",A,0,102,"8,5","10,0","12,3","14,0","1,65",A,A,SIM,7,2016,COMPACTO
,PEUGEOT,208,1.6­16V,Allure,A­4,S,E,F,"0,022","0,600","0,030",A,0,109,"8,1","9,1","11,7","13,0","1,76",A,B,SIM,7,2016,COMPACTO
,PEUGEOT,208,1.6­16V,Griffe,A­4,S,E,F,"0,022","0,600","0,030",A,0,109,"8,1","9,1","11,7","13,0","1,76",A,B,SIM,7,2016,COMPACTO
,PEUGEOT,208,1.6­16V,GT THP,M­6,S,E,F,"0,013","0,147","0,031",A,0,104,"8,2","9,5","12,0","13,8","1,70",A,B,SIM,7,2016,COMPACTO
,RENAULT,Sandero,1.0­16V,Authentique,M­5,S,H,F,"0,030","0,361","0,055",B,0,100,"8,7","9,6","12,6","14,0","1,63",A,A,SIM,7,2016,COMPACTO
,RENAULT,Sandero,1.0­16V,Expression,M­5,S,H,F,"0,030","0,361","0,055",B,0,100,"8,7","9,6","12,6","14,0","1,63",A,A,SIM,7,2016,COMPACTO
,RENAULT,Sandero,1.6­8V,Dynamique,M­5,S,H,F,"0,029","0,494","0,027",A,0,117,"7,5","8,7","10,7","12,4","1,89",C,B,­,7,2016,COMPACTO
,RENAULT,Sandero,1.6­8V,Expression,M­5,S,H,F,"0,029","0,494","0,027",A,0,117,"7,5","8,7","10,7","12,4","1,89",C,B,­,7,2016,COMPACTO
,RENAULT,Sandero,1.6­8V,GT Line,M­5,S,H,F,"0,029","0,494","0,027",A,0,117,"7,5","8,7","10,7","12,4","1,89",C,B,­,7,2016,COMPACTO
,RENAULT,Sandero RS,2.0­16V,Renault Sport,M­6,S,H,F,"0,027","0,313","0,043",A,0,148,"5,9","7,6","8,3","10,8","2,37",E,D,­,7,2016,COMPACTO
,RENAULT,Sandero (2017),1.0­12V,Authentique,M­5,S,E­H,F,"0,021","0,163","0,045",A,0,93,"9,5","9,6","14,2","14,1","1,52",A,A,SIM,7,2016,COMPACTO
,RENAULT,Sandero (2017),1.0­12V,Expression,M­5,S,E­H,F,"0,021","0,163","0,045",A,0,93,"9,5","9,6","14,2","14,1","1,52",A,A,SIM,7,2016,COMPACTO
,RENAULT,Sandero (2017),1.6­16V,Dynamique,M­5,S,E­H,F,"0,024","0,483","0,033",A,0,102,"8,6","9,2","12,8","13,4","1,66",A,A,SIM,7,2016,COMPACTO
,RENAULT,Sandero (2017),1.6­16V,Expression,M­5,S,E­H,F,"0,024","0,483","0,033",A,0,102,"8,6","9,2","12,8","13,4","1,66",A,A,SIM,7,2016,COMPACTO
,RENAULT,Sandero (2017),1.6­16V,Expression,MTA­5,S,E­H,F,"0,021","0,461","0,032",A,0,108,"8,1","8,8","11,8","12,8","1,77",B,B,­,7,2016,COMPACTO
,RENAULT,Sandero (2017),1.6­16V,Dynamique,MTA­5,S,E­H,F,"0,021","0,461","0,032",A,0,108,"8,1","8,8","11,8","12,8","1,77",B,B,­,7,2016,COMPACTO
,RENAULT,Sandero (2017),1.6­16V,GT Line,M­5,S,E­H,F,"0,027","0,440","0,025",A,0,104,"8,4","8,9","12,5","13,0","1,71",A,B,SIM,7,2016,COMPACTO
,SUZUKI,Swift Sport,1.6­16V,2WD,M­6,S,E,G,"0,016","0,174","0,009",A,\,109,\,\,"11,9","12,6","1,77",B,B,­,7,2016,COMPACTO
,TOYOTA,Etios Hatchback,1.3­16V,X,M­6,S,E,F,"0,017","0,499","0,043",A,0,100,"8,6","9,8","12,6","14,2","1,63",A,A,SIM,7,2016,COMPACTO
,TOYOTA,Etios Hatchback,1.3­16V,X,A­4,S,E,F,"0,019","0,409","0,004",A,0,107,"8,2","9,2","11,8","13,3","1,74",A,B,SIM,7,2016,COMPACTO
,TOYOTA,Etios Hatchback,1.5­16V,XS,M­6,S,E,F,"0,020","0,527","0,018",A,0,101,"8,3","9,8","12,4","14,1","1,66",A,A,SIM,7,2016,COMPACTO
,TOYOTA,Etios Hatchback,1.5­16V,XLS,M­6,S,E,F,"0,020","0,527","0,018",A,0,101,"8,3","9,8","12,4","14,1","1,66",A,A,SIM,7,2016,COMPACTO
,TOYOTA,Etios Hatchback,1.5­16V,Platinum,M­6,S,E,F,"0,020","0,527","0,018",A,0,101,"8,3","9,8","12,4","14,1","1,66",A,A,SIM,7,2016,COMPACTO
,TOYOTA,Etios Hatchback,1.5­16V,Cross,M­6,S,E,F,"0,020","0,527","0,018",A,0,101,"8,3","9,8","12,4","14,1","1,66",A,A,SIM,7,2016,COMPACTO
,,,,,,,,,,,,,,,,,,,,,,,7,2016,
,,,,,,,,,,,,,,,,,,,,,,,7,2016,Página 7 / 44
,,,,,,,,,,,,,,,,,,,,,,,7,2016,
,,,,,,,,,,,,,,,,,,,,,,,8,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro(?),,,,"Consumo
Energético
(MJ/km)",Classificação PBE,,"Selo
CONPET
de
Eficiência
Energética",8,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes(?),,,,Gás Efeito Estufa(?),,Etanol,,"Gasolina /
Diesel",,,,,,8,2016,
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina /
Diesel","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa na
Categoria","Comparação
Absoluta
Geral",,8,2016,
,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2 fóssil
(g/km)",,,,,,,,,8,2016,
,TOYOTA,Etios Hatchback,1.5­16V,XS,A­4,S,E,F,"0,023","0,406","0,009",A,0,107,"8,1","9,2","11,9","13,2","1,74",A,B,SIM,8,2016,COMPACTO
