Categoria,Marca,Modelo,Versão,Motor,"Transmissão
Médio,CHEVROLET,"PRISMA
(MY19)",1.4MT LT,1.4L - 8V,M-6,S,E,F,"0,025","0,647","0,015",B,0,97,"8,5","10,5","12,5","15,3","1,59",B,B,-,6,2019
Médio,CHEVROLET,"PRISMA JOY
(MY19)",10MT JOYE,1.0L - 8V,M-6,S,E,F,"0,027","0,484","0,008",B,0,94,"8,7","10,9","12,9","15,6","1,54",B,B,-,6,2019
Médio,CHEVROLET,Spin (MY19),1.8L MT LT (5L),1.8L-8V,M-6,S,E,F,"0,016","0,349","0,009",A,0,107,"8,0","9,3","11,7","13,6","1,74",C,B,-,6,2019
Médio,CHEVROLET,Spin (MY19),1.8L MT LS E (5L),1.8L-8V,M-6,S,E,F,"0,016","0,349","0,009",A,0,107,"8,0","9,3","11,7","13,6","1,74",C,B,-,6,2019
Médio,CHEVROLET,Spin (MY19),AT ACT (5L),1.8L-8V,A-6,S,E,F,"0,017","0,402","0,012",B,0,122,"7,0","8,3","10,3","12,0","2,00",D,C,-,6,2019
Médio,CHEVROLET,Spin (MY19),AT LT (5L),1.8L-8V,A-6,S,E,F,"0,017","0,390","0,010",B,0,115,"7,3","9,0","10,7","13,1","1,88",D,C,-,6,2019
Médio,HONDA,City,DX,1.5-16V,M-5,S,E,F,"0,012","0,093","0,014",A,0,100,"8,6","10,3","12,4","14,6","1,61",B,B,-,6,2019
Médio,HONDA,City,DX / LX / EX / EXL / PERSONAL,1.5-16V,CVT,S,E,F,"0,015","0,086","0,016",A,0,101,"8,5","10,3","12,3","14,5","1,63",B,B,-,6,2019
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,7,2019
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,7,2019
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,7,2019
Médio,FORD,Ka Sedan,SE,1.0-12V,M-5,S,E,F,"0,030","0,707","0,024",B,0,92,"9,2","10,7","13,4","15,5","1,51",A,B,SIM,7,2019
Médio,FORD,Ka Sedan,SE,1.5-12V,A-6,S,E,F,"0,025","0,470","0,020",B,0,109,"7,8","10,1","11,0","14,2","1,76",C,B,-,7,2019
Médio,FORD,Ka Sedan,Titanium,1.5-12V,A-6,S,E,F,"0,023","0,480","0,022",B,0,110,"7,6","10,1","10,9","14,0","1,78",C,B,-,7,2019
Médio,FORD,Ka Sedan,SE / SEL,1.5-12V,M-5,S,E,F,"0,023","0,303","0,016",B,0,98,"8,4","10,3","12,5","15,0","1,61",B,B,-,7,2019
Médio,FORD,"New Fiesta
Sedan",SEL / Titanium,1.6-16V,DCT-6,S,E,F,"0,014","0,441","0,008",B,0,109,"7,6","9,8","11,1","14,3","1,77",C,B,-,7,2019
Médio,FORD,"New Fiesta
Sedan",SEL / Titanium,1.6-16V,M-5,S,E,F,"0,017","0,531","0,010",B,0,105,"8,2","9,8","11,6","14,2","1,70",C,B,-,7,2019
Médio,SSANGYONG,XLV,G DLX / G STD,1.6-16V,A-6,S,E,G,"0,026","0,187","0,015",B,\,133,\,\,"9,1","11,8","2,16",E,C,-,7,2019
Médio,SSANGYONG,TIVOLI,G DLX / G STD,1.6-16V,A-6,S,E,G,"0,021","0,153","0,007",A,\,136,\,\,"8,9","11,7","2,21",E,C,-,7,2019
Médio,VOLVO,"V40 (aro 17"")","T4 Inscription
2.0 T4 Kinetic
T4 Momentum
T4 R-Design
T4 Summum",2.0-16V,DCT-6,S,E,G,"0,010","0,020","0,014",A,\,120,\,\,"10,1","12,9","1,95",D,C,-,7,2019
Médio,VOLVO,"V40 (aro 18"")","T4 Inscription
2.0 T4 Kinetic
2.0 T4 Momentum
T4 R-Design
T4 Summum",2.0-16V,DCT-6,S,E,G,"0,006","0,077","0,020",A,\,127,\,\,"9,6","12,4","2,05",D,C,-,7,2019
Médio,VOLVO,V40,"2.0 T5 Comfort / 2.0 T5 Dynamic /
2.0 T5 Kinetic / 2.0 T5 Momentum /
2.0 T5 R-Design / 2.0 T5 Top",2.0-16V,A-8,S,E,G,"0,012","0,528","0,010",A,\,125,\,\,"9,7","12,5","2,04",D,C,-,7,2019
Médio,BMW,220i,CAT ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"0,006","0,178","0,022",A,0,117,"7,1","8,7","10,5","12,9","1,92",D,C,-,7,2019
Médio,MINI,Cooper,S Clubman,2.0 - 16v,A-8,S,E-H,G,"0,011","0,263","0,023",A,\,119,\,\,"10,5","12,6","1,92",D,C,-,7,2019
Médio,BMW,M140i,-,3.0 - 24v,A-8,S,E-H,G,"0,009","0,060","0,016",A,\,131,\,\,"9,4","12,0","2,11",E,C,-,7,2019
Médio,MINI,Countryman,Cooper S,2.0 - 16v,A-8,S,E-H,G,"0,007","0,306","0,021",A,\,123,\,\,"10,2","12,0","1,99",D,C,-,7,2019
Médio,MINI,Countryman,Cooper S ALL4,2.0 - 16v,A-8,S,E-H,G,"0,006","0,336","0,026",A,\,132,\,\,"9,4","11,5","2,14",E,C,-,7,2019
Médio,MINI,Countryman,Cooper,1.5 - 12v,A-6,S,E-H,G,"0,013","0,323","0,015",A,\,131,\,\,"10,1","10,6","2,12",E,C,-,7,2019
Médio,MINI,Countryman,JCW,2.0 - 16v,A-8,S,E-H,G,"0,004","0,443","0,032",A,\,135,\,\,"9,3","11,3","2,18",E,C,-,7,2019
Médio,BMW,120i,Gasolina,2.0 - 16v,A-8,S,E-H,G,"0,010","0,070","0,014",A,\,117,\,\,"10,6","12,9","1,89",D,C,-,7,2019
Médio,BMW,125i,Gasolina,2.0 - 16v,A-8,S,E-H,G,"0,010","0,075","0,015",A,\,122,\,\,"10,2","12,2","1,98",D,C,-,7,2019
Médio,BMW,i3,REX 94Ah,0.6 - 8v,A-1,S,E-H,G,"0,004","0,150","0,003",A,\,53,\,\,"24,9","21,5","0,86",A,A,SIM,7,2019
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,8,2019
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,8,2019
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,8,2019
Médio,VW,Golf,COMFORTLINE,1.0-12V,A-6,S,E,F,"0,029","0,383","0,015",B,0,107,"8,0","10,2","11,4","14,2","1,72",C,B,-,8,2019
Médio,VW,Golf,HIGHLINE,1.4-16V,A-6,S,E,F,"0,036","0,591","0,007",B,0,108,"7,5","9,4","11,4","13,8","1,78",C,B,-,8,2019
Médio,VW,Golf,GTI,2.0-16V,DCT-6,S,E,G,"0,016","0,247","0,027",B,\,125,\,\,"9,9","12,2","2,02",D,C,-,8,2019
Médio,VW,Polo,,1.0-12V,M-5,S,E,F,"0,034","0,284","0,033",C,0,98,"8,8","10,0","12,9","14,3","1,60",B,B,-,8,2019
Médio,VW,Polo,,1.6-16V,M-5,S,E,F,"0,020","0,260","0,016",B,0,104,"8,2","9,5","12,0","13,9","1,70",C,B,-,8,2019
Médio,VW,Polo,"200 TSI Comfortline (R15"")",1.0-12V,A-6,S,E,F,"0,021","0,369","0,016",B,0,106,"8,0","9,8","11,6","14,1","1,72",C,B,-,8,2019
Médio,VW,Polo,"200 TSI Comfortline (R16"") /
200 TSI Highline",1.0-12V,A-6,S,E,F,"0,021","0,295","0,014",B,0,107,"7,9","9,5","11,4","13,9","1,75",C,B,-,8,2019
Médio,VW,Polo,,1.6-16V,A-6,S,E,F,"0,037","0,226","0,010",B,0,111,"7,9","9,6","11,0","13,8","1,78",C,B,-,8,2019
Médio,VW,Spacefox,Trendline,1.6-8V,M-5,S,E,F,"0,019","0,333","0,026",B,0,110,"7,8","9,5","11,1","13,6","1,78",C,B,-,8,2019
Médio,VW,Spacefox,Trendline (I-Motion),1.6-8V,MTA-5,S,E,F,"0,017","0,464","0,018",B,0,111,"7,7","9,3","11,1","13,2","1,81",C,B,-,8,2019
Médio,VW,Virtus,,1.6-16V,M-5,S,E,F,"0,020","0,253","0,008",B,0,105,"8,2","9,5","11,9","13,8","1,71",C,B,-,8,2019
Médio,VW,Virtus,"200 TSI Comfortline /
200 TSI Highline",1.0-12V,A-6,S,E,F,"0,020","0,300","0,025",B,0,106,"7,8","10,2","11,2","14,6","1,73",C,B,-,8,2019
Médio,VW,Virtus,,1.6-16V,A-6,S,E,F,"0,016","0,128","0,010",A,0,112,"7,8","9,8","10,8","13,8","1,79",C,B,-,8,2019
Médio,VW,Voyage,(Rodas aro 14),1.0-12V,M-5,S,H,F,"0,035","0,286","0,019",B,0,92,"8,9","10,6","13,4","15,6","1,52",A,B,SIM,8,2019
Médio,VW,Voyage,(Rodas aro 15),1.0-12V,M-5,S,H,F,"0,030","0,283","0,018",B,0,95,"9,1","10,6","13,1","15,1","1,53",A,B,SIM,8,2019
Médio,VW,Voyage,,1.6-8V,M-5,S,H,F,"0,016","0,347","0,017",B,0,106,"8,0","9,9","11,6","14,1","1,72",C,B,-,8,2019
Médio,VW,Voyage,,1.6-16V,A-6,S,H,F,"0,031","0,223","0,009",B,0,108,"8,0","10,1","11,1","14,3","1,73",C,B,-,8,2019
Médio,Hyundai,HB20S,Unique / Comfort Plus / Style,1.0-12V,M-5,S,H,F,"0,011","0,363","0,005",A,0,103,"8,5","9,8","12,0","14,0","1,67",C,B,-,8,2019
Médio,Hyundai,HB20S,Comfort Plus / Style,1.6-16V,M-6,S,H,F,"0,015","0,302","0,012",B,0,107,"8,1","9,8","11,5","14,0","1,72",C,B,-,8,2019
Médio,Hyundai,HB20S,Comfort Plus / Style / Premium,1.6-16V,A-6,S,H,F,"0,018","0,271","0,020",B,0,120,"7,0","9,3","10,2","12,9","1,93",D,C,-,8,2019
Médio,Hyundai,HB20S,Comfort Plus / Style,"1.0-12V
Turbo",M-6,S,H,F,"0,007","0,241","0,014",A,0,101,"8,4","10,5","11,9","15,2","1,63",B,B,-,8,2019
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,9,2019
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,9,2019
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,9,2019
Médio,FIAT,CRONOS,DRIVE,1.3 – 8V,M-5,S,E,F,"0,015","0,324","0,018",B,0,99,"8,5","10,3","12,4","14,8","1,61",B,B,-,9,2019
Médio,FIAT,CRONOS,DRIVE GSR,1.3 – 8V,MTA-5,S,E,F,"0,010","0,310","0,021",B,0,98,"8,8","10,4","12,7","14,8","1,58",B,B,-,9,2019
Médio,FIAT,CRONOS,PRECISION,1.8 - 16V,M-5,S,E,F,"0,007","0,514","0,013",B,0,107,"8,0","9,6","11,6","13,8","1,73",C,B,-,9,2019
Médio,FIAT,CRONOS,PRECISION,1.8 - 16V,A-6,S,E,F,"0,006","0,429","0,014",A,0,103,"7,2","9,6","10,3","13,3","1,89",D,C,-,9,2019
Médio,FIAT,CRONOS,DRIVE,1.8 - 16V,A-6,S,E,F,"0,006","0,429","0,014",A,0,103,"7,2","9,6","10,3","13,3","1,89",D,C,-,9,2019
Médio,FIAT,DOBLÓ,ESSENCE,1.8-16V,M-5,S,H,F,"0,013","0,451","0,016",B,0,140,"6,4","7,0","9,3","10,2","2,28",E,C,-,9,2019
Médio,FIAT,GRAND SIENA,ATTRACTIVE,1.0-8V,M-5,S,H,F,"0,016","0,538","0,026",B,0,110,"7,9","9,5","11,2","13,6","1,77",C,B,-,9,2019
Médio,FIAT,GRAND SIENA,ATTRACTIVE,1.4-8V,M-5,S,H,F,"0,010","0,588","0,024",B,0,110,"7,7","9,4","11,1","13,5","1,79",C,B,-,9,2019
Médio,FIAT,WEEKEND,ADVENTURE,1.4-8V,M-5,S,H,F,"0,007","0,341","0,027",B,0,122,"7,1","8,3","10,4","12,0","1,98",D,C,-,9,2019
Médio,Renault,Logan,Dynamique / Expression,1.6-16V,MTA-5,S,E-H,F,"0,020","0,551","0,017",B,0,106,"7,9","9,1","11,8","13,4","1,76",C,B,-,9,2019
Médio,Renault,Logan,Authentique / Expression,1.0-12V,M5,S,E-H,F,"0,026","0,302","0,042",B,0,91,"9,4","10,2","14,0","14,9","1,50",A,B,SIM,9,2019
Médio,Renault,Logan,Dynamique / Expression,1.6-16V,M5,S,E-H,F,"0,033","0,381","0,035",B,0,98,"8,7","9,7","13,0","14,1","1,61",B,B,-,9,2019
Médio,Renault,ZOE NR,Intens / Life,Elétrico,AUT,S,E,G,"0,000","0,000","0,000",A,\,0,\,\,"32,2","26,7","0,65",A,A,SIM,9,2019
Médio,Renault,ZOE LR,Intens LR / Life LR / ULT LR,Elétrico,AUT,S,E,G,"0,000","0,000","0,000",A,\,0,\,\,"31,9","26,9","0,65",A,A,SIM,9,2019
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,10,2019
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,10,2019
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,10,2019
Grande,NISSAN,NOVO SENTRA,20 S / 20 SV / 20 SL,2.0 - 16V,CVT,S,E,F,"0,006","0,434","0,017",B,0,123,"6,7","9,1","9,9","12,7","2,00",C,C,-,10,2019
Grande,Citroën,C4 Lounge,LIVE AUT / FEEL AUT / SHINE AUT,"1.6 THP
16V Flex",M-6,S,E-H,F,"0,017","0,226","0,027",B,0,113,"7,3","9,0","10,9","13,2","1,86",B,C,-,10,2019
Grande,Citroën,C4 Picasso,Intensive,"1.6 THP
16V",A-6,S,E-H,G,"0,012","0,172","0,019",A,\,125,\,\,"9,9","12,2","2,03",C,C,-,10,2019
Grande,AUDI,A3 Cabriolet,-,2.0-16V,DCT-7,S,E,G,"0,014","0,343","0,011",A,\,127,\,\,"9,9","11,6","2,07",D,C,-,10,2019
Grande,AUDI,A3 Sedan,Attraction/Ambiente,1.4-16V,A-6,S,E,F,"0,027","0,402","0,013",B,0,105,"7,8","9,9","11,7","14,2","1,72",A,B,SIM,10,2019
Grande,AUDI,A3 Sedan,Ambition,2.0-16V,DCT-6,S,E,G,"0,013","0,198","0,022",A,\,119,\,\,"10,3","12,8","1,94",C,C,-,10,2019
Grande,AUDI,RS3 Sedan,-,2.5-20V,DCT-7,S,E,G,"0,006","0,322","0,034",A,\,161,\,\,"7,6","9,9","2,61",E,D,-,10,2019
Grande,AUDI,Q3,Attraction / Ambiente / Ambition,1.4-16V,DCT-6,S,E,F,"0,024","0,331","0,008",B,0,123,"6,9","8,1","10,2","11,9","2,02",C,C,-,10,2019
Grande,AUDI,Q3,Attraction / Ambiente,2.0-16V,DCT-7,S,E,G,"0,009","0,234","0,059",B,\,145,\,\,"8,6","10,6","2,35",E,C,-,10,2019
Grande,AUDI,Q3,Ambiente / Ambition,2.0-16V,DCT-7,S,E,G,"0,021","0,493","0,022",B,\,146,\,\,"8,5","10,5","2,37",E,C,-,10,2019
Grande,AUDI,RSQ3,-,2.5-20V,DCT-7,S,E,G,"0,010","0,059","0,016",A,\,166,\,\,"7,6","9,6","2,66",E,D,-,10,2019
Grande,CAOA CHERY,ARRIZO 5,RX / RXT,1.5T -16V,CVT,S,E,F,"0,019","0,148","0,010",B,0,125,"6,7","8,4","9,9","12,1","2,04",C,C,-,10,2019
Grande,SUBARU,WRX,2.0,2.0-16V,CVT,S,E,G,"0,010","0,098","0,017",A,\,143,\,\,"8,6","11,1","2,32",E,C,-,10,2019
Grande,SUBARU,WRX,STI 2.5,2.5-16V,M-6,S,E,G,"0,028","0,372","0,022",B,\,201,\,\,"6,2","7,9","3,28",E,E,-,10,2019
Grande,HYUNDAI,ELANTRA,,2.0-16V,A-6,S,E,F,"0,011","0,283","0,009",A,0,116,"6,7","9,6","10,2","14,0","1,92",B,C,-,10,2019
Grande,HYUNDAI,ELANTRA,B,2.0-16V,A-6,S,E,F,"0,032","0,270","0,011",B,0,117,"6,9","9,7","10,1","13,8","1,91",B,C,-,10,2019
Grande,TOYOTA,COROLLA,GLI,1.8-16V,M-6,S,E,F,"0,029","1,000","0,028",C,0,114,"7,4","9,1","10,7","13,2","1,86",B,C,-,10,2019
Grande,TOYOTA,COROLLA,GLI,1.8-16V,CVT,S,E,F,"0,023","0,460","0,020",B,0,110,"7,8","9,2","11,4","13,2","1,79",A,B,SIM,10,2019
Grande,TOYOTA,COROLLA,ALTIS / XEI / XRS,2.0-16V,CVT,S,E,F,"0,026","0,452","0,016",B,0,118,"7,2","8,8","10,6","12,6","1,92",B,C,-,10,2019
Grande,LEXUS,IS200,LUXURY / F SPORT,2.0-16V,A-8,S,E,G,"0,019","0,168","0,029",B,\,152,\,\,"8,0","10,6","2,46",E,D,-,10,2019
Grande,KIA,CERATO,FF EX4/ LX4/ SX4 ATNB,1.6 - 16V,A-6,S,E,F,"0,010","0,110","0,008",A,0,121,"7,0","9,3","10,1","12,6","1,95",C,C,-,10,2019
Grande,CHEVROLET,Cruze (MY19),LT NB AT,1.4T-16V,A-6,S,E,F,"0,016","0,129","0,010",A,0,105,"7,8","10,1","11,5","14,6","1,72",A,B,SIM,10,2019
Grande,CHEVROLET,Cruze (MY19),LTZ NB AT,1.4T-16V,A-6,S,E,F,"0,025","0,288","0,008",B,0,108,"7,6","9,9","11,1","14,2","1,76",A,B,SIM,10,2019
Grande,CHEVROLET,"Novo Cruze
Sport6 (MY19)",LT HB AT,1.4T-16V,A-6,S,E,F,"0,018","0,208","0,008",A,0,109,"7,6","9,3","11,3","13,6","1,80",A,B,SIM,10,2019
Grande,CHEVROLET,"Novo Cruze
Sport6 (MY19)",LTZ HB AT,1.4T-16V,A-6,S,E,F,"0,018","0,208","0,008",A,0,109,"7,6","9,3","11,3","13,6","1,80",A,B,SIM,10,2019
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,11,2019
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,11,2019
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,11,2019
Grande,HONDA,Civic,SPORT,2.0-16V,M-6,S,E,F,"0,019","0,196","0,038",B,0,118,"7,1","9,2","10,2","13,4","1,91",B,C,-,11,2019
Grande,HONDA,Civic,EX / EX-L / SPORT,2.0-16V,CVT,S,E,F,"0,020","0,177","0,022",B,0,116,"7,2","8,9","10,5","13,0","1,91",B,C,-,11,2019
Grande,HONDA,Civic,TOURING,1.5T-16V,CVT,S,E,G,"0,006","0,142","0,007",A,\,104,\,\,"11,8","14,4","1,68",A,B,SIM,11,2019
Grande,HONDA,CIVIC,Coupe Si,1.5T-16V,M-6,S,E,G,"0,008","0,189","0,007",A,\,110,\,\,"11,2","13,7","1,78",A,B,SIM,11,2019
Grande,FORD,Focus Fastback,SE / Titanium,2.0-16V,DCT-6,S,E,F,"0,014","0,289","0,004",A,0,123,"6,7","9,2","9,7","13,0","2,00",C,C,-,11,2019
Grande,FORD,Focus Hatch,SE,1.6-16V,DCT-6,S,H,F,"0,025","0,373","0,017",B,0,117,"7,2","9,0","10,4","13,0","1,90",B,C,-,11,2019
Grande,FORD,Focus Hatch,SE,1.6-16V,M-5,S,E,F,"0,028","0,558","0,014",B,0,112,"7,5","9,3","10,8","13,6","1,83",B,C,-,11,2019
Grande,FORD,Focus Hatch,SE / Titanium,2.0-16V,DCT-6,S,E,F,"0,014","0,289","0,004",A,0,123,"6,7","9,2","9,7","13,0","2,00",C,C,-,11,2019
Grande,MASERATI,LEVANTE,S,3.0-24V,A-8,S,E,G,"0,008","0,318","0,011",A,\,197,\,\,"6,1","8,6","3,20",E,E,-,11,2019
Grande,BMW,320i,ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"0,009","0,114","0,027",A,0,123,"6,7","8,8","9,8","12,8","2,00",C,C,-,11,2019
Grande,BMW,328i,ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"0,007","0,109","0,021",A,0,125,"6,4","8,5","9,8","12,5","2,06",D,C,-,11,2019
Grande,BMW,X1,sDrive20i ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"0,008","0,331","0,025",A,0,125,"6,9","8,4","10,0","12,1","2,02",C,C,-,11,2019
Grande,BMW,X1,xDrive25i ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"0,008","0,257","0,030",A,0,133,"6,6","8,1","9,4","11,4","2,14",D,C,-,11,2019
Grande,BMW,X2,sDrive 18i Active Flex,1.5 - 12v,A-6,S,E-H,F,"0,010","0,299","0,007",A,0,118,"7,4","8,7","10,6","12,5","1,90",B,C,-,11,2019
Grande,BMW,X2,sDrive 20i Active Flex,2.0 - 16v,A-8,S,E-H,F,"0,003","0,263","0,022",A,0,118,"6,8","8,8","10,4","13,1","1,95",C,C,-,11,2019
Grande,VW,Golf Variant,"COMFORTLINE /
HIGHLINE",1.4-16V,A-6,S,E,F,"0,021","0,321","0,008",B,0,113,"7,5","8,8","11,1","13,0","1,85",B,C,-,11,2019
Grande,VW,Jetta,"250 TSI/
COMFORTLINE 250 TSI /
R-LINE 250 TSI",1.4-16V,A-6,S,E,F,"0,030","0,761","0,007",B,0,110,"7,4","9,6","10,9","14,0","1,81",B,B,-,11,2019
Grande,Mitsubishi,Lancer,HL / HL-T,2.0-16V,CVT,S,H,G,"0,014","0,207","0,017",A,\,125,\,\,"10,2","11,7","2,03",C,C,-,11,2019
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,12,2019
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,12,2019
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,12,2019
Grande,Mercedes-Benz,A250,,2.0 - 16V,DCT 7,S,E,G,"0,017","0,136","0,009",A,\,112,\,\,"10,5","14,6","1,81",B,B,-,12,2019
Grande,Mercedes-Benz,"AMG CLA 45
4MATIC",,2.0 - 16V,DCT 7,S,E,G,"0,008","0,598","0,010",A,\,142,\,\,"8,4","11,6","2,31",E,C,-,12,2019
Grande,Mercedes-Benz,CLA200 FF,,1.6 - 16V,DCT 7,S,E,F,"0,026","0,120","0,008",B,0,119,"7,1","9,0","10,3","13,2","1,92",B,C,-,12,2019
Grande,Mercedes-Benz,"CLA250
4MATIC",,2.0 - 16V,DCT 7,S,E,G,"0,014","0,113","0,010",A,\,127,\,\,"9,2","13,5","2,05",C,C,-,12,2019
Grande,Mercedes-Benz,CLA180,,1.6 - 16V,DCT 7,S,E,G,"0,016","0,101","0,011",A,\,110,\,\,"11,2","13,7","1,78",A,B,SIM,12,2019
Grande,Mercedes-Benz,"AMG GLA 45
4M",,2.0 - 16V,DCT 7,S,E,G,"0,014","0,287","0,017",B,\,146,\,\,"8,2","11,2","2,36",E,C,-,12,2019
Grande,Mercedes-Benz,GLA200 FF,,1.6 - 16V,DCT 7,S,E,F,"0,025","0,146","0,010",B,0,122,"6,9","8,8","10,0","12,7","1,98",C,C,-,12,2019
Grande,Mercedes-Benz,GLA200 FF,STYLE,1.6 - 16V,DCT 7,S,E,F,"0,025","0,146","0,010",B,0,122,"6,9","8,8","10,0","12,7","1,98",C,C,-,12,2019
Grande,Mercedes-Benz,GLA250,,2.0 - 16V,DCT 7,S,E,G,"0,014","0,098","0,010",A,\,129,\,\,"9,3","12,4","2,10",D,C,-,12,2019
Grande,Renault,Fluence,Dynamique / Expression / Privilège,2.0-16V,M6,S,E,F,"0,023","0,659","0,028",B,0,130,"6,4","8,1","9,5","11,8","2,13",D,C,-,12,2019
