Categoria,Marca,Modelo,Versão,Motor,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,None_1,None_2,None_3,None_4,Quilometragem por Litro,None_5,None_6,None_7,"Consumo
Energético
(MJ/km)","Classificação
PBE",None_8,"Selo
CONPET
de
Eficiência
Energética
((A+B).A)
.
(A.(A+B))",Página,Ano
Médio,VOLVO,"V40 (aro 17"")","T4 Inscription / 2.0 T4 Kinetic /
T4 Momentum / T4 R-Design /
T4 Summum",2.0 - 16V,DCT-6,S,E,G,"0,010","0,020","0,014",A,\,120,\,\,"10,1","12,9","1,95",D,C,-,6,2018
Médio,SSANGYONG,XLV,G DLX / G STD,1.6-16V,A-6,S,E,G,"0,026","0,187","0,015",B,\,133,\,\,"9,1","11,8","2,16",E,C,-,6,2018
Médio,SSANGYONG,TIVOLI,G DLX / G STD,1.6-16V,A-6,S,E,G,"0,021","0,153","0,007",A,\,136,\,\,"8,9","11,7","2,21",E,C,-,6,2018
Médio,TOYOTA,ETIOS SEDÃ,X / XS / XLS / XPLUS / PLATINUM,1.5-16V,M-6,S,E,F,"0,026","0,671","0,017",B,0,98,"8,5","10,3","12,5","15,0","1,60",B,B,-,6,2018
Médio,TOYOTA,ETIOS SEDÃ,X / XS / XLS / XPLUS / PLATINUM,1.5-16V,A-4,S,E,F,"0,026","0,504","0,018",B,0,100,"8,4","10,4","12,2","14,9","1,63",B,B,-,6,2018
Médio,TOYOTA,YARIS,XL,1.3 - 16V,M-6,S,E,F,"0,022","0,487","0,027",B,0,102,"8,4","10,0","12,1","14,2","1,66",B,B,-,6,2018
Médio,TOYOTA,YARIS,XL / XPLUS,1.3 - 16V,CVT,S,E,F,"0,014","0,235","0,013",A,0,97,"9,0","9,9","13,1","14,2","1,58",B,B,-,6,2018
Médio,TOYOTA,YARIS,XS,1.5 - 16V,M-6,S,E,F,"0,018","0,479","0,015",B,0,105,"8,2","9,8","11,8","14,1","1,70",C,B,-,6,2018
Médio,TOYOTA,YARIS,XS / XLS,1.5 - 16V,CVT,S,E,F,"0,015","0,301","0,009",A,0,101,"8,8","10,0","12,6","13,8","1,62",B,B,-,6,2018
Médio,TOYOTA,YARIS,XS / XL,1.5 - 16V,M-6,S,E,F,"0,018","0,468","0,015",B,0,102,"8,3","10,1","12,0","14,6","1,65",B,B,-,6,2018
Médio,TOYOTA,YARIS,XS / XL / XLS / XPLUS,1.5 - 16V,CVT,S,E,F,"0,016","0,273","0,014",A,0,97,"9,0","10,6","13,0","14,5","1,56",B,B,-,6,2018
Médio,TOYOTA,PRIUS,NGA / NGA Top,1.8-16V,CVT,S,E,G,"0,006","0,038","0,006",A,\,71,\,\,"18,9","17,0","1,15",A,A,SIM,6,2018
Médio,LEXUS,CT200H,CT200H / F SPORT,1.8-16V,CVT,S,E,G,"0,016","0,158","0,003",A,\,87,\,\,"15,7","14,2","1,41",A,A,SIM,6,2018
Médio,HONDA,City,DX,1.5-16V,M-5,S,E,F,"0,012","0,093","0,014",A,0,100,"8,6","10,3","12,4","14,6","1,61",B,B,-,6,2018
Médio,HONDA,City,DX / LX / EX / EXL / PERSONAL,1.5-16V,CVT,S,E,F,"0,015","0,086","0,016",A,0,101,"8,5","10,3","12,3","14,5","1,63",B,B,-,6,2018
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,7,2018
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,7,2018
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,7,2018
Médio,VW,Voyage,"Trendline
/ City",1.0-12V,M-5,S,H,F,"0,029","0,228","0,054",C,0,94,"8,9","10,7","13,1","15,3","1,53",A,B,SIM,7,2018
Médio,VW,Voyage,Comfortline,1.0-12V,M-5,S,H,F,"0,028","0,274","0,022",B,0,98,"8,6","10,2","12,7","14,8","1,59",B,B,-,7,2018
Médio,VW,Voyage,Trendline,1.6-8V,M-5,S,H,F,"0,028","0,637","0,017",B,0,105,"7,9","10,0","11,5","14,5","1,71",C,B,-,7,2018
Médio,VW,Voyage,"Comfortline
/ Highline",1.6-8V,M-5,S,H,F,"0,016","0,347","0,017",B,0,106,"8,0","9,9","11,6","14,1","1,72",C,B,-,7,2018
Médio,VW,Voyage,"Comfortline (I-Motion)
/ Highline (I-Motion)",1.6-8V,MTA-5,S,H,F,"0,025","0,431","0,024",B,0,110,"7,8","9,5","11,2","13,5","1,78",C,B,-,7,2018
Médio,VW,Voyage (2019),(Rodas aro 14),1.0-12V,M-5,S,H,F,"0,035","0,286","0,019",B,0,92,"8,9","10,6","13,4","15,6","1,52",A,B,SIM,7,2018
Médio,VW,Voyage (2019),(Rodas aro 15),1.0-12V,M-5,S,H,F,"0,030","0,283","0,018",B,0,95,"9,1","10,6","13,1","15,1","1,53",A,B,SIM,7,2018
Médio,VW,Voyage (2019),,1.6-8V,M-5,S,H,F,"0,016","0,347","0,017",B,0,106,"8,0","9,9","11,6","14,1","1,72",C,B,-,7,2018
Médio,VW,GOLF,COMFORTLINE,1.0-12V,A-6,S,E,F,"0,029","0,383","0,015",B,0,107,"8,0","10,2","11,4","14,2","1,72",C,B,-,7,2018
Médio,VW,GOLF,HIGHLINE,1.4-16V,A-6,S,E,F,"0,036","0,591","0,007",B,0,108,"7,5","9,4","11,4","13,8","1,78",C,B,-,7,2018
Médio,VW,GOLF,GTI,2.0-16V,DCT-6,S,E,G,"0,016","0,247","0,027",B,\,125,\,\,"9,9","12,2","2,02",D,C,-,7,2018
Médio,VW,Spacefox,Trendline,1.6-8V,M-5,S,E,F,"0,019","0,333","0,026",B,0,110,"7,8","9,5","11,1","13,6","1,78",C,B,-,7,2018
Médio,VW,Spacefox,Trendline (I-Motion),1.6-8V,MTA-5,S,E,F,"0,017","0,464","0,018",B,0,111,"7,7","9,3","11,1","13,2","1,81",C,B,-,7,2018
Médio,VW,Polo,,1.0-12V,M-5,S,E,F,"0,034","0,284","0,033",C,0,98,"8,8","10,0","12,9","14,3","1,60",B,B,-,7,2018
Médio,VW,Polo,,1.6-16V,M-5,S,E,F,"0,020","0,260","0,016",B,0,104,"8,2","9,5","12,0","13,9","1,70",C,B,-,7,2018
Médio,VW,Polo,"200 TSI Comfortline (R15"")",1.0-12V,A-6,S,E,F,"0,021","0,369","0,016",B,0,106,"8,0","9,8","11,6","14,1","1,72",C,B,-,7,2018
Médio,VW,Polo,"200 TSI Comfortline (R16"") /
200 TSI Highline",1.0-12V,A-6,S,E,F,"0,021","0,295","0,014",B,0,107,"7,9","9,5","11,4","13,9","1,75",C,B,-,7,2018
Médio,VW,Virtus,,1.6-16V,M-5,S,E,F,"0,020","0,253","0,008",B,0,105,"8,2","9,5","11,9","13,8","1,71",C,B,-,7,2018
Médio,VW,Virtus,"200 TSI Comfortline /
200 TSI Highline",1.0-12V,A-6,S,E,F,"0,020","0,300","0,025",B,0,106,"7,8","10,2","11,2","14,6","1,73",C,B,-,7,2018
Médio,VW,Voyage,,1.6-16V,A-6,S,H,F,"0,031","0,223","0,009",B,0,108,"8,0","10,1","11,1","14,3","1,73",C,B,-,7,2018
Médio,VW,Polo,,1.6-16V,A-6,S,E,F,"0,037","0,226","0,010",B,0,111,"7,9","9,6","11,0","13,8","1,78",C,B,-,7,2018
Médio,VW,Virtus,,1.6-16V,A-6,S,E,F,"0,016","0,128","0,010",A,0,112,"7,8","9,8","10,8","13,8","1,79",C,B,-,7,2018
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,8,2018
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,8,2018
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,8,2018
Médio,CHERY,CELER,"1.5FFHB FL / 1.5FLEX FL / 1.5 HB
FL / 1.5 HB ACT / 1.5 SD ACT / 1.5
SD FL",1.5 - 16V,M-5,S,H,F,"0,018","0,185","0,029",B,0,134,"6,6","7,9","9,2","11,4","2,16",E,C,-,8,2018
Médio,Peugeot,308,"Griffe THP A / Allure THP A / GRIFFE
RG / BUSINESS","1.6 THP
16V Flex",A-6,S,E-H,F,"0,017","0,188","0,017",A,0,116,"7,2","8,9","10,6","12,9","1,90",D,C,-,8,2018
Médio,Citroën,DS4,So Chic,"1.6 THP
16v",A-6,S,E-H,G,"0,007","0,108","0,024",A,\,125,\,\,"9,9","12,4","2,01",D,C,-,8,2018
Médio,AUDI,A1 Sportback,Attraction,1.4-16V,DCT-7,S,E,G,"0,013","0,102","0,020",A,\,97,\,\,"12,6","15,2","1,58",B,B,-,8,2018
Médio,AUDI,A1 Sportback,Ambition,1.8-16V,DCT-7,S,E,G,"0,024","0,292","0,023",B,\,115,\,\,"10,7","13,1","1,87",D,C,-,8,2018
Médio,AUDI,A3 Sportback,Attraction / Ambiente,1.4-16V,DCT-7,S,E,G,"0,009","0,072","0,045",B,\,105,\,\,"11,6","14,4","1,70",C,B,-,8,2018
Médio,AUDI,RS3 Sportback,-,2.5-20V,DCT-7,S,E,G,"0,006","0,322","0,034",A,\,161,\,\,"7,6","9,9","2,61",E,D,-,8,2018
Médio,FIAT,Cronos,DRIVE,1.3 – 8V,M-5,S,E,F,"0,015","0,324","0,018",B,0,99,"8,5","10,3","12,4","14,8","1,61",B,B,-,8,2018
Médio,FIAT,Cronos,DRIVE GSR,1.3 – 8V,MTA-5,S,E,F,"0,010","0,310","0,021",B,0,98,"8,8","10,4","12,7","14,8","1,58",B,B,-,8,2018
Médio,FIAT,Cronos,Precision,1.8 - 16V,M-5,S,E,F,"0,007","0,514","0,013",B,0,107,"8,0","9,6","11,6","13,8","1,73",C,B,-,8,2018
Médio,FIAT,Cronos,Precision,1.8 - 16V,A-6,S,E,F,"0,006","0,429","0,014",A,0,118,"7,2","9,6","10,3","13,3","1,89",D,C,-,8,2018
Médio,FIAT,Dobló,Essence,1.8-16V,M-5,S,H,F,"0,013","0,451","0,016",B,0,140,"6,4","7,0","9,3","10,2","2,28",E,C,-,8,2018
Médio,FIAT,Grand Siena,1.6 / Essence Dualogic,1.6-16V,MTA-5,S,H,F,"0,010","0,636","0,014",B,0,129,"6,6","8,1","9,6","11,8","2,11",E,C,-,8,2018
Médio,FIAT,Grand Siena,Attractive,1.0-8V,M-5,S,H,F,"0,016","0,538","0,026",B,0,110,"7,9","9,5","11,2","13,6","1,77",C,B,-,8,2018
Médio,FIAT,Grand Siena,Attractive,1.4-8V,M-5,S,H,F,"0,010","0,588","0,024",B,0,110,"7,7","9,4","11,1","13,5","1,79",C,B,-,8,2018
Médio,FIAT,Grand Siena,1.6 / Essence,1.6-16V,M-5,S,H,F,"0,014","0,583","0,022",B,0,125,"6,8","8,4","9,9","12,1","2,04",D,C,-,8,2018
Médio,FIAT,Weekend,Attractive,1.4-8V,M-5,S,H,F,"0,007","0,341","0,027",B,0,122,"7,1","8,3","10,4","12,0","1,98",D,C,-,8,2018
Médio,FIAT,CRONOS,DRIVE,1.8 - 16V,A-6,S,E,F,"0,006","0,429","0,014",A,0,103,"7,2","9,6","10,3","13,3","1,89",D,C,-,8,2018
Médio,Renault,Logan,Dynamique / Expression,1.6-16V,MTA-5,S,E-H,F,"0,020","0,551","0,017",B,0,106,"7,9","9,1","11,8","13,4","1,76",C,B,-,8,2018
Médio,Renault,Logan,Authentique / Expression,1.0-12V,M5,S,E-H,F,"0,026","0,302","0,042",B,0,91,"9,4","10,2","14,0","14,9","1,50",A,B,SIM,8,2018
Médio,Renault,Logan,Dynamique / Expression,1.6-16V,M5,S,E-H,F,"0,033","0,381","0,035",B,0,98,"8,7","9,7","13,0","14,1","1,61",B,B,-,8,2018
Médio,Renault,ZOE NR,Intens / Life,Elétrico,AUT,S,E,G,"0,000","0,000","0,000",A,\,0,\,\,"32,2","26,7","0,65",A,A,SIM,8,2018
Médio,Renault,ZOE LR,Intens LR / Life LR / ULT LR,Elétrico,AUT,S,E,G,"0,000","0,000","0,000",A,\,0,\,\,"31,9","26,9","0,65",A,A,SIM,8,2018
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,9,2018
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,9,2018
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,9,2018
Médio,BMW,220i,CAT ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"0,006","0,178","0,022",A,0,117,"7,1","8,7","10,5","12,9","1,92",D,C,-,9,2018
Médio,MINI,Cooper,S Clubman,2.0 - 16v,A-8,S,E-H,G,"0,011","0,263","0,023",A,\,119,\,\,"10,5","12,6","1,92",D,C,-,9,2018
Médio,BMW,M140i,-,3.0 - 24v,A-8,S,E-H,G,"0,009","0,060","0,016",A,\,131,\,\,"9,4","12,0","2,11",E,C,-,9,2018
Médio,MINI,Countryman,Cooper S,2.0 - 16v,A-8,S,E-H,G,"0,007","0,306","0,021",A,\,123,\,\,"10,2","12,0","1,99",D,C,-,9,2018
Médio,MINI,Countryman,Cooper S ALL4,2.0 - 16v,A-8,S,E-H,G,"0,006","0,336","0,026",A,\,132,\,\,"9,4","11,5","2,14",E,C,-,9,2018
Médio,MINI,Countryman,Cooper,1.5 - 12v,A-6,S,E-H,G,"0,013","0,323","0,015",A,\,131,\,\,"10,1","10,6","2,12",E,C,-,9,2018
Médio,MINI,Countryman,JCW,2.0 - 16v,A-8,S,E-H,G,"0,004","0,443","0,032",A,\,135,\,\,"9,3","11,3","2,18",E,C,-,9,2018
Médio,BMW,120i,Gasolina,2.0 - 16v,A-8,S,E-H,G,"0,010","0,070","0,014",A,\,117,\,\,"10,6","12,9","1,89",D,C,-,9,2018
Médio,BMW,125i,Gasolina,2.0 - 16v,A-8,S,E-H,G,"0,010","0,075","0,015",A,\,122,\,\,"10,2","12,2","1,98",D,C,-,9,2018
Médio,BMW,i3,REX 94Ah,0.65 - 8v,A-1,S,E-H,G,"0,004","0,150","0,003",A,\,53,\,\,"24,9","21,5","0,86",A,A,SIM,9,2018
Médio,CHEVROLET,"COBALT
(MY18)",1.4 LT/LTZ,1.4L-8V,M-6,S,E,F,"0,018","0,513","0,013",B,0,98,"8,5","10,4","12,5","15,1","1,60",B,B,-,9,2018
Médio,CHEVROLET,"COBALT
(MY18)",1.8M LTZ / 1.8M LT,1.8L-8V,M-6,S,E,F,"0,027","0,361","0,011",B,0,100,"8,3","10,4","12,1","15,1","1,63",B,B,-,9,2018
Médio,CHEVROLET,"COBALT
(MY18)",18A LTZ/18 A ELI / 1.8 A LT,1.8L-8V,A-6,S,E,F,"0,021","0,450","0,011",B,0,108,"7,6","10,0","11,1","14,4","1,76",C,B,-,9,2018
Médio,CHEVROLET,SPIN (MY18),1.8L MT LT (5L),1.8L-8V,M-6,S,E,F,"0,015","0,414","0,017",B,0,106,"8,1","9,4","11,8","13,7","1,73",C,B,-,9,2018
Médio,CHEVROLET,SPIN (MY18),1.8L MT LS E (5L),1.8L-8V,M-6,S,E,F,"0,015","0,414","0,017",B,0,106,"8,1","9,4","11,8","13,7","1,73",C,B,-,9,2018
Médio,CHEVROLET,SPIN (MY18),1.8L AT LT ADV (5L),1.8L-8V,A-6,S,E,F,"0,019","0,446","0,016",B,0,114,"7,5","9,2","10,9","13,1","1,85",D,C,-,9,2018
Médio,CHEVROLET,SPIN (MY18),1.8L AT ACT (5L),1.8L-8V,A-6,S,E,F,"0,026","0,445","0,020",B,0,123,"6,9","8,4","10,1","12,0","2,01",D,C,-,9,2018
Médio,CHEVROLET,"PRISMA
(MY18)",1.0MT LT,1.0L - 8V,M-6,S,E,F,"0,027","0,448","0,009",B,0,93,"8,9","10,8","13,1","15,8","1,52",A,B,SIM,9,2018
Médio,CHEVROLET,"PRISMA
(MY18)",1.4MT LT / 1.4MT LTZ,1.4L - 8V,M-6,S,E,F,"0,027","0,501","0,018",B,0,95,"8,8","10,7","12,9","15,4","1,55",B,B,-,9,2018
Médio,CHEVROLET,"PRISMA
(MY18)",1.4AT LT / 1.4AT LTZ,1.4L - 8V,A-6,S,E,F,"0,019","0,437","0,017",B,0,102,"8,1","10,2","11,9","14,7","1,66",B,B,-,9,2018
Médio,CHEVROLET,"PRISMA JOY
(MY18)",10MT JOYE,1.0L - 8V,M-6,S,E,F,"0,027","0,484","0,008",B,0,94,"8,7","10,9","12,9","15,6","1,54",B,B,-,9,2018
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,10,2018
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,10,2018
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,10,2018
Médio,CHEVROLET,"COBALT
(MY19)",1.4 LT,1.4L-8V,M-6,S,E,F,"0,018","0,513","0,013",B,0,98,"8,5","10,4","12,5","15,1","1,60",B,B,-,10,2018
Médio,CHEVROLET,"COBALT
(MY19)",1.4 LTZ,1.4L-8V,M-6,S,E,F,"0,018","0,513","0,013",B,0,98,"8,5","10,4","12,5","15,1","1,60",B,B,-,10,2018
Médio,CHEVROLET,"COBALT
(MY19)",1.8 AT ELITE,1.8L-8V,A-6,S,E,F,"0,021","0,450","0,011",B,0,108,"7,6","10,0","11,1","14,4","1,76",C,B,-,10,2018
Médio,CHEVROLET,"COBALT
(MY19)",1.8 AT LT,1.8L-8V,A-6,S,E,F,"0,021","0,450","0,011",B,0,108,"7,6","10,0","11,1","14,4","1,76",C,B,-,10,2018
Médio,CHEVROLET,"COBALT
(MY19)",1.8 AT LTZ,1.8L-8V,A-6,S,E,F,"0,021","0,450","0,011",B,0,108,"7,6","10,0","11,1","14,4","1,76",C,B,-,10,2018
Médio,CHEVROLET,"COBALT
(MY19)",1.8M LT,1.8L-8V,M-6,S,E,F,"0,027","0,361","0,011",B,0,100,"8,3","10,4","12,1","15,1","1,63",B,B,-,10,2018
Médio,CHEVROLET,"COBALT
(MY19)",1.8M LTZ,1.8L-8V,M-6,S,E,F,"0,027","0,361","0,011",B,0,100,"8,3","10,4","12,1","15,1","1,63",B,B,-,10,2018
Médio,CHEVROLET,"PRISMA
(MY19)",1.4AT LTZ,1.4L - 8V,A-6,S,E,F,"0,025","0,530","0,021",B,0,103,"8,0","10,0","11,7","14,6","1,69",C,B,-,10,2018
Médio,CHEVROLET,"PRISMA
(MY19)",1.4MT LTZ,1.4L - 8V,M-6,S,E,F,"0,025","0,647","0,015",B,0,97,"8,5","10,5","12,5","15,3","1,59",B,B,-,10,2018
Médio,CHEVROLET,"PRISMA
(MY19)",1.0MT LT,1.0L - 8V,M-6,S,E,F,"0,027","0,448","0,009",B,0,93,"8,9","10,8","13,1","15,8","1,52",A,B,SIM,10,2018
Médio,CHEVROLET,"PRISMA
(MY19)",1.4AT ADV,1.4L - 8V,A-6,S,E,F,"0,025","0,530","0,021",B,0,103,"8,0","10,0","11,7","14,6","1,69",C,B,-,10,2018
Médio,CHEVROLET,"PRISMA
(MY19)",1.4AT LT,1.4L - 8V,A-6,S,E,F,"0,025","0,530","0,021",B,0,103,"8,0","10,0","11,7","14,6","1,69",C,B,-,10,2018
Médio,CHEVROLET,"PRISMA
(MY19)",1.4MT LT,1.4L - 8V,M-6,S,E,F,"0,025","0,647","0,015",B,0,97,"8,5","10,5","12,5","15,3","1,59",B,B,-,10,2018
Médio,CHEVROLET,"PRISMA JOY
(MY19)",10MT JOYE,1.0L - 8V,M-6,S,E,F,"0,027","0,484","0,008",B,0,94,"8,7","10,9","12,9","15,6","1,54",B,B,-,10,2018
Médio,CHEVROLET,Spin (MY19),1.8L MT LT (5L),1.8L-8V,M-6,S,E,F,"0,016","0,349","0,009",A,0,107,"8,0","9,3","11,7","13,6","1,74",C,B,-,10,2018
Médio,CHEVROLET,Spin (MY19),1.8L MT LS E (5L),1.8L-8V,M-6,S,E,F,"0,016","0,349","0,009",A,0,107,"8,0","9,3","11,7","13,6","1,74",C,B,-,10,2018
Médio,CHEVROLET,Spin (MY19),AT ACT (5L),1.8L-8V,A-6,S,E,F,"0,017","0,402","0,012",B,0,122,"7,0","8,3","10,3","12,0","2,00",D,C,-,10,2018
Médio,CHEVROLET,Spin (MY19),AT LT (5L),1.8L-8V,A-6,S,E,F,"0,017","0,390","0,010",B,0,115,"7,3","9,0","10,7","13,1","1,88",D,C,-,10,2018
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,11,2018
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,11,2018
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,11,2018
Médio,FORD,KA+ (4 Portas),SE / SEL,1.0-12V,M-5,S,E,F,"0,026","0,471","0,018",B,0,93,"9,3","10,7","13,2","15,3","1,51",A,B,SIM,11,2018
Médio,FORD,KA+ (4 Portas),SE / SEL / Advance,1.5-16V,M-5,S,E,F,"0,019","0,502","0,018",B,0,106,"8,1","9,6","11,7","13,8","1,72",C,B,-,11,2018
Médio,FORD,"New Fiesta
Sedan",SEL / Titanium,1.6-16V,M-5,S,E,F,"0,017","0,531","0,010",B,0,105,"8,2","9,8","11,6","14,2","1,70",C,B,-,11,2018
Médio,FORD,"New Fiesta
Sedan",SEL / Titanium,1.6-16V,DCT-6,S,E,F,"0,014","0,441","0,008",B,0,109,"7,6","9,8","11,1","14,3","1,77",C,B,-,11,2018
Médio,FORD,"KA sedan
(2019)",SE / SE Plus,1.0-12V,M-5,S,E,F,"0,024","0,614","0,025",B,0,92,"9,2","10,7","13,4","15,5","1,51",A,B,SIM,11,2018
Médio,FORD,"KA sedan
(2019)",SE / SE Plus / SEL,1.5-12V,M-5,S,E,F,"0,021","0,385","0,016",B,0,98,"8,4","10,3","12,5","15,0","1,61",B,B,-,11,2018
Médio,FORD,"KA sedan
(2019)",SE / SE Plus,1.5-12V,A-6,S,E,F,"0,028","0,446","0,029",B,0,109,"7,8","10,1","11,0","14,2","1,76",C,B,-,11,2018
Médio,FORD,"KA sedan
(2019)",Titanium,1.5-12V,A-6,S,E,F,"0,024","0,511","0,025",B,0,110,"7,6","10,1","10,9","14,0","1,78",C,B,-,11,2018
Médio,Hyundai,HB20S,Plus / Style,1.0-12V,M-5,S,H,F,"0,011","0,363","0,005",A,0,103,"8,5","9,8","12,0","14,0","1,67",C,B,-,11,2018
Médio,Hyundai,HB20S,Plus / Style,1.6-16V,M-6,S,H,F,"0,015","0,302","0,012",B,0,107,"8,1","9,8","11,5","14,0","1,72",C,B,-,11,2018
Médio,Hyundai,HB20S,Plus / Style / Premium,1.6-16V,A-6,S,H,F,"0,018","0,271","0,020",B,0,120,"7,0","9,3","10,2","12,9","1,93",D,C,-,11,2018
Médio,Hyundai,HB20S,Plus / Style,"1.0-12V
Turbo",M-6,S,H,F,"0,007","0,241","0,014",A,0,101,"8,4","10,5","11,9","15,2","1,63",B,B,-,11,2018
Médio,KIA,RIO,EX / LX 1.6 FF MT HB,1.6 - 16V,M-6,S,E,F,"0,017","0,249","0,004",A,0,115,"7,0","9,4","10,2","13,8","1,91",D,C,-,11,2018
Médio,KIA,RIO,EX / LX 1.6 FF AT HB,1.6 - 16V,A-6,S,E,F,"0,021","0,528","0,023",B,0,115,"7,2","9,3","10,5","13,4","1,88",D,C,-,11,2018
Médio,Mercedes-Benz,A200 FF,,1.6 - 16V,DCT 7,S,E,F,"0,022","0,127","0,009",A,0,112,"7,4","9,2","10,8","14,0","1,84",D,C,-,11,2018
Médio,Mercedes-Benz,A250,SPORT,2.0 - 16V,DCT 7,S,E,G,"0,008","0,076","0,010",A,\,123,\,\,"10,1","12,4","1,98",D,C,-,11,2018
Médio,Mercedes-Benz,AMG A 45 4M,,2.0 - 16V,DCT 7,S,E,G,"0,008","0,278","0,013",A,\,144,\,\,"8,4","11,2","2,33",E,C,-,11,2018
Médio,Mercedes-Benz,B200 FF,,1.6 - 16V,DCT 7,S,E,F,"0,024","0,101","0,012",B,0,122,"6,9","8,5","10,2","12,2","2,00",D,C,-,11,2018
