Categoria,Marca,Modelo,Versão,Motor,"Tipo de
Extra Grande,Mercedes-Benz,AMG EQS 53 4M,,Elétrico,Elétrico,A-1,S,E,E,-,-,-,A,\,-,\,\,\,\,\,24.4,24.6,0.83,373,A,A,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG EQS 53 4M,2025,Elétrico,Elétrico,A-1,S,E,E,-,-,-,A,\,-,\,\,\,\,\,28.5,29.4,0.70,472,A,A,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG CLA45S 4M,,2.0-16V,Combustão,DCT-8,S,E,G,33,55,3,A,\,154,\,\,\,7.8,10.8,\,\,2.49,\,D,D,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,GLB200,PROGRESSIVE(L7),1.3-16V,Combustão,DCT-7,S,E,G,35,113,2,A,\,123,\,\,\,10.0,12.4,\,\,1.99,\,C,C,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,E300,EXCLUSIVE,2.0-16V,Combustão,A-9,S,E,G,12,262,1,A,\,136,\,\,\,8.9,12.0,\,\,2.19,\,C,D,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG GLE53 4M,,3.0-24V,Híbrido,A-9,S,E,G,14,391,2,A,\,179,\,\,\,7.0,8.6,\,\,2.92,\,E,E,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,GLS 450 4M,,3.0-24V,Híbrido,A-9,S,E,G,10,280,2,A,\,178,\,\,\,7.1,8.8,\,\,2.87,\,E,E,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG GLC43,,3.0-24V,Combustão,A-9,S,E,G,14,176,2,A,\,184,\,\,\,6.8,8.7,\,\,2.98,\,E,E,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG GLC43,Coupé,3.0-24V,Combustão,A-9,S,E,G,14,176,2,A,\,184,\,\,\,6.8,8.7,\,\,2.98,\,E,E,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG GLC43,2025,2.0-16V,Hibrido,A-9,S,E,G,18,123,1,A,\,186,\,\,\,6.8,8.4,\,\,3.01,\,E,E,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG GLC43,Coupé (2025),2.0-16V,Hibrido,A-9,S,E,G,18,123,1,A,\,186,\,\,\,6.8,8.4,\,\,3.01,\,E,E,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG GLE63 S CO,Coupé,4.0-32V,Híbrido,A-9,S,E,G,24,188,15,B,\,212,\,\,\,5.9,7.4,\,\,3.45,\,E,E,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,EQS450,,Elétrico,Elétrico,A-1,S,E,E,0,0,0,A,\,-,\,\,\,\,\,27.5,25.9,0.76,411,A,A,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,EQE300,SUV,Elétrico,Elétrico,A-1,S,E,E,0,0,0,A,\,-,\,\,\,\,\,29.9,27.9,0.70,367,A,A,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG EQE53,SUV,Elétrico,Elétrico,A-1,S,E,E,0,0,0,A,\,0,\,\,\,\,\,27.0,23.9,0.80,338,A,A,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,CLA200,AMG LINE,1.3-16V,Híbrido,A-7,S,E,G,33,125,3,B,\,104,\,\,\,12.0,14.0,\,\,1.68,\,A,C,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,CLA200,PROGRESSIVE,1.3-16V,Híbrido,A-7,S,E,G,33,125,3,B,\,104,\,\,\,12.0,14.0,\,\,1.68,\,A,C,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,GLB200,PROGRESSIVE,1.3-16V,Híbrido,A-7,S,E,G,36,220,2,B,\,124,\,\,\,10.1,12.0,\,\,2.01,\,C,C,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,GLB220 4M,AMG LINE,2.0-16V,Híbrido,A-8,S,E,G,15,90,1,A,\,130,\,\,\,9.5,12.0,\,\,2.10,\,C,D,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,CLA250,,2.0-16V,Combustão,DCT-7,S,E,G,17,166,1,A,\,124,\,\,\,9.5,13.3,\,\,2.01,\,C,C,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG CLA35 4M,,2.0-16V,Híbrido,A-8,S,E,G,21,159,1,A,\,141,\,\,\,8.5,11.7,\,\,2.28,\,D,D,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,E300,EXCLUSIVE,2.0-16V,Hibrido,A-9,S,E,G,22,111,6,B,\,128,\,\,\,9.5,12.3,\,\,2.08,\,C,D,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG GLB35 4M,,2.0-16V,Hibrido,DCT-8,S,E,G,11,121,0,A,\,153,\,\,\,8.3,9.7,\,\,2.49,\,D,D,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,EQB 350 4M,,Elétrico,Elétrico,A-1,S,E,E,-,-,-,A,\,-,\,\,\,\,\,30.0,29.2,0.69,272,A,A,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,EQE350,SUV,Elétrico,Elétrico,A-1,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,30.7,28.1,0.69,406,A,A,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,EQS450 4M,,Elétrico,Elétrico,A-1,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,29.3,27.3,0.72,470,A,A,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG C63S EP,,2.0-16V,Plug-in,A-9,S,E,G,15,329,1,A,\,142,143,\,\,7.0,8.2,10.0,12.7,1.84,9,B,C,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG C63S EP,F1,2.0-16V,Plug-in,A-9,S,E,G,15,329,1,A,\,142,143,\,\,7.0,8.2,10.0,12.7,1.84,9,B,C,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG GLB35 4M,2025,2.0-16V,Hibrido,DCT-8,S,E,G,9,142,0,A,\,151,\,\,\,8.4,9.8,\,\,2.46,\,D,D,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,GLS 450 4M,,3.0-24V,Híbrido,A-9,S,E,G,13,83,1,A,\,161,\,\,\,7.8,9.7,\,\,2.60,\,E,D,-,6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Manual (M)
Automática (A)
Automática Dupla
Embreagem (DCT)
Automatizada
(MTA)
Contínua (CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-hidráulica
(E-H)","Elétrico
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes,,,,Gás Efeito Estufa,,,,,,,,,,,,,,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",VEHP,Etanol,,"Gasolina
ou
Diesel",,"Elétrico (km/le)
quando VE ou VEHP",,,,,,,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"fóC sO s2il
(g/km)","fóC sO s2il
(g/km)","CO2e
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l e)","Estrada
(km/l e)",,,"Comparação
Relativa
na Categoria","Comparação
Absoluta
Geral",,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,EQB250+,,Elétrico,Elétrico,A-1,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,40.3,36.6,0.53,376,A,A,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG GT63S EP,,4.0-32V,Plug-in,A-9,S,E,G,11,380,1,A,\,203,\,\,\,6.3,7.1,5.5,6.8,3.37,,E,E,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG GLC43,(L8),2.0-16V,Hibrido,A-9,S,E,G,16,49,1,A,\,172,\,\,\,7.2,9.2,\,\,2.79,\,E,E,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG GLC43,Coupé (L8),2.0-16V,Hibrido,A-9,S,E,G,16,49,1,A,\,172,\,\,\,7.2,9.2,\,\,2.79,\,E,E,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG S63 EP,,4.0-32V,Plug-in,A-9,S,E,G,11,318,2,A,\,194,\,\,\,6.5,7.9,5.7,7.7,3.14,,E,E,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG GLE63 S CO,Coupé 2025,4.0-32V,Híbrido,A-9,S,E,G,19,177,1,A,\,215,\,\,\,5.9,7.3,\,\,3.48,\,E,E,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG GLE53 4M,(L8),3.0-24V,Hibrido,A-9,S,E,G,14,114,1,A,\,175,\,\,\,7.2,8.9,\,\,2.84,\,E,E,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG GLC63S EP,,2.0-16V,Plug-in,A-9,S,E,G,12,417,1,A,\,184,\,\,\,7.2,7.8,6.3,7.6,2.98,,E,E,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,EQE350,,Elétrico,Elétrico,A-1,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,31.4,31.0,0.65,421,A,A,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,E300,EXCLUSIVE (L8),2.0-16V,Hibrido,A-9,S,E,G,22,79,2,A,\,122,\,\,\,9.9,12.8,\,\,1.98,\,B,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,Mercedes-Benz,AMG GLC43,(L8),2.0-16V,Hibrido,A-9,S,E,G,16,49,1,A,\,172,\,\,\,7.2,9.2,\,\,2.79,\,E,E,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,PORSCHE,MACAN,GTS,2.9-24V,Combustão,DCT-7,S,E,G,3,73,1,A,\,184,\,\,\,6.8,8.4,\,\,3.00,\,E,E,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,PORSCHE,MACAN,S,2.9-24V,Combustão,DCT-7,S,E,G,4,85,2,A,\,182,\,\,\,7.0,8.4,\,\,2.96,\,E,E,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,PORSCHE,MACAN,-- / T,2.0-16V,Combustão,DCT-7,S,E,G,32,253,0,B,\,176,\,\,\,7.4,8.3,\,\,2.85,\,E,E,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,PORSCHE,MACAN,E4,Elétrico,Elétrico,--,S,E,E,0,0,0,A,\,0,\,\,\,\,\,36.5,31.0,0.60,443,A,A,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,PORSCHE,MACAN,ETURBO,Elétrico,Elétrico,--,S,E,E,0,0,0,A,\,0,\,\,\,\,\,36.1,30.3,0.61,435,A,A,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,PORSCHE,MACAN,E2,Elétrico,Elétrico,--,S,E,E,0,0,0,A,\,0,\,\,\,\,\,36.5,31.0,0.60,443,A,A,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,PORSCHE,MACAN (MY25),-- / T,2.0-16V,Combustão,DCT-7,S,E,G,22,290,0,A,\,175,\,\,\,7.3,8.5,\,\,2.84,\,E,E,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,PORSCHE,MACAN,E4S,Elétrico,Elétrico,--,S,E,E,0,0,0,A,\,0,\,\,\,\,\,36.2,30.4,0.61,438,A,A,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,TOYOTA,RAV4H,SXAWD CNT,2.5 - 16V,Híbrido,CVT,S,E,G,13,65,1,C,\,82,\,\,\,17.1,14.5,\,\,1.32,\,A,B,SIM,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,TOYOTA,RAV4H,S AWD CNT,2.5 - 16V,Híbrido,CVT,S,E,G,13,65,1,C,\,82,\,\,\,17.1,14.5,\,\,1.32,\,A,B,SIM,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,TOYOTA,RAV4,XSE PHEV,2.5 - 16V,Plug-in,CVT,S,E,G,15,16,0,A,\,97,20,\,\,14.0,12.9,35.0,30.0,0.62,55,A,A,SIM,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,TOYOTA,CAMRY,HV,2.5-16V,Híbrido,CVT,S,E,G,13,74,0,A,\,78,\,\,\,17.4,15.3,\,\,1.27,\,A,B,SIM,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,VW,TIGUAN,ALLSPACE RL,2.0-16V,Combustão,A - 8,S,E,G,8,96,0,A,\,135,\,\,\,9.2,11.3,\,\,2.20,\,C,D,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,VW,ID.BUZZ,PRO,Elétrico,Elétrico,A,S,E,E,0,0,0,A,\,0,\,\,\,\,\,32.0,25.7,0.70,337,A,A,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,VW,JETTA,GLI,2.0-16V,Combustão,DCT - 7,S,E,G,13,112,1,A,\,125,\,\,\,9.9,12.2,\,\,2.03,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,ZEEKR,001,Flagship,Elétrico,Elétrico,A,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,34.1,30.1,0.63,426,A,A,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Grande,ZEEKR,001,Premium,Elétrico,Elétrico,A,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,34.1,30.1,0.63,426,A,A,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PLUS,1.5T -16V,Combustão,CVT,S,E,F,62,236,2,B,0,127,\,6.9,8.1,9.9,11.5,\,\,2.06,\,D,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PLS 15T,1.5T -16V,Combustão,CVT,S,E,F,62,236,2,B,0,127,\,6.9,8.1,9.9,11.5,\,\,2.06,\,D,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO 15T,1.5T -16V,Combustão,CVT,S,E,F,62,236,2,B,0,127,\,6.9,8.1,9.9,11.5,\,\,2.06,\,D,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,T,1.5T -16V,Combustão,CVT,S,E,F,62,236,2,B,0,127,\,6.9,8.1,9.9,11.5,\,\,2.06,\,D,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,TXS,1.5T -16V,Combustão,CVT,S,E,F,62,236,2,B,0,127,\,6.9,8.1,9.9,11.5,\,\,2.06,\,D,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,H,1.5T -16V,Híbrido,CVT,S,E,F,54,461,1,B,0,121,\,8.1,8.3,11.1,10.9,\,\,1.90,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO HA,1.5T -16V,Híbrido,CVT,S,E,F,54,461,1,B,0,121,\,8.1,8.3,11.1,10.9,\,\,1.90,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO H,1.5T -16V,Híbrido,CVT,S,E,F,54,461,1,B,0,121,\,8.1,8.3,11.1,10.9,\,\,1.90,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,SPORT,1.5T -16V,Combustão,CVT,S,E,F,62,236,2,B,0,127,\,6.9,8.1,9.9,11.5,\,\,2.06,\,D,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,H,1.5T -16V,Híbrido,CVT,S,E,F,60,164,1,B,0,111,\,8.7,8.8,11.8,12.3,\,\,1.76,\,B,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO HA,1.5T -16V,Híbrido,CVT,S,E,F,60,164,1,B,0,111,\,8.7,8.8,11.8,12.3,\,\,1.76,\,B,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO H,1.5T -16V,Híbrido,CVT,S,E,F,60,164,1,B,0,111,\,8.7,8.8,11.8,12.3,\,\,1.76,\,B,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A,1.0T - 12 V,Combustão,A-6,S,E,F,38,488,3,B,0,110,\,7.8,9.6,11.2,13.6,\,\,1.78,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A LT,1.0T - 12 V,Combustão,A-6,S,E,F,38,488,3,B,0,110,\,7.8,9.6,11.2,13.6,\,\,1.78,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A LTZ,1.0T - 12 V,Combustão,A-6,S,E,F,38,488,3,B,0,110,\,7.8,9.6,11.2,13.6,\,\,1.78,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A PR,1.0T - 12 V,Combustão,A-6,S,E,F,38,488,3,B,0,110,\,7.8,9.6,11.2,13.6,\,\,1.78,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A MID,1.0T - 12 V,Combustão,A-6,S,E,F,38,488,3,B,0,110,\,7.8,9.6,11.2,13.6,\,\,1.78,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,12T A PR,1.2T - 12 V,Combustão,A-6,S,E,F,43,431,4,C,0,117,\,7.2,9.2,10.4,13.2,\,\,1.89,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,12T A RS,1.2T - 12 V,Combustão,A-6,S,E,F,43,431,4,C,0,117,\,7.2,9.2,10.4,13.2,\,\,1.89,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A LT (MY25.5),1.0T - 12V,Combustão,A-6,S,E,F,17,136,2,A,0,107,\,8.0,9.8,11.6,13.7,\,\,1.73,\,B,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A MID (MY25.5),1.0T - 12V,Combustão,A-6,S,E,F,17,136,2,A,0,107,\,8.0,9.8,11.6,13.7,\,\,1.73,\,B,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A (MY25.5),1.0T - 12V,Combustão,A-6,S,E,F,17,136,2,A,0,107,\,8.0,9.8,11.6,13.7,\,\,1.73,\,B,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A LTZ (MY25.5),1.0T - 12V,Combustão,A-6,S,E,F,17,136,2,A,0,107,\,8.0,9.8,11.6,13.7,\,\,1.73,\,B,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,12T A RS (MY25.5),1.2T - 12V,Combustão,A-6,S,E,F,20,104,2,A,0,108,\,7.7,10.0,11.2,14.1,\,\,1.76,\,B,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,12T A PR (MY25.5),1.2T - 12V,Combustão,A-6,S,E,F,20,104,2,A,0,108,\,7.7,10.0,11.2,14.1,\,\,1.76,\,B,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CITROEN,C4 CACTUS,SHINE T,1.6-16V T,Combustão,A-6,S,E,F,44,197,5,B,0,107,\,8.2,9.5,11.7,13.4,\,\,1.73,\,B,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CITROEN,C4 CACTUS,NOIR,1.6-16V T,Combustão,A-6,S,E,F,44,197,5,B,0,107,\,8.2,9.5,11.7,13.4,\,\,1.73,\,B,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CITROEN,C4 CACTUS,FEEL P,1.6-16V,Combustão,A-6,S,E,F,41,480,1,B,0,113,\,7.7,8.9,11.2,12.7,\,\,1.84,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CITROEN,C4 CACTUS,LIVE A,1.6-16V,Combustão,A-6,S,E,F,41,480,1,B,0,113,\,7.7,8.9,11.2,12.7,\,\,1.84,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CITROEN,C3,LIVE PACK AT,1.6-16V,Combustão,A-6,S,E,F,50,551,2,C,0,121,\,7.2,8.5,10.3,12.4,\,\,1.96,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CITROEN,C3,FEEL PK AT,1.6-16V,Combustão,A-6,S,E,F,50,551,2,C,0,121,\,7.2,8.5,10.3,12.4,\,\,1.96,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CITROEN,C3,FEEL 1.0,1.0-6V,Combustão,M-5,S,E,F,41,381,2,B,0,96,\,9.3,10.5,13.0,14.6,\,\,1.54,\,A,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CITROEN,C3,LIVE 1.0,1.0-6V,Combustão,M-5,S,E,F,41,381,2,B,0,96,\,9.3,10.5,13.0,14.6,\,\,1.54,\,A,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CITROEN,C3,LIVE PK 1.0,1.0-6V,Combustão,M-5,S,E,F,41,381,2,B,0,96,\,9.3,10.5,13.0,14.6,\,\,1.54,\,A,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CITROEN,C3,YOU 1.0T CVT,1.0-12V T,Combustão,CVT-7,S,E,F,49,227,3,B,0,114,\,7.8,8.8,11.0,12.8,\,\,1.84,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,FL,1.0-12V T,Combustão,CVT-7,S,E,F,58,414,4,C,0,119,\,7.4,8.6,10.6,12.0,\,\,1.93,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,FL PK,1.0-12V T,Combustão,CVT-7,S,E,F,58,414,4,C,0,119,\,7.4,8.6,10.6,12.0,\,\,1.93,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,SH,1.0-12V T,Combustão,CVT-7,S,E,F,58,414,4,C,0,119,\,7.4,8.6,10.6,12.0,\,\,1.93,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CITROEN,C3AIRCROSS,FL 7,1.0-12V T,Combustão,CVT-7,S,E,F,58,414,4,C,0,119,\,7.4,8.6,10.6,12.0,\,\,1.93,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Compacto,CITROEN,C3AIRCROSS,FLPK7,1.0-12V T,Combustão,CVT-7,S,E,F,58,414,4,C,0,119,\,7.4,8.6,10.6,12.0,\,\,1.93,\,C,C,-,7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
