Categoria,Marca,Modelo,Versão,Motor,"Tipo de
Propulsão
Combustão
Híbrido
Plug-in
Grande,BMW,X2,M35i,2.0 - 16V,Combustão,,S,E,G,10,335,0,A,\,134,\,\,\,9.1,11.8,\,\,2.17,\,E,D,-,3,2025,A-7,,
Grande,BMW,iX1,xDrive30,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,0,\,\,\,\,35.7,32.0,0.60,324,A,A,-,3,2025,A,,
Grande,BMW,iX1,eDrive20,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,37.4,36.1,0.55,345,A,A,-,3,2025,A,,
Grande,BMW,iX2,xDrive30 MSP,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,35.7,32.8,0.59,327,A,A,-,3,2025,A,,
Grande,BYD,D1,GL 180EV / GS 180EV,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,39.2,34.2,0.55,258,A,A,-,3,2025,N.A.,,
Grande,KIA,NIRO,HEV EX,1.6 - 16V,Híbrido,,S,E,G,12,79,1,A,\,75,\,\,\,18.3,15.9,\,\,1.21,\,A,B,SIM,3,2025,DCT-6,,
Grande,KIA,NIRO,HEV LX,1.6 - 16V,Híbrido,,S,E,G,12,79,1,A,\,75,\,\,\,18.3,15.9,\,\,1.21,\,A,B,SIM,3,2025,DCT-6,,
Grande,KIA,NIRO,HEV SX,1.6 - 16V,Híbrido,,S,E,G,12,79,1,A,\,75,\,\,\,18.3,15.9,\,\,1.21,\,A,B,SIM,3,2025,DCT-6,,
Grande,KIA,NIRO,HEV SX RIOPEN,1.6 - 16V,Híbrido,,S,E,G,12,79,1,A,\,75,\,\,\,18.3,15.9,\,\,1.21,\,A,B,SIM,3,2025,DCT-6,,
Grande,LEXUS,UX 300H,UX 300H,2.0 - 16V,Híbrido,,S,E,G,8,63,0,A,\,80,\,\,\,17.3,14.9,\,\,1.29,\,A,B,SIM,3,2025,CVT,,
Grande,Mercedes-Benz,GLA200,AMG LINE,1.3-16V,Híbrido,,S,E,G,26,170,2,A,\,113,\,\,\,11.4,12.4,\,\,1.83,\,C,C,-,3,2025,DCT-7,,
Grande,Mercedes-Benz,GLA200,PROGRESSIVE,1.3-16V,Híbrido,,S,E,G,26,170,2,A,\,113,\,\,\,11.4,12.4,\,\,1.83,\,C,C,-,3,2025,DCT-7,,
Grande,Mercedes-Benz,AMG GLA35 4M,,2.0-16V,Hibrido,,S,E,G,10,117,2,A,\,141,\,\,\,8.8,10.8,\,\,2.29,\,E,D,-,3,2025,DCT-8,,
Grande,MINI,Countryman,SE EXCLUSIVE,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,0,\,\,\,\,35.0,31.8,0.61,320,A,A,-,3,2025,A,,
Grande,MINI,Countryman,SE TOP,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,0,\,\,\,\,35.0,31.8,0.61,320,A,A,-,3,2025,A,,
Grande,MINI,JCW,COUNTRYMAN,2.0 - 16V,Combustão,,S,E,G,12,137,1,A,\,129,0,\,\,9.6,11.7,\,\,2.10,\,E,D,-,3,2025,A-7,,
Grande,NETA,X,400 COMFORT,ELÉTRICO,ELÉTRICO,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,40.3,35.5,0.53,258,A,A,-,3,2025,A,,
Grande,NETA,X,500 COMFORT,ELÉTRICO,ELÉTRICO,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,38.4,35.2,0.55,317,A,A,-,3,2025,A,,
Grande,NETA,X,500 LUXURY,ELÉTRICO,ELÉTRICO,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,38.4,35.2,0.55,317,A,A,-,3,2025,A,,
Grande,Nissan,Sentra,SEN CVT,2.0-16V,Combustão,,S,E,G,9,208,0,A,\,110,\,\,\,11.0,14.0,\,\,1.79,\,B,C,-,3,2025,CVT,,
Grande,Nissan,Sentra,ADV CVT,2.0-16V,Combustão,,S,E,G,9,208,0,A,\,110,\,\,\,11.0,14.0,\,\,1.79,\,B,C,-,3,2025,CVT,,
Grande,Nissan,Sentra,EXCLUSIVE,2.0-16V,Combustão,,S,E,G,9,208,0,A,\,110,\,\,\,11.0,14.0,\,\,1.79,\,B,C,-,3,2025,CVT,,
Grande,TOYOTA,COROLLA CROSS,XR 20,2.0 - 16V,Combustão,,S,E,F,18,111,0,A,0,112,\,7.6,8.8,11.2,13.0,\,\,1.84,\,C,C,-,3,2025,CVT,,
Grande,TOYOTA,COROLLA CROSS,XRE 20,2.0 - 16V,Combustão,,S,E,F,18,111,0,A,0,112,\,7.6,8.8,11.2,13.0,\,\,1.84,\,C,C,-,3,2025,CVT,,
Grande,TOYOTA,COROLLA CROSS,XRX 20,2.0 - 16V,Combustão,,S,E,F,18,111,0,A,0,112,\,7.6,8.8,11.2,13.0,\,\,1.84,\,C,C,-,3,2025,CVT,,
Grande,TOYOTA,COROLLA CROSS,GRS,2.0 - 16V,Combustão,,S,E,F,18,111,0,A,0,112,\,7.6,8.8,11.2,13.0,\,\,1.84,\,C,C,-,3,2025,CVT,,
Grande,TOYOTA,COROLLA,GLI 20,2.0-16V,Combustão,,S,E,F,12,209,1,A,0,103,\,8.0,10.0,11.9,14.5,\,\,1.68,\,B,C,-,3,2025,CVT,,
Grande,TOYOTA,COROLLA,XEI 20,2.0-16V,Combustão,,S,E,F,12,209,1,A,0,103,\,8.0,10.0,11.9,14.5,\,\,1.68,\,B,C,-,3,2025,CVT,,
Grande,TOYOTA,COROLLA,ALTIS 20,2.0-16V,Combustão,,S,E,F,12,209,1,A,0,103,\,8.0,10.0,11.9,14.5,\,\,1.68,\,B,C,-,3,2025,CVT,,
Grande,TOYOTA,COROLLA,GRS,2.0-16V,Combustão,,S,E,F,12,209,1,A,0,103,\,8.0,10.0,11.9,14.5,\,\,1.68,\,B,C,-,3,2025,CVT,,
Grande,VOLVO,EC40,6 CORE,Elétrico,Elétrico,,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,41.7,37.2,0.51,385,A,A,-,3,2025,A,,
Grande,VOLVO,EC40,6 PLUS,Elétrico,Elétrico,,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,41.7,37.2,0.51,385,A,A,-,3,2025,A,,
Grande,VOLVO,EC40,6 ULTRA,Elétrico,Elétrico,,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,41.7,37.2,0.51,385,A,A,-,3,2025,A,,
Grande,VOLVO,EC40,8 CORE,Elétrico,Elétrico,,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,36.6,32.6,0.59,404,A,A,-,3,2025,A,,
Grande,VOLVO,EC40,8 PLUS,Elétrico,Elétrico,,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,36.6,32.6,0.59,404,A,A,-,3,2025,A,,
Grande,VOLVO,EC40,8 ULTRA,Elétrico,Elétrico,,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,36.6,32.6,0.59,404,A,A,-,3,2025,A,,
Grande,VOLVO,EC40,PERF BLACK,Elétrico,Elétrico,,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,36.6,32.6,0.59,404,A,A,-,3,2025,A,,
Grande,Volkswagen,ID.4,PRO PERFORMANCE,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,34.5,29.8,0.63,370,A,A,-,3,2025,A,,
Extra Grande,AION,ES,A29-G,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,47.1,42.9,0.45,314,A,A,-,3,2025,A-1,,
Extra Grande,AION,ES,BEV,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,47.1,42.9,0.45,314,A,A,-,3,2025,A-1,,
Extra Grande,AION,HYPTEC,HT BEV,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,38.0,31.8,0.58,362,A,A,-,3,2025,A-1,,
Extra Grande,AION,HYPTEC,HT BEV P,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,38.0,31.8,0.58,362,A,A,-,3,2025,A-1,,
Extra Grande,AUDI,RS 6 Avant,Performance,4.0 - 32V,Híbrido,,S,E,G,49,116,2,B,\,209,\,\,\,5.9,7.8,\,\,3.39,\,E,E,-,3,2025,A-8,,
Extra Grande,AUDI,Q7,S Line (ed.0),3.0 - 24V,Híbrido,,S,E,G,23,286,1,A,\,190,\,\,\,6.6,8.1,\,\,3.09,\,E,E,-,3,2025,A-8,,
Extra Grande,AUDI,Q8 Sportback,Performance Black (ed.0),3.0 - 24V,Híbrido,,S,E,G,21,182,1,A,\,199,\,\,\,6.4,7.8,\,\,3.23,\,E,E,-,3,2025,A-8,,
Extra Grande,AUDI,Q8 e-tron Sportback 55,Launch Edition,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,24.7,25.5,0.81,362,A,A,-,3,2025,A-1,,
Extra Grande,AUDI,Q8 e-tron Sportback 55,Performance Black,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,24.7,25.5,0.81,362,A,A,-,3,2025,A-1,,
Extra Grande,AUDI,Q8 e-tron 55,Launch Edition,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,24.5,24.7,0.82,357,A,A,-,3,2025,A-1,,
Extra Grande,AUDI,SQ8 e-tron Sportback,-,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,21.0,21.3,0.96,307,A,A,-,3,2025,A-1,,
Extra Grande,AUDI,e-tron GT,-,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,26.0,25.0,0.79,308,A,A,-,3,2025,A-1,,
Extra Grande,AUDI,RS e-tron GT,-,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,25.7,25.5,0.79,313,A,A,-,3,2025,A-1,,
Extra Grande,AUDI,Q6 e-tron Quattro,Performance,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,34.0,29.6,0.64,411,A,A,-,3,2025,A-1,,
Extra Grande,AUDI,Q6 e-tron Quattro,Performanec black,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,34.0,29.6,0.64,411,A,A,-,3,2025,A-1,,
Extra Grande,AUDI,Q6 e-tron RWD,Performance,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,33.8,29.3,0.64,411,A,A,-,3,2025,A-1,,
Extra Grande,BMW,420i,Cabrio,2.0 - 16V,Combustão,,S,E,G,9,148,1,A,\,125,\,\,\,9.8,12.5,\,\,2.02,\,C,C,-,3,2025,A-8,,
Extra Grande,BMW,530e,M SPORT,2.0 - 16V,Plug-in,,S,E,G,5,47,0,A,\,117,16,\,\,10.9,12.3,26.2,26.9,0.76,70,A,A,SIM,3,2025,A-8,,
Extra Grande,BMW,320i,M Sport Flex,2.0 - 16V,Combustão,,S,E,F,47,139,5,B,0,117,\,7.4,9.0,10.5,13.1,\,\,1.88,\,C,C,-,3,2025,A-8,,
Extra Grande,BMW,320i,Sport GP Flex,2.0 - 16V,Combustão,,S,E,F,27,163,4,B,0,113,\,7.6,9.2,10.9,13.3,\,\,1.83,\,B,C,-,3,2025,A-8,,
Extra Grande,BMW,320i,GP Flex,2.0 - 16V,Combustão,,S,E,F,27,163,4,B,0,113,\,7.6,9.2,10.9,13.3,\,\,1.83,\,B,C,-,3,2025,A-8,,
Extra Grande,BMW,320i,Active Flex,2.0 - 16V,Combustão,,S,E,F,28,194,4,B,0,123,\,7.1,8.6,10.0,12.3,\,\,1.98,\,C,C,-,3,2025,A-8,,
Extra Grande,BMW,330e,-,2.0 - 16V,Plug-in,,S,E,G,4,30,1,A,\,138,21,\,\,9.2,10.8,20.6,24.0,0.92,61,A,A,SIM,3,2025,A-8,,
Extra Grande,BMW,i4,40,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,0,\,\,\,\,34.2,32.3,0.61,399,A,A,-,3,2025,A,,
Extra Grande,BMW,i4,M50,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,0,\,\,\,\,35.6,32.1,0.60,405,A,A,-,3,2025,A,,
Extra Grande,BMW,i4,eDrive35,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,0,\,\,\,\,34.0,32.0,0.61,322,A,A,-,3,2025,A,,
,,,,,,,"Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Elétrico
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes,,,,Gás Efeito Estufa,,,,,,,,,,,,,,4,2025,"Manual (M)
Automática (A)
Automática Dupla
Embreagem (DCT)
Automatizada (MTA)
Contínua (CVT)",,
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",VEHP,Etanol,,"Gasolina
ou
Diesel",,"Elétrico (km/le)
quando VE ou VEHP",,,,,,,4,2025,,,
,,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","CO2e
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l e)","Estrada
(km/l e)",,,"Comparação
Relativa
na Categoria","Comparação
Absoluta
Geral",,4,2025,,,
Extra Grande,BMW,IX,xDrive 40,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,0,\,\,\,\,30.6,29.6,0.67,317,A,A,-,4,2025,A,,
Extra Grande,BMW,iX,M60,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,0,\,\,\,\,28.8,28.0,0.71,443,A,A,-,4,2025,A,,
Extra Grande,BMW,i5,M60 xDrive,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,0,\,\,\,\,32.6,33.0,0.62,382,A,A,-,4,2025,A,,
Extra Grande,BYD,HAN,AWD GS 680EV,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,30.8,28.1,0.69,349,A,A,-,4,2025,N.A.,,
Extra Grande,BYD,SEAL,AWD GS 590EV,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,34.9,30.5,0.62,372,A,A,-,4,2025,N.A.,,
Extra Grande,BYD,TAN,AWD GS 700EV,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,30.2,25.3,0.73,430,A,A,-,4,2025,N.A.,,
Extra Grande,BYD,SONG PRO,GS DM,1.5-16V,Plug-in,,S,E,G,4,13,1,A,\,14,0,\,\,15.2,12.2,40.6,32.0,0.56,68,A,A,SIM,4,2025,CVT,,
Extra Grande,BYD,SONG PRO,GL DM,1.5-16V,Plug-in,,S,E,G,6,25,0,A,\,22,0,\,\,14.8,12.6,40.0,29.6,0.59,49,A,A,SIM,4,2025,CVT,,
Extra Grande,BYD,KING,GS DM,1.5-16V,Plug-in,,S,E,G,5,15,0,A,\,9,0,\,\,16.8,14.7,44.2,36.7,0.50,80,A,A,SIM,4,2025,CVT,,
Extra Grande,BYD,KING,GL DM,1.5-16V,Plug-in,,S,E,G,11,61,1,A,\,30,0,\,\,16.3,14.3,43.3,32.7,0.54,32,A,A,SIM,4,2025,CVT,,
Extra Grande,CHEVROLET,EQUINOX EV,-,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,37.1,35.6,0.56,443,A,A,-,4,2025,Automática (A),,
Extra Grande,CHEVROLET,BLAZER EV,RS,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,34.2,30.4,0.63,481,A,A,-,4,2025,Automática (A),,
Extra Grande,CHEVROLET,EQUINOX,ACTIV,1.5T -16V,Combustão,,S,E,G,21,140,1,A,\,140,\,\,\,9.0,10.7,\,\,2.28,\,D,D,-,4,2025,A-8,,
Extra Grande,CHEVROLET,EQUINOX,RS,1.5T -16V,Combustão,,S,E,G,21,140,1,A,\,140,\,\,\,9.0,10.7,\,\,2.28,\,D,D,-,4,2025,A-8,,
Extra Grande,FORD,Novo Territory,Titanium,1.5 - 16V,Combustão,,S,E,G,28,532,0,B,\,129,\,\,\,9.5,11.8,\,\,2.10,\,C,D,-,4,2025,A-7,,
Extra Grande,FORD,Mustang Mach-E,GT,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,31.1,27.5,0.69,379,A,A,-,4,2025,A-1,,
Extra Grande,GWM,HAVAL H6,GT,1.5-16V,Plug-in,,S,E,G,43,21,5,B,\,122,7,\,\,11.4,10.4,27.4,25.2,0.77,116,A,A,SIM,4,2025,DHT - 2,,
Extra Grande,Hyundai,IONIQ 5,Platinum,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,33.6,28.1,0.66,374,A,A,-,4,2025,A,,
Extra Grande,Hyundai,IONIQ 5,Ultimate,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,33.6,28.1,0.66,374,A,A,-,4,2025,A,,
Extra Grande,Hyundai,IONIQ 5,Signature,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,33.6,28.1,0.66,374,A,A,-,4,2025,A,,
Extra Grande,JAC,e-J7,e-J7,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,44.0,37.1,0.50,263,A,A,-,4,2025,A-1,,
Extra Grande,KIA,EV5 2WD,AIR 2WD,ELÉTRICO,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,37.6,30.5,0.60,402,A,A,-,4,2025,A-1,,
Extra Grande,KIA,EV5 2WD,LAND 2WD,ELÉTRICO,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,37.6,30.5,0.60,402,A,A,-,4,2025,A-1,,
Extra Grande,KIA,EV5 4WD,WAVE 4WD,ELÉTRICO,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,34.5,28.0,0.65,369,A,A,-,4,2025,A-1,,
Extra Grande,LAMBORGHINI,URUS,S / PERFORMANTE,4.0-32V,Combustão,,S,E,G,39,210,2,B,\,233,\,\,\,5.4,6.9,\,\,3.77,\,E,E,-,4,2025,DCT-8,,
Extra Grande,LEXUS,NX350H,DYNAMIC,2.5 - 16V,Híbrido,,S,E,G,15,44,1,A,\,88,\,\,\,15.7,13.8,\,\,1.43,\,A,B,SIM,4,2025,CVT,,
Extra Grande,LEXUS,NX350H,F-SPORT,2.5 - 16V,Híbrido,,S,E,G,15,44,1,A,\,88,\,\,\,15.7,13.8,\,\,1.43,\,A,B,SIM,4,2025,CVT,,
Extra Grande,LEXUS,NX350H,LUXURY,2.5 - 16V,Híbrido,,S,E,G,15,44,1,A,\,88,\,\,\,15.7,13.8,\,\,1.43,\,A,B,SIM,4,2025,CVT,,
Extra Grande,Mercedes-Benz,EQA250,,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,36.4,33.0,0.58,321,A,A,-,4,2025,A-1,,
Extra Grande,Mercedes-Benz,EQB 250,,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,33.1,30.0,0.64,304,A,A,-,4,2025,A-1,,
Extra Grande,Mercedes-Benz,EQB350 4M,,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,30.0,29.2,0.69,272,A,A,-,4,2025,A-1,,
Extra Grande,Mercedes-Benz,EQB250+,,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,40.3,36.6,0.53,376,A,A,-,4,2025,A-1,,
Extra Grande,Mercedes-Benz,EQE 300,,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,29.4,28.3,0.70,369,A,A,-,4,2025,A-1,,
Extra Grande,Mercedes-Benz,EQE300,SUV,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,\,\,\,\,\,\,29.9,27.9,0.70,367,A,A,-,4,2025,A-1,,
Extra Grande,Mercedes-Benz,AMG EQE53,SUV,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,\,\,\,\,\,\,27.0,23.9,0.80,338,A,A,-,4,2025,A-1,,
Extra Grande,Mercedes-Benz,EQE350,SUV,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,30.7,28.1,0.69,406,A,A,-,4,2025,A-1,,
Extra Grande,Mercedes-Benz,EQE350,,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,31.4,31.0,0.65,421,A,A,-,4,2025,A-1,,
Extra Grande,Mercedes-Benz,EQS450,,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,\,\,\,\,\,\,27.5,25.9,0.76,411,A,A,-,4,2025,A-1,,
Extra Grande,Mercedes-Benz,AMG EQS 53 4M,,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,28.5,29.4,0.70,472,A,A,-,4,2025,A-1,,
Extra Grande,Mercedes-Benz,EQS450 4M,,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,29.3,27.3,0.72,470,A,A,-,4,2025,A-1,,
Extra Grande,Mercedes-Benz,CLA200,AMG LINE,1.3-16V,Híbrido,,S,E,G,33,125,3,B,\,104,\,\,\,12.0,14.0,\,\,1.68,\,B,C,-,4,2025,DCT-7,,
Extra Grande,Mercedes-Benz,CLA200,PROGRESSIVE,1.3-16V,Híbrido,,S,E,G,33,125,3,B,\,104,\,\,\,12.0,14.0,\,\,1.68,\,B,C,-,4,2025,DCT-7,,
Extra Grande,Mercedes-Benz,AMG CLA35 4M,,2.0-16V,Híbrido,,S,E,G,21,159,1,A,\,146,\,\,\,8.1,11.7,\,\,2.35,\,D,D,-,4,2025,DCT-8,,
Extra Grande,Mercedes-Benz,E300,EXCLUSIVE,2.0-16V,Hibrido,,S,E,G,22,79,2,A,\,122,\,\,\,9.9,12.8,\,\,1.98,\,C,C,-,4,2025,A-9,,
Extra Grande,Mercedes-Benz,GLB220 4M,AMG LINE,2.0-16V,Híbrido,,S,E,G,15,90,1,A,\,130,\,\,\,9.5,12.0,\,\,2.10,\,C,D,-,4,2025,DCT-8,,
Extra Grande,Mercedes-Benz,GLB220 4M,PROGRESSIVE,2.0-16V,Híbrido,,S,E,G,15,90,1,A,\,130,\,\,\,9.5,12.0,\,\,2.10,\,C,D,-,4,2025,DCT-8,,
Extra Grande,Mercedes-Benz,AMG GLB35 4M,,2.0-16V,Hibrido,,S,E,G,9,142,0,A,\,151,\,\,\,8.4,9.8,\,\,2.46,\,D,D,-,4,2025,DCT-8,,
Extra Grande,Mercedes-Benz,AMG GLC43,,2.0-16V,Hibrido,,S,E,G,16,49,1,A,\,172,\,\,\,7.2,9.2,\,\,2.79,\,E,E,-,4,2025,A-9,,
Extra Grande,Mercedes-Benz,AMG GLC43,Coupé,2.0-16V,Hibrido,,S,E,G,16,49,1,A,\,172,\,\,\,7.2,9.2,\,\,2.79,\,E,E,-,4,2025,A-9,,
Extra Grande,Mercedes-Benz,AMG GLC63S EP,,2.0-16V,Plug-in,,S,E,G,12,417,1,A,\,184,152,\,\,7.2,7.8,6.3,7.6,2.98,18,E,E,-,4,2025,A-9,,
Extra Grande,Mercedes-Benz,AMG GLE63 S CO,Coupé,4.0-32V,Híbrido,,S,E,G,19,177,1,A,\,215,\,\,\,5.9,7.3,\,\,3.48,\,E,E,-,4,2025,A-9,,
Extra Grande,Mercedes-Benz,AMG GLE53 4M,,3.0-24V,Hibrido,,S,E,G,14,114,1,A,\,175,\,\,\,7.2,8.9,\,\,2.84,\,E,E,-,4,2025,A-9,,
Extra Grande,Mercedes-Benz,GLS 450 4M,,3.0-24V,Híbrido,,S,E,G,13,83,1,A,\,161,\,\,\,7.8,9.7,\,\,2.60,\,E,D,-,4,2025,A-9,,
Extra Grande,Mercedes-Benz,C300,AMG LINE,2.0-16V,Hibrido,,S,E,G,21,125,0,A,\,117,\,\,\,10.3,13.2,\,\,1.91,\,C,C,-,4,2025,A-9,,
Extra Grande,Mercedes-Benz,AMG S63 EP,,4.0-32V,Hibrido,,S,E,G,11,347,1,A,\,196,\,\,\,6.6,7.8,\,\,3.17,\,E,E,-,4,2025,A-9,,
Extra Grande,Mercedes-Benz,C200,AMG LINE,1.5-16V,Hibrido,,S,E,G,21,106,0,A,\,105,\,\,\,11.4,14.7,\,\,1.71,\,B,C,-,4,2025,A-9,,
Extra Grande,Mercedes-Benz,AMG GLB35 4M,,2.0-16V,Hibrido,,S,E,G,9,142,0,A,\,151,\,\,\,8.4,9.8,\,\,2.46,\,D,D,-,4,2025,DCT-8,,
Extra Grande,Mercedes-Benz,AMG C63S EP,,2.0-16V,Plug-in,,S,E,G,9,280,1,A,\,181,142,\,\,7.2,8.1,6.3,7.9,2.94,9,E,E,-,4,2025,A-9,,
Extra Grande,Mercedes-Benz,AMG C63S EP,F1,2.0-16V,Plug-in,,S,E,G,9,280,1,A,\,181,142,\,\,7.2,8.1,6.3,7.9,2.94,9,E,E,-,4,2025,A-9,,
Extra Grande,Mercedes-Benz,E300,EXCLUSIVE,2.0-16V,Hibrido,,S,E,G,21,111,1,A,\,123,\,\,\,9.9,12.7,\,\,1.99,\,C,C,-,4,2025,A-9,,
Extra Grande,PORSCHE,MACAN,GTS,2.9-24V,Combustão,,S,E,G,3,73,1,A,\,184,\,\,\,6.8,8.4,\,\,3.00,\,E,E,-,4,2025,DCT-7,,
Extra Grande,PORSCHE,MACAN,S,2.9-24V,Combustão,,S,E,G,4,85,2,A,\,182,\,\,\,7.0,8.4,\,\,2.96,\,E,E,-,4,2025,DCT-7,,
Extra Grande,PORSCHE,MACAN,E4,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,36.5,31.0,0.60,443,A,A,-,4,2025,--,,
Extra Grande,PORSCHE,MACAN,ETURBO,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,36.1,30.3,0.61,435,A,A,-,4,2025,--,,
Extra Grande,PORSCHE,MACAN,E2,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,36.5,31.0,0.60,443,A,A,-,4,2025,--,,
Extra Grande,PORSCHE,MACAN,E4S,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,36.2,30.4,0.61,438,A,A,-,4,2025,--,,
Extra Grande,PORSCHE,MACAN,-- / T,2.0-16V,Combustão,,S,E,G,22,290,0,A,\,175,\,\,\,7.3,8.5,\,\,2.84,\,E,E,-,4,2025,DCT-7,,
Extra Grande,TOYOTA,RAV4,SX CONNECT,2.5-16V,Híbrido,,S,E,G,17,64,1,A,\,89,\,\,\,15.3,14.1,\,\,1.43,\,A,B,SIM,4,2025,CVT,,
Extra Grande,TOYOTA,RAV4,S CONNECT,2.5-16V,Híbrido,,S,E,G,17,64,1,A,\,89,\,\,\,15.3,14.1,\,\,1.43,\,A,B,SIM,4,2025,CVT,,
Extra Grande,VW,ID.BUZZ,PRO,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,32.0,25.7,0.70,337,A,A,-,4,2025,A,,
Extra Grande,VW,TIGUAN,ALLSPACE RL,2.0-16V,Combustão,,S,E,G,8,96,0,A,\,135,\,\,\,9.2,11.3,\,\,2.20,\,D,D,-,4,2025,A - 8,,
