Categoria,Marca,Modelo,Versão,Motor,"Tipo de
Propulsão
Combustão
Híbrido
Plug-in
Utilitário Esportivo Grande,Renault,DUSTER,ZEN,1.6-16V,Combustão,,S,E,F,59,406,3,C,0,121,\,7.5,8.3,10.8,11.4,\,\,1.94,\,B,C,-,6,2025,CVT,,
Utilitário Esportivo Grande,Renault,DUSTER,DUSTER INT 16,1.6-16V,Combustão,,S,E,F,44,654,2,C,0,115,\,7.6,8.4,11.2,12.3,\,\,1.88,\,A,C,-,6,2025,M-5,,
Utilitário Esportivo Grande,Renault,DUSTER,DUSTER INTP MT,1.6-16V,Combustão,,S,E,F,44,654,2,C,0,115,\,7.6,8.4,11.2,12.3,\,\,1.88,\,A,C,-,6,2025,M-5,,
Utilitário Esportivo Grande,Renault,DUSTER,DUSTER ZEN 16,1.6-16V,Combustão,,S,E,F,44,654,2,C,0,115,\,7.6,8.4,11.2,12.3,\,\,1.88,\,A,C,-,6,2025,M-5,,
Utilitário Esportivo Grande,Renault,DUSTER,ICO TCE,1.3-16V,Combustão,,S,E,F,20,201,2,A,0,117,\,7.5,8.6,10.9,12.3,\,\,1.89,\,B,C,-,6,2025,CVT,,
Utilitário Esportivo Grande,Renault,DUSTER,ICOUT TCE,1.3-16V,Combustão,,S,E,F,20,201,2,A,0,117,\,7.5,8.6,10.9,12.3,\,\,1.89,\,B,C,-,6,2025,CVT,,
Utilitário Esportivo Grande,Renault,DUSTER,ZEN 13TCE,1.3-16V,Combustão,,S,E,F,20,201,2,A,0,117,\,7.5,8.6,10.9,12.3,\,\,1.89,\,B,C,-,6,2025,CVT,,
Utilitário Esportivo Grande,VOLVO,EX40,6 CORE,Elétrico,Elétrico,,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,39.4,34.3,0.55,364,A,A,-,6,2025,A,,
Utilitário Esportivo Grande,VOLVO,EX40,6 PLUS,Elétrico,Elétrico,,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,39.4,34.3,0.55,364,A,A,-,6,2025,A,,
Utilitário Esportivo Grande,VOLVO,EX40,6 ULTRA,Elétrico,Elétrico,,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,39.4,34.3,0.55,364,A,A,-,6,2025,A,,
Utilitário Esportivo Grande,VW,TAOS,"COMFORTLINE 250TSI
AUTOMÁTICO",1.4 - 16V,Combustão,,S,E,F,14,66,1,A,0,112,\,7.7,9.3,11.1,13.3,\,\,1.81,\,A,C,-,6,2025,A - 8,,
Utilitário Esportivo Grande,VW,TAOS,"HIGHLINE 250TSI
AUTOMÁTICO",1.4 - 16V,Combustão,,S,E,F,14,66,1,A,0,112,\,7.7,9.3,11.1,13.3,\,\,1.81,\,A,C,-,6,2025,A - 8,,
Utilitário Esportivo Grande,ZEEKR,X,Premium,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,39.5,34.7,0.55,332,A,A,-,6,2025,A,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2025,,,
Utilitário Esportivo Grande 4x4,BMW,X5,xDrive50e MSP,3.0 - 24V,Plug-in,,S,E,G,8,21,0,A,\,143,16,\,\,9.2,9.9,22.8,23.4,0.88,76,A,A,SIM,6,2025,A-8,,
Utilitário Esportivo Grande 4x4,BMW,X5,xDrive50e XLINE,3.0 - 24V,Plug-in,,S,E,G,8,21,0,A,\,143,16,\,\,9.2,9.9,22.8,23.4,0.88,76,A,A,SIM,6,2025,A-8,,
Utilitário Esportivo Grande 4x4,BMW,X6,xDrive40i MSP,3.0 - 24V,Híbrido,,S,E,G,7,99,1,A,\,144,#VALUE!,\,\,9.0,10.1,\,\,2.33,\,C,D,-,6,2025,A-8,,
Utilitário Esportivo Grande 4x4,BMW,X4,xDrive20i,2.0 - 16V,Combustão,,S,E,G,7,104,0,A,\,140,#VALUE!,\,\,9.0,10.8,\,\,2.26,\,C,D,-,6,2025,A-8,,
Utilitário Esportivo Grande 4x4,BMW,X4,xDrive20i,2.0 - 16V,Combustão,,S,E,G,7,104,0,A,\,140,#VALUE!,\,\,9.0,10.8,\,\,2.26,\,C,D,-,6,2025,A-8,,
Utilitário Esportivo Grande 4x4,BMW,X6,40I MSP DARK ED,3.0 - 24V,Híbrido,,S,E,G,7,99,1,A,\,144,#VALUE!,\,\,9.0,10.1,\,\,2.33,\,C,D,-,6,2025,A-8,,
Utilitário Esportivo Grande 4x4,BMW,X3,M50i,3.0 - 24V,Híbrido,,S,E,G,8,146,1,A,\,133,#VALUE!,\,\,9.6,10.9,\,\,2.16,\,C,D,-,6,2025,A-8,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLC300 4M,,2.0-16V,Hibrido,,S,E,G,33,146,1,A,\,128,\,\,\,9.5,11.6,\,\,2.13,\,C,D,-,6,2025,A-9,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLC300 4M,Coupé,2.0-16V,Hibrido,,S,E,G,33,146,1,A,\,128,\,\,\,9.5,11.6,\,\,2.13,\,C,D,-,6,2025,A-9,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLE450D 4M,,3.0-24V,Hibrido,,S,E,D,176,127,0,D,\,\,\,\,\,8.4,10.6,\,\,2.95,\,D,E,-,6,2025,A-9,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLE450D 4M,Coupé,3.0-24V,Hibrido,,S,E,D,176,127,0,D,\,\,\,\,\,8.4,10.6,\,\,2.95,\,D,E,-,6,2025,A-9,,
,,,,,,,"Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Elétrico
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes,,,,Gás Efeito Estufa,,,,,,,,,,,,,,7,2025,"Manual (M)
Automática (A)
Automática Dupla
Embreagem (DCT)
Automatizada (MTA)
Contínua (CVT)",,
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",VEHP,Etanol,,"Gasolina
ou
Diesel",,"Elétrico (km/le)
quando VE ou VEHP",,,,,,,7,2025,,,
,,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","CO2e
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l e)","Estrada
(km/l e)",,,"Comparação
Relativa
na Categoria","Comparação
Absoluta
Geral",,7,2025,,,
Utilitário Esportivo Grande 4x4,Mitsubishi,Eclipse Cross,HPE-S S-AWC,1.5T-16V,Combustão,,S,E,G,24,149,0,A,\,125,\,\,\,10.2,11.5,\,\,2.03,\,B,C,-,7,2025,CVT,,
Utilitário Esportivo Grande 4x4,Mitsubishi,Eclipse Cross,HPE-S BLACK S-AWC,1.5T-16V,Combustão,,S,E,G,24,149,0,A,\,125,\,\,\,10.2,11.5,\,\,2.03,\,B,C,-,7,2025,CVT,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,S,4.0-32V,Combustão,,S,E,G,24,87,2,A,\,204,\,\,\,6.1,7.9,\,\,3.32,\,E,E,-,7,2025,A-8,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,S CP,4.0-32V,Combustão,,S,E,G,24,87,2,A,\,204,\,\,\,6.1,7.9,\,\,3.32,\,E,E,-,7,2025,A-8,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,GT COUPE,4.0-32V,Combustão,,S,E,G,31,98,3,A,\,211,\,\,\,5.8,7.9,\,\,3.44,\,E,E,-,7,2025,A-8,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,S PHEV,3.0-24V,Plug-in,,S,E,G,5,49,1,A,\,30,2,\,\,7.8,8.4,20.6,20.4,0.99,56,A,B,SIM,7,2025,A-8,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,SCPHEV,3.0-24V,Plug-in,,S,E,G,5,49,1,A,\,30,2,\,\,7.8,8.4,20.6,20.4,0.99,56,A,B,SIM,7,2025,A-8,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,PHEV,3.0-24V,Plug-in,,S,E,G,9,86,1,A,\,35,0,\,\,7.7,8.1,20.2,18.7,1.04,52,A,B,SIM,7,2025,A-8,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,CP PHE,3.0-24V,Plug-in,,S,E,G,9,86,1,A,\,35,0,\,\,7.7,8.1,20.2,18.7,1.04,52,A,B,SIM,7,2025,A-8,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,COUPE,3.0-24V,Combustão,,S,E,G,35,84,2,A,\,183,\,\,\,6.9,8.5,\,\,2.98,\,D,E,-,7,2025,A-8,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,V6,3.0-24V,Combustão,,S,E,G,35,84,2,A,\,183,\,\,\,6.9,8.5,\,\,2.98,\,D,E,-,7,2025,A-8,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,T PHEV,4.0-32V,Plug-in,,S,E,G,3,42,1,A,\,24,2,\,\,,,0.0,19.9,1.01,46,A,B,SIM,7,2025,A-8,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,TCPHEV,4.0-32V,Plug-in,,S,E,G,3,42,1,A,\,24,2,\,\,,,0.0,19.9,1.01,46,A,B,SIM,7,2025,A-8,,
Utilitário Esportivo Grande 4x4,VOLVO,EX40,8 CORE,Elétrico,Elétrico,,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,35.7,33.0,0.59,393,A,A,-,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,EX40,8 PLUS,Elétrico,Elétrico,,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,35.7,33.0,0.59,393,A,A,-,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,EX40,8 ULTRA,Elétrico,Elétrico,,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,35.7,33.0,0.59,393,A,A,-,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,EX40,PERF BLACK,Elétrico,Elétrico,,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,35.7,33.0,0.59,393,A,A,-,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,INSC EXPRESS,2.0-16V,Plug-in,,S,E,G,2,57,1,A,\,32,0,\,\,9.5,9.4,24.4,22.5,0.86,48,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 CORE,2.0-16V,Plug-in,,S,E,G,2,57,1,A,\,32,0,\,\,9.5,9.4,24.4,22.5,0.86,48,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 INSCRIPT,2.0-16V,Plug-in,,S,E,G,2,57,1,A,\,32,0,\,\,9.5,9.4,24.4,22.5,0.86,48,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 MOMENTUM,2.0-16V,Plug-in,,S,E,G,2,57,1,A,\,32,0,\,\,9.5,9.4,24.4,22.5,0.86,48,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 PLUS,2.0-16V,Plug-in,,S,E,G,2,57,1,A,\,32,0,\,\,9.5,9.4,24.4,22.5,0.86,48,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 POLESTAR,2.0-16V,Plug-in,,S,E,G,2,57,1,A,\,32,0,\,\,9.5,9.4,24.4,22.5,0.86,48,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 R-DESIGN,2.0-16V,Plug-in,,S,E,G,2,57,1,A,\,32,0,\,\,9.5,9.4,24.4,22.5,0.86,48,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 ULT DARK,2.0-16V,Plug-in,,S,E,G,2,57,1,A,\,32,0,\,\,9.5,9.4,24.4,22.5,0.86,48,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 ULTIMATE,2.0-16V,Plug-in,,S,E,G,2,57,1,A,\,32,0,\,\,9.5,9.4,24.4,22.5,0.86,48,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 ULTRA,2.0-16V,Plug-in,,S,E,G,2,57,1,A,\,32,0,\,\,9.5,9.4,24.4,22.5,0.86,48,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,INSC EXPRESS,2.0-16V,Plug-in,,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 CORE,2.0-16V,Plug-in,,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 EXCELLEN,2.0-16V,Plug-in,,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 INSCRIPT,2.0-16V,Plug-in,,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 MOMENTUM,2.0-16V,Plug-in,,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 PLUS,2.0-16V,Plug-in,,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 POLESTAR,2.0-16V,Plug-in,,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 R-DESIGN,2.0-16V,Plug-in,,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 ULT DARK,2.0-16V,Plug-in,,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 ULTIMATE,2.0-16V,Plug-in,,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 ULTRA,2.0-16V,Plug-in,,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 AWD PLUS,2.0-16V,Plug-in,,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 AWD ULT,2.0-16V,Plug-in,,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 AWD ULTD,2.0-16V,Plug-in,,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,EX90,PLUS TWIN,Elétrico,Elétrico,,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,32.6,27.4,0.68,459,A,A,-,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,EX90,ULTRA TWIN,Elétrico,Elétrico,,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,32.6,27.4,0.68,459,A,A,-,7,2025,A,,
Utilitário Esportivo Grande 4x4,VOLVO,EX90,ULT TWIN PER,Elétrico,Elétrico,,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,32.6,27.4,0.68,459,A,A,-,7,2025,A,,
Utilitário Esportivo Grande 4x4,ZEEKR,X,Flagship,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,36.6,32.2,0.59,304,A,A,-,7,2025,A,,
Fora de Estrada Compacto,JEEP,RENEGADE,S T2704X4T,1.3T-16V,Combustão,,S,E,F,34,197,5,B,0,142,\,6.3,7.4,9.2,10.1,\,\,2.28,\,D,D,-,7,2025,A-9,,
Fora de Estrada Compacto,JEEP,RENEGADE,TRAIL 4x4,1.3T-16V,Combustão,,S,E,F,34,197,5,B,0,142,\,6.3,7.4,9.2,10.1,\,\,2.28,\,D,D,-,7,2025,A-9,,
Fora de Estrada Compacto,JEEP,RENEGADE,WILLYS 4x4,1.3T-16V,Combustão,,S,E,F,34,197,5,B,0,142,\,6.3,7.4,9.2,10.1,\,\,2.28,\,D,D,-,7,2025,A-9,,
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,LT,2.8 - 16V,Combustão,,S,E,D,230,24,ND,B,\,\,\,\,\,9.5,11.6,\,\,2.60,\,C,D,-,7,2025,A-8,,
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,HIGH COUNTRY,2.8 - 16V,Combustão,,S,E,D,230,24,ND,B,\,\,\,\,\,9.5,11.6,\,\,2.60,\,C,D,-,7,2025,A-8,,
Fora de Estrada Grande,JEEP,COMMANDER,BLACKHAWK,2.0T-16V,Combustão,,S,E,G,24,181,1,A,\,153,\,\,\,8.0,10.3,\,\,2.48,\,B,D,-,7,2025,A-9,,
Fora de Estrada Grande,JEEP,COMMANDER,OVR T 2.0,2.0T-16V,Combustão,,S,E,G,24,181,1,A,\,153,\,\,\,8.0,10.3,\,\,2.48,\,B,D,-,7,2025,A-9,,
Fora de Estrada Grande,JEEP,COMMANDER,OVR TD,2.2T-16V,Combustão,,S,E,D,64,39,0,A,\,\,\,\,\,10.3,13.4,\,\,2.34,\,B,D,-,7,2025,A-9,,
Fora de Estrada Grande,JEEP,COMPASS,BLACKHAWK,2.0T-16V,Combustão,,S,E,G,22,115,1,A,\,146,\,\,\,8.5,10.8,\,\,2.36,\,B,D,-,7,2025,A-9,,
Fora de Estrada Grande,JEEP,COMPASS,OVERLA 2.0T,2.0T-16V,Combustão,,S,E,G,22,115,1,A,\,146,\,\,\,8.5,10.8,\,\,2.36,\,B,D,-,7,2025,A-9,,
Fora de Estrada Grande,JEEP,COMPASS,LONGIT 2.0T,2.0T-16V,Combustão,,S,E,G,22,115,1,A,\,146,\,\,\,8.5,10.8,\,\,2.36,\,B,D,-,7,2025,A-9,,
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV S,3.0-24V,Plug-in,,S,E,G,1,42,0,A,\,173,23,\,\,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV SE,3.0-24V,Plug-in,,S,E,G,1,42,0,A,\,173,23,\,\,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV SED,3.0-24V,Plug-in,,S,E,G,1,42,0,A,\,173,23,\,\,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV HSED,3.0-24V,Plug-in,,S,E,G,1,42,0,A,\,173,23,\,\,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,PHEV AB,3.0-24V,Plug-in,,S,E,G,1,42,0,A,\,173,23,\,\,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV SV,3.0-24V,Plug-in,,S,E,G,1,42,0,A,\,173,23,\,\,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV SE,3.0-24V,Plug-in,,S,E,G,1,42,0,A,\,173,23,\,\,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV HSE,3.0-24V,Plug-in,,S,E,G,1,42,0,A,\,173,23,\,\,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,PHEV AB,3.0-24V,Plug-in,,S,E,G,1,42,0,A,\,173,23,\,\,7.5,8.4,17.5,19.0,1.12,71,A,B,SIM,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,DEFENDER 110 D350,HSE XD,3.0-24V,Híbrido,,S,E,D,36,54,ND,A,\,\,\,\,\,9.1,10.6,\,\,2.78,\,C,E,-,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,DEFENDER 110 D350,HSEXD 7L,3.0-24V,Híbrido,,S,E,D,36,54,ND,A,\,\,\,\,\,9.1,10.6,\,\,2.78,\,C,E,-,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,DEFENDER 110 D350,X,3.0-24V,Híbrido,,S,E,D,36,54,ND,A,\,\,\,\,\,9.1,10.6,\,\,2.78,\,C,E,-,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,DEFENDER 110 D350,X 7L,3.0-24V,Híbrido,,S,E,D,36,54,ND,A,\,\,\,\,\,9.1,10.6,\,\,2.78,\,C,E,-,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,DEFENDER 90 D350,HSE,3.0-24V,Híbrido,,S,E,D,36,54,ND,A,\,\,\,\,\,9.1,10.6,\,\,2.78,\,C,E,-,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,DEFENDER 90 D350,HSE XD,3.0-24V,Híbrido,,S,E,D,36,54,ND,A,\,\,\,\,\,9.1,10.6,\,\,2.78,\,C,E,-,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,DEFENDER 130 D350,X,3.0-24V,Híbrido,,S,E,D,35,71,ND,A,\,\,\,\,\,9.2,10.9,\,\,2.73,\,C,E,-,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,DEFENDER 130 D350,X7L,3.0-24V,Híbrido,,S,E,D,35,71,ND,A,\,\,\,\,\,9.2,10.9,\,\,2.73,\,C,E,-,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D350 LE,3.0-24V,Híbrido,,S,E,D,32,124,ND,A,\,\,\,\,\,9.5,11.8,\,\,2.59,\,C,D,-,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D350 HSED,3.0-24V,Híbrido,,S,E,D,32,124,ND,A,\,\,\,\,\,9.5,11.8,\,\,2.59,\,C,D,-,7,2025,A-8,,
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV HSED,2.0-16V,Plug-in,,S,E,G,24,241,1,A,\,156,44,\,\,8.3,9.3,20.6,24.1,0.92,40,A,A,SIM,7,2025,A-8,,
,,,,,,,"Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Elétrico
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes,,,,Gás Efeito Estufa,,,,,,,,,,,,,,8,2025,"Manual (M)
Automática (A)
Automática Dupla
Embreagem (DCT)
Automatizada (MTA)
Contínua (CVT)",,
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",VEHP,Etanol,,"Gasolina
ou
Diesel",,"Elétrico (km/le)
quando VE ou VEHP",,,,,,,8,2025,,,
,,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","CO2e
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l e)","Estrada
(km/l e)",,,"Comparação
Relativa
na Categoria","Comparação
Absoluta
Geral",,8,2025,,,
Fora de Estrada Grande,Mercedes-Benz,G580 EQ,,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,25.8,20.6,0.88,369,A,A,-,8,2025,A-1,,
Fora de Estrada Grande,Mercedes-Benz,AMG G63 4M,,4.0-32V,Hibrido,,S,E,G,22,126,1,A,\,244,\,\,\,5.4,6.2,\,\,3.95,\,E,E,-,8,2025,A-9,,
Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE,2.4-16V,Combustão,,S,H,D,264,19,ND,B,\,\,\,\,\,8.9,11.4,\,\,2.75,\,C,E,-,8,2025,A-8,,
Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE-S,2.4-16V,Combustão,,S,H,D,264,19,ND,B,\,\,\,\,\,8.9,11.4,\,\,2.75,\,C,E,-,8,2025,A-8,,
Fora de Estrada Grande,Mitsubishi,Pajero Sport,LEGEND,2.4-16V,Combustão,,S,H,D,264,19,ND,B,\,\,\,\,\,8.9,11.4,\,\,2.75,\,C,E,-,8,2025,A-8,,
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,DIAMOND AT,2.8-16V,Combustão,,S,H,D,81,29,ND,A,\,\,\,\,\,9.3,10.5,\,\,2.74,\,C,E,-,8,2025,A-6,,
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,SRX PLATINUM AT,2.8-16V,Combustão,,S,H,D,81,29,ND,A,\,\,\,\,\,9.3,10.5,\,\,2.74,\,C,E,-,8,2025,A-6,,
Minivan,CHEVROLET,SPIN,LT7,1.8L-8V,Combustão,,S,E,F,44,656,4,C,0,115,\,7.7,8.6,11.0,12.5,\,\,1.87,\,B,C,-,8,2025,M-6,,
Minivan,CHEVROLET,SPIN,LT7,1.8L-8V,Combustão,,S,E,F,46,643,5,C,0,115,\,7.4,9.3,10.5,13.4,\,\,1.87,\,B,C,-,8,2025,A-6,,
Minivan,CHEVROLET,SPIN,LTZ,1.8L-8V,Combustão,,S,E,F,46,643,5,C,0,115,\,7.4,9.3,10.5,13.4,\,\,1.87,\,B,C,-,8,2025,A-6,,
Minivan,CHEVROLET,SPIN,PREMIER,1.8L-8V,Combustão,,S,E,F,46,643,5,C,0,115,\,7.4,9.3,10.5,13.4,\,\,1.87,\,B,C,-,8,2025,A-6,,
Comercial,BYD,ET3,---,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,30.7,26.3,0.71,170,A,A,-,8,2025,N.A.,,
Comercial,CHEVROLET,ONIX,LOG,1.0 - 12 V,Combustão,,S,E,F,35,152,5,B,0,87,\,9.6,11.9,13.8,16.9,\,\,1.41,\,A,B,SIM,8,2025,M-6,,
Comercial,CITROEN,E-JUMPY,CARGO,ELÉTRICO,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,28.1,26.1,0.75,258,A,A,-,8,2025,A-1,,
Comercial,FIAT,E-SCUDO,CARGO,ELÉTRICO,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,28.1,26.1,0.75,258,A,A,-,8,2025,A-1,,
