categoria,marca,modelo,versao,motor,transmissao,ar_cond,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano
Compacto,FIAT,Novo Palio,Attractive,1.4-8V,M-5,S,H,F,"7,9","9,3","11,2","13,4",2017
Compacto,FIAT,Novo Palio,Essence,1.6-16V,M-5,S,H,F,"6,9","8,2","10,1","11,9",2017
Compacto,FIAT,Novo Palio,Sporting,1.6-16V,M-5,S,H,F,"6,7","7,9","9,6","11,5",2017
Compacto,FIAT,Novo Palio,Sporting Dualogic,1.6-16V,MTA-5,S,H,F,"6,7","7,8","9,9","11,6",2017
Compacto,FIAT,Punto,Attractive,1.4-8V,M-5,S,H,F,"7,2","8,5","10,3","12,4",2017
Compacto,FIAT,Punto,Essence,1.6-16V,M-5,S,H,F,"6,6","8,1","9,7","11,7",2017
Compacto,FIAT,Punto,Blackmotion,1.8-16V,M-5,S,H,F,"6,4","7,4","9,1","10,6",2017
Compacto,FIAT,Punto,Blackmotion Dualogic,1.8-16V,MTA-5,S,H,F,"6,2","7,3","8,9","10,6",2017
Compacto,FIAT,Novo Palio,Attractive,1.0-8V,M-5,S,H,F,"7,9","9,3","11,2","13,2",2017
Compacto,FORD,KA hatch (2019),S / SE / SE Plus,1.0-12V,M-5,S,E,F,"9,2","10,7","13,4","15,5",2017
Compacto,FORD,KA hatch (2019),SE / SE Plus,1.5-12V,M-5,S,E,F,"8,4","10,3","12,5",15,2017
Compacto,FORD,KA hatch (2019),SE / SE Plus,1.5-12V,A-6,S,E,F,"7,8","10,1",11,"14,2",2017
Compacto,FORD,KA hatch (2019),Titanium,1.5-12V,A-6,S,E,F,"7,6","10,1","10,9",14,2017
Compacto,Hyundai,HB20,Comfort / Plus / Style,1.0-12V,M-5,S,H,F,"8,5","9,9","12,5","14,1",2017
Compacto,Hyundai,HB20,Plus / Style,1.6-16V,M-6,S,H,F,"8,1","9,9","11,6","13,8",2017
Compacto,Hyundai,HB20,Plus / Style,1.6-16V,A-6,S,H,F,"7,1","9,4","9,9","12,5",2017
Compacto,Hyundai,HB20,Plus / Style,"1.0-12V
Turbo",M-6,S,H,F,"8,2","10,1","11,6","14,3",2017
Médio,NISSAN,NEW VERSA,10 Conforto / 10 S,1.0 - 12V,M-5,S,E,F,"8,8","10,5","12,9","15,3",2017
Médio,NISSAN,NEW VERSA,16 S / 16 SV / 16 SL,1.6 - 16V,M-5,S,E,F,"8,4",10,"12,6","14,4",2017
Médio,NISSAN,NEW VERSA,16 SV / 16 SL / 16 UNIQUE,1.6 - 16V,CVT,S,E,F,"7,8",10,"11,6","14,1",2017
Médio,Citroën,DS4,So Chic,"1.6 THP
16v",A-6,S,E-H,G,\,\,"9,9","12,4",2017
Médio,Peugeot,308,Griffe THP A / Allure THP A,"1.6 THP
16V Flex",A-6,S,E-H,F,"7,2","8,9","10,6","12,9",2017
Médio,Peugeot,308,Allure MT,1.6 16v,M-5,S,E-H,F,"7,4","8,6","10,7","12,2",2017
Médio,Hyundai,HB20S (2017),Plus / Style,1.0-12V,M-5,S,H,F,"8,5","9,8",12,14,2017
Médio,Hyundai,HB20S (2017),Plus / Style,1.6-16V,M-6,S,H,F,"8,1","9,8","11,5",14,2017
Médio,Hyundai,HB20S,Plus / Style / Premium,1.6-16V,A-6,S,H,F,7,"9,3","10,2","12,9",2017
Médio,Hyundai,HB20S,Plus / Style,"1.0-12V
Turbo",M-6,S,H,F,"8,4","10,5","11,9","15,2",2017
Médio,TOYOTA,ETIOS SEDÃ,X / XS / XLS / PLATINUM,1.5-16V,M-6,S,E,F,"8,5","10,3","12,5",15,2017
Médio,TOYOTA,ETIOS SEDÃ,X / XS / XLS / PLATINUM,1.5-16V,A-4,S,E,F,"8,4","10,4","12,2","14,9",2017
Médio,TOYOTA,PRIUS,NGA / NGA Top,1.8-16V,CVT,S,E,G,\,\,"18,9",17,2017
Médio,LEXUS,CT200H,CT200H / F SPORT,1.8-16V,CVT,S,E,G,\,\,"15,7","14,2",2017
Médio,CHEVROLET,"Novo PRISMA
(MY17)",1.0MT LT,1.0L - 8V,M-6,S,E,F,"8,9","10,8","13,1","15,8",2017
Médio,CHEVROLET,"COBALT (MY
17)",1.4 LT/LTZ,1.4L-8V,M-6,S,E,F,"8,5","10,4","12,5","15,1",2017
Médio,CHEVROLET,"COBALT (MY
17)",1.8M LTZ,1.8L-8V,M-6,S,E,F,"8,3","10,4","12,1","15,1",2017
Médio,CHEVROLET,"COBALT (MY
17)",1.8A LTZ/ELITE,1.8L-8V,A-6,S,E,F,"7,6",10,"11,1","14,4",2017
Médio,CHEVROLET,"Novo PRISMA
(MY17)",1.4MT LT / 1.4MT LTZ,1.4L - 8V,M-6,S,E,F,"8,8","10,7","12,9","15,4",2017
Médio,CHEVROLET,"Novo PRISMA
(MY17)",1.4AT LT / 1.4AT LTZ,1.4L - 8V,A-6,S,E,F,"8,1","10,2","11,9","14,7",2017
Médio,CHEVROLET,"PRISMA JOY
(MY17)",10MT JOYE,1.0L - 8V,M-6,S,E,F,"8,7","10,9","12,9","15,6",2017
Médio,CHEVROLET,SPIN (MY17),1.8L MT (5L),1.8L-8V,M-5,S,E,F,"6,8","7,5","9,7","10,8",2017
Médio,CHEVROLET,SPIN (MY17),1.8L MT LT (5L),1.8L-8V,M-6,S,E,F,"8,1","9,4","11,8","13,7",2017
Médio,CHEVROLET,SPIN (MY17),1.8L MT LS E (5L),1.8L-8V,M-6,S,E,F,"8,1","9,4","11,8","13,7",2017
Médio,CHEVROLET,SPIN (MY17),1.8L AT LT ADV (5L),1.8L-8V,A-6,S,E,F,"7,5","9,2","10,9","13,1",2017
Médio,CHEVROLET,SPIN (MY17),1.8L AT ACT (5L),1.8L-8V,A-6,S,E,F,"6,9","8,4","10,1",12,2017
Médio,VW,Voyage,"City /
Trendline",1.0-12V,M-5,S,H,F,"8,9","10,7","13,1","15,3",2017
Médio,VW,Voyage,Comfortline,1.0-12V,M-5,S,H,F,"8,6","10,2","12,7","14,8",2017
Médio,VW,Voyage,"Trendline
(Rodas aro 14"")",1.6-8V,M-5,S,H,F,"7,9",10,"11,5","14,5",2017
Médio,VW,Voyage,"Comfortline (Rodas aro 15"")
/ Highline (Rodas aro 15"")",1.6-8V,M-5,S,H,F,8,"9,9","11,6","14,1",2017
Médio,VW,Voyage,"Comfortline (Rodas aro 16"")
/ Highline (Rodas aro 16"")",1.6-8V,M-5,S,H,F,"7,6","9,1","10,7","12,6",2017
Médio,VW,Voyage,"Comfortline (Rodas aro 15"") (I-Motion)
/ Highline (Rodas aro 15"") (I-Motion)",1.6-8V,MTA-5,S,H,F,"7,8","9,5","11,2","13,5",2017
Médio,VW,Voyage,"Comfortline (Rodas aro 16"") (I-Motion)
/ Highline (Rodas aro 16"") (I-Motion)",1.6-8V,MTA-5,S,H,F,"7,3","8,6","10,6","12,3",2017
Médio,VW,Spacefox,Trendline / Comfortline,1.6-8V,M-5,S,E,F,"7,8","9,5","11,1","13,6",2017
Médio,VW,Spacefox,"Trendline (I-Motion)
/ Comfortline (I-Motion)",1.6-8V,MTA-5,S,E,F,"7,7","9,3","11,1","13,2",2017
Médio,VW,Spacefox,"Highline (Rodas aro 15"")",1.6-16V,M-6,S,E,F,8,"9,9","11,5",14,2017
Médio,VW,Spacefox,"Highline (Rodas aro 16"")",1.6-16V,M-6,S,E,F,"7,2","8,3","10,4","11,9",2017
Médio,VW,Spacefox,"Highline (Rodas aro 15"") (I-Motion)",1.6-16V,MTA-5,S,E,F,"7,9","9,5","11,3","13,6",2017
Médio,VW,Spacefox,"Highline (Rodas aro 16"") (I-Motion)",1.6-16V,MTA-5,S,E,F,7,"7,5","10,1","10,9",2017
Médio,VW,Golf TSI,Comfortline,1.0-16V,M-6,S,E,F,"8,4","10,1","11,9","14,3",2017
Médio,VW,Golf,Comfortline,1.6-16V,M-5,S,E,F,7,"9,2","10,1",13,2017
Médio,VW,Golf,Comfortline,1.6-16V,A-6,S,E,F,"6,8","8,9",10,"12,6",2017
Médio,VW,Golf TSI,Highline,1.4-16V,M-6,S,E,F,"7,9","9,5","11,6","13,6",2017
Médio,VW,Golf TSI,Highline,1.4-16V,A-6,S,E,F,"7,7","9,5","11,3","13,7",2017
Médio,Mercedes-Benz,A250,SPORT,2.0 - 16V,DCT 7,S,E,G,\,\,"9,7","14,4",2017
Médio,BMW,220i,CAT ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"7,1","8,7","10,5","12,9",2017
Médio,BMW,225i,CAT ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"6,8","8,5","10,2","12,4",2017
Médio,MINI,Cooper,S Clubman,2.0 - 16v,A-8,S,E-H,G,\,\,"10,5","12,6",2017
Médio,HONDA,City,DX,1.5-16V,M-5,S,E,F,"8,6","10,3","12,4","14,6",2017
Médio,HONDA,City,LX / EX / EXL,1.5-16V,CVT,S,E,F,"8,5","10,3","12,3","14,5",2017
Médio,SUBARU,IMPREZA,XV,2.0-16V,CVT,S,E,G,\,\,"9,6","11,6",2017
Médio,VOLVO,V40,"CC T4 Kinetic/ CC T4 Momentum/ T4
Ccountry",2.0 -16V,A-6,S,E,G,\,\,"10,4","12,6",2017
Médio,VOLVO,V40,"T4 Inscription/ T4 Kinetic/T4
Momentum/T4 R-Design/ T4
Summum",2.0-16V,A-6,S,E,G,\,\,"10,1","12,9",2017
Médio,VOLVO,V40,"2.0 T5 Comfort/ 2.0 T5 Dynamic/2.0
T5 Kinetic/ 2.0 T5 Momentum/2.0 T5
R-Design/2.0 T5 Top",2.0-16V,A-8,S,E,G,\,\,"9,7","12,5",2017
Médio,CHERY,CELER,"1.5FFHB FL
1.5FLEX FL
1.5 HB FL
1.5 HB ACT
1.5 SD ACT
1.5 SD FL",1.5 - 16V,M-5,S,H,F,"6,6","7,9","9,2","11,4",2017
Médio,Renault,Logan,Authentique / Expression,1.0-12V,M5,S,E-H,F,"9,4",10,"13,8","14,5",2017
Médio,Renault,Logan,Dynamique / Expression,1.6-16V,M5,S,E-H,F,"8,8","9,5",13,"13,8",2017
Médio,Renault,Logan,Dynamique / Expression,1.6-16V,MTA-5,S,E-H,F,"7,9","9,1","11,8","13,4",2017
Médio,AUDI,A1 Sportback,Attraction,1.4-16V,DCT-7,S,E,G,\,\,"12,6","15,2",2017
Médio,AUDI,A1 Sportback,Ambition,1.8-16V,DCT-7,S,E,G,\,\,"10,7","13,1",2017
Médio,AUDI,A3 Sportback,Attraction / Ambiente,1.4-16V,DCT-7,S,E,G,\,\,"11,6","14,4",2017
Médio,AUDI,RS3 Sportback,-,2.5-20V,DCT-7,S,E,G,\,\,8,"9,9",2017
Médio,FORD,"New Fiesta
Sedan",SEL / Titanium,1.6-16V,M-5,S,E,F,"8,2","9,8","11,6","14,2",2017
Médio,FORD,"New Fiesta
Sedan",SEL / Titanium,1.6-16V,DCT-6,S,E,F,"7,6","9,8","11,1","14,3",2017
Médio,FORD,KA+ (4 Portas),SE / SEL,1.0-12V,M-5,S,E,F,"9,3","10,7","13,2","15,3",2017
Médio,FORD,KA+ (4 Portas),SE / SEL,1.5-16V,M-5,S,E,F,"8,1","9,6","11,7","13,8",2017
Médio,FIAT,Grand Siena,Attractive,1.4-8V,M-5,S,H,F,"7,7","9,4","11,1","13,5",2017
Médio,FIAT,Grand Siena,Essence Dualogic,1.6-16V,MTA-5,S,H,F,7,"8,3","10,1","12,4",2017
Médio,FIAT,Grand Siena,Essence,1.6-16V,M-5,S,H,F,"6,9","8,3","10,1","12,6",2017
Médio,FIAT,Weekend,Attractive,1.4 - 8V,M-5,S,H,F,"7,1","8,3","10,4",12,2017
Médio,FIAT,Dobló,Essence,1.8-16V,M-5,S,H,F,"6,4",7,"9,3","10,2",2017
Médio,FIAT,Grand Siena,Attractive,1.0-8V,M-5,S,H,F,"7,9","9,5","11,2","13,6",2017
Médio,FORD,"KA sedan
(2019)",SE / SE Plus,1.0-12V,M-5,S,E,F,"9,2","10,7","13,4","15,5",2017
Médio,FORD,"KA sedan
(2019)",SE / SE Plus / SEL,1.5-12V,M-5,S,E,F,"8,4","10,3","12,5",15,2017
Médio,FORD,"KA sedan
(2019)",SE / SE Plus,1.5-12V,A-6,S,E,F,"7,8","10,1",11,"14,2",2017
Médio,FORD,"KA sedan
(2019)",Titanium,1.5-12V,A-6,S,E,F,"7,6","10,1","10,9",14,2017
Médio,Hyundai,HB20S,Plus / Style,1.0-12V,M-5,S,H,F,"8,5","9,8",12,14,2017
Médio,Hyundai,HB20S,Plus / Style,1.6-16V,M-6,S,H,F,"8,1","9,8","11,5",14,2017
Médio,Hyundai,HB20S,Plus / Style / Premium,1.6-16V,A-6,S,H,F,7,"9,3","10,2","12,9",2017
Médio,Hyundai,HB20S,Plus / Style,"1.0-12V
Turbo",M-6,S,H,F,"8,4","10,5","11,9","15,2",2017
Médio,KIA,RIO,EX / LX 1.6 FF MT HB,1.6 - 16V,M-6,S,E,F,7,"9,4","10,2","13,8",2017
Médio,KIA,RIO,EX / LX 1.6 FF AT HB,1.6 - 16V,A-6,S,E,F,"7,2","9,3","10,5","13,4",2017
Médio,Mercedes-Benz,A250,SPORT,2.0 - 16V,DCT 7,S,E,G,\,\,"10,1","12,4",2017
Grande,NISSAN,NOVO SENTRA,20 S / 20 SV / 20 SL,2.0 - 16V,CVT,S,E,F,"6,7","9,1","9,9","12,6",2017
Grande,Citroën,C4 Lounge,"THP A Origine / THP A Tendance /
THP A Exclusive","1.6 THP
16v Flex",A-6,S,E-H,F,"7,1",9,"10,5","13,2",2017
Grande,Citroën,C4 Lounge,THP M Origine,"1.6 THP
16v Flex",M-6,S,E-H,F,"7,3",9,"10,9","13,2",2017
Grande,Citroën,DS5,Be Chic / So Chic,"1.6 THP
16v",A-6,S,E-H,G,\,\,9,"11,8",2017
Grande,Peugeot,3008,Griffe,"1.6 THP
16V",A-6,S,E-H,G,\,\,"9,2","11,5",2017
Grande,KIA,CERATO,FF EX4/ LX4/ SX4 ATNB,1.6 - 16V,A-6,S,E,F,7,"9,3","10,1","12,6",2017
Grande,TOYOTA,COROLLA,GLI,1.8-16V,M-6,S,E,F,"7,3","9,1","10,7","13,2",2017
Grande,TOYOTA,COROLLA,GLI,1.8-16V,CVT,S,E,F,"7,8","9,2","11,4","13,2",2017
Grande,TOYOTA,COROLLA,ALTIS / XEI / DYMAMIC,2.0-16V,CVT,S,E,F,"7,2","8,8","10,6","12,6",2017
Grande,LEXUS,IS200,LUXURY / F SPORT,2.0-16V,A-8,S,E,G,\,\,8,"10,6",2017
Grande,CHEVROLET,"Novo Cruze
(modelo 2017)","LT NB AT
LTZ NB AT",1.4T-16V,A-6,S,E,F,"7,6","9,6","11,2",14,2017
Grande,CHEVROLET,"Novo Cruze
Hatch (modelo
2017)","LT HB AT
LTZ HB AT",1 . 4 T - 1 6 V,A - 6,S,E,F,"7,6","9,3","11,3","13,6",2017
Grande,CHEVROLET,"Novo Cruze
Hatch (modelo
2017)",LT HB MT,1.4T-16V,M-6,S,E,F,8,"9,2","11,7","13,5",2017
Grande,VW,Golf Variant,"Comfortline /
Highline",1.4-16V,A-6,S,E,F,"7,5","9,5","10,9","13,8",2017
Grande,VW,Jetta,Trendline,1.4-16V,M-6,S,E,G,\,\,"11,3","13,9",2017
Grande,VW,Jetta,Trendline / Comfortline,1.4-16V,A-6,S,E,G,\,\,"10,4","13,8",2017
Grande,VW,Jetta,Highline,2.0-16V,DCT-6,S,E,G,\,\,"9,4","12,5",2017
Grande,Mercedes-Benz,GLA250 4M,SPORT,2.0 - 16V,DCT 7,S,E,G,\,\,"8,6","12,2",2017
Grande,Mercedes-Benz,GLA200 FF BR,STYLE,1.6 - 16V,DCT 7,S,E,F,"7,1","9,7","10,3","14,2",2017
Grande,BMW,320i,ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"6,7","8,8","9,8","12,8",2017
Grande,BMW,328i,ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"6,4","8,5","9,8","12,5",2017
Grande,BMW,430i,Gran Coupe,2.0 - 16v,A-8,S,E-H,G,\,\,"9,9","12,2",2017
Grande,BMW,X1,sDrive20i ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"6,9","8,4",10,"12,1",2017
Grande,BMW,X1,xDrive25i ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"6,6","8,1","9,4","11,4",2017
Grande,HONDA,Civic,EX / EX-L / SPORT,2.0-16V,CVT,S,E,F,"7,2","8,9","10,5","12,9",2017
Grande,HONDA,Civic,TOURING,1.5T-16V,CVT,S,E,G,\,\,"11,8","14,4",2017
Grande,HONDA,CR-V,EXL FLEX4WD,2.0-16V,A-5,S,E,F,"6,4","8,1","9,2","11,5",2017
Grande,SUBARU,WRX,2.0,2.0-16V,CVT,S,E,G,\,\,"8,5","10,7",2017
Grande,Mitsubishi,Lancer,GT,2.0-16V,CVT,S,H,G,\,\,"8,9",11,2017
Grande,Mitsubishi,Lancer,-,2.0-16V,M-5,S,H,G,\,\,"9,8","11,2",2017
