categoria,marca,modelo,motor,versao,trasmissao,ar_cond,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano,
,VOLVO,XC90,2.0­16V,D5 Inscription,A­8,S,E,D,\,\,"10,5",12,2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC90,2.0­16V,D5 Kinetic,A­8,S,E,D,\,\,"10,5",12,2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC90,2.0­16V,D5 Momentum,A­8,S,E,D,\,\,"10,5",12,2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC90,2.0­16V,T8 Excellence,A­8,S,E,G,\,\,"15,3","15,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC90,2.0­16V,T8 Inscription,A­8,S,E,G,\,\,"15,3","15,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLVO,XC90,2.0­16V,T8 Momentum,A­8,S,E,G,\,\,"15,3","15,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,,,,,,,,,,,,,2016,Página 33 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,,,,,"Contínua
(CVT)",,(E­H),,,,,,2016,
,VOLVO,XC90,2.0­16V,T8 R­Design,A­8,S,E,G,\,\,"15,3","15,8",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLKSWAGEN,Tiguan,1.4­16V,,DCT­6,S,E,G,\,\,"10,1","11,6",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,VOLKSWAGEN,Tiguan,2.0­16V,,A­6,S,E,G,\,\,7,"8,6",2016,"UTILITÁRIO
ESPORTIVO
GRANDE"
,CHEVROLET,TRAILBLAZER (2017),3.6­24V,LTZ 4x4,A­6,S,E,G,\,\,"6,6","8,6",2016,"FORA DE
ESTRADA"
,CHEVROLET,TRAILBLAZER (2017),2.8­16V,LT 4x4,A­6,S,E,D,\,\,"7,8","9,1",2016,"FORA DE
ESTRADA"
,CHEVROLET,TRAILBLAZER (2017),2.8­16V,LTZ 4x4,A­6,S,E,D,\,\,"7,8","9,1",2016,"FORA DE
ESTRADA"
,FORD,Ecosport,2.0­16V,"Freestyle
4WD",M­6,S,E,F,"5,7",7,"8,6","10,3",2016,"FORA DE
ESTRADA"
,JEEP,Renegade,2.0­16V,Trailhawk,A­9,S,E,D,\,\,"9,4","11,5",2016,"FORA DE
ESTRADA"
,JEEP,Wrangler,3.6­24V,"Unlimited
Sport",A­5,S,H,G,\,\,"5,8","6,7",2016,"FORA DE
ESTRADA"
,JEEP,Wrangler,3.6­24V,Sport,A­5,S,H,G,\,\,"5,8","6,7",2016,"FORA DE
ESTRADA"
,JEEP,Compass,2.0­16V,Trailhawk,A­9,S,E,D,\,\,"9,8","11,4",2016,"FORA DE
ESTRADA"
,KIA,Sorento,3.3­24V,EX3 G27,A­6,S,E,G,\,\,"7,2","9,3",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery,3.0­24V,SDV6 S,A­8,S,E,D,\,\,"8,3","9,8",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery,3.0­24V,SDV6 Black,A­8,S,E,D,\,\,"8,3","9,8",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery,3.0­24V,SDV6 HSE,A­8,S,E,D,\,\,"8,3","9,8",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery,3.0­24V,SDV6 SE,A­8,S,E,D,\,\,"8,3","9,8",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery,3.0­24V,Graphite,A­8,S,E,D,\,\,"8,3","9,8",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery,3.0­24V,Graphite 5,A­8,S,E,D,\,\,"8,3","9,8",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.2­16V,SD4 HSE,A­9,S,E,D,\,\,"9,3","11,4",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.2­16V,SD4 HSE L,A­9,S,E,D,\,\,"9,3","11,4",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.2­16V,SD4 HSE 7L,A­9,S,E,D,\,\,"9,3","11,4",2016,"FORA DE
ESTRADA"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 34 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,LAND ROVER,Discovery Sport,2.2­16V,SD4 HSEL7L,A­9,S,E,D,\,\,"9,3","11,4",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.2­16V,SD4 S,A­9,S,E,D,\,\,"9,3","11,4",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.2­16V,SD4 SE,A­9,S,E,D,\,\,"9,3","11,4",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.2­16V,SD4 SE 7L,A­9,S,E,D,\,\,"9,3","11,4",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,SI4 S,A­9,S,E,G,\,\,7,"8,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,SI4 SE,A­9,S,E,G,\,\,7,"8,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,SI4 HSE,A­9,S,E,G,\,\,7,"8,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,SI4 HSEL,A­9,S,E,G,\,\,7,"8,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,SI4 SE7L,A­9,S,E,G,\,\,7,"8,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,HSE7L,A­9,S,E,G,\,\,7,"8,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,HSEL 7L,A­9,S,E,G,\,\,7,"8,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport BR,2.0­16V,SI4 S,A­9,S,E,G,\,\,7,"8,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport BR,2.0­16V,SI4 SE,A­9,S,E,G,\,\,7,"8,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport BR,2.0­16V,SI4 HSE,A­9,S,E,G,\,\,7,"8,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport BR,2.0­16V,SI4 HSEL,A­9,S,E,G,\,\,7,"8,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport BR,2.0­16V,SI4 SE7L,A­9,S,E,G,\,\,7,"8,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport BR,2.0­16V,HSE7L,A­9,S,E,G,\,\,7,"8,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport BR,2.0­16V,HSEL 7L,A­9,S,E,G,\,\,7,"8,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,TD4 HSE,A­9,S,E,D,\,\,11,"13,2",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,TD4 HSE L,A­9,S,E,D,\,\,11,"13,2",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,TD4 HSE 7L,A­9,S,E,D,\,\,11,"13,2",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,TD4 HSEL7L,A­9,S,E,D,\,\,11,"13,2",2016,"FORA DE
ESTRADA"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 35 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,LAND ROVER,Discovery Sport,2.0­16V,TD4 S,A­9,S,E,D,\,\,11,"13,2",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,TD4 SE,A­9,S,E,D,\,\,11,"13,2",2016,"FORA DE
ESTRADA"
,LAND ROVER,Discovery Sport,2.0­16V,TD4 SE 7L,A­9,S,E,D,\,\,11,"13,2",2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque,2.2­16V,Pure SD4,A­9,S,E,D,\,\,"10,7","12,8",2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque,2.2­16V,HSE SD4,A­9,S,E,D,\,\,"10,7","12,8",2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque,2.0­16V,Pure,A­9,S,E,G,\,\,"7,8","11,6",2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque,2.0­16V,SE,A­9,S,E,G,\,\,"7,8","11,6",2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque,2.0­16V,SE Dynamic,A­9,S,E,G,\,\,"7,8","11,6",2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque,2.0­16V,HSE Dynamic,A­9,S,E,G,\,\,"7,8","11,6",2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque BR,2.0­16V,Pure,A­9,S,E,G,\,\,"7,8","11,6",2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque BR,2.0­16V,SE,A­9,S,E,G,\,\,"7,8","11,6",2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque BR,2.0­16V,SE Dynamic,A­9,S,E,G,\,\,"7,8","11,6",2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque BR,2.0­16V,HSE Dynamic,A­9,S,E,G,\,\,"7,8","11,6",2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque,2.0­16V,HSE TD4,A­9,S,E,D,\,\,"12,1","15,8",2016,"FORA DE
ESTRADA"
,LAND ROVER,Evoque,2.0­16V,SE TD4,A­9,S,E,D,\,\,"12,1","15,8",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover,3.0­24V,TDV6 HSE,A­8,S,E,D,\,\,10,"11,8",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover,3.0­24V,TDV6 Vogue,A­8,S,E,D,\,\,10,"11,8",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover,5.0­32V,"V8 SC
Voguese",A­8,S,E,G,\,\,"4,7","7,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover,5.0­32V,V8 SC AB,A­8,S,E,G,\,\,"4,7","7,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover,5.0­32V,V8 SC AB L,A­8,S,E,G,\,\,"4,7","7,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover,5.0­32V,ABLACKL,A­8,S,E,G,\,\,"4,7","7,5",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover,5.0­32V,V8SC SVAB,A­8,S,E,G,\,\,"4,9","7,3",2016,"FORA DE
ESTRADA"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 36 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,LAND ROVER,Range Rover Sport,3.0­24V,"3,0 SC HST",A­8,S,E,G,\,\,"6,2","8,4",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,3.0­24V,"3,0 SC S",A­8,S,E,G,\,\,"5,8","7,9",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,3.0­24V,"3,0 SC SE",A­8,S,E,G,\,\,"5,8","7,9",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,3.0­24V,"3,0 SE HSE",A­8,S,E,G,\,\,"5,8","7,9",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,3.0­24V,"3,0 TD HSE",A­8,S,E,D,\,\,"9,4","12,7",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,3.0­24V,"3,0 TD S",A­8,S,E,D,\,\,"9,4","12,7",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,3.0­24V,"3,0 TD SE",A­8,S,E,D,\,\,"9,4","12,7",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,3.0­24V,"3,0 TD ABD",A­8,S,E,D,\,\,"9,4","12,7",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,5.0­32V,"5,0 SC DYN",A­8,S,E,G,\,\,"4,9","7,3",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,5.0­32V,"5,0 SC AB",A­8,S,E,G,\,\,"4,9","7,3",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,5.0­32V,"5,0 SC AB D",A­8,S,E,G,\,\,"4,9","7,3",2016,"FORA DE
ESTRADA"
,LAND ROVER,Range Rover Sport,5.0­32V,SVR 550,A­8,S,E,G,\,\,5,"7,3",2016,"FORA DE
ESTRADA"
,MERCEDES­BENZ,GLE 350d,3.0­32V,,A­9,S,E,D,\,\,"8,8","12,6",2016,"FORA DE
ESTRADA"
,MITSUBISHI,ASX,2.0­16V,Outdoor,M­5,S,E,G,\,\,"7,6","8,9",2016,"FORA DE
ESTRADA"
,MITSUBISHI,Outlander,2.2­16V,4WD,A­6,S,E,D,\,\,11,"13,4",2016,"FORA DE
ESTRADA"
,MITSUBISHI,New Outlander,3.0­24V,GT 4WD,A­6,S,E,G,\,\,"6,9","8,4",2016,"FORA DE
ESTRADA"
,MITSUBISHI,Pajero 5 portas,3.8­24V,4X4,A­5,S,H,G,\,\,"5,3","6,7",2016,"FORA DE
ESTRADA"
,RENAULT,Duster,2.0­16V,"Dynamique
(4x4)",M­6,S,H,F,"6,2","7,1","9,1","10,3",2016,"FORA DE
ESTRADA"
,RENAULT,Duster (2017),2.0­16V,"Dynamique
(4x4)",M­6,S,E­H,F,"6,7","7,5","9,8","10,8",2016,"FORA DE
ESTRADA"
,RENAULT,Duster (2017),2.0­16V,Dakar (4x4),M­6,S,E­H,F,"6,7","7,5","9,8","10,8",2016,"FORA DE
ESTRADA"
,SUZUKI,Grand Vitara,2.0­16V,4X4,A­4,S,H,G,\,\,"7,3","8,9",2016,"FORA DE
ESTRADA"
,SUZUKI,Grand Vitara,2.0­16V,4X4 Premium,A­4,S,H,G,\,\,"7,3","8,9",2016,"FORA DE
ESTRADA"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 37 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,SUZUKI,Grand Vitara,2.0­16V,4X4,M­5,S,H,G,\,\,"7,6","9,1",2016,"FORA DE
ESTRADA"
,SUZUKI,Grand Vitara,2.0­16V,4X4 Sport,M­5,S,H,G,\,\,"7,6","9,1",2016,"FORA DE
ESTRADA"
,SUZUKI,Jimny 4X4,1.3­16V,4All,M­5,S,H,G,\,\,"9,5","10,7",2016,"FORA DE
ESTRADA"
,SUZUKI,Jimny 4X4,1.3­16V,4Sun,M­5,S,H,G,\,\,"9,5","10,7",2016,"FORA DE
ESTRADA"
,SUZUKI,Jimny 4X4,1.3­16V,4Sport,M­5,S,H,G,\,\,"9,5","10,7",2016,"FORA DE
ESTRADA"
,SUZUKI,Jimny 4X4,1.3­16V,4Work,M­5,S,H,G,\,\,"9,5","10,7",2016,"FORA DE
ESTRADA"
,TOYOTA,Hilux SW4 Diesel 4X4,2.8­16V,SRV,A­6,S,E,D,\,\,9,"10,5",2016,"FORA DE
ESTRADA"
,TOYOTA,Hilux SW4 Diesel 4X4,2.8­16V,SRX,A­6,S,E,D,\,\,9,"10,5",2016,"FORA DE
ESTRADA"
,TOYOTA,Hilux SW4 Gasolina 4X4,4.0­24V,SRX,A­6,S,E,G,\,\,6,"7,6",2016,"FORA DE
ESTRADA"
,CHEVROLET,Spin,1.8­8V,LTZ (7L),A­6,S,H,F,"5,9","7,4","8,9","10,8",2016,MINIVAN
,CHEVROLET,Spin,1.8­8V,LTZ (7L),M­5,S,H,F,"6,5","7,4","9,2","10,8",2016,MINIVAN
,CHEVROLET,Spin (2017),1.8­8V,LTZ (7L),M­6,S,E,F,"8,1","9,4","11,8","13,7",2016,MINIVAN
,CHEVROLET,Spin (2017),1.8­8V,LTZ (7L),A­6,S,E,F,"7,5","9,2","10,9","13,1",2016,MINIVAN
,CHRYSLER,Town & Country,3.6­24V,Touring,A­6,S,H,G,\,\,"6,2","8,6",2016,MINIVAN
,CHRYSLER,Town & Country,3.6­24V,Limited,A­6,S,H,G,\,\,"6,2","8,6",2016,MINIVAN
,CITROEN,Grand C4 Picasso,1.6­16V,Seduction,A­6,S,E­H,G,\,\,"9,4","11,7",2016,MINIVAN
,CITROEN,Grand C4 Picasso,1.6­16V,Intensive,A­6,S,E­H,G,\,\,"9,4","11,7",2016,MINIVAN
,DODGE,Journey,3.6­24V,SXT,A­6,S,H,G,\,\,"6,5","9,3",2016,MINIVAN
,FIAT,Dobló,1.4­8V,Attractive,M­5,S,H,F,"6,4","6,4","9,3","9,4",2016,MINIVAN
,FIAT,Dobló,1.8­16V,Essence,M­5,S,H,F,"6,2","6,7","9,1","9,7",2016,MINIVAN
,FIAT,Dobló (2017),1.8­16V,Essence 7L,M­5,S,H,F,"6,4",7,"9,3","10,2",2016,MINIVAN
,FIAT,Freemont,2.4­16V,Emotion,A­6,S,H,G,\,\,"7,1","10,7",2016,MINIVAN
,FIAT,Freemont,2.4­16V,Precision,A­6,S,H,G,\,\,"7,1","10,7",2016,MINIVAN
,HYUNDAI,Santa Fé,3.3­24V,(7L),A­6,S,E,G,\,\,"7,1","9,2",2016,MINIVAN
,JAC,J6,2.0­16V,Jetflex 7S,M­5,S,H,F,5,"6,2","7,1",9,2016,MINIVAN
,JAC,Carnival,3.3­24V,EX,A­6,S,H,G,\,\,"6,5","8,7",2016,MINIVAN
,MERCEDES­BENZ,Vito Tourer 119,2.0­16V,,M­6,S,E,F,"5,6","7,5","8,1","10,9",2016,MINIVAN
,CITROEN,Jumper,2.3­16V,"Minibus 2,3HDi
33M",M­5,S,H,D,\,\,"7,9","9,6",2016,COMERCIAL
,CITROEN,Jumper,2.3­16V,"Furgão 2,3HDi
35LH",M­5,S,H,D,\,\,"7,9","9,6",2016,COMERCIAL
,FIAT,Dobló,1.4­8V,Cargo,M­5,N,M,F,"6,8","7,1","9,8","10,3",2016,COMERCIAL
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 38 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,FIAT,Dobló,1.8­16V,Cargo,M­5,N,M,F,"6,4","7,1","9,5","10,4",2016,COMERCIAL
,MERCEDES­BENZ,Vito 111 CDI,1.6­16V,,M­6,N,E,D,\,\,"8,2","11,6",2016,COMERCIAL
,MERCEDES­BENZ,Sprinter Street 313,2.1­16V,,M­6,S,H,D,\,\,"7,6","9,1",2016,COMERCIAL
,PEUGEOT,Boxer,2.3­16V,Minibus 330M,M­5,S,H,D,\,\,"7,9","9,6",2016,COMERCIAL
,PEUGEOT,Boxer,2.3­16V,Furgão 350LH,M­5,S,H,D,\,\,"7,9","9,6",2016,COMERCIAL
,RELY,Van,1.0­16V,,M­5,S,H,G,\,\,"7,7","8,7",2016,COMERCIAL
,RENAULT,Kangoo,1.6­16V,Express,M­5,S,M,F,"6,1","7,1","8,8","10,3",2016,COMERCIAL
,CHEVROLET,Montana,1.4­8V,LS,M­5,S,H,F,"7,1","8,3","10,4",12,2016,"CARGA
DERIVADO"
,CHEVROLET,Montana,1.4­8V,Sport,M­5,S,H,F,"7,1","8,3","10,4",12,2016,"CARGA
DERIVADO"
,CHEVROLET,Montana (2017),1.4­8V,LS1,M­5,N,H,F,"7,9","9,2","11,7","13,4",2016,"CARGA
DERIVADO"
,CHEVROLET,Montana (2017),1.4­8V,LS2,M­5,S,H,F,"7,5","8,4","11,3","12,6",2016,"CARGA
DERIVADO"
,CHEVROLET,Montana (2017),1.4­8V,Sport,M­5,S,H,F,"7,5","8,4","11,3","12,6",2016,"CARGA
DERIVADO"
,FIAT,Fiorino,1.4­8V,Furgão,M­5,N,M,F,"7,5","8,3","10,7","12,1",2016,"CARGA
DERIVADO"
,FIAT,Fiorino (2017),1.4­8V,,M­5,N,H,F,"7,3","8,3","10,7","12,3",2016,"CARGA
DERIVADO"
,FIAT,Fiorino (2017),1.4­8V,Hard Working,M­5,S,H,F,"7,6","8,8",11,"13,2",2016,"CARGA
DERIVADO"
,FIAT,Novo Uno,1.4­8V,Furgão,M­5,S,H,F,"7,8","8,8","11,2","12,5",2016,"CARGA
DERIVADO"
,FIAT,Strada,1.6­16V,Trekking CD,M­5,S,H,F,7,"7,7",10,"11,2",2016,"CARGA
DERIVADO"
,FIAT,Strada,1.4­8V,Working CC,M­5,N,H,F,7,"7,6","10,3","10,9",2016,"CARGA
DERIVADO"
,FIAT,Strada,1.4­8V,CE,M­5,N,H,F,7,"7,6","10,3","10,9",2016,"CARGA
DERIVADO"
,VOLKSWAGEN,Saveiro CS,1.6­8V,Startline,M­5,S,H,F,"7,3","7,9","10,5","11,4",2016,"CARGA
DERIVADO"
,VOLKSWAGEN,Saveiro CS,1.6­8V,Trendline,M­5,S,H,F,"7,3","7,9","10,5","11,4",2016,"CARGA
DERIVADO"
,VOLKSWAGEN,Saveiro CS,1.6­8V,Surf,M­5,S,H,F,"7,3","7,9","10,5","11,4",2016,"CARGA
DERIVADO"
,VOLKSWAGEN,Nova Saveiro CS,1.6­8V,Robust,M­5,S,H,F,"7,5","8,8","10,8","12,4",2016,"CARGA
DERIVADO"
,VOLKSWAGEN,Nova Saveiro CS,1.6­8V,Trendline,M­5,S,H,F,"7,5","8,8","10,8","12,4",2016,"CARGA
DERIVADO"
,VOLKSWAGEN,Nova Saveiro CE,1.6­8V,Trendline,M­5,S,H,F,"7,5","8,8","10,9","12,8",2016,"CARGA
DERIVADO"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 39 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,VOLKSWAGEN,Nova Saveiro CD,1.6­8V,Trendline,M­5,S,H,F,"7,6","8,6","10,9","12,1",2016,"CARGA
DERIVADO"
,VOLKSWAGEN,Nova Saveiro CD,1.6­8V,Highline,M­5,S,H,F,"7,6","8,6","10,9","12,1",2016,"CARGA
DERIVADO"
,VOLKSWAGEN,Saveiro CE (Pneus On Road),1.6­16V,Cross,M­5,S,H,F,"7,3","9,1","10,6","13,1",2016,"CARGA
DERIVADO"
,VOLKSWAGEN,Saveiro CD (Pneus On Road),1.6­16V,Cross,M­5,S,H,F,"7,2","8,6","10,4","12,4",2016,"CARGA
DERIVADO"
,CHEVROLET,S10,2.5­16V,"High Country
Cabine Dupla
4x4",M­6,S,H,F,"5,1","5,5","7,4","8,2",2016,PICAPE
,CHEVROLET,S10,2.5­16V,"High Country
Cabine Dupla
4x2",M­6,S,H,F,"5,1","5,5","7,4","8,2",2016,PICAPE
