categoria,marca,modelo,versao,motor,transmissao,ar_cond,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano
Grande,TOYOTA,COROLLA CROSS,XRX HYBRID,1.8 - 16V,CVT,S,E,F,"11,8","9,7","17,8","14,7",2022
Grande,TOYOTA,COROLLA CROSS,XRE 20,2.0 - 16V,CVT,S,E,F,"8,2",9,"11,7",13,2022
Grande,TOYOTA,COROLLA CROSS,XR 20,2.0 - 16V,CVT,S,E,F,"8,2",9,"11,7",13,2022
Grande,TOYOTA,COROLLA,APREMIUMH,1.8 - 16V,CVT,S,E,F,"11,8","10,5","17,9","15,4",2022
Grande,TOYOTA,COROLLA,ALTIS HV,1.8 - 16V,CVT,S,E,F,"11,8","10,5","17,9","15,4",2022
Grande,TOYOTA,COROLLA,XEI 20,2.0 - 16V,CVT,S,E,F,"8,3","9,8","11,9","14,2",2022
Grande,TOYOTA,COROLLA,GLI 20,2.0 - 16V,CVT,S,E,F,"8,3","9,8","11,9","14,2",2022
Grande,TOYOTA,COROLLA,ALTIS 20,2.0 - 16V,CVT,S,E,F,"8,3","9,8","11,9","14,2",2022
Grande,TOYOTA,COROLLA,GRS,2.0 - 16V,CVT,S,E,F,"8,3","9,8","11,9","14,2",2022
Extra Grande,AUDI,A4 Sedan,Prestige,2.0 - 16V,DCT-7,S,E,G,\,\,"10,5","12,5",2022
Extra Grande,AUDI,A4 Sedan,S line,2.0 - 16V,DCT-7,S,E,G,\,\,"10,5","12,5",2022
Extra Grande,AUDI,A5 Sportback,S line,2.0 - 16V,DCT-7,S,E,G,\,\,"10,3","12,4",2022
Extra Grande,AUDI,RS 5 Sportback,-,2.9 - 24 V,A-8,S,E,G,\,\,7,"9,5",2022
Extra Grande,AUDI,RS 6 Avant,-,4.0 - 32V,A-8,S,E,G,\,\,"5,4","7,2",2022
Extra Grande,AUDI,Q5,Prestige,2.0 - 16V,A- 7,S,E,G,\,\,8,"9,5",2022
Extra Grande,AUDI,Q5,S line,2.0 - 16V,A- 7,S,E,G,\,\,8,"9,5",2022
Extra Grande,AUDI,Q5,Prestige,2.0 - 16V,A-7,S,E,G,\,\,"8,5",10,2022
Extra Grande,AUDI,Q5,S line,2.0 - 16V,A-7,S,E,G,\,\,"8,5",10,2022
Extra Grande,AUDI,Q5,S line Black,2.0 - 16V,A-7,S,E,G,\,\,"8,5",10,2022
Extra Grande,AUDI,Q7,Performance,3.0 - 24V,A-8,S,E,G,\,\,"7,1","8,1",2022
Extra Grande,AUDI,Q7,Performance Black,3.0 - 24V,A-8,S,E,G,\,\,"7,1","8,1",2022
Extra Grande,AUDI,Q8 Sportback,Performance,3.0 - 24V,A-8,S,E,G,\,\,7,"7,6",2022
Extra Grande,AUDI,Q8 Sportback,Performance Black,3.0 - 24V,A-8,S,E,G,\,\,7,"7,6",2022
Extra Grande,AUDI,RS e-tron GT,-,Elétrico,A,S,E,E,\,\,"29,3","29,1",2022
Extra Grande,AUDI,RS e-tron GT,-,Elétrico,A,S,E,E,\,\,"29,3","29,1",2022
Extra Grande,AUDI,e-tron S Sportback,-,Elétrico,A,S,E,E,\,\,"23,6",23,2022
Extra Grande,AUDI,e-tron Sportback,Performance,Elétrico,A,S,E,E,\,\,"22,7","22,8",2022
Extra Grande,AUDI,e-tron Sportback,Performance Black,Elétrico,A,S,E,E,\,\,"22,7","22,8",2022
Extra Grande,AUDI,e-tron,Performance,Elétrico,A,S,E,E,\,\,23,"23,1",2022
Extra Grande,AUDI,e-tron,Performance Black,Elétrico,A,S,E,E,\,\,23,"23,1",2022
Extra Grande,AUDI,Q5 TFSI e,Performance,2.0 - 16V,A-7,S,E,G,\,\,"22,4","21,6",2022
Extra Grande,AUDI,Q5 TFSI e,Performance,2.0 - 16V,A-7,S,E,G,\,\,"21,2","21,3",2022
Extra Grande,AUDI,Q5 TFSI e,Performance Black,2.0 - 16V,A-7,S,E,G,\,\,"21,2","21,3",2022
Extra Grande,AUDI,Q5 Sportback TFSI e,Performance,2.0 - 16V,A-7,S,E,G,\,\,"21,4","21,1",2022
Extra Grande,AUDI,Q5 Sportback TFSI e,Performance,2.0 - 16V,A-7,S,E,G,\,\,"21,9","21,5",2022
Extra Grande,AUDI,Q5 Sportback TFSI e,Performance Black,2.0 - 16V,A-7,S,E,G,\,\,"21,9","21,5",2022
Extra Grande,AUDI,Q7,Performance,3.0 - 24V,A-8,S,E,G,\,\,"6,7","7,8",2022
Extra Grande,AUDI,RS Q8,-,4.0 - 32V,A-8,S,E,G,\,\,"5,5","7,1",2022
Extra Grande,AUDI,"RS 5 Sportback Competition
Plus",-,2.9 - 24 V,A-8,S,E,G,\,\,"6,8","9,6",2022
Extra Grande,BMW,420i,Cabrio,2.0 - 16V,A-8,S,E-H,G,\,\,"9,9","13,3",2022
Extra Grande,BMW,330e,-,2.0 - 16V,A-8,S,E-H,G,\,\,"21,7","24,6",2022
Extra Grande,BMW,320i,GP Flex,2.0 - 16V,A-8,S,E-H,F,"7,8","9,4","11,2","13,3",2022
Extra Grande,BMW,320i,Sport GP Flex,2.0 - 16V,A-8,S,E-H,F,"7,5","9,1","10,7","13,4",2022
Extra Grande,BMW,320i,M Sport Flex,2.0 - 16V,A-8,S,E-H,F,"7,5","9,1","10,7","13,4",2022
Extra Grande,BMW,530e,-,2.0 - 16V,A-8,S,E-H,G,\,\,24,"25,8",2022
Extra Grande,BMW,IX3,-,Elétrico,A,S,E,E,\,\,"37,9","32,7",2022
Extra Grande,BMW,IX xDrive 40,-,Elétrico,A,S,E,E,\,\,"35,2","29,9",2022
Extra Grande,BMW,IX xDrive 50,-,Elétrico,A,S,E,E,\,\,"36,4","30,2",2022
Extra Grande,BMW,i4 40,-,Elétrico,A,S,E,E,\,\,"35,9","34,5",2022
Extra Grande,BMW,320i,GP Flex/ MY23,2.0 - 16V,A-8,S,E,F,"7,5","9,2","10,7","13,2",2022
Extra Grande,BMW,320i,Sport GP Flex/ MY23,2.0 - 16V,A-8,S,E,F,"7,5","9,2","10,7","13,2",2022
Extra Grande,BMW,320i,Active Flex/ MY23,2.0 - 16V,A-8,S,E,F,"7,2",9,"10,4","13,1",2022
Extra Grande,BMW,320i,M Sport Flex/ MY23,2.0 - 16V,A-8,S,E,F,"7,5","9,1","10,6","13,2",2022
Extra Grande,BMW,i4,M50,Elétrico,A,S,E,E,\,\,"28,1","27,3",2022
Extra Grande,Chevrolet,EQUINOX,15T PRE,1.5T -16V,A-6,S,E,G,\,\,9,"10,8",2022
Extra Grande,Chevrolet,EQUINOX,15T RS,1.5T -16V,A-6,S,E,G,\,\,"9,3","11,5",2022
Extra Grande,Chevrolet,EQUINOX,15T LT,1.5T -16V,A-6,S,E,G,\,\,"9,3","11,5",2022
Extra Grande,Ford,Territory,SEL,1.5 - 16V,CVT,S,E,G,\,\,"9,4","9,8",2022
Extra Grande,Ford,Territory,SEL Plus,1.5 - 16V,CVT,S,E,G,\,\,"9,4","9,8",2022
Extra Grande,Ford,Territory,Titanium,1.5 - 16V,CVT,S,E,G,\,\,"9,4","9,8",2022
Extra Grande,Great Wall,HAVAL H6 HEV,TOP,1.5-16V,A-2,S,E,G,\,\,"12,3","13,6",2022
Extra Grande,Great Wall,HAVAL H6 HEV,TOP8,1.5-16V,A-2,S,E,G,\,\,"12,3","13,6",2022
