categoria,marca,modelo,versao,motor,transmissao,ar_cond,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano
Fora de Estrada,LAND ROVER,RANGE ROVER SPORT,3.0 TD HSE,3.0-24V,A-8,S,E,D,\,\,"8,8","10,6",
Fora de Estrada,LAND ROVER,RANGE ROVER SPORT,3.0 TD HSED,3.0-24V,A-8,S,E,D,\,\,"8,8","10,6",
Fora de Estrada,LAND ROVER,RANGE ROVER SPORT,3.0 TD SE,3.0-24V,A-8,S,E,D,\,\,"8,8","10,6",
Fora de Estrada,LAND ROVER,DISCOVERY SPORT,D200 S,2.0-16V,A-9,S,E,D,\,\,"10,4","12,6",
Fora de Estrada,LAND ROVER,DISCOVERY SPORT,D200 S 7L,2.0-16V,A-9,S,E,D,\,\,"10,4","12,6",
Fora de Estrada,LAND ROVER,DISCOVERY SPORT,D200 SE,2.0-16V,A-9,S,E,D,\,\,"10,4","12,6",
Fora de Estrada,LAND ROVER,DISCOVERY SPORT,D200 SE RD,2.0-16V,A-9,S,E,D,\,\,"10,4","12,6",
Fora de Estrada,LAND ROVER,DISCOVERY SPORT,D200 SE RD7L,2.0-16V,A-9,S,E,D,\,\,"10,4","12,6",
Fora de Estrada,LAND ROVER,DISCOVERY SPORT,D200 SE 7L,2.0-16V,A-9,S,E,D,\,\,"10,4","12,6",
Fora de Estrada,LAND ROVER,VELAR,P340,3.0-24V,A-8,S,E,G,\,\,"7,4","9,6",
Fora de Estrada,LAND ROVER,VELAR,P340 HSE RDYN,3.0-24V,A-8,S,E,G,\,\,"7,4","9,6",
Fora de Estrada,LAND ROVER,VELAR,P340 SE,3.0-24V,A-8,S,E,G,\,\,"7,4","9,6",
Fora de Estrada,LAND ROVER,VELAR,P340 SE RDYN,3.0-24V,A-8,S,E,G,\,\,"7,4","9,6",
Fora de Estrada,LAND ROVER,DISCOVERY SPORT,P250FF S,2.0-16V,A-9,S,E,F,"4,9","6,2",7,"8,6",
Fora de Estrada,LAND ROVER,DISCOVERY SPORT,P250FF S 7L,2.0-16V,A-9,S,E,F,"4,9","6,2",7,"8,6",
Fora de Estrada,LAND ROVER,DISCOVERY SPORT,P250FF SE,2.0-16V,A-9,S,E,F,"4,9","6,2",7,"8,6",
Fora de Estrada,LAND ROVER,DISCOVERY SPORT,P250FF SE 7L,2.0-16V,A-9,S,E,F,"4,9","6,2",7,"8,6",
Fora de Estrada,LAND ROVER,DISCOVERY SPORT,P250FF SE RD,2.0-16V,A-9,S,E,F,"4,9","6,2",7,"8,6",
Fora de Estrada,LAND ROVER,DISCOVERY SPORT,P250FF SERD7,2.0-16V,A-9,S,E,F,"4,9","6,2",7,"8,6",
Fora de Estrada,LAND ROVER,EVOQUE,P250FF HSERD,2.0-16V,A-9,S,E,F,"5,4","7,1","8,2","10,4",
Fora de Estrada,LAND ROVER,EVOQUE,P250FF S,2.0-16V,A-9,S,E,F,"5,4","7,1","8,2","10,4",
Fora de Estrada,LAND ROVER,EVOQUE,P250FF SE,2.0-16V,A-9,S,E,F,"5,4","7,1","8,2","10,4",
Fora de Estrada,Mitsubishi,Pajero,HPE,3.8-24V,A-5,S,H,G,\,\,"5,3","6,7",
Fora de Estrada,Mitsubishi,Pajero,HPE 3P,3.2-16V,A-5,S,H,D,\,\,"8,3","9,9",
Fora de Estrada,Mitsubishi,Pajero,HPE 5P,3.2-16V,A-5,S,H,D,\,\,"8,3","9,9",
Fora de Estrada,Mitsubishi,Outlander,V6 HPE-S,3.0-24V,A-6,S,E,G,\,\,"8,2","10,3",
Fora de Estrada,Mitsubishi,Outlander,Diesel HPE-S,2.2-16V,A-6,S,E,D,\,\,"10,8","13,7",
Fora de Estrada,Mitsubishi,Pajero Sport,HPE,2.4-16V,A-8,S,H,D,\,\,"8,9","11,7",
Fora de Estrada,Mitsubishi,Pajero Sport,HPE-S,2.4-16V,A-8,S,H,D,\,\,"8,9","11,7",
Fora de Estrada,Mitsubishi,Pajero,HPE,3.8-24V,A-5,S,H,G,\,\,"5,3","6,7",
Fora de Estrada,Mitsubishi,Pajero,HPE,3.8-24V,A-5,S,H,G,\,\,"5,3","6,7",
Fora de Estrada,Mitsubishi,Pajero,HPE 3P,3.2-16V,A-5,S,H,D,\,\,"8,3","9,9",
Fora de Estrada,Mitsubishi,Pajero,HPE 5P,3.2-16V,A-5,S,H,D,\,\,"8,3","9,9",
Fora de Estrada,SUZUKI,Jimny 4X4,4ALL,1.3-16V,M-5,S,H,G,\,\,"10,3","10,4",
Fora de Estrada,SUZUKI,Jimny 4X4,4SPORT,1.3-16V,M-5,S,H,G,\,\,"10,3","10,4",
Fora de Estrada,SUZUKI,Jimny 4X4,4WORK,1.3-16V,M-5,S,H,G,\,\,"10,3","10,4",
Fora de Estrada,SUZUKI,Jimny 4X4,4SPORT FOREST,1.3-16V,M-5,S,H,G,\,\,"10,3","10,4",
Fora de Estrada,SUZUKI,JIMNY SIERRA,4YOU ALLGRIP,1.5-16V,A-4,S,E,G,\,\,"10,3","10,2",
