categoria,marca,modelo,motor,versao,transmissao,ar_cond,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano
Compacto,NISSAN,NEW MARCH,10 Conforto / 10 S / 10 SV,1.0 - 12V,M-5,S,E,F,"8,8","10,5","12,9","15,0",2018
Compacto,NISSAN,NEW MARCH,16 S / 16 SV / 16 SL,1.6 - 16V,M-5,S,E,F,"8,5","9,9","12,6","14,4",2018
Compacto,NISSAN,NEW MARCH,16 SV / 16 SL,1.6 - 16V,CVT,S,E,F,"7,8","9,8","11,7","14,5",2018
Compacto,TOYOTA,"ETIOS
HATCHBACK",X,1.3-16V,M-6,S,E,F,"8,6","9,8","12,6","14,2",2018
Compacto,TOYOTA,"ETIOS
HATCHBACK",X,1.3-16V,A-4,S,E,F,"8,2","9,2","11,8","13,3",2018
Compacto,TOYOTA,"ETIOS
HATCHBACK","XS / XLS / XPLUS / PLATINUM /
CROSS",1.5-16V,M-6,S,E,F,"8,3","9,8","12,4","14,1",2018
Compacto,TOYOTA,"ETIOS
HATCHBACK","XS / XLS / XPLUS / PLATINUM /
CROSS / READY",1.5-16V,A-4,S,E,F,"8,1","9,2","11,9","13,2",2018
Compacto,HONDA,Fit,DX / LX,1.5-16V,M-5,S,E,F,"8,3","9,5","11,6","13,6",2018
Compacto,HONDA,Fit,DX / LX / EX / EXL / PERSONAL,1.5-16V,CVT,S,E,F,"8,3","9,9","12,3","14,1",2018
Compacto,VW,Gol,"Trendline
/ City",1.0-12V,M-5,S,H,F,"8,9","10,4","13,1","14,9",2018
Compacto,VW,Gol,Track,1.0-12V,M-5,S,H,F,"8,6","10,0","12,7","14,3",2018
Compacto,VW,Gol,Trendline,1.6-8V,M-5,S,H,F,"7,9","9,7","11,5","14,0",2018
Compacto,VW,Gol,Comfortline,1.6-8V,M-5,S,H,F,"7,8","9,5","11,1","13,6",2018
Compacto,VW,Gol,Comfortline (I-Motion),1.6-8V,MTA-5,S,H,F,"7,7","9,2","11,1","13,1",2018
Compacto,VW,Gol (2019),(Rodas aro 14),1.0-12V,M-5,S,H,F,"9,1","10,1","13,3","14,4",2018
Compacto,VW,Gol (2019),(Rodas aro 15),1.0-12V,M-5,S,H,F,"9,0","9,9","12,9","14,2",2018
Compacto,VW,Fox,Connect,1.6-8V,M-5,S,E,F,"7,8","9,7","11,6","13,9",2018
Compacto,VW,Fox,Connect (I-Motion),1.6-8V,MTA-5,S,E,F,"7,8","9,0","11,2","12,7",2018
Compacto,VW,Fox,Xtreme,1.6-8V,M-5,S,E,F,"7,7","9,2","11,3","13,3",2018
Compacto,Peugeot,208,GT,"1.6 THP
16V Flex",M-6,S,E,F,"8,2","9,5","12,0","13,8",2018
Compacto,Peugeot,208,Sport MT / Griffe MT,1.6 16v,M-5,S,E,F,"8,5","10,0","12,3","14,0",2018
Compacto,Peugeot,208,"GRIFFE EAT6 / ALLURE EAT6 /
UBTECH EAT6",1.6 16v,A-6,S,E,F,"7,7","9,3","11,0","13,2",2018
Compacto,Peugeot,208,Active MT / Act Pack MT / Allure MT,1.2,M-5,S,E,F,"9,6","10,7","13,9","15,5",2018
Compacto,Citroën,DS3,Sport Chic,"1.6 THP
16v",M-6,S,E,G,\,\,"10,9","14,2",2018
Compacto,Citroën,C3,"ATTRACTION A / EXCLUSIVE A /
TENDANCE A / Urban Tech",1.6 16v,A-6,S,E,F,"7,6","9,3","10,9","13,2",2018
Compacto,Citroën,C3,"Origine / Attraction / Tendance / M
Style / Urban Tech",1.2,M-5,S,E,F,"9,3","10,1","13,2","14,8",2018
Compacto,FIAT,ARGO,Drive,1.0-6V,M-5,S,E,F,"9,9","10,7","14,2","15,1",2018
Compacto,FIAT,ARGO,Drive,1.3-8V,M-5,S,E,F,"9,2","10,2","12,9","14,3",2018
Compacto,FIAT,ARGO,Drive GSR,1.3-8V,MTA-5,S,E,F,"8,9","10,0","12,7","14,4",2018
Compacto,FIAT,ARGO,HGT,1.8-16V,A-6,S,E,F,"6,9","9,1","10,0","12,8",2018
Compacto,FIAT,ARGO,HGT,1.8-16V,M-5,S,E,F,"7,8","9,2","11,4","13,3",2018
Compacto,FIAT,ARGO,Precision,1.8-16V,A-6,S,E,F,"7,1","9,5","10,1","13,2",2018
Compacto,FIAT,ARGO,Precision,1.8-16V,M-5,S,E,F,"8,0","9,6","11,5","13,8",2018
Compacto,FIAT,Novo Palio,Attractive,1.0-8V,M-5,S,H,F,"7,9","9,3","11,2","13,2",2018
Compacto,FIAT,ARGO (2019),1.0,1.0-6V,M-5,S,E,F,"9,1","10,4","13,0","14,7",2018
Compacto,FIAT,ARGO (2019),Drive,1.0-6V,M-5,S,E,F,"9,1","10,4","13,0","14,7",2018
Compacto,FIAT,ARGO (2019),Drive,1.3-8V,M-5,S,E,F,"8,7","10,0","12,6","14,7",2018
Compacto,Renault,Sandero,Authentique / Expression,1.0-12V,M5,S,E-H,F,"9,5","9,6","14,2","14,1",2018
Compacto,Renault,Sandero,Dynamique / Expression,1.6-16V,M5,S,E-H,F,"8,6","9,2","12,8","13,4",2018
Compacto,Renault,Sandero,Expression / Dynamique,1.6-16V,MTA-5,S,E-H,F,"8,1","8,8","11,8","12,8",2018
Compacto,Renault,Sandero,GT Line,1.6-16V,M5,S,E-H,F,"8,4","8,9","12,5","13,0",2018
Compacto,Renault,Sandero RS,2.0 RS,2.0-16V,M6,S,E-H,F,"6,9","7,7","9,9","11,1",2018
Compacto,MINI,Cooper,-,1.5 - 12v,A-6,S,E-H,G,\,\,"11,6","13,9",2018
Compacto,MINI,Cooper,5P,1.5 - 12v,A-6,S,E-H,G,\,\,"11,1","13,7",2018
Compacto,MINI,Cooper,S 5P,2.0 - 16v,A-6,S,E-H,G,\,\,"11,3","14,1",2018
Compacto,MINI,Cooper,5P,1.5 - 12v,DCT-7,S,E-H,G,\,\,"12,1","13,5",2018
Compacto,MINI,Cooper,S 5P,2.0 - 16v,DCT-7,S,E-H,G,\,\,"11,6","14,3",2018
Compacto,CHEVROLET,ONIX (MY18),1.0MT LS / 1.0MT LT,1.0L - 8V,M-6,S,E,F,"8,8","10,5","12,9","15,3",2018
Compacto,CHEVROLET,"ONIX JOY
(MY18)",10MT JOYE,1.0L - 8V,M-6,S,E,F,"8,8","10,6","12,9","15,3",2018
Compacto,CHEVROLET,ONIX (MY18),1.4MT LT / 1.4MT LTZ / 1.4MT EFF,1.4L - 8V,M-6,S,E,F,"8,6","10,2","12,5","14,9",2018
Compacto,CHEVROLET,ONIX (MY18),1.4AT LT / 1.4AT LTZ,1.4L - 8V,A-6,S,E,F,"7,9","9,6","11,7","13,9",2018
Compacto,CHEVROLET,ONIX (MY18),1.4MT ACT,1.4L - 8V,M-6,S,E,F,"8,3","9,4","12,4","13,8",2018
Compacto,CHEVROLET,ONIX (MY18),1.4AT ACT,1.4L - 8V,A-6,S,E,F,"7,7","8,6","11,2","12,6",2018
Compacto,CHEVROLET,ONIX (MY19),1.4AT ACT,1.4L - 8V,A-6,S,E,F,"7,6","8,7","11,1","12,7",2018
Compacto,CHEVROLET,ONIX (MY19),1.4AT LTZ,1.4L - 8V,A-6,S,E,F,"7,9","9,7","11,6","14,0",2018
Compacto,CHEVROLET,ONIX (MY19),1.4MT ACT,1.4L - 8V,M-6,S,E,F,"8,3","9,4","12,2","13,7",2018
Compacto,CHEVROLET,ONIX (MY19),1.4MT EFF,1.4L - 8V,M-6,S,E,F,"8,5","10,3","12,4","14,9",2018
Compacto,CHEVROLET,ONIX (MY19),1.0MT LS,1.0L - 8V,M-6,S,E,F,"8,8","10,5","12,9","15,3",2018
Compacto,CHEVROLET,ONIX (MY19),1.0MT LT,1.0L - 8V,M-6,S,E,F,"8,8","10,5","12,9","15,3",2018
Compacto,CHEVROLET,ONIX (MY19),1.4AT ADV,1.4L - 8V,A-6,S,E,F,"7,9","9,7","11,6","14,0",2018
Compacto,CHEVROLET,ONIX (MY19),1.4AT LT,1.4L - 8V,A-6,S,E,F,"7,9","9,7","11,6","14,0",2018
Compacto,CHEVROLET,ONIX (MY19),1.4MT LT,1.4L - 8V,M-6,S,E,F,"8,5","10,3","12,4","14,9",2018
Compacto,CHEVROLET,ONIX (MY19),1.4MT LTZ,1.4L - 8V,M-6,S,E,F,"8,5","10,3","12,4","14,9",2018
Compacto,CHEVROLET,"ONIX JOY
(MY19)",10MT JOYE,1.0L - 8V,M-6,S,E,F,"8,7","10,5","12,8","15,2",2018
Compacto,FORD,KA (5 Portas),S / SE,1.0-12V,M-5,S,E,F,"9,2","10,8","13,5","15,7",2018
Compacto,FORD,KA (5 Portas),SE Plus / SEL / Tecno,1.0-12V,M-5,S,E,F,"9,3","10,7","13,2","15,3",2018
Compacto,FORD,KA (5 Portas),SE / SE Plus / SEL,1.5-16V,M-5,S,E,F,"8,1","9,6","11,7","13,8",2018
Compacto,FORD,"New Fiesta
Hatch",SEL GTDI,1.0-12V,DCT-6,S,E,G,\,\,"12,1","14,9",2018
Compacto,FORD,"New Fiesta
Hatch",SE / SEL,1.6-16V,M-5,S,E,F,"8,2","10,0","12,0","14,6",2018
Compacto,FORD,"New Fiesta
Hatch",SE / SEL / Titanium,1.6-16V,DCT-6,S,E,F,"7,8","10,3","11,2","14,9",2018
Compacto,FORD,KA hatch (2019),S / SE / SE Plus,1.0-12V,M-5,S,E,F,"9,2","10,7","13,4","15,5",2018
Compacto,FORD,KA hatch (2019),SE / SE Plus,1.5-12V,M-5,S,E,F,"8,4","10,3","12,5","15,0",2018
Compacto,FORD,KA hatch (2019),SE / SE Plus,1.5-12V,A-6,S,E,F,"7,8","10,1","11,0","14,2",2018
Compacto,FORD,KA hatch (2019),Titanium,1.5-12V,A-6,S,E,F,"7,6","10,1","10,9","14,0",2018
Compacto,Hyundai,HB20,Comfort / Plus / Style,1.0-12V,M-5,S,H,F,"8,5","9,9","12,5","14,1",2018
Compacto,Hyundai,HB20,Plus / Style,1.6-16V,M-6,S,H,F,"8,1","9,9","11,6","13,8",2018
Compacto,Hyundai,HB20,Plus / Style,1.6-16V,A-6,S,H,F,"7,1","9,4","9,9","12,5",2018
Compacto,Hyundai,HB20,Plus / Style,"1.0-12V
Turbo",M-6,S,H,F,"8,2","10,1","11,6","14,3",2018
Médio,NISSAN,NEW VERSA,10 Conforto / 10 S,1.0 - 12V,M-5,S,E,F,"8,8","10,5","12,9","15,3",2018
Médio,NISSAN,NEW VERSA,16 S / 16 SV / 16 SL,1.6 - 16V,M-5,S,E,F,"8,4","10,0","12,6","14,4",2018
Médio,NISSAN,NEW VERSA,16 SV / 16 SL / 16 UNIQUE,1.6 - 16V,CVT,S,E,F,"7,8","10,0","11,6","14,1",2018
Médio,VOLVO,V40,"CC T4 Kinetic / CC T4 Momentum /
T4 Ccountry",2.0 -16V,A-6,S,E,G,\,\,"10,4","12,6",2018
Médio,VOLVO,V40,"2.0 T5 Comfort / 2.0 T5 Dynamic /
2.0 T5 Kinetic / 2.0 T5 Momentum /
2.0 T5 R-Design / 2.0 T5 Top",2.0-16V,A-8,S,E,G,\,\,"9,7","12,5",2018
Médio,VOLVO,"V40 (aro 18"")","T4 Inscription / 2.0 T4 Kinetic /
2.0 T4 Momentum / T4 R-Design /
T4 Summum",2.0 - 16V,DCT-6,S,E,G,\,\,"9,6","12,4",2018
Médio,VOLVO,"V40 (aro 17"")","T4 Inscription / 2.0 T4 Kinetic /
T4 Momentum / T4 R-Design /
T4 Summum",2.0 - 16V,DCT-6,S,E,G,\,\,"10,1","12,9",2018
Médio,SSANGYONG,XLV,G DLX / G STD,1.6-16V,A-6,S,E,G,\,\,"9,1","11,8",2018
Médio,SSANGYONG,TIVOLI,G DLX / G STD,1.6-16V,A-6,S,E,G,\,\,"8,9","11,7",2018
Médio,TOYOTA,ETIOS SEDÃ,X / XS / XLS / XPLUS / PLATINUM,1.5-16V,M-6,S,E,F,"8,5","10,3","12,5","15,0",2018
Médio,TOYOTA,ETIOS SEDÃ,X / XS / XLS / XPLUS / PLATINUM,1.5-16V,A-4,S,E,F,"8,4","10,4","12,2","14,9",2018
Médio,TOYOTA,YARIS,XL,1.3 - 16V,M-6,S,E,F,"8,4","10,0","12,1","14,2",2018
Médio,TOYOTA,YARIS,XL / XPLUS,1.3 - 16V,CVT,S,E,F,"9,0","9,9","13,1","14,2",2018
Médio,TOYOTA,YARIS,XS,1.5 - 16V,M-6,S,E,F,"8,2","9,8","11,8","14,1",2018
Médio,TOYOTA,YARIS,XS / XLS,1.5 - 16V,CVT,S,E,F,"8,8","10,0","12,6","13,8",2018
Médio,TOYOTA,YARIS,XS / XL,1.5 - 16V,M-6,S,E,F,"8,3","10,1","12,0","14,6",2018
Médio,TOYOTA,YARIS,XS / XL / XLS / XPLUS,1.5 - 16V,CVT,S,E,F,"9,0","10,6","13,0","14,5",2018
Médio,TOYOTA,PRIUS,NGA / NGA Top,1.8-16V,CVT,S,E,G,\,\,"18,9","17,0",2018
Médio,LEXUS,CT200H,CT200H / F SPORT,1.8-16V,CVT,S,E,G,\,\,"15,7","14,2",2018
Médio,HONDA,City,DX,1.5-16V,M-5,S,E,F,"8,6","10,3","12,4","14,6",2018
Médio,HONDA,City,DX / LX / EX / EXL / PERSONAL,1.5-16V,CVT,S,E,F,"8,5","10,3","12,3","14,5",2018
Médio,VW,Voyage,"Trendline
/ City",1.0-12V,M-5,S,H,F,"8,9","10,7","13,1","15,3",2018
Médio,VW,Voyage,Comfortline,1.0-12V,M-5,S,H,F,"8,6","10,2","12,7","14,8",2018
Médio,VW,Voyage,Trendline,1.6-8V,M-5,S,H,F,"7,9","10,0","11,5","14,5",2018
Médio,VW,Voyage,"Comfortline
/ Highline",1.6-8V,M-5,S,H,F,"8,0","9,9","11,6","14,1",2018
Médio,VW,Voyage,"Comfortline (I-Motion)
/ Highline (I-Motion)",1.6-8V,MTA-5,S,H,F,"7,8","9,5","11,2","13,5",2018
Médio,VW,Voyage (2019),(Rodas aro 14),1.0-12V,M-5,S,H,F,"8,9","10,6","13,4","15,6",2018
Médio,VW,Voyage (2019),(Rodas aro 15),1.0-12V,M-5,S,H,F,"9,1","10,6","13,1","15,1",2018
Médio,VW,GOLF,COMFORTLINE,1.0-12V,A-6,S,E,F,"8,0","10,2","11,4","14,2",2018
Médio,VW,GOLF,HIGHLINE,1.4-16V,A-6,S,E,F,"7,5","9,4","11,4","13,8",2018
Médio,VW,GOLF,GTI,2.0-16V,DCT-6,S,E,G,\,\,"9,9","12,2",2018
Médio,VW,Spacefox,Trendline,1.6-8V,M-5,S,E,F,"7,8","9,5","11,1","13,6",2018
Médio,VW,Spacefox,Trendline (I-Motion),1.6-8V,MTA-5,S,E,F,"7,7","9,3","11,1","13,2",2018
Médio,VW,Polo,"200 TSI Comfortline (R15"")",1.0-12V,A-6,S,E,F,"8,0","9,8","11,6","14,1",2018
Médio,VW,Polo,"200 TSI Comfortline (R16"") /
200 TSI Highline",1.0-12V,A-6,S,E,F,"7,9","9,5","11,4","13,9",2018
Médio,VW,Virtus,"200 TSI Comfortline /
200 TSI Highline",1.0-12V,A-6,S,E,F,"7,8","10,2","11,2","14,6",2018
Médio,CHERY,CELER,"1.5FFHB FL / 1.5FLEX FL / 1.5 HB
FL / 1.5 HB ACT / 1.5 SD ACT / 1.5
SD FL",1.5 - 16V,M-5,S,H,F,"6,6","7,9","9,2","11,4",2018
Médio,Peugeot,308,"Griffe THP A / Allure THP A / GRIFFE
RG / BUSINESS","1.6 THP
16V Flex",A-6,S,E-H,F,"7,2","8,9","10,6","12,9",2018
Médio,Citroën,DS4,So Chic,"1.6 THP
16v",A-6,S,E-H,G,\,\,"9,9","12,4",2018
Médio,AUDI,A1 Sportback,Attraction,1.4-16V,DCT-7,S,E,G,\,\,"12,6","15,2",2018
Médio,AUDI,A1 Sportback,Ambition,1.8-16V,DCT-7,S,E,G,\,\,"10,7","13,1",2018
Médio,AUDI,A3 Sportback,Attraction / Ambiente,1.4-16V,DCT-7,S,E,G,\,\,"11,6","14,4",2018
Médio,AUDI,RS3 Sportback,-,2.5-20V,DCT-7,S,E,G,\,\,"7,6","9,9",2018
Médio,FIAT,Cronos,DRIVE,1.3 – 8V,M-5,S,E,F,"8,5","10,3","12,4","14,8",2018
Médio,FIAT,Cronos,DRIVE GSR,1.3 – 8V,MTA-5,S,E,F,"8,8","10,4","12,7","14,8",2018
Médio,FIAT,Cronos,Precision,1.8 - 16V,M-5,S,E,F,"8,0","9,6","11,6","13,8",2018
Médio,FIAT,Cronos,Precision,1.8 - 16V,A-6,S,E,F,"7,2","9,6","10,3","13,3",2018
Médio,FIAT,Dobló,Essence,1.8-16V,M-5,S,H,F,"6,4","7,0","9,3","10,2",2018
Médio,FIAT,Grand Siena,1.6 / Essence Dualogic,1.6-16V,MTA-5,S,H,F,"6,6","8,1","9,6","11,8",2018
Médio,FIAT,Grand Siena,Attractive,1.0-8V,M-5,S,H,F,"7,9","9,5","11,2","13,6",2018
Médio,FIAT,Grand Siena,Attractive,1.4-8V,M-5,S,H,F,"7,7","9,4","11,1","13,5",2018
Médio,FIAT,Grand Siena,1.6 / Essence,1.6-16V,M-5,S,H,F,"6,8","8,4","9,9","12,1",2018
Médio,FIAT,Weekend,Attractive,1.4-8V,M-5,S,H,F,"7,1","8,3","10,4","12,0",2018
Médio,FIAT,CRONOS,DRIVE,1.8 - 16V,A-6,S,E,F,"7,2","9,6","10,3","13,3",2018
Médio,Renault,Logan,Dynamique / Expression,1.6-16V,MTA-5,S,E-H,F,"7,9","9,1","11,8","13,4",2018
Médio,Renault,Logan,Authentique / Expression,1.0-12V,M5,S,E-H,F,"9,4","10,2","14,0","14,9",2018
Médio,Renault,Logan,Dynamique / Expression,1.6-16V,M5,S,E-H,F,"8,7","9,7","13,0","14,1",2018
Médio,Renault,ZOE NR,Intens / Life,Elétrico,AUT,S,E,G,\,\,"32,2","26,7",2018
Médio,Renault,ZOE LR,Intens LR / Life LR / ULT LR,Elétrico,AUT,S,E,G,\,\,"31,9","26,9",2018
Médio,BMW,220i,CAT ActiveFlex,2.0 - 16v,A-8,S,E-H,F,"7,1","8,7","10,5","12,9",2018
Médio,MINI,Cooper,S Clubman,2.0 - 16v,A-8,S,E-H,G,\,\,"10,5","12,6",2018
Médio,BMW,M140i,-,3.0 - 24v,A-8,S,E-H,G,\,\,"9,4","12,0",2018
Médio,MINI,Countryman,Cooper S,2.0 - 16v,A-8,S,E-H,G,\,\,"10,2","12,0",2018
Médio,MINI,Countryman,Cooper S ALL4,2.0 - 16v,A-8,S,E-H,G,\,\,"9,4","11,5",2018
Médio,MINI,Countryman,Cooper,1.5 - 12v,A-6,S,E-H,G,\,\,"10,1","10,6",2018
Médio,MINI,Countryman,JCW,2.0 - 16v,A-8,S,E-H,G,\,\,"9,3","11,3",2018
Médio,BMW,120i,Gasolina,2.0 - 16v,A-8,S,E-H,G,\,\,"10,6","12,9",2018
Médio,BMW,125i,Gasolina,2.0 - 16v,A-8,S,E-H,G,\,\,"10,2","12,2",2018
Médio,BMW,i3,REX 94Ah,0.65 - 8v,A-1,S,E-H,G,\,\,"24,9","21,5",2018
Médio,CHEVROLET,"COBALT
(MY18)",1.4 LT/LTZ,1.4L-8V,M-6,S,E,F,"8,5","10,4","12,5","15,1",2018
Médio,CHEVROLET,"COBALT
(MY18)",1.8M LTZ / 1.8M LT,1.8L-8V,M-6,S,E,F,"8,3","10,4","12,1","15,1",2018
Médio,CHEVROLET,"COBALT
(MY18)",18A LTZ/18 A ELI / 1.8 A LT,1.8L-8V,A-6,S,E,F,"7,6","10,0","11,1","14,4",2018
Médio,CHEVROLET,SPIN (MY18),1.8L MT LT (5L),1.8L-8V,M-6,S,E,F,"8,1","9,4","11,8","13,7",2018
Médio,CHEVROLET,SPIN (MY18),1.8L MT LS E (5L),1.8L-8V,M-6,S,E,F,"8,1","9,4","11,8","13,7",2018
Médio,CHEVROLET,SPIN (MY18),1.8L AT LT ADV (5L),1.8L-8V,A-6,S,E,F,"7,5","9,2","10,9","13,1",2018
Médio,CHEVROLET,SPIN (MY18),1.8L AT ACT (5L),1.8L-8V,A-6,S,E,F,"6,9","8,4","10,1","12,0",2018
Médio,CHEVROLET,"PRISMA
(MY18)",1.0MT LT,1.0L - 8V,M-6,S,E,F,"8,9","10,8","13,1","15,8",2018
Médio,CHEVROLET,"PRISMA
(MY18)",1.4MT LT / 1.4MT LTZ,1.4L - 8V,M-6,S,E,F,"8,8","10,7","12,9","15,4",2018
Médio,CHEVROLET,"PRISMA
(MY18)",1.4AT LT / 1.4AT LTZ,1.4L - 8V,A-6,S,E,F,"8,1","10,2","11,9","14,7",2018
Médio,CHEVROLET,"PRISMA JOY
(MY18)",10MT JOYE,1.0L - 8V,M-6,S,E,F,"8,7","10,9","12,9","15,6",2018
Médio,CHEVROLET,"COBALT
(MY19)",1.4 LT,1.4L-8V,M-6,S,E,F,"8,5","10,4","12,5","15,1",2018
Médio,CHEVROLET,"COBALT
(MY19)",1.4 LTZ,1.4L-8V,M-6,S,E,F,"8,5","10,4","12,5","15,1",2018
Médio,CHEVROLET,"COBALT
(MY19)",1.8 AT ELITE,1.8L-8V,A-6,S,E,F,"7,6","10,0","11,1","14,4",2018
Médio,CHEVROLET,"COBALT
(MY19)",1.8 AT LT,1.8L-8V,A-6,S,E,F,"7,6","10,0","11,1","14,4",2018
Médio,CHEVROLET,"COBALT
(MY19)",1.8 AT LTZ,1.8L-8V,A-6,S,E,F,"7,6","10,0","11,1","14,4",2018
Médio,CHEVROLET,"COBALT
(MY19)",1.8M LT,1.8L-8V,M-6,S,E,F,"8,3","10,4","12,1","15,1",2018
Médio,CHEVROLET,"COBALT
(MY19)",1.8M LTZ,1.8L-8V,M-6,S,E,F,"8,3","10,4","12,1","15,1",2018
Médio,CHEVROLET,"PRISMA
(MY19)",1.4AT LTZ,1.4L - 8V,A-6,S,E,F,"8,0","10,0","11,7","14,6",2018
Médio,CHEVROLET,"PRISMA
(MY19)",1.4MT LTZ,1.4L - 8V,M-6,S,E,F,"8,5","10,5","12,5","15,3",2018
Médio,CHEVROLET,"PRISMA
(MY19)",1.0MT LT,1.0L - 8V,M-6,S,E,F,"8,9","10,8","13,1","15,8",2018
Médio,CHEVROLET,"PRISMA
(MY19)",1.4AT ADV,1.4L - 8V,A-6,S,E,F,"8,0","10,0","11,7","14,6",2018
Médio,CHEVROLET,"PRISMA
(MY19)",1.4AT LT,1.4L - 8V,A-6,S,E,F,"8,0","10,0","11,7","14,6",2018
Médio,CHEVROLET,"PRISMA
(MY19)",1.4MT LT,1.4L - 8V,M-6,S,E,F,"8,5","10,5","12,5","15,3",2018
Médio,CHEVROLET,"PRISMA JOY
(MY19)",10MT JOYE,1.0L - 8V,M-6,S,E,F,"8,7","10,9","12,9","15,6",2018
Médio,CHEVROLET,Spin (MY19),1.8L MT LT (5L),1.8L-8V,M-6,S,E,F,"8,0","9,3","11,7","13,6",2018
Médio,CHEVROLET,Spin (MY19),1.8L MT LS E (5L),1.8L-8V,M-6,S,E,F,"8,0","9,3","11,7","13,6",2018
Médio,CHEVROLET,Spin (MY19),AT ACT (5L),1.8L-8V,A-6,S,E,F,"7,0","8,3","10,3","12,0",2018
Médio,CHEVROLET,Spin (MY19),AT LT (5L),1.8L-8V,A-6,S,E,F,"7,3","9,0","10,7","13,1",2018
Médio,FORD,KA+ (4 Portas),SE / SEL,1.0-12V,M-5,S,E,F,"9,3","10,7","13,2","15,3",2018
Médio,FORD,KA+ (4 Portas),SE / SEL / Advance,1.5-16V,M-5,S,E,F,"8,1","9,6","11,7","13,8",2018
Médio,FORD,"New Fiesta
Sedan",SEL / Titanium,1.6-16V,M-5,S,E,F,"8,2","9,8","11,6","14,2",2018
Médio,FORD,"New Fiesta
Sedan",SEL / Titanium,1.6-16V,DCT-6,S,E,F,"7,6","9,8","11,1","14,3",2018
Médio,FORD,"KA sedan
(2019)",SE / SE Plus,1.0-12V,M-5,S,E,F,"9,2","10,7","13,4","15,5",2018
Médio,FORD,"KA sedan
(2019)",SE / SE Plus / SEL,1.5-12V,M-5,S,E,F,"8,4","10,3","12,5","15,0",2018
Médio,FORD,"KA sedan
(2019)",SE / SE Plus,1.5-12V,A-6,S,E,F,"7,8","10,1","11,0","14,2",2018
Médio,FORD,"KA sedan
(2019)",Titanium,1.5-12V,A-6,S,E,F,"7,6","10,1","10,9","14,0",2018
Médio,Hyundai,HB20S,Plus / Style,1.0-12V,M-5,S,H,F,"8,5","9,8","12,0","14,0",2018
Médio,Hyundai,HB20S,Plus / Style,1.6-16V,M-6,S,H,F,"8,1","9,8","11,5","14,0",2018
Médio,Hyundai,HB20S,Plus / Style / Premium,1.6-16V,A-6,S,H,F,"7,0","9,3","10,2","12,9",2018
Médio,Hyundai,HB20S,Plus / Style,"1.0-12V
Turbo",M-6,S,H,F,"8,4","10,5","11,9","15,2",2018
