node_id,latitude,longitude,rua,bairro,cep
527277024,-15.2072415,-41.0855782,Rodovia Santos Dumont,,
1913589043,-15.2625936,-41.1193476,Rodovia Santos Dumont,,
2152555375,-15.2022066,-41.0819033,BA-639,,
2152555520,-15.2610051,-40.9653112,Estrada para Conquista,,
2152555527,-15.2698731,-40.9539923,Estrada para Bica,,
2152555532,-15.2714881,-40.9529595,Travessa Orlando Leite,,
2152555535,-15.2754111,-40.9501462,Rua Durval Santos,,
2152555547,-15.2871457,-40.9483019,Estrada para Encruzilhada,,
2152555550,-15.2885438,-40.9480679,Estrada para Encruzilhada,,
2451472782,-15.2126426,-41.0888529,Rodovia Santos Dumont,,
2451474369,-15.0827155,-41.0094644,BA-839,,
2488597644,-15.1156546,-41.0305698,BA-263,,
2546368555,-15.1036914,-41.0805884,BA-263,,
2546368563,-15.1098896,-41.0805493,Rua Rivadavia Ferraz,,
2546368573,-15.1086284,-41.0850353,Rua Rivadavia Ferraz,,
2546368583,-15.1098896,-41.0808081,Rua Rivadavia Ferraz,,
2546368589,-15.1098513,-41.078188,Rua Rivadavia Ferraz,,
2558012258,-15.2697807,-40.9543198,Rua Durval Santos,,
2558012260,-15.2693358,-40.9546983,Rua Durval Santos,,
2558012266,-15.2715766,-40.9531162,Rua Durval Santos,,
2558012270,-15.2695216,-40.9497333,Rua B,,
2558012272,-15.2740972,-40.9514344,Rua Durval Santos,,
2558012273,-15.2755728,-40.9536435,Rua do Vale,,
2558012274,-15.2726294,-40.9524077,Rua Durval Santos,,
2558012275,-15.2739021,-40.954115,Travessa João Primo,,
2558012276,-15.2752927,-40.9503427,Rua Durval Santos,,
2558012277,-15.2757132,-40.9511799,Travessa do Cruzeiro,,
2558012279,-15.2763699,-40.9524325,Avenida Flavio Santos,,
2558012283,-15.2752648,-40.9531823,Avenida Flavio Santos,,
2558012284,-15.272847,-40.9548435,Travessa Orlando Leite,,
2558012289,-15.2760529,-40.9518366,Travessa do Cruzeiro,,
2558012290,-15.2754835,-40.9492541,Rua Plínio Flores,,
2558012292,-15.2712314,-40.9525882,Rua Plínio Flores,,
2558013592,-15.2016917,-41.0820343,BA-639,,
2558013595,-15.2012186,-41.0818844,Rodovia Santos Dumont,,
2558013603,-15.2019305,-41.0823342,Rodovia Santos Dumont,,
2558013604,-15.2019558,-41.0821745,BA-639,,
2558013606,-15.2022793,-41.0825585,Rodovia Santos Dumont,,
2568613902,-15.107895,-41.0820788,Rua Orli Flores,,
2568613905,-15.1085237,-41.0824752,Rua Orli Flores,,
2568613907,-15.1092481,-41.0827796,Rua Rivadavia Ferraz,,
2568613910,-15.108071,-41.0821767,Rua Orli Flores,,
2568613917,-15.1090915,-41.0834857,Rua Rivadavia Ferraz,,
2568613920,-15.107066,-41.0815259,Rua Orli Flores,,
2568613921,-15.1082304,-41.08143,Rua das Viúvas,,
2568613927,-15.1085221,-41.0852688,Rua Rivadavia Ferraz,,
2568613931,-15.108175,-41.085956,Rua Rivadavia Ferraz,,
2568613973,-15.1033193,-41.0840492,Rua 165,,
2568613985,-15.1037869,-41.0798483,BA-263,,
2568613991,-15.1037334,-41.080266,BA-263,,
2571894366,-15.2130095,-41.0890869,Rodovia Santos Dumont,,
2571894384,-15.211735,-41.0868054,Rua dos Araujos,,
2571894385,-15.2110529,-41.0862744,Rua dos Araujos,,
2571894387,-15.2100304,-41.0852834,Rua dos Araujos,,
2571894390,-15.2104153,-41.0857078,Rua dos Araujos,,
2571894393,-15.2089294,-41.0865806,Rodovia Santos Dumont,,
2571901634,-15.2738633,-40.9512954,Rua Durval Santos,,
2571901638,-15.2740042,-40.9514993,Rua Durval Santos,,
2571901639,-15.274201,-40.9513619,Rua Durval Santos,,
2571901644,-15.2739625,-40.9512251,Rua Durval Santos,,
2571901645,-15.2737617,-40.9509331,Rua Plínio Flores,,
2571901646,-15.2764606,-40.9506806,Rua Silvio Andrade,,
2571901647,-15.2744878,-40.9520191,Rua Silvio Andrade,,
2571901648,-15.273052,-40.9529746,Travessa João Primo,,
2571901649,-15.2769353,-40.9512829,Rua Francisco Santos,,
2571901650,-15.2748853,-40.9526142,Travessa Silva Andrade,,
2571901651,-15.2734838,-40.9535539,Travessa João Primo,,
2571901652,-15.2724011,-40.9542707,Travessa Orlando Leite,,
2571901653,-15.2773312,-40.9522661,Rua do Vale,,
2571901655,-15.2733468,-40.9553538,Travessa Orlando Leite,,
2571901656,-15.2765897,-40.9528469,Rua do Vale,,
2571901657,-15.272471,-40.9543742,Rua Boa Vista,,
2571901661,-15.2731826,-40.9552042,Travessa Orlando Leite,,
2572014430,-15.2747569,-40.9501056,Rua Plínio Flores,,
2572014432,-15.2738695,-40.9488673,Rua Terezinha,,
2572014434,-15.2751509,-40.9496499,Rua Plínio Flores,,
2572014436,-15.2743919,-40.9484893,Rua Boa Vista,,
2631237026,-15.1099166,-41.0801576,Rua Rivadavia Ferraz,,
2674608715,-15.1373983,-41.0429818,Rodovia Santos Dumont,,
2674608718,-15.137888,-41.0432804,Rodovia Santos Dumont,,
2674608722,-15.1377244,-41.0431766,Rodovia Santos Dumont,,
2674608724,-15.1376002,-41.0431084,Rodovia Santos Dumont,,
2674608849,-15.1386217,-41.0436982,Rodovia Santos Dumont,,
2674608860,-15.1362244,-41.042247,Rodovia Santos Dumont,,
2674608944,-15.1153731,-41.029627,Rodovia Santos Dumont,,
2674608946,-15.1157301,-41.0300697,BA-263,,
2674608948,-15.1165156,-41.0303184,Rodovia Santos Dumont,,
2674608950,-15.1160493,-41.0302651,BA-263,,
2674608956,-15.1159251,-41.02972,BA-263,,
2674608959,-15.1157531,-41.0298568,Rodovia Santos Dumont,,
2674608963,-15.1162198,-41.0301392,BA-263,,
2674608965,-15.1162514,-41.029921,BA-263,,
2683673336,-15.1166861,-41.0601123,Rua Rivadavia Ferraz,,
2683673339,-15.1166483,-41.0602333,Rua Rivadavia Ferraz,,
2683673340,-15.1155684,-41.0643979,Rua Rivadavia Ferraz,,
2716433433,-15.2659047,-41.121314,Rodovia Santos Dumont,,
2732554735,-15.2748371,-40.9507494,Rua Durval Santos,,
2732554745,-15.271487,-40.953177,Rua Durval Santos,,
2732554763,-15.2593353,-40.9673421,Estrada para Conquista,,
2743777456,-15.2747515,-40.9570413,Estrada Inhobim para Caldeirão,,
2743777458,-15.2018217,-41.0820285,BA-639,,
2743777462,-15.201831,-41.0824162,BA-639,,
2743777467,-15.2019617,-41.0822277,BA-639,,
2743777469,-15.201596,-41.0821183,Rodovia Santos Dumont,,
2743777471,-15.2015696,-41.0822531,BA-639,,
3183782221,-15.0822378,-41.0095822,Rodovia Santos Dumont,,
3183782223,-15.0824958,-41.0097484,Rodovia Santos Dumont,,
3183782229,-15.0825774,-41.0095557,BA-839,,
3183782233,-15.0826464,-41.0096042,BA-839,,
3183782238,-15.0828156,-41.0099323,Rodovia Santos Dumont,,
3183782251,-15.2302514,-41.0996546,Rodovia Santos Dumont,,
3183782667,-15.2346766,-41.1023579,Rodovia Santos Dumont,,
3378951737,-15.2700078,-40.9541837,Rua Durval Santos,,
3378951738,-15.2720586,-40.9525674,Rua Durval Santos,,
3378951742,-15.2721691,-40.9527146,Rua Durval Santos,,
3378951746,-15.2726962,-40.952122,Rua Durval Santos,,
3378951749,-15.2727873,-40.952304,Rua Durval Santos,,
3393335638,-15.2100379,-41.0872586,Rodovia Santos Dumont,,
3393335644,-15.2102629,-41.0873972,Rodovia Santos Dumont,,
3393335658,-15.2105285,-41.0875692,Rodovia Santos Dumont,,
3992693528,-15.108008,-41.0471188,BA-263,,
3992693545,-15.1220047,-41.0336599,Rodovia Santos Dumont,,
7284094538,-15.2449004,-40.9916545,Estrada para Conquista,,
7284094568,-15.2611682,-40.961595,Estrada para Bica,,
7284133643,-15.2619081,-40.964159,Estrada para Conquista,,
7322333956,-15.1775614,-41.0674759,Rodovia Santos Dumont,,
7322334389,-15.1098676,-41.0814467,Rua Rivadavia Ferraz,,
8608682838,-15.1072875,-41.086761,Rua Rivadavia Ferraz,,
9769877754,-15.1037425,-41.0801949,BA-263,,
10166527463,-15.2687451,-40.9475413,Rua F,,
10166527465,-15.2690569,-40.9480446,Rua E,,
10166527467,-15.2692198,-40.9485631,Rua D,,
10166527469,-15.2693666,-40.9491307,Rua C,,
10166527473,-15.2697116,-40.9502167,Rua A,,
10166527481,-15.2772156,-40.9518774,Avenida Flavio Santos,,
10174514192,-15.2722162,-40.9539974,Travessa Orlando Leite,,
10174514193,-15.2730225,-40.9533775,Travessa Orlando Leite,,
10174514213,-15.2703965,-40.9513442,Travessa Orlando Leite,,
10174589695,-15.2644807,-40.9608494,Estrada para Conquista,,
10174589712,-15.2523961,-40.9766343,Estrada para Conquista,,
10174593910,-15.2671317,-40.9574161,Estrada para Conquista,,
26617183,-14.8505331,-40.8522918,Avenida Itabuna,Brasil,45051-000
26617184,-14.850662,-40.8514167,Rua Lomanto Júnior,Brasil,45051-000
26617185,-14.8507881,-40.8505771,Avenida Brumado,Brasil,45051-000
26975157,-14.8500071,-40.855967,Avenida Brumado,Brasil,45051-000
26975160,-14.8496149,-40.8587283,Avenida Brumado,Brasil,45051-000
26975161,-14.8592434,-40.8599353,Avenida Salvador,Brasil,45051-300
26975174,-14.846579,-40.8583421,Avenida Pará,Ibirapuera,45075-225
26975180,-14.8473516,-40.8518887,Avenida Pará,Ibirapuera,45051-000
26975181,-14.8474488,-40.8510397,Avenida Pará,Ibirapuera,45051-000
26975182,-14.8475421,-40.8501774,Avenida Pará,Ibirapuera,45051-000
26975698,-14.8594985,-40.8481604,Rua Humberto de Campos,Centro,45051-300
60405260,-14.8547953,-40.85657,Avenida Pernambuco,Brasil,45051-300
60405269,-14.8550141,-40.8547167,Avenida Boa Vontade,Brasil,45051-300
60405274,-14.8544661,-40.8527755,Avenida Itabuna,Brasil,45051-035
60405276,-14.8535573,-40.8526774,Avenida Deraldo Mendes,Brasil,45051-035
60405279,-14.8536862,-40.8517429,Avenida Deraldo Mendes,Brasil,45051-035
60405280,-14.8553475,-40.8519576,Avenida Ilhéus,Brasil,45051-300
60405282,-14.8560272,-40.8529836,Avenida Itabuna,Brasil,45051-035
60405283,-14.8552359,-40.8528769,Avenida Itabuna,Brasil,45051-035
60549767,-14.8434314,-40.8514018,Rua Acre,Ibirapuera,45085-130
60652304,-14.8436168,-40.8496933,Rua Acre,Ibirapuera,45085-130
60652305,-14.8442909,-40.8497818,Rua Jequié,Ibirapuera,45051-000
60652306,-14.8440926,-40.8514743,Avenida Itabuna,Ibirapuera,45075-225
256788722,-14.8526671,-40.8488653,Avenida Integração,Brasil,45051-035
256900079,-14.8559703,-40.8602276,Avenida Alagoas,Brasil,45051-300
256900084,-14.8560528,-40.8595387,Avenida Alagoas,Brasil,45051-300
256900253,-14.8570466,-40.850966,Rua M. da Prata,Brasil,45051-035
256900261,-14.8570181,-40.8508708,Avenida Alagoas,Brasil,45051-300
256900437,-14.8567737,-40.846775,Rua Santos Dumont,Centro,45010-180
256934978,-14.854556,-40.8518565,Avenida Paraíba,Brasil,45051-000
256935040,-14.8543524,-40.8537113,Avenida Frei Benjamim,Brasil,45051-300
256935078,-14.854025,-40.8564703,Avenida Paraíba,Brasil,45051-000
256935275,-14.8536879,-40.8592419,Avenida Paraíba,Brasil,45051-000
256935331,-14.8535995,-40.8599584,Avenida Paraíba,Brasil,45051-000
256935527,-14.8549458,-40.8491535,Avenida Integração,Brasil,45051-035
256999655,-14.8698144,-40.8507885,Avenida Integração,Jurema,45065-180
256999677,-14.8603239,-40.8508287,Rua Macarani,Brasil,45051-300
256999678,-14.8605765,-40.8512187,Avenida Cuiabá,Brasil,45051-300
256999690,-14.8618433,-40.8540153,Avenida Cuiabá,Brasil,45051-300
256999691,-14.8621584,-40.8547231,Avenida Cuiabá,Brasil,45051-300
256999766,-14.8565994,-40.8549273,Avenida Boa Vontade,Brasil,45051-300
256999796,-14.8574044,-40.8550188,Avenida Boa Vontade,Brasil,45051-300
256999843,-14.8552616,-40.8594351,Avenida Recife,Brasil,45051-300
256999846,-14.8558078,-40.8548196,Avenida Boa Vontade,Brasil,45051-300
256999864,-14.8527922,-40.859127,Avenida Deraldo Mendes,Brasil,45051-000
256999884,-14.8527011,-40.8598369,Avenida Deraldo Mendes,Brasil,45051-000
256999887,-14.8599773,-40.8495706,Rua Nicanor Ferreira,Centro,45051-300
257000770,-14.8566951,-40.8540046,Avenida Frei Benjamim,Brasil,45051-300
257152078,-14.8542334,-40.8546201,Avenida Paraíba,Brasil,45051-000
259388211,-14.8579273,-40.842078,Avenida Bartolomeu de Gusmão,Jurema,45000-000
259388253,-14.8628598,-40.8450062,,Jurema,45000-000
259388311,-14.8624448,-40.8447855,Avenida Equador,Jurema,45000-000
259388355,-14.8697887,-40.8510666,Avenida Integração,Patagônia,45065-180
259388363,-14.868937,-40.8509545,Avenida Integração,Brasil,45051-300
259388388,-14.8618506,-40.8498159,Avenida Equador,Jurema,45010-180
259388639,-14.8563532,-40.8491082,Rua Laudionor Brasil,Centro,45010-180
259388696,-14.855814,-40.8492932,Avenida Integração,Brasil,45051-035
259388725,-14.8510805,-40.848701,Avenida Integração,Ibirapuera,45051-035
259388753,-14.8512582,-40.8487235,Avenida Brumado,Brasil,45051-035
259389563,-14.8495048,-40.8594397,Avenida Brumado,Brasil,45051-000
259395996,-14.8376341,-40.9595626,Avenida Principal,,
259396017,-14.8380221,-40.9617892,Avenida Principal,,
259396030,-14.8396874,-40.9643113,Estrada para Baixa do Arroz,,
259396040,-14.840155,-40.9651278,Estrada para Baixa do Arroz,,
259396042,-14.8403343,-40.9651546,Estrada para Baixa do Arroz,,
259396052,-14.841529,-40.9652969,Estrada para Baixa do Arroz,,
259396192,-14.8862285,-40.9605935,Estrada Baixa Arroz,,
259396306,-14.8718857,-40.9818859,Estrada Baixa Arroz,,
259396395,-14.8806924,-40.856349,Avenida Integração,Patagônia,45055-485
259396414,-14.8808905,-40.8559698,Avenida Integração,Felícia,45055-485
259396422,-14.8784786,-40.8544944,Avenida Integração,Felícia,45065-180
488171745,-14.8588905,-40.8426414,,Jurema,45000-000
488171849,-14.8956331,-40.844526,Avenida Perimetral Juracy Magalhães,Felícia,45055-901
488570099,-14.8910788,-40.8455895,Rua L,Felícia,45055-900
490006528,-14.8696828,-40.8492437,Avenida Bartolomeu de Gusmão,Jurema,45000-000
490006599,-14.8684983,-40.858085,Rua de Acesso ao Aeroporto,Patagônia,45065-180
490006634,-14.868657,-40.8590582,Rua de Acesso ao Aeroporto,Patagônia,45065-180
490006684,-14.8683306,-40.859403,Rua de Acesso ao Aeroporto,Bateias,45065-180
527262956,-14.8790483,-40.8543965,Avenida Deputado Ulisses Guimarães,Felícia,45065-180
527262960,-14.8789221,-40.8542186,Avenida Deputado Ulisses Guimarães,Felícia,45065-180
527262995,-14.8725841,-40.8509866,Rua Pércia,Jurema,45065-180
527262998,-14.8697067,-40.8491523,Avenida Bartolomeu de Gusmão,Jurema,45000-000
527276885,-14.9116001,-40.875329,Rodovia Santos Dumont,Ayrton Senna,45040-170
941030715,-14.8551283,-40.8538126,Avenida Frei Benjamim,Brasil,45051-300
941172642,-14.856124,-40.852054,Avenida Ilhéus,Brasil,45051-300
978638633,-14.855905,-40.8539093,Avenida Frei Benjamim,Brasil,45051-300
1189500403,-14.896301,-40.8658082,Rodovia Santos Dumont,Ayrton Senna,45040-170
1189500462,-14.8946957,-40.8648059,Rodovia Santos Dumont,Ayrton Senna,45040-170
1189500493,-14.8477826,-40.8482844,Avenida Pará,Ibirapuera,45051-000
1189501003,-14.8975623,-40.8678517,,Jatobá,45040-170
1189501489,-14.8570025,-40.8416735,Praça Vítor Brito,Centro,45000-000
1189501558,-14.8976211,-40.8669233,,Jatobá,45040-170
1207754922,-14.824815,-40.8613488,Anel Rodoviário Jadiel Matos Oeste,Nossa Senhora Aparecida,45075-225
1207871624,-14.8806126,-40.8493003,Avenida Deputado Ulisses Guimarães,Felícia,45055-485
1207871650,-14.8805959,-40.8517659,Avenida Deputado Ulisses Guimarães,Felícia,45055-485
1207871652,-14.8782052,-40.8547285,Avenida Ilhéus,Patagônia,45065-180
1207871678,-14.8721702,-40.8507396,Avenida Bartolomeu de Gusmão,Jurema,45000-000
1207871684,-14.878671,-40.8544048,,Felícia,45065-180
1207871740,-14.8782577,-40.8543563,Avenida Integração,Felícia,45065-180
1207871843,-14.8779589,-40.8540123,,Felícia,45065-180
1208279780,-14.853921,-40.8490249,Avenida Deraldo Mendes,Brasil,45051-035
1208279782,-14.8523151,-40.8486591,Rua Olavo Bilac,Centro,45010-180
1483865255,-14.8781376,-40.8539386,Rua J,Felícia,45065-180
1483865265,-14.8789097,-40.8526572,Rua J,Felícia,45055-485
1483865267,-14.8797417,-40.8531594,Rua B,Felícia,45055-485
1504055527,-14.8692147,-40.8528091,Avenida Paraná,Patagônia,45065-180
1504321990,-14.8695178,-40.855666,Avenida Santa Catarina,Patagônia,45065-180
1504321993,-14.8698591,-40.8528888,Avenida Itambé,Patagônia,45065-180
1504419158,-14.8467466,-40.8858205,Anel Rodoviário Jadiel Matos Oeste,Bateias,45078-276
1504419160,-14.84707,-40.8854866,Anel Rodoviário Jadiel Matos Oeste,Bateias,45078-276
1504419162,-14.8475062,-40.8859899,Anel Rodoviário Jadiel Matos Oeste,São Pedro,45078-276
1504419183,-14.8487752,-40.8645661,Avenida Brumado,Bateias,45051-000
1504419185,-14.8493466,-40.8841409,Anel Rodoviário Jadiel Matos Oeste,Bateias,45078-276
1639949976,-14.84315,-40.8886971,Anel Rodoviário Jadiel Matos Oeste,Zabelê,45078-276
1639950777,-14.8687517,-40.8595716,Avenida Paraná,Patagônia,45065-180
1639950779,-14.8690019,-40.8595463,Avenida Santa Catarina,Patagônia,45065-180
2057209409,-14.8563821,-40.856755,Avenida Alagoas,Brasil,45051-300
2057209410,-14.855608,-40.856665,Avenida Recife,Brasil,45051-300
2057209411,-14.8579764,-40.8607083,Rua Professor Itamari Silva,Brasil,45051-300
2057209414,-14.8418603,-40.851194,Avenida Itabuna,Ibirapuera,45085-130
2057209415,-14.8421526,-40.8495129,Rua Jequié,Ibirapuera,45085-130
2057209416,-14.850404,-40.8532063,Avenida Brumado,Brasil,45051-000
2057209417,-14.8534358,-40.8535918,Avenida Frei Benjamim,Brasil,45051-300
2057209418,-14.8569248,-40.8521429,Avenida Ilhéus,Brasil,45051-300
2057735397,-14.8570653,-40.8470858,Rua Santos Dumont,Centro,45010-180
2062343322,-14.8584408,-40.8423947,Avenida Bartolomeu de Gusmão,Jurema,45000-000
2062343334,-14.8591255,-40.8427886,,Jurema,45000-000
2062343335,-14.8631266,-40.8448767,,Jurema,45000-000
2077970878,-14.8595561,-40.8571659,Avenida Caetité,Brasil,45051-300
2077976045,-14.850278,-40.854127,Avenida Brumado,Ibirapuera,45051-000
2077976047,-14.8464843,-40.8536643,Avenida Belém,Ibirapuera,45051-000
2077976049,-14.8518707,-40.8543296,Avenida Boa Vontade,Brasil,45051-300
2077976051,-14.8526524,-40.8544328,Travessa Ceará,Brasil,45051-000
2077976053,-14.8471312,-40.8537427,Avenida Pará,Ibirapuera,45075-225
2077976055,-14.8477904,-40.8538259,Rua Marajó,Ibirapuera,45051-000
2077976057,-14.84582,-40.8535831,Avenida Manaus,Ibirapuera,45051-000
2077976059,-14.845146,-40.8535037,Avenida Boa Vontade,Ibirapuera,45075-225
2077976061,-14.8533288,-40.8545188,Avenida Boa Vontade,Brasil,45051-300
2077976063,-14.8438728,-40.8533384,Avenida Boa Vontade,Ibirapuera,45075-225
2077976065,-14.8445022,-40.8534175,Avenida Boa Vontade,Ibirapuera,45075-225
2077976067,-14.8487503,-40.8539419,Avenida Boa Vontade,Ibirapuera,45051-000
2078083271,-14.8446325,-40.858112,Avenida Lapa,Ibirapuera,45051-000
2078083283,-14.8469108,-40.8555794,Avenida Pará,Ibirapuera,45075-225
2078083285,-14.8409515,-40.8548431,Avenida Porto Velho,Ibirapuera,45075-225
2078083289,-14.8418266,-40.8577667,Travessa Amapá,Ibirapuera,45075-225
2078083291,-14.840313,-40.8558335,Avenida Porto Velho,Ibirapuera,45075-225
2078083300,-14.8433212,-40.8579491,Avenida Rondônia,Ibirapuera,45075-225
2078083312,-14.8405626,-40.8538996,Avenida Porto Velho,Ibirapuera,45075-225
2078092349,-14.8449654,-40.8553569,Avenida Amazonas,Ibirapuera,45075-225
2078092355,-14.8509632,-40.8551502,Avenida Piauí,Brasil,45051-000
2078092357,-14.8620761,-40.8565517,Rua Mato Grosso,Brasil,45051-300
2078092358,-14.8548999,-40.8556513,Avenida Pernambuco,Brasil,45051-300
2078092359,-14.8485416,-40.8557805,Avenida Maranhão,Ibirapuera,45051-000
2078092361,-14.8410539,-40.8539191,Avenida Porto Velho,Ibirapuera,45075-225
2078092363,-14.847021,-40.854656,Avenida Pará,Ibirapuera,45075-225
2078092364,-14.856497,-40.855851,Avenida Guanambi,Brasil,45051-300
2078092365,-14.8541341,-40.8555459,Avenida Paraíba,Brasil,45051-000
2078092366,-14.8407914,-40.8483039,Rua Santa Madalena,Nossa Senhora Aparecida,45085-130
2078092367,-14.8436551,-40.8551884,Avenida Rondônia,Ibirapuera,45075-225
2078092368,-14.8405174,-40.8548045,Avenida Caetité,Ibirapuera,45075-225
2078092371,-14.8596469,-40.8562365,Avenida Guanambi,Brasil,45051-300
2078092373,-14.858873,-40.8561373,Avenida Aracajú,Brasil,45051-300
2078092374,-14.8580771,-40.8560284,Avenida Nena Santos,Brasil,45051-300
2078092375,-14.8501454,-40.8550423,Avenida Brumado,Ibirapuera,45051-000
2078092378,-14.8486382,-40.8548491,Avenida Guanambi,Ibirapuera,45075-225
2078092379,-14.8642233,-40.8568253,Avenida Guanambi,Brasil,45051-300
2078092380,-14.8517617,-40.8552669,Avenida Teresina,Brasil,45051-000
2078092381,-14.8437704,-40.8542537,Avenida Guanambi,Ibirapuera,45075-225
2078092382,-14.855702,-40.8557597,Avenida Guanambi,Brasil,45051-300
2078092384,-14.8421442,-40.854992,Travessa Amapá,Ibirapuera,45075-225
2078092385,-14.8450694,-40.8544378,Avenida Guanambi,Ibirapuera,45075-225
2078092386,-14.8422569,-40.8540693,Travessa Amapá,Ibirapuera,45075-225
2078092388,-14.8572916,-40.8559442,Avenida Guanambi,Brasil,45051-300
2078092390,-14.8628304,-40.8566467,Rua Minas Gerais,Brasil,45051-300
2078093418,-14.857184,-40.8568615,Avenida Caetité,Brasil,45051-300
2078093420,-14.8532264,-40.8554211,Avenida Deraldo Mendes,Brasil,45051-000
2078093421,-14.8524367,-40.8562617,Avenida Caetité,Brasil,45051-300
2078093423,-14.8603416,-40.8572449,Rua Goiás,Brasil,45051-300
2078093424,-14.8619555,-40.8574381,Rua Mato Grosso,Brasil,45051-300
2078093425,-14.8587706,-40.8570559,Avenida Aracajú,Brasil,45051-300
2078093426,-14.8627086,-40.8575374,Rua Minas Gerais,Brasil,45051-300
2078093427,-14.8531096,-40.856348,Avenida Deraldo Mendes,Brasil,45051-000
2078093428,-14.861157,-40.8573496,Rua Goiânia,Brasil,45051-300
2078093429,-14.8634566,-40.8576198,Avenida Caetité,Brasil,45051-300
2078093430,-14.8525546,-40.8553564,Avenida Guanambi,Brasil,45051-300
2078093431,-14.864271,-40.8577281,Avenida Caetité,Brasil,45051-300
2078095075,-14.8642213,-40.8586639,Rua Guanabara,Brasil,45051-300
2078095076,-14.8546977,-40.8575092,Avenida Pernambuco,Brasil,45051-300
2078095077,-14.8448589,-40.8562555,Avenida Amazonas,Ibirapuera,45075-225
2078095078,-14.840853,-40.8557296,Avenida Porto Velho,Ibirapuera,45075-225
2078095079,-14.8507414,-40.8569942,Avenida Piauí,Brasil,45051-000
2078095080,-14.8468019,-40.8564873,Avenida Pará,Ibirapuera,45075-225
2078095081,-14.8562818,-40.8576943,Avenida Alagoas,Brasil,45051-300
2078095082,-14.85301,-40.8572786,Avenida Deraldo Mendes,Brasil,45051-000
2078095083,-14.8515361,-40.8570908,Avenida Teresina,Brasil,45051-000
2078095084,-14.8498755,-40.8568829,Avenida Brumado,Brasil,45051-000
2078095085,-14.8570647,-40.8577935,Avenida Maceió,Brasil,45051-300
2078095086,-14.8625851,-40.8584704,Rua Minas Gerais,Brasil,45051-300
2078095087,-14.8618388,-40.8583796,Avenida Serrinha,Brasil,45051-300
2078095088,-14.8594447,-40.8580872,Avenida Salvador,Brasil,45051-300
2078095089,-14.8484327,-40.8567032,Avenida Maranhão,Ibirapuera,45051-000
2078095090,-14.8586669,-40.8579853,Avenida Aracajú,Brasil,45051-300
2078095092,-14.8420405,-40.8558784,Travessa Amapá,Ibirapuera,45075-225
2078095093,-14.8404655,-40.8556733,Avenida Serrinha,Ibirapuera,45075-225
2078095094,-14.8435637,-40.8560729,Avenida Rondônia,Ibirapuera,45075-225
2078095095,-14.8578448,-40.8578804,Avenida Nena Santos,Brasil,45051-300
2078095096,-14.8523333,-40.8571874,Avenida Serrinha,Brasil,45051-300
2078095097,-14.863363,-40.8585679,Rua Espiríto Santo,Brasil,45051-300
2078095098,-14.8539187,-40.8573899,Avenida Paraíba,Brasil,45051-000
2078095099,-14.860214,-40.8581724,Avenida Serrinha,Brasil,45051-300
2078095100,-14.8554962,-40.8576112,Avenida Recife,Brasil,45051-300
2078095101,-14.8610404,-40.8582673,Avenida Serrinha,Brasil,45051-300
2078102652,-14.8447485,-40.8572048,Avenida Paramirim,Ibirapuera,45075-225
2078102656,-14.8561782,-40.8586099,Avenida Alagoas,Brasil,45051-300
2078102658,-14.8466827,-40.8574247,Avenida Pará,Ibirapuera,45075-225
2078102660,-14.8529044,-40.8581991,Avenida Deraldo Mendes,Brasil,45051-000
2078102662,-14.8434431,-40.8570117,Avenida Paramirim,Ibirapuera,45075-225
2078102664,-14.8483212,-40.8576407,Avenida Maranhão,Ibirapuera,45051-000
2078102666,-14.841938,-40.8568105,Travessa Amapá,Ibirapuera,45075-225
2078102668,-14.853807,-40.8583171,Avenida Paraíba,Brasil,45051-000
2078102670,-14.8593371,-40.8589992,Avenida Salvador,Brasil,45051-300
2078102672,-14.8545963,-40.8584101,Avenida Pernambuco,Brasil,45051-300
2078102676,-14.8617134,-40.8592929,Avenida Paramirim,Brasil,45051-300
2078102678,-14.860093,-40.8591016,Rua Goiás,Brasil,45051-300
2078102680,-14.8522332,-40.8581218,Avenida Paramirim,Brasil,45051-300
2078102682,-14.8553734,-40.858511,Avenida Recife,Brasil,45051-300
2078102684,-14.849742,-40.8578103,Avenida Paramirim,Brasil,45075-225
2078102686,-14.8577307,-40.8588032,Avenida Nena Santos,Brasil,45051-300
2078102690,-14.8609224,-40.8591923,Avenida Paramirim,Brasil,45051-300
2078102692,-14.8414811,-40.8530413,Rua Pedro Alvares Cabral,Ibirapuera,45075-225
2078102694,-14.8423658,-40.853152,Travessa Amapá,Ibirapuera,45075-225
2078102696,-14.8514145,-40.8580225,Avenida Teresina,Brasil,45051-000
2078102698,-14.8506361,-40.8579219,Avenida Piauí,Brasil,45051-000
2078115974,-14.8432512,-40.8586518,Avenida Rondônia,Ibirapuera,45075-225
2078115977,-14.8431605,-40.8593425,Avenida Rondônia,Ibirapuera,45075-225
2078115978,-14.8455666,-40.8499481,Rua Jequié,Ibirapuera,45051-000
2078115980,-14.8458115,-40.8480316,Rodovia Santos Dumont,Ibirapuera,45085-130
2078115982,-14.8494323,-40.8601194,Avenida Brumado,Brasil,45051-000
2078115983,-14.8444535,-40.8595177,Avenida Barreiras,Ibirapuera,45075-225
2078115984,-14.8432085,-40.8532539,Rua Acre,Ibirapuera,45085-130
2078115985,-14.844532,-40.8588215,Avenida Macaúbas,Ibirapuera,45075-225
2078115986,-14.8480733,-40.8599534,Avenida Barreiras,Ibirapuera,45075-225
